panel,state,family,level,w,depth,cadence,gross,IS_dSharpe_BLOCK,IS_dSharpe_RAND,OOS_dSharpe_BLOCK,OOS_dSharpe_RAND,dSharpe_BLOCK,dSharpe_RAND,REAL,REAL_IS,REAL_OOS,on_share,excess_vs_BLOCK,excess_vs_RAND
B136,BREADTH,ABSLIT,0.3,0,0.25,D,0.75,-0.013895102522415659,-0.06016758450204157,-0.015607029183817012,-0.060103318267856254,-0.008579513734326971,-0.050571545205063406,-0.008645656433063253,-0.04685360370283376,0.02347382026101874,0.06504613999549853,-6.614269873628231e-05,0.04192588877200015
B136,BREADTH,ABSLIT,0.3,0,0.25,D,1.0,-0.002087956703117788,-0.0645316557927757,-0.01798789215899055,-0.05586302133682203,-0.012562024090770896,-0.0626804679797957,-0.008296884296251195,-0.04677496911155643,0.02399444844171139,0.06504613999549853,0.004265139794519701,0.05438358368354451
B136,BREADTH,ABSLIT,0.3,0,0.25,W,0.75,-0.014538614477089928,-0.05466384647266054,-0.008605066948025542,-0.0733059405838486,-0.009589690304530607,-0.062167666185500625,0.0011455706066603177,-0.008388266811532263,0.009074598185545124,0.061670042763898265,0.010735260911190925,0.06331323679216094
B136,BREADTH,ABSLIT,0.3,0,0.25,W,1.0,-0.012335170349239921,-0.06726727057221571,-0.013384557608072722,-0.057881814641767504,-0.012582500836598398,-0.06348387840288044,0.0011975967476369753,-0.0082856394163906,0.0090788768960679,0.061670042763898265,0.013780097584235373,0.06468147515051742
B136,BREADTH,ABSLIT,0.3,0,0.5,D,0.75,-0.03222817932378513,-0.1321695639590305,-0.03912925902426123,-0.12166360477103344,-0.03465295359120496,-0.11573619816154507,-0.027661326470750147,-0.10416018932420834,0.03729816903847771,0.06504613999549853,0.006991627120454813,0.08807487169079492
B136,BREADTH,ABSLIT,0.3,0,0.5,D,1.0,-0.03752574195458258,-0.13770641607358958,-0.010834803703077489,-0.13098090310094163,-0.028544766979328784,-0.13729425123081113,-0.02708893501212406,-0.1040763629662177,0.03821484624977911,0.06504613999549853,0.0014558319672047237,0.11020531621868707
B136,BREADTH,ABSLIT,0.3,0,0.5,W,0.75,-0.0026746946019792217,-0.11827929125944464,-0.029092896761594322,-0.12777157398136907,-0.013379896657480461,-0.12323404890530804,-0.004293975967694763,-0.024406616030246964,0.012383362429872813,0.061670042763898265,0.009085920689785698,0.11894007293761327
B136,BREADTH,ABSLIT,0.3,0,0.5,W,1.0,-0.02428257217030827,-0.11037088731417039,-0.01120587558036601,-0.13961298618778506,-0.0024987958227828955,-0.11991287930936317,-0.004177534192800536,-0.024208128025673403,0.012416312878144709,0.061670042763898265,-0.0016787383700176406,0.11573534511656264
B136,BREADTH,ABSLIT,0.3,0,1.0,D,0.75,-0.05083899006836601,-0.2335687608088674,-0.0625994361630326,-0.25589617375342977,-0.04317607478425195,-0.258038831637338,-0.10006466821906912,-0.24824483809670872,0.02693207768371164,0.06504613999549853,-0.05688859343481717,0.15797416341826886
B136,BREADTH,ABSLIT,0.3,0,1.0,D,1.0,-0.04192646005222772,-0.25877990807193607,-0.06060850570776016,-0.21097309853497803,-0.05113115786468819,-0.22801806083051196,-0.09958292993075568,-0.24838961330953246,0.0278948061545794,0.06504613999549853,-0.04845177206606749,0.12843513089975628
B136,BREADTH,ABSLIT,0.3,0,1.0,W,0.75,-0.044373033463682765,-0.19214809242993863,-0.05568895652716699,-0.2969265031850997,-0.0600391899198322,-0.2486122806719932,-0.036878558001565254,-0.08081851366959347,-0.0005501622126451444,0.061670042763898265,0.02316063191826695,0.21173372267042795
B136,BREADTH,ABSLIT,0.3,0,1.0,W,1.0,-0.08073501615242579,-0.19914731159486349,-0.033553312835275795,-0.1982623219008322,-0.050037059989539334,-0.19506411344990532,-0.0365943076503199,-0.08046043932136959,-0.0003740918476213828,0.061670042763898265,0.013442752339219433,0.15846980579958542
B136,BREADTH,ABSLIT,0.4,0,0.25,D,0.75,-0.012476188776784025,-0.08151246472564966,-0.02261822563971816,-0.08941601932003618,-0.017537925093285223,-0.07651182283937574,0.009736160859862064,0.0019554892743967045,0.016209545930228053,0.10623452622102184,0.027274085953147287,0.0862479836992378
B136,BREADTH,ABSLIT,0.4,0,0.25,D,1.0,-0.02133023244528187,-0.09920752649662529,-0.014332160983892228,-0.08733192767389125,-0.01413881080272339,-0.08849421324270079,0.010090230237765452,0.002201056008258817,0.016642835054183847,0.10623452622102184,0.02422904104048884,0.09858444348046624
B136,BREADTH,ABSLIT,0.4,0,0.25,W,0.75,-0.012451099966173884,-0.09290172830680876,0.0006026933774915255,-0.09376172423433804,-0.004059958359870941,-0.08499557924946194,0.00437074742564203,-0.005383815768325917,0.012492759619505023,0.10690974566734189,0.00843070578551297,0.08936632667510397
B136,BREADTH,ABSLIT,0.4,0,0.25,W,1.0,0.0028143146089835147,-0.09168264530037729,-0.013725283726725213,-0.10338718583492962,-0.004375020093249304,-0.09539070461522475,0.004292969525432566,-0.0053396497450919345,0.012324552611589379,0.10690974566734189,0.00866798961868187,0.09968367414065732
