denominator,L,bar,moves,observed,null_median,null_p90,percentile
D_ANCHOR,21,BAR_HONEST,4,0.8498016976534908,0.8557067358385303,0.8635073276882522,0.245
D_ANCHOR,21,BAR_QUOTED,4,0.8498016976534908,0.8547438197907178,0.8630794999767223,0.255
D_ANCHOR,63,BAR_HONEST,6,0.8554092105651728,0.8510531968401087,0.8622761025038919,0.6825
D_ANCHOR,63,BAR_QUOTED,6,0.8554092105651728,0.8519257398261815,0.8634185412247409,0.665
D_ANCHOR,126,BAR_HONEST,6,0.8554092105651728,0.8527227580671772,0.8626136324548795,0.64
D_ANCHOR,126,BAR_QUOTED,6,0.8554092105651728,0.8519274679235955,0.8613327506018316,0.65
D_ANCHOR,252,BAR_HONEST,7,0.8582585647963038,0.8546532547110516,0.8646683122472734,0.6775
D_ANCHOR,252,BAR_QUOTED,7,0.8582585647963038,0.8528174090356908,0.8629447116763752,0.7525
D_ANCHOR,504,BAR_HONEST,10,0.864157779695144,0.8468026470821977,0.8607353835086337,0.95
D_ANCHOR,504,BAR_QUOTED,13,0.8578181486348185,0.8437364930483047,0.8572585627352838,0.9125
D_BOOKVOL,21,BAR_HONEST,4,0.8498016976534908,0.8498588717700344,0.8594039310942626,0.4975
D_BOOKVOL,21,BAR_QUOTED,4,0.8498016976534908,0.8495050839694267,0.8597527020897352,0.515
D_BOOKVOL,63,BAR_HONEST,6,0.8554092105651728,0.8498917112852336,0.8613883106653601,0.7225
D_BOOKVOL,63,BAR_QUOTED,6,0.8554092105651728,0.8485879838625111,0.8603879870286186,0.76
D_BOOKVOL,126,BAR_HONEST,6,0.8554092105651728,0.8476148704260054,0.8597477747052509,0.82
D_BOOKVOL,126,BAR_QUOTED,6,0.8554092105651728,0.8471565682568463,0.8585727226268012,0.7975
D_BOOKVOL,252,BAR_HONEST,7,0.8582585647963038,0.8469789814218887,0.8600631761091959,0.87
D_BOOKVOL,252,BAR_QUOTED,7,0.8582585647963038,0.8472334841680845,0.8587843799000302,0.8825
D_BOOKVOL,504,BAR_HONEST,10,0.864157779695144,0.8432123930426909,0.8593301842986029,0.965
D_BOOKVOL,504,BAR_QUOTED,12,0.8577793514954024,0.8416530209221643,0.8573409948898904,0.9025
D_DIFFSD,21,BAR_HONEST,1,0.8455352202492573,0.8538139381308181,0.8611622203854475,0.055
D_DIFFSD,21,BAR_QUOTED,0,0.8574835989127739,0.8574835989127739,0.8574835989127739,0.0
D_DIFFSD,63,BAR_HONEST,1,0.8455352202492573,0.8541341532065597,0.8611622203854475,0.055
D_DIFFSD,63,BAR_QUOTED,0,0.8574835989127739,0.8574835989127739,0.8574835989127739,0.0
D_DIFFSD,126,BAR_HONEST,1,0.8455352202492573,0.8544379237704397,0.8636679187344054,0.03
D_DIFFSD,126,BAR_QUOTED,0,0.8574835989127739,0.8574835989127739,0.8574835989127739,0.0
D_DIFFSD,252,BAR_HONEST,0,0.8574835989127739,0.8574835989127739,0.8574835989127739,0.0
D_DIFFSD,252,BAR_QUOTED,0,0.8574835989127739,0.8574835989127739,0.8574835989127739,0.0
D_DIFFSD,504,BAR_HONEST,1,0.8605548901639374,0.8546173960702083,0.8633670469846805,0.8075
D_DIFFSD,504,BAR_QUOTED,0,0.8574835989127739,0.8574835989127739,0.8574835989127739,0.0
D_MAXVOL,21,BAR_HONEST,4,0.8492579332708643,0.8487520310985588,0.8604970421480305,0.515
D_MAXVOL,21,BAR_QUOTED,4,0.8492579332708643,0.8497703382879529,0.8595073183089935,0.485
D_MAXVOL,63,BAR_HONEST,6,0.8554092105651728,0.8474790836341528,0.859058781921354,0.8
D_MAXVOL,63,BAR_QUOTED,7,0.8478013668817029,0.845599510522118,0.8589737067173248,0.5825
D_MAXVOL,126,BAR_HONEST,6,0.8554092105651728,0.8476781417967835,0.8599386780770886,0.755
D_MAXVOL,126,BAR_QUOTED,7,0.8478013668817029,0.847703374896098,0.8589602802009617,0.5025
D_MAXVOL,252,BAR_HONEST,7,0.8582585647963038,0.8465213946113921,0.8611421346601612,0.87
D_MAXVOL,252,BAR_QUOTED,10,0.8499200047763731,0.8403798720730145,0.8557815979537261,0.7825
D_MAXVOL,504,BAR_HONEST,11,0.8576513522831757,0.8436569372905154,0.8591638584682724,0.8825
D_MAXVOL,504,BAR_QUOTED,13,0.8578181486348185,0.8390422706462417,0.8536000907568075,0.9425
D_SPYVOL,21,BAR_HONEST,4,0.8498016976534908,0.8546667566820623,0.8634528156913452,0.26
D_SPYVOL,21,BAR_QUOTED,8,0.8441568004412895,0.8516483992243296,0.8634347704422123,0.2125
D_SPYVOL,63,BAR_HONEST,3,0.8636245623631101,0.8552160161827829,0.8631164089279842,0.92
D_SPYVOL,63,BAR_QUOTED,8,0.8478401640211191,0.8502118178802617,0.8626967423986018,0.405
D_SPYVOL,126,BAR_HONEST,2,0.8661264731228181,0.856049527760371,0.8620768890172122,0.9925
D_SPYVOL,126,BAR_QUOTED,10,0.8562082511080168,0.8493182475826394,0.8606586703197958,0.77
D_SPYVOL,252,BAR_HONEST,5,0.8523379193140093,0.855749416221345,0.8646462694743564,0.32
D_SPYVOL,252,BAR_QUOTED,12,0.859082346611411,0.8502476031512541,0.8628244658438344,0.8175
D_SPYVOL,504,BAR_HONEST,4,0.8666958536142736,0.8536403199699845,0.8629948466224104,0.9575
D_SPYVOL,504,BAR_QUOTED,15,0.8584981530595132,0.8420657179962809,0.8563279289750183,0.9225
