ctrl,est,k,q,book,char,fit_h1,direction,panel,seed,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,anchor_OOS_Sharpe,beats_anchor,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD,beats_spy,beats_v2,CAGR,Sharpe,MaxDD,H1,H2,keep4a,keep4b,fail4b
REC,RANKPART,20,0.25,CAND10,disp,-0.03210911548782852,LOW,k20~q0.250~s39,39,0.0696820889601457,0.5687425859093329,-0.2219548606574903,0.8136666606451867,False,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.047037835009783,0.6157436233742769,-0.1347609499446334,False,False,0.0820696455728882,0.6683222769949674,-0.22195486065749,0.9677778309617272,0.4163259932523421,False,False,"H2,OOS,DD,CAGR"
REC,RANKPART,20,0.25,CAND10,evol,-0.08103371701244196,LOW,k20~q0.250~s42,42,0.0786907183917837,0.676978431179406,-0.2225129928303747,0.8136666606451867,False,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.0455316840471993,0.6698075509876716,-0.1185989969344754,False,True,0.0690184894996728,0.6149403234437993,-0.2225129928303749,0.6545216227021382,0.5835934998599288,False,False,"H1,H2,OOS,DD,CAGR"
REC,RANKPART,20,0.25,CAND20,disp,-0.060961149110338855,LOW,k20~q0.250~s39,39,0.0691184537384812,0.5815158986748534,-0.2275213364966736,0.846403104589487,False,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.047037835009783,0.6157436233742769,-0.1347609499446334,False,False,0.0795171410172956,0.6689997841367178,-0.2275213364966739,0.9229052971179448,0.456577488380989,False,False,"H2,OOS,DD,CAGR"
REC,RANKPART,20,0.25,CAND20,evol,-0.08879832123615021,LOW,k20~q0.250~s42,42,0.0788923062329542,0.6967863639232476,-0.2100149948942394,0.846403104589487,False,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.0455316840471993,0.6698075509876716,-0.1185989969344754,False,True,0.076454431361159,0.6909330585231035,-0.2100149948942393,0.8010111230648094,0.5997834369614934,False,False,"H1,H2,OOS,DD,CAGR"
REC,RANKPART,20,0.25,EWall,disp,-0.008321108023094537,LOW,k20~q0.250~s39,39,0.0692097619683103,0.5826139118233381,-0.227521336496674,0.8467881124823616,False,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.047037835009783,0.6157436233742769,-0.1347609499446334,False,False,0.0805048823815319,0.6764630697744416,-0.2275213364966735,0.9402410917571143,0.4552248877157672,False,False,"H2,OOS,DD,CAGR"
REC,RANKPART,20,0.25,EWall,evol,-0.09620335116595086,LOW,k20~q0.250~s42,42,0.0786750140198178,0.6946751099387104,-0.2100149948942394,0.8467881124823616,False,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.0455316840471993,0.6698075509876716,-0.1185989969344754,False,True,0.076320399628754,0.6895921902576191,-0.2100149948942393,0.8010111230648094,0.5974005613394083,False,False,"H1,H2,OOS,DD,CAGR"
REC,RANKPART,20,0.5,CAND10,disp,-0.35059460419355404,LOW,k20~q0.500~s31,31,0.0948891068659807,0.6944748338341865,-0.2865325692620708,0.6304635377980005,True,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.0487023184517627,0.6121823960779456,-0.1562207671831896,False,True,0.0850828743108318,0.6738527184232936,-0.2865325692620712,0.763263059817983,0.6175242773201557,False,False,"H1,H2,OOS,DD,CAGR"
REC,RANKPART,20,0.5,CAND10,evol,0.3758232989984658,HIGH,k20~q0.500~s40,40,0.1521577831492977,0.9386772775264184,-0.2309496570436487,0.6304635377980005,True,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.1077255569801136,1.0403712650431554,-0.1272912936678772,True,False,0.1499995322370089,0.9492599518716712,-0.2309496570436486,0.9440960532457722,0.9566753991380356,False,False,DD
REC,RANKPART,20,0.5,CAND20,disp,-0.3627723279341541,LOW,k20~q0.500~s31,31,0.0958135544220573,0.7165609750335747,-0.2802930851852002,0.6403154413241398,True,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.0487023184517627,0.6121823960779456,-0.1562207671831896,False,True,0.0811534772667756,0.6599187753536987,-0.2802930851852,0.7306362319601433,0.6174992342202431,False,False,"H1,H2,OOS,DD,CAGR"
REC,RANKPART,20,0.5,CAND20,evol,0.3384091800824949,HIGH,k20~q0.500~s40,40,0.1600266363648403,1.013715657123477,-0.2100171141793959,0.6403154413241398,True,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.1077255569801136,1.0403712650431554,-0.1272912936678772,True,False,0.1498420526565302,0.9808589580747972,-0.2106721529018136,0.9329646836056458,1.0266077153644777,False,False,DD
