panel,ladder,cost_rung,chooser,pick,IS_stat,turnover,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4b,pass4b_oos,pass4a
U56,N,0.0,C_ISSHARPE,40,1.196728487910862,2.3133437192705917,0.13689143931834336,1.14415066335714,-0.22953406310284974,1.292078609167716,1.040531195484855,0.14213621107875274,1.113619070299869,-0.22953406310285007,False,False,False
U56,N,0.0,C_ISDD,40,-0.124963886509866,2.3133437192705917,0.13689143931834336,1.14415066335714,-0.22953406310284974,1.292078609167716,1.040531195484855,0.14213621107875274,1.113619070299869,-0.22953406310285007,False,False,False
U56,N,0.0,C_ISCAGR,5,0.19117935150716026,3.1266004238461065,0.18162366862095491,1.0014974224374646,-0.25841903342870254,1.2131619241896001,0.842250913085481,0.17381802478757402,0.9142909118597348,-0.2584190334287034,False,False,False
U56,N,10.0,C_ISSHARPE,40,1.1761930490300028,2.3133437192705917,0.13426425475231962,1.1244963158326498,-0.22984197733835132,1.2712686055155562,1.0215963776402637,0.13939367595266128,1.0944875184055334,-0.22984197733835132,False,False,False
U56,N,10.0,C_ISDD,40,-0.12581421125997172,2.3133437192705917,0.13426425475231962,1.1244963158326498,-0.22984197733835132,1.2712686055155562,1.0215963776402637,0.13939367595266128,1.0944875184055334,-0.22984197733835132,False,False,False
U56,N,10.0,C_ISCAGR,5,0.18764660078193307,3.1266004238461065,0.17793757695658097,0.9844672527247917,-0.258535970580156,1.1944183705410534,0.8264057018183052,0.17000779023074863,0.8977370957234518,-0.2585359705801554,False,False,False
U56,N,25.0,C_ISSHARPE,40,1.1453586976336751,2.3133437192705917,0.1303344259381476,1.0949945591413324,-0.23030366707692962,1.2400175892336047,0.9931830766499988,0.13529175821496153,1.065776057949654,-0.23030366707692973,False,False,False
U56,N,25.0,C_ISDD,40,-0.12708826239112347,2.3133437192705917,0.1303344259381476,1.0949945591413324,-0.23030366707692962,1.2400175892336047,0.9931830766499988,0.13529175821496153,1.065776057949654,-0.23030366707692973,False,False,False
U56,N,25.0,C_ISCAGR,5,0.18236163554559903,3.1266004238461065,0.1724241185807529,0.9587809547111715,-0.25871134779592797,1.1660949570519565,0.8025358255376691,0.16430942582489383,0.8727869740262197,-0.2587113477959282,False,False,False
U56,N,50.0,C_ISSHARPE,40,1.0938925265174153,2.3133437192705917,0.1238138019894377,1.0457774489155591,-0.23107266585595088,1.1878443707802748,0.9458036404938329,0.12848680432089687,1.0178917187187333,-0.23107266585595077,False,False,False
