panel,theta,x,cad,con,qfam,Sharpe_ma,Sharpe_q,dSharpe,dSharpe_oos,dCAGR_pp,dMaxDD_pp,sel_pp,level_pp,timing_pp,dCAGR0_dg_pp,dCAGR0_rs_pp
U56,0.3,0.04258870572676662,W,RESPREAD,QUANTILE-M,0.9835931857769409,1.2615377748378975,-0.27794458906095665,-0.22914734081498211,-5.5311708944524085,-29.221502324801772,-5.3682797188026266,4.753186136993449,-0.1317281922061042,-0.7468217740152827,-5.3682797188026266
U56,0.3,0.04258870572676662,W,DEGROSS,QUANTILE-M,0.7412353684502564,1.2569914999551286,-0.5157561315048722,-0.4879777788079288,-0.7239531027085855,-0.11418267234575286,-5.3682797188026266,4.753186136993449,-0.1317281922061042,-0.7468217740152827,-5.3682797188026266
U56,0.3,0.04258870572676662,W,RESPREAD,QUANTILE-F,0.9835931857769409,1.251529828812716,-0.267936643035775,-0.25032688759494437,-8.854303855877909,-24.958683675878802,-8.751037574361709,8.469669725586805,-0.13748518355760808,-0.41885303233251125,-8.751037574361709
U56,0.3,0.04258870572676662,W,DEGROSS,QUANTILE-F,0.7412353684502564,1.240649481325384,-0.4994141128751277,-0.503642066877214,-0.4172970995583336,-0.3448515779199912,-8.751037574361709,8.469669725586805,-0.13748518355760808,-0.41885303233251125,-8.751037574361709
U56,0.3,0.04258870572676662,M,RESPREAD,QUANTILE-M,0.934399154691525,1.2387960819570532,-0.30439692726552814,-0.3299858470492779,-7.090926940579245,-23.37565746001594,-7.119083015571115,6.382415639202122,0.010264486355595182,-0.7264028900134001,-7.119083015571115
U56,0.3,0.04258870572676662,M,DEGROSS,QUANTILE-M,0.7347878842712583,1.2234599353154119,-0.48867205104415357,-0.4805789074264111,-0.7164741853484813,-0.12360615989643886,-7.119083015571115,6.382415639202122,0.010264486355595182,-0.7264028900134001,-7.119083015571115
U56,0.3,0.04258870572676662,M,RESPREAD,QUANTILE-F,0.934399154691525,1.2173979874651049,-0.28299883277357984,-0.3351656155128496,-9.912378115001875,-19.536761326647078,-9.994716593875319,9.601153656168314,-0.004596277333220655,-0.398159215040228,-9.994716593875319
U56,0.3,0.04258870572676662,M,DEGROSS,QUANTILE-F,0.7347878842712583,1.1982209570621822,-0.46343307279092394,-0.4893016887163659,-0.39672773941505923,-0.41268163260100854,-9.994716593875319,9.601153656168314,-0.004596277333220655,-0.398159215040228,-9.994716593875319
U56,0.3,0.04258870572676662,Q,RESPREAD,QUANTILE-M,0.9411617392141418,1.1467020454843637,-0.2055403062702219,-0.23856945997110734,-3.922399996042114,-5.518763955345108,-3.970174113257241,3.3285217736462407,0.10505646725662743,-0.5365958723543729,-3.970174113257241
U56,0.3,0.04258870572676662,Q,DEGROSS,QUANTILE-M,0.779510202758385,1.1182172189439283,-0.33870701618554333,-0.30302746504589495,-0.5314449023555046,-0.6299972402505127,-3.970174113257241,3.3285217736462407,0.10505646725662743,-0.5365958723543729,-3.970174113257241
U56,0.3,0.04258870572676662,Q,RESPREAD,QUANTILE-F,0.9411617392141418,1.1450906707790374,-0.20392893156489555,-0.23637515458667724,-6.997402490707616,-1.367661155361033,-7.060017444196909,6.726022512590397,0.09918817243551104,-0.23480675917100235,-7.060017444196909
U56,0.3,0.04258870572676662,Q,DEGROSS,QUANTILE-F,0.779510202758385,1.1015361124311915,-0.32202590967280653,-0.2853067224007465,-0.2345774068150952,-0.8774608228309444,-7.060017444196909,6.726022512590397,0.09918817243551104,-0.23480675917100235,-7.060017444196909
U56,0.2,0.10223652894330977,W,RESPREAD,QUANTILE-M,0.8860804079704144,1.1445986984222145,-0.2585182904518001,-0.3533686989321727,-2.4289918298521895,-23.513503383184407,-1.6060536227098465,1.3019380827778093,-0.31834298716433196,-0.6224585270963701,-1.6060536227098465
U56,0.2,0.10223652894330977,W,DEGROSS,QUANTILE-M,0.7761227934358069,1.140242693728258,-0.364119900292451,-0.30606749787528487,-0.6075348562382343,-0.4143144469462956,-1.6060536227098465,1.3019380827778093,-0.31834298716433196,-0.6224585270963701,-1.6060536227098465
U56,0.2,0.10223652894330977,W,RESPREAD,QUANTILE-F,0.8860804079704144,1.1495568838358188,-0.26347647586540435,-0.3432136265629053,-3.392149955150514,-22.39055276006767,-2.6070288419870913,2.455501895508853,-0.3277800779877076,-0.479307024465947,-2.6070288419870913
U56,0.2,0.10223652894330977,W,DEGROSS,QUANTILE-F,0.7761227934358069,1.1432846085981858,-0.3671618151623789,-0.2929202822830814,-0.4774284172226473,-0.5127220366968666,-2.6070288419870913,2.455501895508853,-0.3277800779877076,-0.479307024465947,-2.6070288419870913
U56,0.2,0.10223652894330977,M,RESPREAD,QUANTILE-M,1.166559559957701,1.2471415520906206,-0.08058199213291961,-0.18794059588361878,3.858393104742608,-5.777319972188543,4.189322718893185,-4.1585301149355445,-0.4542477304472641,-0.4234551264896247,4.189322718893185
U56,0.2,0.10223652894330977,M,DEGROSS,QUANTILE-M,0.9541497897005993,1.2302697249542263,-0.276119935253627,-0.29499847543948277,-0.4185677459257242,0.3001937135300836,4.189322718893185,-4.1585301149355445,-0.4542477304472641,-0.4234551264896247,4.189322718893185
U56,0.2,0.10223652894330977,M,RESPREAD,QUANTILE-F,1.166559559957701,1.2586266733159812,-0.09206711335828022,-0.18195847041103652,2.605822168271965,-4.698734460734977,2.9105491493844893,-2.72824215473495,-0.46643653973703536,-0.284129545087497,2.9105491493844893
U56,0.2,0.10223652894330977,M,DEGROSS,QUANTILE-F,0.9541497897005993,1.2394659449287455,-0.28531615522814624,-0.28534563419828274,-0.2842046437619983,0.1856385909592806,2.9105491493844893,-2.72824215473495,-0.46643653973703536,-0.284129545087497,2.9105491493844893
U56,0.2,0.10223652894330977,Q,RESPREAD,QUANTILE-M,1.1584981417579792,1.164715711009363,-0.0062175692513839476,-0.04036037962925909,4.304826019667107,-0.15263822053980247,4.368133582063249,-4.416231373761924,-0.19633734081248022,-0.244435132511156,4.368133582063249
U56,0.2,0.10223652894330977,Q,DEGROSS,QUANTILE-M,0.978105976574827,1.1462186527820613,-0.16811267620723425,-0.0885654554543771,-0.2390121064600459,-1.1102230246251565e-14,4.368133582063249,-4.416231373761924,-0.19633734081248022,-0.244435132511156,4.368133582063249
U56,0.2,0.10223652894330977,Q,RESPREAD,QUANTILE-F,1.1584981417579792,1.1762866529799691,-0.01778851122198999,-0.039171353628193684,3.261694842240037,0.07333992162510405,3.3213261312495135,-3.2008435513019897,-0.1939625341560891,-0.07347995420856623,3.3213261312495135
U56,0.2,0.10223652894330977,Q,DEGROSS,QUANTILE-F,0.978105976574827,1.1441441917669026,-0.16603821519207562,-0.07812915004138699,-0.07178926782929196,-0.2508414033603912,3.3213261312495135,-3.2008435513019897,-0.1939625341560891,-0.07347995420856623,3.3213261312495135
U56,0.12,0.2320147742060299,W,RESPREAD,QUANTILE-M,1.0811919707435262,1.1110099373134028,-0.029817966569876564,0.011701581903397873,2.421798076245052,-3.242561594635851,3.2917931637586495,-2.712549669560673,-1.2708150931950861,-0.6915715989971094,3.2917931637586495
U56,0.12,0.2320147742060299,W,DEGROSS,QUANTILE-M,0.8527017650679819,1.1122929893336895,-0.2595912242657076,-0.19783628943744158,-0.6810022154778661,-0.4999517049711022,3.2917931637586495,-2.712549669560673,-1.2708150931950861,-0.6915715989971094,3.2917931637586495
U56,0.12,0.2320147742060299,W,RESPREAD,QUANTILE-F,1.0811919707435262,1.1105299282609795,-0.029337957517453273,0.01610426145572519,2.2466723517180487,-2.9455926627514617,3.1121901382099804,-2.4153380645206344,-1.2697613710614508,-0.5729092973721039,3.1121901382099804
U56,0.12,0.2320147742060299,W,DEGROSS,QUANTILE-F,0.8527017650679819,1.108137880712507,-0.2554361156445252,-0.19197256113434713,-0.572620609125285,-0.6109813945025744,3.1121901382099804,-2.4153380645206344,-1.2697613710614508,-0.5729092973721039,3.1121901382099804
U56,0.12,0.2320147742060299,M,RESPREAD,QUANTILE-M,1.149749296241424,1.1952068109363214,-0.04545751469489745,-0.09503973903232699,1.6484915218785146,-3.3149418462338986,1.9040622137581842,-1.723337119831747,-0.5728365071033341,-0.3921114131768988,1.9040622137581842
U56,0.12,0.2320147742060299,M,DEGROSS,QUANTILE-M,1.0166955591290374,1.1905857043328412,-0.17389014520380375,-0.17910777033445757,-0.3839986168527654,0.7363379622886579,1.9040622137581842,-1.723337119831747,-0.5728365071033341,-0.3921114131768988,1.9040622137581842
U56,0.12,0.2320147742060299,M,RESPREAD,QUANTILE-F,1.149749296241424,1.1920539447033691,-0.04230464846194515,-0.08406471878274213,1.4993695682723018,-2.85074417192539,1.7518165966190713,-1.4334328590497556,-0.5681161487810691,-0.24973241121175604,1.7518165966190713
U56,0.12,0.2320147742060299,M,DEGROSS,QUANTILE-F,1.0166955591290374,1.182360060724684,-0.1656645015956466,-0.16615494657994112,-0.24627676739019666,0.6665163436807009,1.7518165966190713,-1.4334328590497556,-0.5681161487810691,-0.24973241121175604,1.7518165966190713
U56,0.12,0.2320147742060299,Q,RESPREAD,QUANTILE-M,1.0712090972666077,1.0737092666333934,-0.002500169366785654,-0.09750389599484122,1.4888433622294528,-0.9382396395139825,1.5749989203607706,-1.6267874994556166,-0.25389394360928463,-0.30568252270413154,1.5749989203607706
U56,0.12,0.2320147742060299,Q,DEGROSS,QUANTILE-M,0.93322927907134,1.0686886173122943,-0.13545933824095424,-0.12826518345011784,-0.29970057951134166,-0.16997834549120627,1.5749989203607706,-1.6267874994556166,-0.25389394360928463,-0.30568252270413154,1.5749989203607706
U56,0.12,0.2320147742060299,Q,RESPREAD,QUANTILE-F,1.0712090972666077,1.072594556448361,-0.0013854591817532569,-0.08204408519818573,1.359806631846916,-0.7158860686363844,1.441824950272741,-1.3613877479721417,-0.23826166520397507,-0.1578244629033776,1.441824950272741
U56,0.12,0.2320147742060299,Q,DEGROSS,QUANTILE-F,0.93322927907134,1.0590036216923062,-0.1257743426209662,-0.10905064602454728,-0.1539673066022651,-0.33267697923117234,1.441824950272741,-1.3613877479721417,-0.23826166520397507,-0.1578244629033776,1.441824950272741
