gate,value,bar,passed
G1_contiguity_dropped,1.0,0.0,True
G2_estimator,3.6637359812630166e-15,1e-12,True
G0_determinism,0.0,0.0,True
G3_parent_SMD,6.245004513516506e-17,1e-06,True
G3_parent_OVL,0.0,1e-06,True
G4_engine,1.3877787807814457e-17,1e-09,True
