panel,con,cad,gate,lb,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,CAGR0,gross_mean,turn_yr,dCAGR,dCAGR0_pp,dSharpe,dSharpe_H1,dSharpe_H2,dSharpe_OOS,p4a,f4b,p4b
SMALL439,RESPREAD,W,MA,100,0.05994891177643469,0.4727032762264587,-0.38106269764538425,0.41671370749075604,0.5233114394474776,0.052771284647977534,0.4661764536075222,-0.20914566607595353,0.06410888752199395,0.4785594777502812,-0.3810626976453845,0.07500313406973791,0.7500597552457811,14.095404967763951,-0.04339618492748065,-3.0271266049864964,-0.2113055419306723,-0.3514144968106035,-0.11925217041993408,-0.1586802269557106,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,W,MA,200,0.06596429016599892,0.5102788024840714,-0.38239943767382456,0.44523632874214125,0.5682628661986163,0.05245647446360313,0.46361479037581443,-0.2053952847923507,0.07382991597741184,0.5354740460541031,-0.38239943767382467,0.07718842002797532,0.7500975462749307,10.470037492177372,-0.03738080653791642,-2.808598009162755,-0.17373001567305957,-0.3228918755592183,-0.07430074366879535,-0.10176565865188869,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,W,MA,300,0.07141183820326225,0.5428073398770662,-0.37414788290856404,0.4728281528150045,0.6050457583889713,0.05887695170957219,0.5088069087677461,-0.20572282208424186,0.07870526834804625,0.5621972089277593,-0.37414788290856427,0.08087822981420056,0.7501147728038338,8.793742995250044,-0.031933258500653094,-2.439617030540231,-0.1412014782800648,-0.295300051486355,-0.037517851478440334,-0.07504249577823252,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,W,VOL,200,0.055384864238466225,0.4492735240169569,-0.35029367620570995,0.6308353606820187,0.316590254136282,0.0850276945974564,0.6955067410523739,-0.2097608333058827,0.0386657855176602,0.3283211971347637,-0.3502936762057103,0.06203881683457513,0.7500451122496165,6.27830854665714,-0.047960232465449115,-4.3235583285027746,-0.23473529414017408,-0.1372928436193408,-0.3259733557311297,-0.3089185075712281,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,W,MAVOL,100,0.029956309206792042,0.28826170285817737,-0.39916879516728576,0.3585118580126305,0.23691509355693866,0.05031294546879561,0.4625442382981323,-0.19987046204965342,0.01840088597463696,0.20087682006089227,-0.39916879516728676,0.04763892371154199,0.7480505097366236,17.00853013405783,-0.0733887874971233,-5.763547640806088,-0.3957471152989536,-0.409616346288729,-0.40564851631047305,-0.43636288464509954,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,W,MAVOL,200,0.03770086645920023,0.34364210139737583,-0.3998069131118527,0.39419442189835574,0.3080614365784496,0.04872860517554645,0.4504675075074808,-0.2072590566468805,0.03139636424374004,0.29095981782086194,-0.39980691311185357,0.05182522615149221,0.7500334184945611,13.508482486367578,-0.06564423024471511,-5.344917396811066,-0.34036671675975516,-0.3739337824030038,-0.3345021732889621,-0.34627988688512984,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,W,MAVOL,300,0.04478095656499281,0.3933222249399808,-0.37173251935626683,0.41988344214318907,0.37751542581645825,0.05325107615027935,0.48606523310840044,-0.19785782995738455,0.03992908714101984,0.3483789243594565,-0.37173251935626805,0.05712771224983415,0.7500512800366648,11.737231247507443,-0.05856414013892253,-4.814668786976872,-0.2906865932171502,-0.34824476215817046,-0.26504818405095343,-0.2888607803465353,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,M,MA,100,0.07762034697302456,0.5809127801839301,-0.3880960174869036,0.6038893683660707,0.5755842265328436,0.0813711407579003,0.6684595251991401,-0.19125987874536443,0.07546400301315614,0.5425288780624999,-0.3880960174869035,0.08425800553491558,0.7504908276879766,6.13842990147526,-0.021025275846521696,-1.53643133675061,-0.08339686902237708,-0.14085018158778073,-0.0480865289170882,-0.08095883831366801,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,M,MA,200,0.08791784413177939,0.6404787021973144,-0.39436414443317025,0.6245670836756122,0.6656424286994542,0.0807991253161493,0.6657826498685396,-0.1839389044163322,0.0920429312510731,0.6329681136360449,-0.3943641444331695,0.09297406821454524,0.7505191899931287,4.635752743415987,-0.010727778687766865,-0.6648250687876445,-0.023830947008992798,-0.12017246627823919,0.041971673249522445,0.009480397259876927,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,M,MA,300,0.08738191209346136,0.6370757554556874,-0.3823091033484436,0.6161529263431985,0.6659855683343351,0.07882283559624548,0.6530070406643081,-0.19436353851361,0.09234687280251852,0.6341162351586401,-0.38230910334844304,0.09164500314442314,0.750458379814325,3.91036055575978,-0.011263710726084897,-0.7977315757998538,-0.027233893750619798,-0.12858662361065287,0.04231481288440331,0.010628518782472174,False,"H1,H2,OOS,DD,CAGR",False
