outcome,support,rho_POOLED,rho_S2016,tie_S2016,span_S2016,rho_S2018,tie_S2018,span_S2018
RESID,UNBOUNDED,-0.29326475942565966,-0.14831067684885657,0.05263157894736842,0.3235676374136,-0.3087719298245614,0.05263157894736842,0.1709376574524866
GAP,UNBOUNDED,-0.7453490961679738,-0.7397982283052431,0.10526315789473684,0.9111234860448776,-0.7696358792689184,0.05263157894736842,0.80139911451271
PRED,UNBOUNDED,-0.7611491119466415,-0.7840210711150132,0.05263157894736842,0.9263371425169495,-0.7819219708421965,0.05263157894736842,0.8684464215482384
CSD,SEMI,-0.6810396727022213,-0.936375693477692,0.05263157894736842,0.8331353865228679,-0.9332748024582967,0.05263157894736842,0.8057789675321401
TURN,SEMI,-0.9469249345384639,-0.9644581885023277,0.05263157894736842,0.8889097137190197,-0.9258447578434538,0.05263157894736842,0.8577684509397355
SHARPE,UNBOUNDED,-0.0524184723134165,0.060552879896870436,0.05263157894736842,0.6000745514578208,-0.22553753816660438,0.05263157894736842,0.5505057932607318
CAGR,UNBOUNDED,-0.28753693919713297,-0.4781954887218045,0.05,0.348904656144536,-0.39939829827119405,0.05,0.12614735547328176
MAXDD,BOUNDED,0.563839270134072,0.02624731772568427,0.9,0.009843913522499954,0.6867243810199627,0.25,0.06181137977612326
