arm,char,transform,direction,selector,q,draw,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,anchor_OOS_S,pct,beats_anchor,v2_OOS_S,v2_OOS_CAGR,v2_OOS_DD,beats_v2,beats_spy,pass4a,pass4b
EWall,corr,dm,+,SEL-corr+|dm,0.25,2,0.9846390453460214,0.083126844694529,0.6258195848755351,-0.363562898513198,0.6572426538692143,0.39880952380952384,False,0.8567615249333294,0.0673593984124902,-0.137460762288352,False,False,False,False
EWall,corr,dm,-,SEL-corr-|dm,0.5,0,0.8438196432165357,0.0801730922094632,0.6405120616954454,-0.2948530079617496,0.6572426538692143,0.42857142857142855,False,0.9756540779115817,0.083952477761525,-0.1321573297598576,False,False,False,False
EWall,corr,residx,+,SEL-corr+|residx,0.25,2,0.9846390453460214,0.083126844694529,0.6258195848755351,-0.363562898513198,0.6572426538692143,0.39880952380952384,False,0.8567615249333294,0.0673593984124902,-0.137460762288352,False,False,False,False
EWall,corr,residx,-,SEL-corr-|residx,0.5,0,0.8438196432165357,0.0801730922094632,0.6405120616954454,-0.2948530079617496,0.6572426538692143,0.42857142857142855,False,0.9756540779115817,0.083952477761525,-0.1321573297598576,False,False,False,False
EWall,corr,ratio,+,SEL-corr+|ratio,0.05,2,0.961883941680305,0.1057675569859561,0.9330115873576128,-0.2052687985470422,0.6572426538692143,0.8273809523809523,True,0.9229794953628384,0.0690682529076536,-0.142926435055271,True,True,False,False
EWall,corr,ratio,-,SEL-corr-|ratio,1.0,4,-0.1821899646432284,0.0039456511444517,0.1153180733493333,-0.4978864604959756,0.6572426538692143,0.041666666666666664,False,0.5451196009768277,0.0464326559564325,-0.1609892635340025,False,False,False,False
EWall,evol,none,+,SEL-evol+|none,1.0,6,-0.0395275841923519,0.0002227439890694,0.0879049965949239,-0.3948014308778702,0.6572426538692143,0.02976190476190476,False,0.5875502926514005,0.0498805402773829,-0.1621893523481945,False,False,False,False
EWall,evol,none,-,SEL-evol-|none,0.1,2,1.0962409077817028,0.0999115144642857,0.89715569130727,-0.1647820214450238,0.6572426538692143,0.7797619047619048,True,0.7605485788442978,0.0533168811421391,-0.1316952939449708,True,True,False,False
EWall,evol,dm,+,SEL-evol+|dm,1.0,6,-0.0395275841923519,0.0002227439890694,0.0879049965949239,-0.3948014308778702,0.6572426538692143,0.02976190476190476,False,0.5875502926514005,0.0498805402773829,-0.1621893523481945,False,False,False,False
EWall,evol,dm,-,SEL-evol-|dm,0.8,5,1.042912300501894,0.0241955576152721,0.2400293521874442,-0.3066648199154314,0.6572426538692143,0.08928571428571429,False,0.5595276620917738,0.0407187908361426,-0.1478431492684845,False,False,False,False
EWall,evol,residx,+,SEL-evol+|residx,1.0,6,-0.0395275841923519,0.0002227439890694,0.0879049965949239,-0.3948014308778702,0.6572426538692143,0.02976190476190476,False,0.5875502926514005,0.0498805402773829,-0.1621893523481945,False,False,False,False
EWall,evol,residx,-,SEL-evol-|residx,0.75,0,0.8638824708623655,0.0662592358134179,0.5163957135318624,-0.3255928322714541,0.6572426538692143,0.2976190476190476,False,0.8423498293491042,0.0694753763817992,-0.1200050176779777,False,False,False,False
EWall,evol,ratio,+,SEL-evol+|ratio,0.7,3,0.8570572024730929,0.0952245015966222,0.7500560502602225,-0.304785104298878,0.6572426538692143,0.5892857142857143,True,0.9646228559663634,0.0709362278487955,-0.1114909207685137,False,False,False,False
EWall,evol,ratio,-,SEL-evol-|ratio,0.1,1,0.8921215701102534,0.100765217638755,0.8179340675254172,-0.2598658281181982,0.6572426538692143,0.6964285714285714,True,1.0066724091469743,0.0805689900912258,-0.1239915178641957,False,False,False,False
top10,-,-,-,ANCHOR (arm mean),,-1,0.7126113181075427,0.08607479264171888,0.6450631404689786,-0.25026573364682825,0.6450631404689786,,False,0.817526539421167,0.06330782677382762,-0.13499460920490458,False,False,False,False
top10,-,-,+,SEL-S argmax IS Sharpe,0.05,3,1.236276621294487,0.1282535715950565,0.826198657318701,-0.2877409399759615,0.6450631404689786,0.75,True,1.130587704563584,0.100089383331551,-0.1335834884637476,False,False,False,False
top10,breadth,none,+,SEL-breadth+|none,0.05,2,0.8595977978458055,0.0970576237889022,0.7625141500025743,-0.2367880522040285,0.6450631404689786,0.6369047619047619,True,0.9229794953628384,0.0690682529076536,-0.142926435055271,False,False,False,False
top10,breadth,none,-,SEL-breadth-|none,1.0,4,-0.2332367615533354,0.0163884888176635,0.1811532330833968,-0.3193304589617238,0.6450631404689786,0.041666666666666664,False,0.5451196009768277,0.0464326559564325,-0.1609892635340025,False,False,False,False
top10,breadth,dm,+,SEL-breadth+|dm,0.7,2,0.2183032766590857,0.0615464061972352,0.4954430083103582,-0.2386511821766501,0.6450631404689786,0.27380952380952384,False,0.6122099365560828,0.0440836984212258,-0.1713508256359354,False,False,False,False
top10,breadth,dm,-,SEL-breadth-|dm,0.4,7,1.041373600687615,0.0971175849373791,0.6851920966839923,-0.2789239662959702,0.6450631404689786,0.5119047619047619,True,1.066253490370068,0.0878694872627099,-0.1342152139074198,False,False,False,False
top10,breadth,residx,+,SEL-breadth+|residx,0.7,2,0.2183032766590857,0.0615464061972352,0.4954430083103582,-0.2386511821766501,0.6450631404689786,0.27380952380952384,False,0.6122099365560828,0.0440836984212258,-0.1713508256359354,False,False,False,False
top10,breadth,residx,-,SEL-breadth-|residx,0.4,7,1.041373600687615,0.0971175849373791,0.6851920966839923,-0.2789239662959702,0.6450631404689786,0.5119047619047619,True,1.066253490370068,0.0878694872627099,-0.1342152139074198,False,False,False,False
top10,breadth,ratio,+,SEL-breadth+|ratio,0.05,2,0.8595977978458055,0.0970576237889022,0.7625141500025743,-0.2367880522040285,0.6450631404689786,0.6369047619047619,True,0.9229794953628384,0.0690682529076536,-0.142926435055271,False,False,False,False
top10,breadth,ratio,-,SEL-breadth-|ratio,1.0,4,-0.2332367615533354,0.0163884888176635,0.1811532330833968,-0.3193304589617238,0.6450631404689786,0.041666666666666664,False,0.5451196009768277,0.0464326559564325,-0.1609892635340025,False,False,False,False
top10,disp,none,+,SEL-disp+|none,0.9,2,0.5685458690323038,0.1211618064262625,0.8092190840484961,-0.2381833766813633,0.6450631404689786,0.7261904761904762,True,0.8225096347889486,0.0684497821391318,-0.1464229695525148,False,False,False,False
top10,disp,none,-,SEL-disp-|none,0.0,7,0.9316661914951796,0.0904216941076678,0.6862752119189414,-0.2467639898324225,0.6450631404689786,0.5178571428571429,True,1.054247639935105,0.0838097777721391,-0.1297158830035739,False,False,False,False
top10,disp,dm,+,SEL-disp+|dm,0.25,3,1.1129466597776192,0.115275882338107,0.7994648857072264,-0.186599403564174,0.6450631404689786,0.7202380952380952,True,1.0918877921899843,0.0916695002161351,-0.1145549589341923,False,False,False,False
top10,disp,dm,-,SEL-disp-|dm,0.9,5,-0.0462417428533398,0.0074932817706643,0.1243875068366021,-0.2817902752747758,0.6450631404689786,0.023809523809523808,False,0.5098471150007668,0.0396590824163924,-0.1758178267800305,False,False,False,False
top10,disp,residx,+,SEL-disp+|residx,0.8,6,0.9022843467883048,0.0402705295508813,0.3494066444133376,-0.2335650477928906,0.6450631404689786,0.13095238095238096,False,0.6046768549343828,0.0432859665979086,-0.0854437212098598,False,False,False,False
top10,disp,residx,-,SEL-disp-|residx,0.9,5,-0.0462417428533398,0.0074932817706643,0.1243875068366021,-0.2817902752747758,0.6450631404689786,0.023809523809523808,False,0.5098471150007668,0.0396590824163924,-0.1758178267800305,False,False,False,False
top10,disp,ratio,+,SEL-disp+|ratio,0.95,2,0.4665611103689591,-0.0049707451632688,0.0463445661567396,-0.4591440268645997,0.6450631404689786,0.011904761904761904,False,0.6744246809461364,0.0556292310019519,-0.1305118017991421,False,False,False,False
top10,disp,ratio,-,SEL-disp-|ratio,0.0,7,0.9316661914951796,0.0904216941076678,0.6862752119189414,-0.2467639898324225,0.6450631404689786,0.5178571428571429,True,1.054247639935105,0.0838097777721391,-0.1297158830035739,False,False,False,False
top10,corr,none,+,SEL-corr+|none,0.05,2,0.8595977978458055,0.0970576237889022,0.7625141500025743,-0.2367880522040285,0.6450631404689786,0.6369047619047619,True,0.9229794953628384,0.0690682529076536,-0.142926435055271,False,False,False,False
top10,corr,none,-,SEL-corr-|none,0.95,2,0.4665611103689591,-0.0049707451632688,0.0463445661567396,-0.4591440268645997,0.6450631404689786,0.011904761904761904,False,0.6744246809461364,0.0556292310019519,-0.1305118017991421,False,False,False,False
top10,corr,dm,+,SEL-corr+|dm,0.25,2,0.920073732766367,0.1013070943648863,0.7529394049661513,-0.1999772119579664,0.6450631404689786,0.6190476190476191,True,0.8567615249333294,0.0673593984124902,-0.137460762288352,False,False,False,False
top10,corr,dm,-,SEL-corr-|dm,0.5,0,0.8705071217899332,0.0834319053209311,0.5909901343523715,-0.3095276616656776,0.6450631404689786,0.38095238095238093,False,0.9756540779115817,0.083952477761525,-0.1321573297598576,False,False,False,False
top10,corr,residx,+,SEL-corr+|residx,0.25,2,0.920073732766367,0.1013070943648863,0.7529394049661513,-0.1999772119579664,0.6450631404689786,0.6190476190476191,True,0.8567615249333294,0.0673593984124902,-0.137460762288352,False,False,False,False
top10,corr,residx,-,SEL-corr-|residx,0.5,0,0.8705071217899332,0.0834319053209311,0.5909901343523715,-0.3095276616656776,0.6450631404689786,0.38095238095238093,False,0.9756540779115817,0.083952477761525,-0.1321573297598576,False,False,False,False
top10,corr,ratio,+,SEL-corr+|ratio,0.0,7,0.9316661914951796,0.0904216941076678,0.6862752119189414,-0.2467639898324225,0.6450631404689786,0.5178571428571429,True,1.054247639935105,0.0838097777721391,-0.1297158830035739,False,False,False,False
top10,corr,ratio,-,SEL-corr-|ratio,0.95,6,0.4579682118119009,0.0474421390460222,0.3711554333296727,-0.25474077992273,0.6450631404689786,0.16071428571428573,False,0.720377164887548,0.0625409022564658,-0.1546515215301355,False,False,False,False
top10,evol,none,+,SEL-evol+|none,1.0,6,-0.0626100751092669,-0.0013604794471741,0.076159503408342,-0.3986022981772563,0.6450631404689786,0.017857142857142856,False,0.5875502926514005,0.0498805402773829,-0.1621893523481945,False,False,False,False
top10,evol,none,-,SEL-evol-|none,0.1,2,1.0511372420956984,0.0873313491547247,0.7252143419767779,-0.1988967874579011,0.6450631404689786,0.5654761904761905,True,0.7605485788442978,0.0533168811421391,-0.1316952939449708,False,False,False,False
top10,evol,dm,+,SEL-evol+|dm,1.0,6,-0.0626100751092669,-0.0013604794471741,0.076159503408342,-0.3986022981772563,0.6450631404689786,0.017857142857142856,False,0.5875502926514005,0.0498805402773829,-0.1621893523481945,False,False,False,False
top10,evol,dm,-,SEL-evol-|dm,0.8,5,1.1462728978951853,0.027508196132602,0.2593743585502207,-0.3209297931197474,0.6450631404689786,0.07738095238095238,False,0.5595276620917738,0.0407187908361426,-0.1478431492684845,False,False,False,False
top10,evol,residx,+,SEL-evol+|residx,1.0,6,-0.0626100751092669,-0.0013604794471741,0.076159503408342,-0.3986022981772563,0.6450631404689786,0.017857142857142856,False,0.5875502926514005,0.0498805402773829,-0.1621893523481945,False,False,False,False
top10,evol,residx,-,SEL-evol-|residx,1.0,5,0.1690146230028799,0.0197527022197405,0.2034212197949173,-0.3562460061512666,0.6450631404689786,0.047619047619047616,False,0.6630670777766644,0.0526436984388551,-0.1694643202468654,False,False,False,False
top10,evol,ratio,+,SEL-evol+|ratio,1.0,4,-0.2332367615533354,0.0163884888176635,0.1811532330833968,-0.3193304589617238,0.6450631404689786,0.041666666666666664,False,0.5451196009768277,0.0464326559564325,-0.1609892635340025,False,False,False,False
top10,evol,ratio,-,SEL-evol-|ratio,0.05,7,1.0178806579816169,0.1483527146655141,1.0538719837840869,-0.1899004367481076,0.6450631404689786,0.9940476190476191,True,1.225262411234152,0.0976774055681499,-0.1377327945397101,False,True,False,True
top20,-,-,-,ANCHOR (arm mean),,-1,0.7748522249110751,0.07253161076663031,0.6860258605456052,-0.19098089282055117,0.6860258605456052,,False,0.817526539421167,0.06330782677382762,-0.13499460920490458,False,False,False,False
top20,-,-,+,SEL-S argmax IS Sharpe,0.1,7,1.200280108463454,0.0908758557014834,0.8713583746906923,-0.1581640252070677,0.6860258605456052,0.7142857142857143,True,0.8892536249535197,0.0632297399679773,-0.1164591464449377,False,False,False,False
top20,breadth,none,+,SEL-breadth+|none,0.05,2,0.8430405003178422,0.090455409406581,0.8388428496024039,-0.2097400324097819,0.6860258605456052,0.6428571428571429,True,0.9229794953628384,0.0690682529076536,-0.142926435055271,False,False,False,False
top20,breadth,none,-,SEL-breadth-|none,1.0,4,-0.1290799641711986,0.0002598718234303,0.0562376728056625,-0.2472938900555243,0.6860258605456052,0.02976190476190476,False,0.5451196009768277,0.0464326559564325,-0.1609892635340025,False,False,False,False
top20,breadth,dm,+,SEL-breadth+|dm,0.7,2,0.3493581497256037,0.0531089385800251,0.532049364725153,-0.2448944825681517,0.6860258605456052,0.26785714285714285,False,0.6122099365560828,0.0440836984212258,-0.1713508256359354,False,False,False,False
top20,breadth,dm,-,SEL-breadth-|dm,0.4,7,0.9016217744937266,0.1081754987269059,0.9875063661290726,-0.1994127578283017,0.6860258605456052,0.8392857142857143,True,1.066253490370068,0.0878694872627099,-0.1342152139074198,False,True,False,False
top20,breadth,residx,+,SEL-breadth+|residx,0.25,1,0.8954387115847681,0.104531735303375,0.933828336762996,-0.1869546112805261,0.6860258605456052,0.7857142857142857,True,1.0328746428598872,0.0782522797302689,-0.1200201599756373,False,True,False,False
top20,breadth,residx,-,SEL-breadth-|residx,0.5,4,0.7967396363352132,0.1006730242715605,0.9215696579731492,-0.174102551565632,0.6860258605456052,0.7619047619047619,True,0.9516994295012516,0.0783018945118279,-0.1460821546398496,False,True,False,False
top20,breadth,ratio,+,SEL-breadth+|ratio,0.05,2,0.8430405003178422,0.090455409406581,0.8388428496024039,-0.2097400324097819,0.6860258605456052,0.6428571428571429,True,0.9229794953628384,0.0690682529076536,-0.142926435055271,False,False,False,False
top20,breadth,ratio,-,SEL-breadth-|ratio,1.0,4,-0.1290799641711986,0.0002598718234303,0.0562376728056625,-0.2472938900555243,0.6860258605456052,0.02976190476190476,False,0.5451196009768277,0.0464326559564325,-0.1609892635340025,False,False,False,False
top20,disp,none,+,SEL-disp+|none,0.9,2,0.6376803193675307,0.0627354594086302,0.596958571098268,-0.179895581156586,0.6860258605456052,0.34523809523809523,False,0.8225096347889486,0.0684497821391318,-0.1464229695525148,False,False,False,False
top20,disp,none,-,SEL-disp-|none,0.0,7,0.8804263210415623,0.113768096702761,1.011996108638403,-0.1814568562156466,0.6860258605456052,0.8630952380952381,True,1.054247639935105,0.0838097777721391,-0.1297158830035739,False,True,False,True
top20,disp,dm,+,SEL-disp+|dm,0.25,3,1.1552248371603275,0.102888792636804,0.8959847350287663,-0.1592019061915967,0.6860258605456052,0.7261904761904762,True,1.0918877921899843,0.0916695002161351,-0.1145549589341923,False,True,False,False
top20,disp,dm,-,SEL-disp-|dm,0.9,5,-0.049273824878107,-0.0006659627138854,0.0435341047742796,-0.2491440552562173,0.6860258605456052,0.023809523809523808,False,0.5098471150007668,0.0396590824163924,-0.1758178267800305,False,False,False,False
top20,disp,residx,+,SEL-disp+|residx,0.9,7,0.6450221944000488,0.0249007715751101,0.2852101976209272,-0.2032053749017639,0.6860258605456052,0.13095238095238096,False,0.5504118569096815,0.0437866635136698,-0.1686867880604199,False,False,False,False
top20,disp,residx,-,SEL-disp-|residx,0.9,5,-0.049273824878107,-0.0006659627138854,0.0435341047742796,-0.2491440552562173,0.6860258605456052,0.023809523809523808,False,0.5098471150007668,0.0396590824163924,-0.1758178267800305,False,False,False,False
top20,disp,ratio,+,SEL-disp+|ratio,1.0,0,0.6388649758519444,0.0068006525820594,0.1167127734369376,-0.2960256780903917,0.6860258605456052,0.05357142857142857,False,0.3610769026743636,0.0271123179263341,-0.1719097483596052,False,False,False,False
top20,disp,ratio,-,SEL-disp-|ratio,0.0,7,0.8804263210415623,0.113768096702761,1.011996108638403,-0.1814568562156466,0.6860258605456052,0.8630952380952381,True,1.054247639935105,0.0838097777721391,-0.1297158830035739,False,True,False,True
top20,corr,none,+,SEL-corr+|none,0.05,2,0.8430405003178422,0.090455409406581,0.8388428496024039,-0.2097400324097819,0.6860258605456052,0.6428571428571429,True,0.9229794953628384,0.0690682529076536,-0.142926435055271,False,False,False,False
top20,corr,none,-,SEL-corr-|none,0.95,2,0.5632574357463025,-0.0065778919263805,-0.0114904892940176,-0.3102887409629022,0.6860258605456052,0.011904761904761904,False,0.6744246809461364,0.0556292310019519,-0.1305118017991421,False,False,False,False
top20,corr,dm,+,SEL-corr+|dm,0.25,2,0.9553420664346884,0.0892842840350893,0.837772258099365,-0.1642741239248165,0.6860258605456052,0.6309523809523809,True,0.8567615249333294,0.0673593984124902,-0.137460762288352,False,False,False,False
top20,corr,dm,-,SEL-corr-|dm,0.5,0,0.9162415701708002,0.0762485537021919,0.7191573804130713,-0.2212066900555801,0.6860258605456052,0.48214285714285715,True,0.9756540779115817,0.083952477761525,-0.1321573297598576,False,False,False,False
top20,corr,residx,+,SEL-corr+|residx,0.25,2,0.9553420664346884,0.0892842840350893,0.837772258099365,-0.1642741239248165,0.6860258605456052,0.6309523809523809,True,0.8567615249333294,0.0673593984124902,-0.137460762288352,False,False,False,False
top20,corr,residx,-,SEL-corr-|residx,0.65,3,0.5109461003814594,0.0820945462756475,0.790040956969572,-0.1678884396210642,0.6860258605456052,0.5297619047619048,True,0.8072727712178391,0.0597731197279427,-0.1503757719367376,False,False,False,False
top20,corr,ratio,+,SEL-corr+|ratio,0.0,7,0.8804263210415623,0.113768096702761,1.011996108638403,-0.1814568562156466,0.6860258605456052,0.8630952380952381,True,1.054247639935105,0.0838097777721391,-0.1297158830035739,False,True,False,True
top20,corr,ratio,-,SEL-corr-|ratio,0.95,1,0.757244015952021,0.0327584084879932,0.3571455943651092,-0.1604983569364341,0.6860258605456052,0.20238095238095238,False,0.5283415128527674,0.0392232816464952,-0.1340846231180781,False,False,False,False
top20,evol,none,+,SEL-evol+|none,1.0,6,0.0587301876750319,0.0101400966779741,0.1458816477762982,-0.2667677016582318,0.6860258605456052,0.06547619047619048,False,0.5875502926514005,0.0498805402773829,-0.1621893523481945,False,False,False,False
top20,evol,none,-,SEL-evol-|none,0.1,2,1.0631712208329225,0.0826222205594549,0.8217341677682207,-0.1532081989695914,0.6860258605456052,0.5833333333333334,True,0.7605485788442978,0.0533168811421391,-0.1316952939449708,True,False,False,False
top20,evol,dm,+,SEL-evol+|dm,1.0,6,0.0587301876750319,0.0101400966779741,0.1458816477762982,-0.2667677016582318,0.6860258605456052,0.06547619047619048,False,0.5875502926514005,0.0498805402773829,-0.1621893523481945,False,False,False,False
top20,evol,dm,-,SEL-evol-|dm,0.8,5,1.110950398546069,0.0215311608683668,0.261458047798805,-0.2197698530584046,0.6860258605456052,0.10714285714285714,False,0.5595276620917738,0.0407187908361426,-0.1478431492684845,False,False,False,False
top20,evol,residx,+,SEL-evol+|residx,1.0,4,-0.1290799641711986,0.0002598718234303,0.0562376728056625,-0.2472938900555243,0.6860258605456052,0.02976190476190476,False,0.5451196009768277,0.0464326559564325,-0.1609892635340025,False,False,False,False
top20,evol,residx,-,SEL-evol-|residx,1.0,7,0.4415613245745685,0.0310017455062259,0.3482837958278991,-0.1752015030818512,0.6860258605456052,0.19642857142857142,False,0.5338432821363829,0.0401678262188158,-0.172244839167946,False,False,False,False
top20,evol,ratio,+,SEL-evol+|ratio,0.95,0,0.1416042324473708,0.0217829681217764,0.2648305777800658,-0.1608818754790361,0.6860258605456052,0.11904761904761904,False,0.4902200432588021,0.0392877267871014,-0.1547002333463296,False,False,False,False
top20,evol,ratio,-,SEL-evol-|ratio,0.0,2,1.002532503605429,0.1127558124876351,0.971213436336523,-0.1993810073662207,0.6860258605456052,0.8214285714285714,True,1.0408629446924318,0.0851946327593979,-0.1360532014658484,False,True,False,False
