panel,dial,value,bps,turn_yr,mean_invested,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,IS_Sharpe,fail4a,fail4b,pass4a,pass4b
U56,N,3.0,0,27.632895828655922,0.9818466167540232,0.32579709187935824,1.1364463403847709,-0.3233702828380386,1.1172914921907435,1.1602378798898307,1.1531445333508021,0.35381299024075097,-0.32337028283803804,1.1205752140290233,DD,DD,False,False
U56,N,3.0,5,27.632895828655922,0.9818466167540232,0.3076403684191553,1.087919356093763,-0.32723546848975993,1.0667048588317691,1.1131053569428657,1.1066286351476755,0.3348469210042102,-0.3272354684897605,1.0688604184235049,DD,DD,False,False
U56,N,3.0,10,27.632895828655922,0.9818466167540232,0.28972435025998666,1.0393056078670408,-0.3310806472305512,1.0160290689061848,1.0658876689346144,1.0600259507668313,0.31613802120712187,-0.33108064723055164,1.0170594956787216,DD,DD,False,False
U56,N,3.0,15,27.632895828655922,0.9818466167540232,0.2720459506791899,0.9906148837460811,-0.33490591209286513,0.9652753176459146,1.0185936659643704,1.0133451427330804,0.29768291823775317,-0.33490591209286447,0.9651841931211643,DD,DD,False,False
U56,N,3.0,20,27.632895828655922,0.9818466167540232,0.2546021212126133,0.9418570226522663,-0.3387113557244953,0.9144548540329978,0.9712322465489719,0.966594924141741,0.27947828222867876,-0.33871135572449496,0.9132463069647131,DD,"H1,DD",False,False
U56,N,3.0,25,27.632895828655922,0.9818466167540232,0.23738985119668254,0.8930419044494242,-0.34249707038997157,0.8635789683369789,0.9238123492557522,0.9197840505338857,0.26152082553369027,-0.3424970703899711,0.8612576689051525,DD,"H1,DD",False,False
U56,N,3.0,30,27.632895828655922,0.9818466167540232,0.22040616731574691,0.844179439937033,-0.34626314797194846,0.8126589795817379,0.8763429442695705,0.8729213116999902,0.243807302210848,-0.3462631479719487,0.8092301326610977,DD,"H1,OOS,DD",False,False
U56,N,5.0,0,23.481967721211422,0.987601885533547,0.24727158705201124,1.0520768385485393,-0.26659624841910023,1.0096952205153251,1.0945133141639694,1.0909190373464255,0.2740743360848119,-0.26659624841910023,1.0037224001637552,DD,DD,False,False
U56,N,5.0,5,23.481967721211422,0.987601885533547,0.2327343534217241,1.0026360706000874,-0.27321828651625135,0.955452658901498,1.0488200335437117,1.0441927693096165,0.25918781023143733,-0.27321828651625113,0.9502263637584413,DD,"H1,DD",False,False
U56,N,5.0,10,23.481967721211422,0.987601885533547,0.21836181231892193,0.9531235225670636,-0.2797828291692981,0.9011327738282817,1.0030595677265357,0.9973974609596664,0.24447036404287448,-0.2797828291692982,0.8966548685448881,DD,"H1,DD",False,False
U56,N,5.0,15,23.481967721211422,0.987601885533547,0.20415215109627294,0.9035480486259537,-0.28629035587676877,0.8467472813366379,0.95723889401682,0.9505405635503612,0.2299201317505173,-0.28629035587676965,0.8430191771322799,DD,"H1,DD",False,False
