panel,N,seed,null_CAGR_cash,null_CAGR_rebuilt,null_IS_CAGR_rebuilt,lam_cash,lam_rebuilt
U56,5,0,0.11712433445484893,0.11712433445484893,0.09979722670068658,1.0,1.0
U56,5,1,0.1315678250772916,0.1315678250772916,0.12142675355593258,1.0,1.0
U56,5,2,0.09825009338332147,0.09813425112840313,0.12329137821517389,0.9008065060286348,0.9002784208279482
U56,5,3,0.1107575757682544,0.1107575757682544,0.05078072782031828,1.0,1.0
U56,5,4,0.11898562696113646,0.11898562696113646,0.1240987627986323,1.0,1.0
U56,5,5,0.07653721936060487,0.07653721936060487,0.05860304792057747,1.0,1.0
U56,5,6,0.09651436441087635,0.09651436441087635,0.09369965869179597,1.0,1.0
U56,5,7,0.12893035234502603,0.12891083426982264,0.11770856134991803,0.9892225206666772,0.9890846018031443
U56,5,8,0.11073548350338913,0.11049309188296808,0.1414446065319841,0.700841833005982,0.7001628008672589
U56,5,9,0.14047933413387037,0.14047933413387037,0.1124714602978707,1.0,1.0
U56,5,10,0.12404480916478744,0.12404480916478744,0.07618889759646352,1.0,1.0
U56,5,11,0.1306101390972212,0.1306101390972212,0.11333034534079123,1.0,1.0
U56,5,12,0.14751087775318927,0.14751087775318927,0.12595934061442793,1.0,1.0
U56,5,13,0.08768547859370046,0.08748708967400698,0.1656657768210834,0.6585210127875003,0.6573956369060818
U56,5,14,0.12812683186928697,0.12812683186928697,0.1128900193719311,1.0,1.0
U56,5,15,0.12813799786111324,0.12813799786111324,0.1894103906457798,1.0,1.0
U56,5,16,0.1335874980215095,0.13341919720863982,0.1458786015700062,0.9275759473395679,0.9268163122872501
U56,5,17,0.10947068510632207,0.10937527078932474,0.09276745523479057,0.9661429117754947,0.9655922475783358
U56,5,18,0.12899341482673,0.1290471455838773,0.15530259092526388,0.8933633597436623,0.8942140206697133
U56,5,19,0.08973541871640744,0.0896271256730592,0.10851011305642078,0.7672060979167086,0.7669082990057039
U56,5,20,0.11855994380009327,0.11855994380009327,0.13311966775506345,1.0,1.0
