k,n,sd,W,n_elig,CAGR,Sharpe,Sharpe_sd,MaxDD,ew_Sharpe,premium,p4a,p4b,N
20,5,0.2408794856472408,0.1413806552646283,13.283952225841476,0.11431084566790271,0.8422111744632416,0.1332434475616599,-0.22008315831434344,0.9306303196863371,-0.08841914522309555,17,1,50
20,20,0.2408794856472408,0.1413806552646283,13.283952225841476,0.06787814313702409,0.978788505465767,0.09780170928928844,-0.11761126953313834,0.9306303196863371,0.048158185779429805,49,0,50
40,5,0.24507051703175164,0.14769320527978555,26.946036916395222,0.11947916517658949,0.7971990416933628,0.1094491040651575,-0.24140938476141438,0.9623937983157279,-0.1651947566223651,8,0,50
40,20,0.24507051703175164,0.14769320527978555,26.946036916395222,0.10375385272829632,0.9752845307968664,0.07785459448967139,-0.18312131153858893,0.9623937983157279,0.012890732481138544,49,17,50
80,5,0.2532561953399325,0.14575474948182232,53.98052117263844,0.14302954717243346,0.8370295100250804,0.10524243965963898,-0.24322322122880288,1.0097067423454853,-0.17267723232040486,7,1,50
80,20,0.2532561953399325,0.14575474948182232,53.98052117263844,0.120223394641758,0.9669576829033582,0.06309655892358658,-0.19620765813957852,1.0097067423454853,-0.04274905944212719,48,23,50
