panel,q,m,Sharpe,dS_vs_NF20,dS_vs_ALW,beats_both,OOS_dS_vs_NF20,OOS_dS_vs_ALW,OOS_beats_both
U56,0.1,1.5,1.0702290696469048,0.0,0.018043219525887944,False,0.0,-0.018049130832805238,False
U56,0.1,2.0,1.0702290696469048,0.0,0.020801338518940504,False,0.0,0.002666031120509782,False
U56,0.1,3.0,1.0702290696469048,0.0,0.02031033424274087,False,0.0,0.023355432358961536,False
U56,0.1,5.0,1.0702290696469048,0.0,0.02031033424274087,False,0.0,0.023355432358961536,False
U56,0.2,1.5,1.073181853160589,0.0029527835136842207,0.020996003039572164,True,0.0050176009232902885,-0.01303152990951495,False
U56,0.2,2.0,1.073181853160589,0.0029527835136842207,0.023754122032624725,True,0.0050176009232902885,0.0076836320438000705,True
U56,0.2,3.0,1.073181853160589,0.0029527835136842207,0.02326311775642509,True,0.0050176009232902885,0.028373033282251825,True
U56,0.2,5.0,1.073181853160589,0.0029527835136842207,0.02326311775642509,True,0.0050176009232902885,0.028373033282251825,True
U56,0.3,1.5,1.070288875405696,5.980575879127592e-05,0.01810302528467922,True,0.008949692233559237,-0.009099438599246001,False
U56,0.3,2.0,1.070731825242292,0.0005027555953871499,0.021304094114327654,True,0.007607052025282002,0.010273083145791784,True
U56,0.3,3.0,1.070731825242292,0.0005027555953871499,0.02081308983812802,True,0.007607052025282002,0.030962484384243538,True
U56,0.3,5.0,1.070731825242292,0.0005027555953871499,0.02081308983812802,True,0.007607052025282002,0.030962484384243538,True
U56,0.4,1.5,1.0547003148599636,-0.015528754786941157,0.0025144647389467867,False,0.0003636566657854168,-0.01768547416701982,False
U56,0.4,2.0,1.0485814173696457,-0.021647652277259066,-0.000846313758318562,False,-0.0001284431603985059,0.002537587960111276,False
U56,0.4,3.0,1.0485814173696457,-0.021647652277259066,-0.0013373180345181979,False,-0.0001284431603985059,0.02322698919856303,False
U56,0.4,5.0,1.0485814173696457,-0.021647652277259066,-0.0013373180345181979,False,-0.0001284431603985059,0.02322698919856303,False
B136,0.1,1.5,0.9338521615836002,-0.009428967197945282,-0.02355675508038424,False,-0.01727208024756899,-0.03349230655696034,False
B136,0.1,2.0,0.9362460336935154,-0.007035095088030019,-0.05442262538874376,False,-0.007920973202623527,-0.09613988854816435,False
B136,0.1,3.0,0.9359290848330176,-0.007352043948527842,-0.06293214267867253,False,-0.008548103388271389,-0.1286855355226909,False
B136,0.1,5.0,0.9359290848330176,-0.007352043948527842,-0.09186618529193435,False,-0.008548103388271389,-0.1553837275763127,False
B136,0.2,1.5,0.9315612380134188,-0.011719890768126628,-0.025847678650565586,False,-0.016112234139825765,-0.032332460449217115,False
B136,0.2,2.0,0.9446832900157065,0.0014021612341610368,-0.045985369066552706,False,0.012145458872409365,-0.07607345647313146,False
B136,0.2,3.0,0.9377274223336504,-0.0055537064478951015,-0.06113380517803979,False,0.003924510272395709,-0.11621292186202381,False
B136,0.2,5.0,0.9368127302720077,-0.006468398509537732,-0.09098253985294424,False,0.001994044307547238,-0.14484157988049406,False
B136,0.3,1.5,0.9348999319473493,-0.008381196834196136,-0.022508984716635094,False,-0.013485901450760007,-0.029706127760151357,False
B136,0.3,2.0,0.9321086485428943,-0.011172480238651139,-0.05856001053936488,False,-0.00938839906088329,-0.09760731440642412,False
B136,0.3,3.0,0.9116244499445868,-0.03165667883695866,-0.08723677756710335,False,-0.043526283242507846,-0.16366371537692737,False
B136,0.3,5.0,0.90400197219319,-0.03927915658835546,-0.12379329793176197,False,-0.06235431525342783,-0.20918993944146913,False
B136,0.4,1.5,0.938509642013992,-0.004771486767553457,-0.018899274649992415,False,-0.007193749940328287,-0.023413976249719637,False
B136,0.4,2.0,0.9336887678142871,-0.009592360967258351,-0.056979891267972094,False,0.002860555943563492,-0.08535835940197734,False
B136,0.4,3.0,0.9053138976242165,-0.03796723115732892,-0.09354732988747361,False,-0.035590782163502865,-0.15572821429792238,False
B136,0.4,5.0,0.8803877617443787,-0.06289336703716675,-0.14740750838057326,False,-0.07135063822670562,-0.21818626241474692,False
SMALL439,0.1,1.5,0.42855209236753605,-0.020228483475669856,0.028236836478998106,False,-0.014596395891481428,0.013269562187089912,False
SMALL439,0.1,2.0,0.4223498108724259,-0.026430764970780007,0.013577306118483123,False,-0.026481314945688172,-0.01614498462882613,False
SMALL439,0.1,3.0,0.41191830686501446,-0.03686226897819145,-0.004556103465330752,False,-0.033105111350114014,-0.00802120441572901,False
SMALL439,0.1,5.0,0.4088156947795982,-0.03996488106360768,0.03346698869569115,False,-0.03333123799353793,0.0697265412525035,False
SMALL439,0.2,1.5,0.4093337879841417,-0.03944678785906419,0.00901853209560377,False,-0.021368893523228905,0.0064970645553424355,False
SMALL439,0.2,2.0,0.38048546958113183,-0.06829510626207408,-0.028287035172810948,False,-0.05710780350499939,-0.04677147318813735,False
SMALL439,0.2,3.0,0.3496016986081938,-0.09917887723501212,-0.06687271172215142,False,-0.10150093172102975,-0.07641702478664475,False
SMALL439,0.2,5.0,0.3250442337932788,-0.12373634204992712,-0.05030447229062829,False,-0.12475883682885552,-0.0217010575828141,False
SMALL439,0.3,1.5,0.42760829807736855,-0.021172277765837355,0.027293042188830607,False,0.005965406180748478,0.03383136425931982,True
SMALL439,0.3,2.0,0.40565871896546113,-0.04312185687774478,-0.003113785788481649,False,-0.014343719970759339,-0.0040073896538972975,False
SMALL439,0.3,3.0,0.3894861884262548,-0.05929438741695109,-0.026988221904090393,False,-0.04111788347651979,-0.016033976542134787,False
SMALL439,0.3,5.0,0.37052620699034083,-0.07825436885286507,-0.004822499093566246,False,-0.05620278218509467,0.04685499706094676,False
SMALL439,0.4,1.5,0.4439786734248193,-0.004801902418386628,0.043663417536281335,False,0.01867680939870303,0.04654276747727437,True
SMALL439,0.4,2.0,0.4437952628814398,-0.004985312961766131,0.035022758127497,False,0.004492099886885037,0.014828430203747078,True
SMALL439,0.4,3.0,0.43145739728027954,-0.017323178562926367,0.01498298694993433,False,-0.017336972483864843,0.00774693445052016,False
SMALL439,0.4,5.0,0.4001958300746847,-0.04858474576852123,0.024847123990777598,False,-0.05311013538273929,0.04994764386330214,False
