panel,cost_bps,gross,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover_yr,L_DD_full,L_CAGR_full,L_SHARPE_oos,L_DD_oos,L_CAGR_oos,pass_4b_full,pass_4b_oos,pass_4a,base_Sharpe,base_OOS_Sharpe,cap_full,floor_full,cap_oos,floor_oos
u56,0.0,0.25,0.029117307817748683,1.2266605481837074,-0.04089894593771637,1.2520869344132197,1.2072716732264026,0.02586487201450538,1.1293235641888733,-0.026104969939401812,0.031799196705543986,1.3028192140568722,-0.04089894593771637,0.6062768598393591,True,False,True,True,False,False,False,False,1.2260772909325255,1.3012453352065745,-0.20230354034511183,0.10597142790038894,-0.20230354034511183,0.10700876349880425
u56,0.0,0.375,0.04377638789908467,1.226520459725387,-0.06104937432474944,1.2522824098035255,1.2068564962235302,0.03885069461576607,1.1294834042228863,-0.039047000894661954,0.047843803356434345,1.3024353107885873,-0.06104937432474933,0.9022961093018053,True,False,True,True,False,False,False,False,1.2260772909325255,1.3012453352065745,-0.20230354034511183,0.10597142790038894,-0.20230354034511183,0.10700876349880425
u56,0.0,0.5,0.05849815944118286,1.2263766019852123,-0.08099973069895172,1.2524767356410993,1.2064360672674126,0.05186834922545969,1.1296425518444346,-0.05191376316176699,0.06398050745002481,1.3020451143504206,-0.08099973069895161,1.194826313378985,True,False,True,True,False,False,False,False,1.2260772909325255,1.3012453352065745,-0.20230354034511183,0.10597142790038894,-0.20230354034511183,0.10700876349880425
u56,0.0,0.625,0.07327931472229321,1.2262289037717806,-0.10074948785033966,1.2526699106744246,1.2060102844646263,0.06491494617277493,1.1298010065527648,-0.06470407237585662,0.08020572432505135,1.301648499213753,-0.10074948785033999,1.4848707099591762,True,False,True,True,False,False,False,False,1.2260772909325255,1.3012453352065745,-0.20230354034511183,0.10597142790038894,-0.20230354034511183,0.10700876349880425
u56,0.0,0.75,0.08811645471909801,1.2260772909325255,-0.12029812214763835,1.2528619330093715,1.2055790425000439,0.07798753978657458,1.1299587672429432,-0.07741677613432474,0.09651574458861623,1.3012453352065745,-0.12029812214763824,1.7735559161867938,True,False,True,True,False,False,False,False,1.2260772909325255,1.3012453352065745,-0.20230354034511183,0.10597142790038894,-0.20230354034511183,0.10700876349880425
u56,0.0,0.875,0.10300608852363546,1.2259216861832696,-0.13964511351493558,1.2530528001041281,1.2051422324226115,0.09108312868126367,1.1301158322009157,-0.09005075386209505,0.11290673256224526,1.300835487229165,-0.1396451135149357,2.0620965380506076,True,False,True,True,True,False,True,False,1.2260772909325255,1.3012453352065745,-0.20230354034511183,0.10597142790038894,-0.20230354034511183,0.10700876349880425
u56,0.0,1.0,0.11794463277118994,1.2257620089229675,-0.15878994540852154,1.2532425087633594,1.2046997414121023,0.10419865607090029,1.130272199097811,-0.10260491667080551,0.1293747247195809,1.3004188149455909,-0.15878994540852176,2.3519482030399166,True,True,True,True,True,True,True,False,1.2260772909325255,1.3012453352065745,-0.20230354034511183,0.10597142790038894,-0.20230354034511183,0.10700876349880425
u56,0.0,1.125,0.13292841107796227,1.2255981750321796,-0.17773210479390478,1.2534310551315828,1.2042514525248589,0.11733101011171732,1.1304278649834627,-0.11507820721200057,0.1459156281133367,1.2999951724485994,-0.17773210479390433,2.6445367696226096,True,True,True,True,True,True,True,False,1.2260772909325255,1.3012453352065745,-0.20230354034511183,0.10597142790038894,-0.20230354034511183,0.10700876349880425
u56,0.0,1.25,0.14795365348716105,1.2254300966536316,-0.19647108212300957,1.2536184346857515,1.203797244416319,0.13047702427319963,1.1305828262791517,-0.12746959952440928,0.16252521878888437,1.2995644078952184,-0.19647108212300968,2.9415973955161574,True,True,True,True,True,True,True,False,1.2260772909325255,1.3012453352065745,-0.20230354034511183,0.10597142790038894,-0.20230354034511183,0.10700876349880425
u56,0.0,1.375,0.1630164959219753,1.2252576819530325,-0.21500637131155276,1.2538046422270233,1.2033369910378486,0.14363347773783453,1.1307370787695423,-0.1397780988754136,0.1791991401815345,1.2991263631100474,-0.21500637131155298,3.24479149133064,False,True,True,False,True,False,False,False,1.2260772909325255,1.3012453352065745,-0.20230354034511183,0.10597142790038894,-0.20230354034511183,0.10700876349880425
