panel,m,c,dSharpe_MAXVOL,dSharpe_MAXVOL_NOBAND,INTERACTION,dSharpe_MAXVOL_25bps
B136,0.60,NOBAND,0.09813096628730089,0.09813096628730089,0.0,0.08791889072861714
B136,0.60,0.00,-0.031284864831802706,0.09813096628730089,-0.1294158311191036,-0.03590428643782262
B136,0.60,0.03,-0.030301111425924177,0.09813096628730089,-0.12843207771322507,-0.034040385286662866
B136,0.60,0.10,-0.03496408787241578,0.09813096628730089,-0.13309505415971667,-0.03871431758784327
B136,0.80,NOBAND,0.057463630774077123,0.057463630774077123,0.0,0.052602564965639975
B136,0.80,0.00,-0.002999151937405742,0.057463630774077123,-0.060462782711482865,-0.004520225881857631
B136,0.80,0.03,-0.005607458212099292,0.057463630774077123,-0.06307108898617642,-0.006760577556396807
B136,0.80,0.10,-0.009040303382726211,0.057463630774077123,-0.06650393415680333,-0.01015862187064731
B136,1.00,NOBAND,0.03132826604821193,0.03132826604821193,0.0,0.02880893514092342
B136,1.00,0.00,-0.002212692864347554,0.03132826604821193,-0.03354095891255948,-0.00282507339357696
B136,1.00,0.03,-0.0036226551801765705,0.03132826604821193,-0.0349509212283885,-0.004094613438492045
B136,1.00,0.10,-0.003963575005534459,0.03132826604821193,-0.03529184105374639,-0.004464724527271979
B136,1.50,NOBAND,0.0019861914671225334,0.0019861914671225334,0.0,0.001549246390652792
B136,1.50,0.00,-0.0005166995958654219,0.0019861914671225334,-0.0025028910629879553,-0.0006157598995789604
B136,1.50,0.03,3.1340455142192525e-06,0.0019861914671225334,-0.001983057421608314,-6.308352923478644e-05
B136,1.50,0.10,-0.00011312647229111406,0.0019861914671225334,-0.0020993179394136474,-0.00019290765570745272
SMALL,0.45,NOBAND,-0.11017519536059261,-0.11017519536059261,0.0,-0.1699544270519563
SMALL,0.45,0.00,-0.16313513265338725,-0.11017519536059261,-0.052959937292794634,-0.20796388085176237
SMALL,0.45,0.03,-0.16513133070566044,-0.11017519536059261,-0.054956135345067825,-0.20440095617737225
SMALL,0.45,0.10,-0.13899436903465578,-0.11017519536059261,-0.02881917367406317,-0.17797518459719086
SMALL,0.60,NOBAND,-0.10388009522672748,-0.10388009522672748,0.0,-0.13433480491829786
SMALL,0.60,0.00,-0.12588505502007508,-0.10388009522672748,-0.0220049597933476,-0.14815456874924138
SMALL,0.60,0.03,-0.12277377118543542,-0.10388009522672748,-0.018893675958707945,-0.14184964997160404
SMALL,0.60,0.10,-0.11391105825096615,-0.10388009522672748,-0.01003096302423867,-0.1320907739134065
SMALL,0.80,NOBAND,-0.07821769961114589,-0.07821769961114589,0.0,-0.09190216098784698
SMALL,0.80,0.00,-0.07831098137789771,-0.07821769961114589,-9.328176675182931e-05,-0.08817375581062403
SMALL,0.80,0.03,-0.07568391904856475,-0.07821769961114589,0.002533780562581134,-0.08397904234278619
SMALL,0.80,0.10,-0.07131633292632689,-0.07821769961114589,0.006901366684818999,-0.07874942836374288
SMALL,1.00,NOBAND,-0.05846516578086025,-0.05846516578086025,0.0,-0.0653519854255894
SMALL,1.00,0.00,-0.05049262288134215,-0.05846516578086025,0.007972542899518098,-0.05542257960242103
SMALL,1.00,0.03,-0.049868711335958604,-0.05846516578086025,0.008596454444901647,-0.053982227285092166
SMALL,1.00,0.10,-0.05011800562056301,-0.05846516578086025,0.00834716016029724,-0.05365580350527932
SMALL,1.50,NOBAND,-0.012722580012499485,-0.012722580012499485,0.0,-0.014651455680351422
SMALL,1.50,0.00,-0.004276606933684479,-0.012722580012499485,0.008445973078815006,-0.005413825254680149
SMALL,1.50,0.03,-0.00523691684606542,-0.012722580012499485,0.0074856631664340645,-0.006118987829309197
SMALL,1.50,0.10,-0.009147150819649452,-0.012722580012499485,0.0035754291928500326,-0.009882545271196808
