panel,m,c,dSharpe_MAXVOL,dSharpe_MAXVOL_NOBAND,INTERACTION,dSharpe_MAXVOL_25bps
U56,0.45,NOBAND,0.11414909861073641,0.11414909861073641,0.0,0.0924893669104715
U56,0.45,0.00,-0.04642039282073429,0.11414909861073641,-0.1605694914314707,-0.06160310196184571
U56,0.45,0.03,-0.04515517337554442,0.11414909861073641,-0.15930427198628083,-0.05726991438673479
U56,0.45,0.10,-0.04625932735286997,0.11414909861073641,-0.16040842596360638,-0.05869319747102608
U56,0.60,NOBAND,0.09609914188909185,0.09609914188909185,0.0,0.08475363169425598
U56,0.60,0.00,-0.05310100654795802,0.09609914188909185,-0.14920014843704987,-0.060512879944622844
U56,0.60,0.03,-0.0488253223469759,0.09609914188909185,-0.14492446423606775,-0.054561368787638065
U56,0.60,0.10,-0.054844944678579255,0.09609914188909185,-0.1509440865676711,-0.06036698567693555
U56,0.80,NOBAND,0.04858045265697841,0.04858045265697841,0.0,0.04320285958013115
U56,0.80,0.00,-0.025654292281402258,0.04858045265697841,-0.07423474493838067,-0.02857409302866709
U56,0.80,0.03,-0.02925543620607396,0.04858045265697841,-0.07783588886305237,-0.03158063718183035
U56,0.80,0.10,-0.03089353680499829,0.04858045265697841,-0.0794739894619767,-0.03299289004198447
U56,1.00,NOBAND,0.024072585318273276,0.024072585318273276,0.0,0.021575825678744165
U56,1.00,0.00,-0.011487108274707003,0.024072585318273276,-0.03555969359298028,-0.012704039716199489
U56,1.00,0.03,-0.015272180896378718,0.024072585318273276,-0.039344766214651994,-0.016271053203220198
U56,1.00,0.10,-0.014123246408042522,0.024072585318273276,-0.0381958317263158,-0.015040821932970072
U56,1.50,NOBAND,0.0050701749072041835,0.0050701749072041835,0.0,0.004827427837100329
U56,1.50,0.00,-0.001896080345397344,0.0050701749072041835,-0.0069662552526015276,-0.0020109657579101547
U56,1.50,0.03,-0.0018386636569178716,0.0050701749072041835,-0.006908838564122055,-0.0019418676162759052
U56,1.50,0.10,-0.0015854423753536295,0.0050701749072041835,-0.006655617282557813,-0.0016718838796441204
B136,0.45,NOBAND,0.150117503635239,0.150117503635239,0.0,0.1289471119230422
B136,0.45,0.00,-0.03472624951433345,0.150117503635239,-0.18484375314957247,-0.04724486170112585
B136,0.45,0.03,-0.031011123961720566,0.150117503635239,-0.18112862759695958,-0.0415429632209352
B136,0.45,0.10,-0.024757408345236653,0.150117503635239,-0.17487491198047567,-0.03559386006970833
