panel,target,T_trade,family,rung,how,turn_py,oos_Sharpe,oos_CAGR,oos_MaxDD,spy_oos_Sharpe,spy_oos_MaxDD,d_matched_cal,x_oos_Sharpe,x_oos_CAGR,x_oos_MaxDD,x_spy_oos_Sharpe,x_spy_oos_MaxDD,x_d_matched_cal,x_keep4b_oos
B136,0.12,M,ASYMH,0.2,chooser,1.8559248560392627,1.2620180266538268,0.1315569985460605,-0.1406754041450049,0.8736721309012504,-0.3371595330739301,0.03892772497612107,1.4577767811036138,0.15026290102568463,-0.13506525090488264,1.209313578593374,-0.2449665176088459,-0.043202265803210294,True
B136,0.12,W,ASYMH,0.25,chooser,2.1037112234371502,1.276175829054773,0.13352720781940564,-0.13385096352338255,0.8736721309012504,-0.3371595330739301,0.1287868498555571,1.4621344490160795,0.15136910906898682,-0.12568432283355468,1.209313578593374,-0.2449665176088459,-0.0507246676261881,True
B136,0.16,M,ASYMG,0.1,prestated,1.7114224619431238,1.24473528157498,0.1546989722755614,-0.16528780324885528,0.8736721309012504,-0.3371595330739301,0.047115215235837615,1.4433374700745256,0.1775570591635538,-0.16384059915489346,1.209313578593374,-0.2449665176088459,0.027147651921364924,False
B136,0.16,M,ASYMG,0.3,chooser,0.8778237841122837,1.2302424345541354,0.13498273647384895,-0.1488414210408081,0.8736721309012504,-0.3371595330739301,0.19732836856668334,1.4385822785732143,0.15505529523840011,-0.12891841056109876,1.209313578593374,-0.2449665176088459,-0.03580204381949881,True
B136,0.16,M,ASYMG,0.5,chooser,0.5543413612257815,1.2149336804169466,0.10897723737572007,-0.1373595682147961,0.8736721309012504,-0.3371595330739301,0.1992257485887865,1.4594663332060707,0.1269167712416286,-0.12683965417640652,1.209313578593374,-0.2449665176088459,-0.012493833557977174,False
B136,0.16,M,ASYMH,0.12,prestated,1.519850396055805,1.2488052271853032,0.15430248055753237,-0.17100001843208879,0.8736721309012504,-0.3371595330739301,0.06615012963540101,1.456377026039295,0.17793690723697986,-0.15838552109352944,1.209313578593374,-0.2449665176088459,0.030226369618116422,False
B136,0.16,M,ASYMH,0.2,chooser,1.2215823372424264,1.2413531359658823,0.14894994023433994,-0.17596737633255755,0.8736721309012504,-0.3371595330739301,0.07896840770559077,1.46340952388573,0.17315554725006477,-0.1609140115591713,1.209313578593374,-0.2449665176088459,-0.01314484908467084,False
B136,0.16,M,FIXH,0.12,prestated,1.3382273040345876,1.2370970592211155,0.15763750133401566,-0.18163974760997648,0.8736721309012504,-0.3371595330739301,0.0667851108553319,1.4539530053850418,0.18302130923205162,-0.16977922141976798,1.209313578593374,-0.2449665176088459,-0.00288977035139526,False
B136,0.16,M,FIXH,0.25,chooser,0.731522322125001,1.1943633177244155,0.14060341111388763,-0.1784651535572811,0.8736721309012504,-0.3371595330739301,0.1786553858962554,1.446808800564987,0.16486321638969947,-0.14565345322147238,1.209313578593374,-0.2449665176088459,-0.025151366199060776,True
B136,0.16,M,FRACG,0.1,prestated,1.5389941108867085,1.2621199700620631,0.16100677825966714,-0.1699857010574536,0.8736721309012504,-0.3371595330739301,0.0781638610302704,1.4616611217872975,0.18469556225835615,-0.1645889271354527,1.209313578593374,-0.2449665176088459,0.0387455230517284,False
B136,0.16,M,FRACG,0.15,chooser,1.3164699097811599,1.2563357468355307,0.1584222431340152,-0.17739872878914453,0.8736721309012504,-0.3371595330739301,0.08750243623622889,1.468137437754142,0.18313828280455713,-0.16477078588291527,1.209313578593374,-0.2449665176088459,0.007617923927939918,False
B136,0.16,W,ASYMG,0.1,prestated,2.1744535681464465,1.2383246757017201,0.15439391422997706,-0.1659024927091065,0.8736721309012504,-0.3371595330739301,0.036264925677679916,1.4370316141703967,0.17736752797091726,-0.16462308349099908,1.209313578593374,-0.2449665176088459,0.021209689027183787,False
B136,0.16,W,ASYMG,0.3,chooser,1.3941730571545174,1.1889420609403192,0.1317057175138341,-0.1494379509296534,0.8736721309012504,-0.3371595330739301,0.1828256525023324,1.3934588169820696,0.15180368293555757,-0.13777411667505512,1.209313578593374,-0.2449665176088459,-0.06718605259281252,True
