panel,book,gross,cad,cost,CAGR,Sharpe,MaxDD,m_H1,m_H2,m_OOS,m_DD,m_CAGR,m_min,pass4b
broad,MARS,0.5,D,0.0,0.0818432060552261,1.1214123662229993,-0.14928790658767266,0.28527529092992754,0.18168663435681198,0.23179704732550865,0.05300781325668538,-0.02475513044679016,-0.02475513044679016,False
broad,MARS,0.5,D,5.0,0.07528165548195953,1.0373544898909537,-0.1518165225561916,0.20198709060786435,0.09677347453574447,0.14859410379801274,0.05047919728816644,-0.03131668102005673,-0.03131668102005673,False
broad,MARS,0.5,D,10.0,0.06875952822430786,0.9532833246824108,-0.15433812852814477,0.11865438522290594,0.011872194538019465,0.06539894845898664,0.04795759131621327,-0.0378388082777084,-0.0378388082777084,False
broad,MARS,0.5,D,25.0,0.049427346704534525,0.7010871809877447,-0.16186106677439094,-0.13150549649263332,-0.24267051827108932,-0.18405086275193827,0.0404346530699671,-0.05717098979748174,-0.24267051827108932,False
broad,MARS,0.5,D,50.0,0.01797387947271023,0.2813977627534384,-0.19600679933280152,-0.548346564550241,-0.6658367213166432,-0.5988191573490944,0.006288920511556523,-0.08862445702930603,-0.6658367213166432,False
broad,MARS,0.5,W,0.0,0.08313610845469421,1.1284798681706611,-0.13590034393992978,0.2697274774896704,0.21017911845847337,0.25605193888566635,0.06639537590442826,-0.02346222804732205,-0.02346222804732205,False
broad,MARS,0.5,W,5.0,0.08027525371130606,1.0921925958591787,-0.1366154476793887,0.23392322866997184,0.17336498467769035,0.21985609097634495,0.06568027216496933,-0.026323082790710203,-0.026323082790710203,False
broad,MARS,0.5,W,10.0,0.07742168199795496,1.055869769430501,-0.13733016361179806,0.19807652377258333,0.13652099203362822,0.18362710315112407,0.06496555623255998,-0.029176654504061303,-0.029176654504061303,False
broad,MARS,0.5,W,25.0,0.06890448652053016,0.9467342247293121,-0.13947198562084506,0.0903284971963495,0.025855759212845886,0.07478613888869179,0.06282373422351298,-0.0376938499814861,-0.0376938499814861,False
broad,MARS,0.5,W,50.0,0.05485316148075303,0.7645626015629391,-0.14303394266631764,-0.08966287822270003,-0.15875518903663577,-0.10685968132926893,0.0592617771780404,-0.05174517502126323,-0.15875518903663577,False
broad,MARS,0.55,D,0.0,0.09006908697407146,1.1214123662229953,-0.163343235719978,0.28527529092991777,0.1816866343568131,0.23179704732551,0.038952484124380043,-0.01652924952794481,-0.01652924952794481,False
broad,MARS,0.55,D,5.0,0.08281485199226712,1.0375411071199463,-0.16607694346140045,0.20217969539227798,0.09695503194144539,0.1487710433795295,0.03621877638295759,-0.02378348450974914,-0.02378348450974914,False
broad,MARS,0.55,D,10.0,0.07560843943389539,0.9536564969245127,-0.1688023207131777,0.11903967522998415,0.01223513372415197,0.06575267190856393,0.03349339913118035,-0.030989897068120872,-0.030989897068120872,False
broad,MARS,0.55,D,25.0,0.05427302319054772,0.7020191609528296,-0.176928705025846,-0.13054219482677687,-0.2417649344766244,-0.1831681681746724,0.02536701481851203,-0.052325313311468544,-0.2417649344766244,False
broad,MARS,0.55,D,50.0,0.01964168893057483,0.2832553575579987,-0.2139066609690078,-0.5464232050707798,-0.6640343714218669,-0.5970620815319475,-0.011610941124649748,-0.08695664757144143,-0.6640343714218669,False
broad,MARS,0.55,W,0.0,0.09151344968028785,1.1283892785993432,-0.1488070412243101,0.2699019061081015,0.20989676764648268,0.25574503105987056,0.05348867862004794,-0.015084886821728413,-0.015084886821728413,False
broad,MARS,0.55,W,5.0,0.08834994996825407,1.0921952413497378,-0.14958370777743424,0.2341855965178773,0.17318042234761388,0.21964431682859376,0.0527120120669238,-0.018248386533762193,-0.018248386533762193,False
broad,MARS,0.55,W,10.0,0.08519528702230117,1.0559658515021768,-0.15035991012439465,0.19842703465385225,0.1364344131672538,0.18351066967465246,0.051935809719963394,-0.021403049479715094,-0.021403049479715094,False
broad,MARS,0.55,W,25.0,0.07578408114749569,0.9471115214955828,-0.15268573331837254,0.09094436909378312,0.026063985816126567,0.07495666356818531,0.0496099865259855,-0.03081425535452058,-0.03081425535452058,False
broad,MARS,0.55,W,50.0,0.060273264659936654,0.765409775042239,-0.15655283415853227,-0.08860338557317027,-0.15805466205230279,-0.10620961238931836,0.04574288568582577,-0.04632507184207961,-0.15805466205230279,False
broad,MARS,0.6,D,0.0,0.09829908443609026,1.1214123662230344,-0.17724132940920556,0.2852752909299755,0.18168663435683574,0.23179704732553463,0.02505439043515248,-0.008299252065926008,-0.008299252065926008,False
broad,MARS,0.6,D,5.0,0.09034560837591354,1.0377260538229283,-0.18017210340535128,0.20237030319777605,0.09713520834407807,0.14894653127146973,0.02212361643900676,-0.01625272812610272,-0.01625272812610272,False
broad,MARS,0.6,D,10.0,0.082449187304511,0.9540263295745507,-0.18309314131504628,0.11942097218391667,0.012595312689005489,0.06610349368783852,0.01920257852931176,-0.024149149197505257,-0.024149149197505257,False
broad,MARS,0.6,D,25.0,0.059098213597031046,0.7029428057377781,-0.19179813851473992,-0.12958886590429164,-0.24086623515232564,-0.18229271216358123,0.010497581329618116,-0.04750012290498522,-0.24086623515232564,False
broad,MARS,0.6,D,50.0,0.021283736681992238,0.285096346682582,-0.23150897374792545,-0.5445197376276347,-0.6622457192811642,-0.595319412589589,-0.02921325390356741,-0.08531459982002403,-0.6622457192811642,False
broad,MARS,0.6,W,0.0,0.09989912165413539,1.1282968415926642,-0.16159120084213507,0.27007595069118284,0.2096123981187359,0.25543519312258867,0.040704519002222966,-0.006699214847880872,-0.006699214847880872,False
broad,MARS,0.6,W,5.0,0.09642999466095792,1.092195497317641,-0.16242771524416166,0.2344468045343281,0.1729934960775117,0.21942924360843263,0.03986800460019638,-0.010168341841058345,-0.010168341841058345,False
broad,MARS,0.6,W,10.0,0.0929714129393604,1.056059001097104,-0.163263683154794,0.19877560867768407,0.1363451244631948,0.18339056739155946,0.03903203668956404,-0.013626923562655865,-0.013626923562655865,False
broad,MARS,0.6,W,25.0,0.0826586308577999,0.9474842541857702,-0.16576830972633128,0.0915559685140176,0.02626846303536612,0.07512240778376966,0.036527410118026765,-0.023939705644216366,-0.023939705644216366,False
broad,MARS,0.6,W,50.0,0.06567869942245874,0.7662496708123322,-0.16993177420487982,-0.08755205613987305,-0.15735961006760035,-0.1055661717128007,0.032363945639478225,-0.04091963707955752,-0.15735961006760035,False
broad,MARS,0.65,D,0.0,0.10653230860832852,1.1214123662230469,-0.1909826563934217,0.2852752909299824,0.18168663435685284,0.23179704732555484,0.011313063450936328,-6.602789368774509e-05,-6.602789368774509e-05,False
broad,MARS,0.65,D,5.0,0.09787305920363809,1.0379093305056195,-0.19410263634708802,0.20255892694395727,0.09731399452220368,0.14912057998198236,0.00819308349727002,-0.008725277298378173,-0.008725277298378173,False
broad,MARS,0.65,D,10.0,0.08928093640303869,0.954392823637673,-0.1972113956991024,0.1197983011113829,0.012952713658618609,0.06645143943244003,0.005084324145255642,-0.017317400098977573,-0.017317400098977573,False
broad,MARS,0.65,D,25.0,0.06390219214906634,0.7038581178319196,-0.2064707243640903,-0.1286454532845065,-0.23997445966781727,-0.18142442592989705,-0.004175004519732267,-0.042696144352949925,-0.23997445966781727,False
broad,MARS,0.65,D,50.0,0.022899467293743037,0.2869207351871799,-0.24881660938694172,-0.5426360698768853,-0.6604708264913088,-0.593590996976693,-0.04652088954258368,-0.08369886920827323,-0.6604708264913088,False
broad,MARS,0.65,W,0.0,0.10829227463488866,1.128202537109439,-0.17425325785180235,0.2702496108910891,0.2093260036577631,0.25512239905725376,0.028042461992555695,0.0016939381328723996,0.0016939381328723996,True
broad,MARS,0.65,W,5.0,0.10451454476210698,1.0921933296667394,-0.17514792702368964,0.23470685540574399,0.1728041706882486,0.21921079355777384,0.0271477928206684,-0.002083791739909288,-0.002083791739909288,False
broad,MARS,0.65,W,10.0,0.10074922458559588,1.0561491700869685,-0.17604196176113807,0.1991222513304206,0.13625306201271148,0.183266667042709,0.026253758083219975,-0.005849111916420388,-0.005849111916420388,False
broad,MARS,0.65,W,25.0,0.08952732990230672,0.9478523327178761,-0.17872026161906074,0.09216330791517635,0.02646904219256685,0.07528308927747707,0.023575458225297302,-0.017071006599709546,-0.017071006599709546,False
