panel,conv,g,bps,b_argmax,S_argmax,interior,edge,last_step,step_at_025,S_at_012,S_at_max_b,drop_from_peak
B136,DEGROSS,0.5,0,0.0,1.1410002557398897,False,LOW,-0.0070883806811896655,-0.03225030098967041,1.125148052080811,1.1261495815320282,0.01485067420786157
B136,DEGROSS,0.5,10,0.5,1.1244507220375108,True,,-0.0070154784926708125,-0.03148149491227925,1.111630903898642,1.11743524354484,0.0070154784926708125
B136,DEGROSS,0.5,25,0.5,1.1112657956318193,True,,-0.006906888142746981,-0.03032738756693687,1.0913501574650841,1.1043589074890723,0.006906888142746981
B136,DEGROSS,0.6,0,0.0,1.1408495906632057,False,LOW,-0.007078507850639237,-0.03217064802223435,1.1249599894065057,1.1262302812481395,0.014619309415066173
B136,DEGROSS,0.6,10,0.5,1.1245878409566092,True,,-0.007044387835296373,-0.03141103096445885,1.111591808485393,1.1175434531213129,0.007044387835296373
B136,DEGROSS,0.6,25,0.5,1.1115024301460763,True,,-0.006994015499834472,-0.030270740925504414,1.091534696569627,1.1045084146462418,0.006994015499834472
B136,DEGROSS,0.75,0,0.0,1.140619541916204,False,LOW,-0.007062076593656652,-0.03204879752992951,1.1246661956251713,1.1263511250613183,0.014268416854885668
B136,DEGROSS,0.75,10,0.5,1.1247883484013474,True,,-0.007083157355223024,-0.031295115066855894,1.1114871597856628,1.1177051910461244,0.007083157355223024
B136,DEGROSS,0.75,25,0.5,1.1118471892934727,True,,-0.007115647237667888,-0.030163762333489275,1.091713996881932,1.1047315420558048,0.007115647237667888
B136,DEGROSS,0.85,0,0.0,1.1404634008156345,False,LOW,-0.00705005155854832,-0.03196589012374651,1.1244623192004033,1.1264315512857543,0.014031849529880125
B136,DEGROSS,0.85,10,0.5,1.1249184991961,True,,-0.007105941566912799,-0.031210346491123753,1.1113843144295819,1.1178125576291873,0.007105941566912799
B136,DEGROSS,0.85,25,0.5,1.1120700330632576,True,,-0.007190682493136036,-0.03007622271261079,1.0917628276554794,1.1048793505701215,0.007190682493136036
B136,DEGROSS,1.0,0,0.0,1.1402248931896517,False,LOW,-0.007030425256199235,-0.031838842835598236,1.1241440789433708,1.1265519876072756,0.013672905582376105
B136,DEGROSS,1.0,10,0.5,1.1251085811668489,True,,-0.007135607875329297,-0.03106947609020949,1.1111765485532776,1.1179729732915196,0.007135607875329297
B136,DEGROSS,1.0,25,0.5,1.1123941187755384,True,,-0.007294337492156799,-0.029914642700122007,1.0917209225855224,1.1050997812833816,0.007294337492156799
B136,RESPREAD,0.5,0,0.12,1.1951247417033375,True,,0.03586226167144435,-0.018438567699540886,1.1951247417033375,1.1618328363726083,0.03329190533072923
B136,RESPREAD,0.5,10,0.12,1.1761240137066153,True,,0.036733472606820694,-0.016787818938479804,1.1761240137066153,1.1533445645807612,0.022779449125854168
B136,RESPREAD,0.5,25,0.12,1.1476022167453197,True,,0.038047258480644164,-0.014313054173805018,1.1476022167453197,1.1406038879782572,0.006998328767062523
B136,RESPREAD,0.6,0,0.12,1.195031257359378,True,,0.03604132815527916,-0.018222111725066714,1.195031257359378,1.162324607639677,0.03270664971970105
B136,RESPREAD,0.6,10,0.12,1.1762562923281141,True,,0.03689087897455501,-0.01657211939079417,1.1762562923281141,1.1539931100404826,0.022263182287631578
B136,RESPREAD,0.6,25,0.12,1.1480733900089384,True,,0.03817207296089742,-0.0140985117358301,1.1480733900089384,1.1414877243188957,0.006585665690042708
B136,RESPREAD,0.75,0,0.12,1.1948698301997902,True,,0.036319420902489075,-0.017896183603050453,1.1948698301997902,1.163049214514975,0.03182061568481531
B136,RESPREAD,0.75,10,0.12,1.1763888777448155,True,,0.037125122651030296,-0.016253511186765435,1.1763888777448155,1.1548756099175082,0.021513267827307336
B136,RESPREAD,0.75,25,0.12,1.148647336820413,True,,0.038340402604875035,-0.013790921652686805,1.148647336820413,1.1426072026772505,0.006040134143162623
B136,RESPREAD,0.85,0,0.12,1.1947475440513369,True,,0.036511343488386805,-0.01767775103754987,1.1947475440513369,1.1635242587379013,0.031223285313435545
B136,RESPREAD,0.85,10,0.12,1.1764300049429992,True,,0.037284819500416955,-0.01604225726156816,1.1764300049429992,1.1554027616578906,0.021027243285108632
B136,RESPREAD,0.85,25,0.12,1.1489337867471292,True,,0.03845166908278341,-0.013590465257030226,1.1489337867471292,1.1432125763664889,0.005721210380640329
B136,RESPREAD,1.0,0,0.12,1.1945410749984937,True,,0.0368094100453511,-0.01734782578748395,1.1945410749984937,1.164225929830989,0.030315145167504776
B136,RESPREAD,1.0,10,0.12,1.1764175550782396,True,,0.03753378023678611,-0.015726879517357517,1.1764175550782396,1.1561033534172414,0.020314201660998288
B136,RESPREAD,1.0,25,0.12,1.1492126340467053,True,,0.038626844651126646,-0.01329695836174083,1.1492126340467053,1.1439115869598733,0.005301047086831989
SMALL439,DEGROSS,0.5,0,0.16,0.6878882805164429,True,,0.04310760734248664,-0.03534290683157204,0.6742223078616726,0.6334970446229884,0.054391235893454515
SMALL439,DEGROSS,0.5,10,0.16,0.6680279170823391,True,,0.0438919743919336,-0.033562715443162805,0.6517093667478427,0.621776862734013,0.046251054348326104
SMALL439,DEGROSS,0.5,25,0.16,0.6382348532524621,True,,0.04506795241115247,-0.030891774085965995,0.6179343046671726,0.6041938331691109,0.03404102008335119
SMALL439,DEGROSS,0.6,0,0.16,0.6878656462966162,True,,0.04310083782646956,-0.035295524025193314,0.6742027646045102,0.6335122669373321,0.05435337935928408
SMALL439,DEGROSS,0.6,10,0.16,0.6680976952888653,True,,0.04386817458642489,-0.03351109565149757,0.651778272373493,0.6218724989367405,0.04622519635212485
SMALL439,DEGROSS,0.6,25,0.16,0.6384433540933956,True,,0.04501860453255846,-0.030833819594923262,0.6181360220952322,0.6044101399999815,0.03403321409341409
SMALL439,DEGROSS,0.75,0,0.16,0.6878371952111684,True,,0.04308970671197099,-0.035224409045014005,0.6741783881143563,0.6335345090119598,0.05430268619920853
SMALL439,DEGROSS,0.75,10,0.16,0.6681897022034479,True,,0.04383751897803745,-0.03343388964086613,0.6518691650234858,0.6220057097338305,0.04618399246961735
SMALL439,DEGROSS,0.75,25,0.16,0.638716180373403,True,,0.04495866233896184,-0.03074750449219321,0.618399993361143,0.6047098681183395,0.034006312255063564
SMALL439,DEGROSS,0.85,0,0.16,0.6878219055357613,True,,0.04308161181687187,-0.035176948519943574,0.6741654318602445,0.6335489920474363,0.05427291348832497
SMALL439,DEGROSS,0.85,10,0.16,0.668242288431103,True,,0.04381989513854756,-0.03338256454671096,0.6519208826954651,0.6220873319187852,0.046154956512317824
SMALL439,DEGROSS,0.85,25,0.16,0.6388706549599339,True,,0.04492674683887854,-0.0306904016581816,0.6185488179137972,0.6048922344992441,0.03397842046068977
SMALL439,DEGROSS,1.0,0,0.16,0.6878045107635113,True,,0.04306841466342959,-0.03510564010024886,0.6741509471479138,0.6335702848082885,0.05423422595522287
SMALL439,DEGROSS,1.0,10,0.16,0.6683074537148074,True,,0.043797717790467705,-0.03330506129442401,0.6519845889931537,0.6221988333737675,0.04610862034103991
SMALL439,DEGROSS,1.0,25,0.16,0.6390597475668685,True,,0.04489110509159988,-0.030603629376984354,0.6187299217657775,0.6051390947058293,0.03392065286103918
SMALL439,RESPREAD,0.5,0,0.2,0.7420016553765132,True,,0.04028503089100799,-0.02552811071596628,0.6990084593608903,0.6834987331310367,0.058502922245476485
SMALL439,RESPREAD,0.5,10,0.2,0.7213727933093997,True,,0.040610610312676876,-0.022727768467639797,0.6711376983024578,0.6709186608614229,0.05045413244797681
SMALL439,RESPREAD,0.5,25,0.2,0.690428014654777,True,,0.041099217356583284,-0.018526810388674986,0.6293256916923108,0.6520475458190507,0.03838046883572632
SMALL439,RESPREAD,0.6,0,0.2,0.7419718101720454,True,,0.04007854578429626,-0.025432725363308095,0.6989967321990533,0.6829488112792353,0.05902299889281004
SMALL439,RESPREAD,0.6,10,0.2,0.7215516077396792,True,,0.04038456326579931,-0.022642963454643117,0.6713661647801203,0.6705031098008986,0.051048497938780635
SMALL439,RESPREAD,0.6,25,0.2,0.6909199591373895,True,,0.04084382983040957,-0.018457982662753225,0.6299148097268841,0.6518335453788868,0.039086413758502636
SMALL439,RESPREAD,0.75,0,0.2,0.741928891658711,True,,0.03977432136803183,-0.025286383396941003,0.6989800446543634,0.6821392579993399,0.059789633659371066
SMALL439,RESPREAD,0.75,10,0.2,0.7217821402257084,True,,0.04004879435737374,-0.022513834756412,0.6716792117669286,0.6698383005816846,0.051943839644023826
SMALL439,RESPREAD,0.75,25,0.2,0.6915608425498464,True,,0.040460770422078074,-0.01835481133496053,0.6307229717048121,0.6513858451205428,0.04017499742930364
SMALL439,RESPREAD,0.85,0,0.2,0.7419023817274383,True,,0.039575147970591584,-0.025186442098867667,0.6989703989120297,0.6816110555021839,0.06029132622525435
SMALL439,RESPREAD,0.85,10,0.2,0.7219111832380086,True,,0.03982726948453208,-0.022428159772100553,0.6718681292939358,0.6693681914587676,0.052542991779241044
SMALL439,RESPREAD,0.85,25,0.2,0.6919233151484377,True,,0.040205751538786916,-0.018290615460857196,0.6312100625070353,0.6510028742678835,0.04092044088055424
SMALL439,RESPREAD,1.0,0,0.2,0.741867470507732,True,,0.03928179598417714,-0.02503258953733789,0.698959884085255,0.6808384303544972,0.06102904015323485
SMALL439,RESPREAD,1.0,10,0.2,0.7220663617224538,True,,0.039497536040072556,-0.02229889236030491,0.6721225634509735,0.6686237966069591,0.05344256511549461
SMALL439,RESPREAD,1.0,25,0.2,0.6923637487773122,True,,0.039821521922648206,-0.01819833786275238,0.631862391786006,0.6503008424317932,0.04206290634551901
U56,DEGROSS,0.5,0,0.03,1.2309525558768462,True,,-0.09763507245480674,-0.037608479441843645,1.1641758781017995,1.0487704962516262,0.18218205962521994
U56,DEGROSS,0.5,10,0.03,1.2056579555834257,True,,-0.09718084220532153,-0.037205774735790786,1.1514681680147247,1.040730560993048,0.16492739459037775
U56,DEGROSS,0.5,25,0.03,1.1676766305833994,True,,-0.09649895762874494,-0.0366003188665871,1.1323979884394053,1.0286661465659008,0.1390104840174986
U56,DEGROSS,0.6,0,0.03,1.2308319351253147,True,,-0.0976496130279072,-0.03755557394054487,1.1640417176604694,1.0488799704919793,0.1819519646333354
U56,DEGROSS,0.6,10,0.03,1.2056593045402841,True,,-0.09722084487843174,-0.0371652040779209,1.151478919496422,1.0408758213870464,0.16478348315323776
U56,DEGROSS,0.6,25,0.03,1.1678612805635906,True,,-0.09657719117347541,-0.0365782878406089,1.1326262904376685,1.0288651306175043,0.13899614994608633
U56,DEGROSS,0.75,0,0.03,1.2306462622986376,True,,-0.09767058332422285,-0.03747557963352177,1.1638344293849414,1.0490436567300527,0.18160260556858487
U56,DEGROSS,0.75,10,0.03,1.2056219490390438,True,,-0.09727866285163134,-0.0370967922397607,1.151456593103839,1.04109239008644,0.1645295589526039
U56,DEGROSS,0.75,25,0.03,1.168046810053237,True,,-0.09669033371993008,-0.0365272850912457,1.132881627406526,1.0291610879442255,0.13888572210901162
U56,DEGROSS,0.85,0,0.03,1.2305192613733298,True,,-0.09768401116261383,-0.03742181551151935,1.163692168341821,1.0491524329919075,0.18136682838142226
U56,DEGROSS,0.85,10,0.03,1.205569164071717,True,,-0.09731579136699864,-0.037045463256820454,1.1514143531936158,1.0412358678666571,0.16433329620505988
U56,DEGROSS,0.85,25,0.03,1.1681055529349167,True,,-0.09676304697842175,-0.036479630664202345,1.1329895457082586,1.0293566597502064,0.1387488931847103
U56,DEGROSS,1.0,0,0.03,1.2303238278894084,True,,-0.09770333794814978,-0.03734049662214356,1.1634726021170856,1.0493150792649097,0.18100874862449867
U56,DEGROSS,1.0,10,0.03,1.2054439145255977,True,,-0.097369043280509,-0.03696004155944288,1.1513047704493375,1.0414497657141197,0.163994148811478
U56,DEGROSS,1.0,25,0.03,1.1680857557524442,True,,-0.09686723435844757,-0.03638807342641637,1.1330450764863687,1.0296474960114381,0.1384382597410061
U56,RESPREAD,0.5,0,0.12,1.2441608146493472,True,,-0.06830407507469216,-0.02840004005625607,1.2441608146493472,1.0551622745415496,0.1889985401077976
U56,RESPREAD,0.5,10,0.12,1.2261225022732456,True,,-0.06690935481369431,-0.027062201095793714,1.2261225022732456,1.0480874824046713,0.17803501986857428
U56,RESPREAD,0.5,25,0.12,1.1990346590184242,True,,-0.06481253184961555,-0.02505247215904105,1.1990346590184242,1.0374684968713659,0.16156616214705832
U56,RESPREAD,0.6,0,0.12,1.2440870784014948,True,,-0.06796090514717346,-0.028150798274832356,1.2440870784014948,1.0559679906005162,0.18811908780097863
U56,RESPREAD,0.6,10,0.12,1.2262556554771313,True,,-0.06657216537190225,-0.026812549800155905,1.2262556554771313,1.0490735586948396,0.1771820967822917
U56,RESPREAD,0.6,25,0.12,1.1994784020175666,True,,-0.0644843936249686,-0.02480221901395807,1.1994784020175666,1.0387252865201386,0.160753115497428
U56,RESPREAD,0.75,0,0.12,1.2439617706262627,True,,-0.06746744100213053,-0.027775880391030183,1.2439617706262627,1.0571287446633777,0.18683302596288498
U56,RESPREAD,0.75,10,0.12,1.2263931316299044,True,,-0.06608205505537779,-0.026439283225832444,1.2263931316299044,1.0504374389501565,0.17595569267974787
U56,RESPREAD,0.75,25,0.12,1.2000103908327182,True,,-0.06399943685125642,-0.024431473152447092,1.2000103908327182,1.040394029908531,0.15961636092418718
U56,RESPREAD,0.85,0,0.12,1.2438682709421751,True,,-0.06715234120621028,-0.027525089919468337,1.2438682709421751,1.0578717575501455,0.1859965133920296
U56,RESPREAD,0.85,10,0.12,1.2264372925655864,True,,-0.06576599326011512,-0.026191041738902632,1.2264372925655864,1.0512670104707706,0.17517028209481578
U56,RESPREAD,0.85,25,0.12,1.200261236252606,True,,-0.06368198922431478,-0.02418708075832554,1.200261236252606,1.0413535211178453,0.15890771513476065
U56,RESPREAD,1.0,0,0.12,1.2437127527878162,True,,-0.0667000047415729,-0.027147364508252947,1.2437127527878162,1.058941780082673,0.1847709727051432
U56,RESPREAD,1.0,10,0.12,1.2264284788084323,True,,-0.06531105238869617,-0.025815336826880753,1.2264284788084323,1.052382151349873,0.1740463274585593
U56,RESPREAD,1.0,25,0.12,1.2004727216863638,True,,-0.06322321800673203,-0.0238144499077384,1.2004727216863638,1.0425363971162454,0.1579363245701184
