panel,P,n,k,D,N,y,NP,oofR2_sd,oofR2_M_cv,oofR2_Msd_cv,oofR2_M_oracle,gap_cv,gap_oracle,gain_cv,oofR2_M_lam0.5,oofR2_M_lam2,oofR2_M_lam8,oofR2_M_lam32,oofR2_M_lam128,oofR2_M_lam512,oofR2_Msd_lam0.5,oofR2_Msd_lam2,oofR2_Msd_lam8,oofR2_Msd_lam32,oofR2_Msd_lam128,oofR2_Msd_lam512
B136,136,5,20,50,50,CAND Sharpe,0.36764705882352944,0.3165334751789459,-0.05377985306339794,0.2929761056700736,0.07107224560232883,0.37031332824234386,0.2454612295766171,0.34675595873347154,-0.19681491207592283,-0.09077577724494423,0.048221008451013625,0.07107224560232883,0.006245972402314504,-0.03599846083330527,0.16307892994785766,0.21980737969799635,0.30659632964522965,0.34565113406336456,0.33385378881955363,0.3221220267322993
B136,136,5,20,50,50,EWall Sharpe,0.36764705882352944,0.2893563005014165,0.1971277830911361,0.5465464195555498,0.2778249165593004,0.09222851741028038,0.011531383942116058,0.34941863646441373,0.21437466694159857,0.2511624111526123,0.2778249165593004,0.20587313911164895,0.07434713555544337,-0.0016743383353725605,0.5574059870569863,0.5467226291795357,0.5124507091281303,0.43480993512533006,0.3500744565234436,0.30759704261461807
B136,136,5,20,50,50,premium,0.36764705882352944,-0.09112535697761093,-0.057208633044544044,-0.09830464346728185,-0.031275022999487145,-0.033916723933066883,-0.05985033397812378,-0.041096010422737805,-0.2777288577272634,-0.1970565497807899,-0.08575241691527102,-0.031275022999487145,-0.033444079520319914,-0.04227506562334127,-0.3736523036521531,-0.27925834737645827,-0.1445916676286041,-0.07390199350734261,-0.07481366891557162,-0.0853804630917454
B136,136,20,20,50,50,CAND Sharpe,0.36764705882352944,0.30269255530698347,0.16722624592762447,0.6370216513425444,0.2185185445336849,0.135466309379359,0.08417401077329856,0.46979540541491993,0.09789085878396386,0.15989875496272032,0.2185185445336849,0.171635036952263,0.061121652398738346,-0.004748244926080947,0.637021651342544,0.6143824402230178,0.5513183200219173,0.4490262922578573,0.3610324727333266,0.3200214841720741
B136,136,20,20,50,50,EWall Sharpe,0.36764705882352944,0.2893563005014165,0.1971277830911361,0.5465464195555498,0.2778249165593004,0.09222851741028038,0.011531383942116058,0.34941863646441373,0.21437466694159857,0.2511624111526123,0.2778249165593004,0.20587313911164895,0.07434713555544337,-0.0016743383353725605,0.5574059870569863,0.5467226291795357,0.5124507091281303,0.43480993512533006,0.3500744565234436,0.30759704261461807
B136,136,20,20,50,50,premium,0.36764705882352944,0.03983913465897937,0.07889708191502431,0.027433386487489497,0.1397191360195036,-0.039057947256044945,-0.09988000136052422,-0.05146369542753482,0.1397191360195036,0.13841784663069168,0.13855173558984224,0.10445406347302832,0.03355989741248444,-0.008933700431300151,0.0726280058799722,0.08795007568584456,0.11936061542293008,0.12053250678548078,0.07952106999486108,0.05230253389743822
B136,136,5,20,100,100,CAND Sharpe,0.7352941176470589,0.3583924262039657,0.4455032570308215,0.538354251184034,0.4608681727830479,-0.08711083082685578,-0.1024757465790822,0.09285099415321252,0.38691072115677116,0.4608681727830479,0.459479461869543,0.3222536308332724,0.13484403187526672,0.028905943942972745,0.47280066189643344,0.5411137662266031,0.5643055957648688,0.5088438650931213,0.42554647884816843,0.3792321505924613
B136,136,5,20,100,100,EWall Sharpe,0.7352941176470589,0.2941880610318002,0.5112328687049539,0.625169068187747,0.5219071571141034,-0.2170448076731537,-0.22771909608230323,0.1139361994827931,0.5219071571141034,0.500984984873388,0.41826639768740526,0.26073363882591616,0.10513278906394163,0.0244506313600259,0.6230337439054743,0.6115736667380844,0.5702213819000914,0.47331449009936677,0.3703279121009718,0.31750626867685494
B136,136,5,20,100,100,premium,0.7352941176470589,-0.02686128473618843,0.23647944233665974,0.22436347312844118,0.3371982287675551,-0.26334072707284817,-0.36405951350374355,-0.012115969208218558,0.20151038554230494,0.3295591121451342,0.3371982287675551,0.20834795021456287,0.06649532909936828,-0.005830061337833925,0.1891904218068614,0.3192764575613851,0.3277030117798829,0.19912798636070228,0.06599744668051477,0.0012089430456554418
B136,136,20,20,100,100,CAND Sharpe,0.7352941176470589,0.34122271590391284,0.589813528547102,0.7745663896607362,0.5898135285471041,-0.24859081264318916,-0.24859081264319127,0.1847528611136342,0.5898135285471041,0.5697361690001863,0.4863383644315429,0.30894284012402295,0.125139313135601,0.029935313074140213,0.7745663896607353,0.7492452494586803,0.6865777512515057,0.5598351677603592,0.43195978124154766,0.36866276218835814
B136,136,20,20,100,100,EWall Sharpe,0.7352941176470589,0.2941880610318002,0.5112328687049539,0.625169068187747,0.5219071571141034,-0.2170448076731537,-0.22771909608230323,0.1139361994827931,0.5219071571141034,0.500984984873388,0.41826639768740526,0.26073363882591616,0.10513278906394163,0.0244506313600259,0.6230337439054743,0.6115736667380844,0.5702213819000914,0.47331449009936677,0.3703279121009718,0.31750626867685494
B136,136,20,20,100,100,premium,0.7352941176470589,0.0012000033220607165,0.24042714632242357,0.2364965397813451,0.2971593823407471,-0.23922714300036285,-0.2959593790186864,-0.003930606541078463,0.21543105719909295,0.28290282024087887,0.2971593823407471,0.20096186037795027,0.08018854730486635,0.017272980627400236,0.18625394292844177,0.26054940895630685,0.2903127044223922,0.20758183417187248,0.09104002092423535,0.028795956621095797
B136,136,5,20,200,200,CAND Sharpe,1.4705882352941178,0.32019437843542375,0.6296680787107547,0.6725052210735161,0.6327155947925491,-0.30947370027533094,-0.3125212163571254,0.04283714236276137,0.5192112494055143,0.6327155947925491,0.6170086977288025,0.44016748835966557,0.20427344961180338,0.06075053823256005,0.5403977317531745,0.6594511303181525,0.6714287888862793,0.5732471580869792,0.44152040810321835,0.36026274156574345
B136,136,5,20,200,200,EWall Sharpe,1.4705882352941178,0.3073439990749952,0.7639409406379241,0.7855840357051683,0.7639409406379243,-0.45659694156292885,-0.45659694156292907,0.021643095067244267,0.7418621446486198,0.7639409406379243,0.6801873491770507,0.4585009083740842,0.20713285751763721,0.06351758055723478,0.749703994901839,0.7855840357051687,0.7356566321388249,0.5930330855950989,0.437877522871032,0.3493715386987517
B136,136,5,20,200,200,premium,1.4705882352941178,-0.012518459118282754,0.31549183068943054,0.3152659798463878,0.34013162451549117,-0.3280102898077133,-0.3526500836337739,-0.00022585084304271863,-0.20777384490710937,0.16455035414874797,0.34013162451549117,0.2964239592888419,0.1501075159302353,0.043045093184800876,-0.20730484549252792,0.16446004437355666,0.3387964300691555,0.2934517278272035,0.1482950980693265,0.04296510164491596
B136,136,20,20,200,200,CAND Sharpe,1.4705882352941178,0.36281651708073037,0.9080127436635488,0.9429461022178347,0.9080127436635487,-0.5451962265828184,-0.5451962265828183,0.03493335855428592,0.9080127436635487,0.8719619851981053,0.7351203396758206,0.48476092916869884,0.2206020617099187,0.06890740369864912,0.9429461022178344,0.9133913498165245,0.8189427621769398,0.6547320734092645,0.49263517791539657,0.40413530372683304
B136,136,20,20,200,200,EWall Sharpe,1.4705882352941178,0.3073439990749952,0.7639409406379241,0.7855840357051683,0.7639409406379243,-0.45659694156292885,-0.45659694156292907,0.021643095067244267,0.7418621446486198,0.7639409406379243,0.6801873491770507,0.4585009083740842,0.20713285751763721,0.06351758055723478,0.749703994901839,0.7855840357051687,0.7356566321388249,0.5930330855950989,0.437877522871032,0.3493715386987517
B136,136,20,20,200,200,premium,1.4705882352941178,0.006438486767986751,0.5091057338166658,0.5020798086336056,0.5091057338166658,-0.502667247048679,-0.502667247048679,-0.007025925183060222,0.2615580874611624,0.45945873141786064,0.5091057338166658,0.3825352080598947,0.18793587262900835,0.061719588052154495,0.2516915889327591,0.4526386082063698,0.5020798086336056,0.37980138254656437,0.19259981686673666,0.06916773246456831
B136,136,5,20,500,500,CAND Sharpe,3.676470588235294,0.33039303858892544,0.7898188194738162,0.8002352711633183,0.7898188194738162,-0.4594257808848907,-0.4594257808848907,0.010416451689502115,0.786388217708469,0.7898188194738162,0.7813151423815563,0.6786950468208313,0.41295321465305834,0.15769628060193586,0.7957751650265883,0.8004780259980453,0.80268054257601,0.7516400690998223,0.5924282654277869,0.43263024906208625
B136,136,5,20,500,500,EWall Sharpe,3.676470588235294,0.2737381673632887,0.8696500117223801,0.8781959311859344,0.8696500117223801,-0.5959118443590914,-0.5959118443590914,0.008545919463554319,0.8675060161447552,0.8696500117223801,0.855970572871589,0.7339842759284567,0.4334984860618024,0.16068442328367671,0.8756546163682839,0.8781959311859344,0.8713940930892166,0.7907087979726234,0.5820241620546696,0.39031511359251514
