arm,IS_rate,IS_dMaxDD,IS_dCAGR,IS_Sharpe,OOS_rate,OOS_dMaxDD,OOS_dCAGR,OOS_Sharpe
g200-dg,0.041343128550073806,1.4043926820233477,0.05806198718767419,0.5454187400661762,-0.6117710382788095,0.5655037471552604,-0.34595881454773103,0.5618565461326267
g200-rw,-0.44921377580221444,3.373000398015047,-1.5151982445747114,0.6404312153221082,-1.5008476313959596,1.1887926602786147,-1.7841966484000604,0.630593571278528
band3-dg,,0.06973800371584682,-0.1322133748249188,0.5581730464684345,1.1242772772542606,0.5512858310492641,0.619798133120919,0.497596534641241
band3-rw,,-0.20372285965770676,0.08330187738534445,0.5335651226245883,,-3.086903882876124,0.2054905875887636,0.4966870301146301
abs12-dg,,-1.3322676295501878e-13,-0.03737449168941254,0.552598692886324,,0.05108812412191188,-0.18709071344464867,0.553603682294185
abs12-rw,,1.1102230246251565e-13,-0.7072987287052745,0.5933040343818488,-0.5132172630230782,3.282226680945488,-1.6844953938161655,0.6388490026755541
vol60-dg,,0.0,0.0,0.5487617712918088,,-9.992007221626409e-14,0.22374027378375683,0.5212426988023865
vol60-rw,,0.0,0.0,0.5487617712918088,,0.0,0.8477238908929374,0.4791292491890512
v1gate-dg,0.041343128550073806,1.4043926820233477,0.05806198718767419,0.5454187400661762,-0.9337552907009435,0.565503747155327,-0.5280421158174953,0.576436645999109
v1gate-rw,-0.44921377580221444,3.373000398015047,-1.5151982445747114,0.6404312153221082,-0.7122026837259425,1.1887926602786258,-0.84666132304414,0.5806618551671671
