item,hmult,half_w,grid_points,compared,max_abs_diff,balanced_headline,aligned,count_imbalance
219,0.5,0.012500000000000011,33,11,0.03772171015056896,False,False,41.013888888888886
219,1.0,0.025000000000000022,33,25,0.05172232306804837,False,False,41.013888888888886
219,2.0,0.050000000000000044,33,33,0.049152609063415106,False,False,41.013888888888886
219,3.0,0.07500000000000007,33,33,0.04509159982486777,False,False,41.013888888888886
219,4.0,0.10000000000000009,33,33,0.04509159982486777,False,False,41.013888888888886
219,5.0,0.1250000000000001,33,33,0.0418632128382603,False,False,41.013888888888886
167,0.5,0.05000000000000002,10,10,7.105427357601002e-15,True,True,0.0
167,1.0,0.10000000000000003,10,10,2.842170943040401e-14,True,True,0.0
167,2.0,0.20000000000000007,10,10,1.4210854715202004e-14,True,True,0.0
167,3.0,0.3000000000000001,10,10,1.4210854715202004e-14,True,True,0.0
167,4.0,0.40000000000000013,10,10,1.4210854715202004e-14,True,True,0.0
167,5.0,0.5000000000000002,10,10,1.4210854715202004e-14,True,True,0.0
159B,0.5,0.05000000000000002,10,10,6.938893903907228e-18,True,True,0.0
159B,1.0,0.10000000000000003,10,10,6.938893903907228e-18,True,True,0.0
159B,2.0,0.20000000000000007,10,10,1.0408340855860843e-17,True,True,0.0
159B,3.0,0.3000000000000001,10,10,6.938893903907228e-18,True,True,0.0
159B,4.0,0.40000000000000013,10,10,3.469446951953614e-18,True,True,0.0
159B,5.0,0.5000000000000002,10,10,6.938893903907228e-18,True,True,0.0
159c,0.5,0.03999999999999998,14,4,6.938893903907228e-18,True,True,0.0
159c,1.0,0.07999999999999996,14,9,3.469446951953614e-18,True,True,0.0
159c,2.0,0.15999999999999992,14,14,3.469446951953614e-18,True,True,0.0
159c,3.0,0.23999999999999988,14,14,3.469446951953614e-18,True,True,0.0
159c,4.0,0.31999999999999984,14,14,3.469446951953614e-18,True,True,0.0
159c,5.0,0.3999999999999998,14,14,6.938893903907228e-18,True,True,0.0
168B,0.5,0.125,9,9,0.0,True,True,0.0
168B,1.0,0.25,9,9,1.3877787807814457e-17,True,True,0.0
168B,2.0,0.5,9,9,1.3877787807814457e-17,True,True,0.0
168B,3.0,0.75,9,9,6.938893903907228e-18,True,True,0.0
168B,4.0,1.0,9,9,6.938893903907228e-18,True,True,0.0
168B,5.0,1.25,9,9,6.938893903907228e-18,True,True,0.0
168c,0.5,0.125,11,11,1.734723475976807e-18,True,True,0.0
168c,1.0,0.25,11,11,5.551115123125783e-17,True,True,0.0
168c,2.0,0.5,11,11,2.7755575615628914e-17,True,True,0.0
168c,3.0,0.75,11,11,2.7755575615628914e-17,True,True,0.0
168c,4.0,1.0,11,11,1.3877787807814457e-17,True,True,0.0
168c,5.0,1.25,11,11,1.3877787807814457e-17,True,True,0.0
103,0.5,0.017308963012062903,25,2,0.0032668987649159126,False,False,0.0
103,1.0,0.034617926024125806,25,4,0.02447486116990555,False,False,0.0
103,2.0,0.06923585204825161,25,6,0.02722152409157541,False,False,0.0
103,3.0,0.10385377807237742,25,8,0.06064282796871484,False,False,0.0
103,4.0,0.13847170409650322,25,10,0.08956201727022128,False,False,0.0
103,5.0,0.17308963012062903,25,12,0.11775788433162995,False,False,0.0
61,0.5,0.17380429070371206,25,2,0.10968880722900021,False,False,0.8823529411764706
61,1.0,0.3476085814074241,25,4,0.09154036593406172,False,False,0.8823529411764706
61,2.0,0.6952171628148482,25,6,0.08156072762774472,False,False,0.8823529411764706
61,3.0,1.0428257442222724,25,8,0.07530357140106586,False,False,0.8823529411764706
61,4.0,1.3904343256296965,25,10,0.07380849892887259,False,False,0.8823529411764706
61,5.0,1.7380429070371206,25,12,0.07306383923649976,False,False,0.8823529411764706
277,0.5,0.0625,8,8,0.0,True,True,0.0
277,1.0,0.125,8,8,0.0,True,True,0.0
277,2.0,0.25,8,8,6.938893903907228e-18,True,True,0.0
277,3.0,0.375,8,8,6.938893903907228e-18,True,True,0.0
277,4.0,0.5,8,8,6.938893903907228e-18,True,True,0.0
277,5.0,0.625,8,8,6.938893903907228e-18,True,True,0.0
bandgate,0.5,0.0125,7,7,2.7755575615628914e-17,True,True,0.0
bandgate,1.0,0.025,7,7,2.0816681711721685e-17,True,True,0.0
bandgate,2.0,0.05,7,7,2.7755575615628914e-17,True,True,0.0
bandgate,3.0,0.07500000000000001,7,7,5.551115123125783e-17,True,True,0.0
bandgate,4.0,0.1,7,7,5.551115123125783e-17,True,True,0.0
bandgate,5.0,0.125,7,7,2.7755575615628914e-17,True,True,0.0
440grid,0.5,0.125,11,11,0.0,True,True,0.0
440grid,1.0,0.25,11,11,2.7755575615628914e-17,True,True,0.0
440grid,2.0,0.5,11,11,2.7755575615628914e-17,True,True,0.0
440grid,3.0,0.75,11,11,2.7755575615628914e-17,True,True,0.0
440grid,4.0,1.0,11,11,1.3877787807814457e-17,True,True,0.0
440grid,5.0,1.25,11,11,1.3877787807814457e-17,True,True,0.0
