panel,book,k,med_absdSharpe,med_dTurn,med_events,rate4a_ctl
BROAD136,v1,1,0.0005999201946401689,0.016818247026700206,1.0,0.0
BROAD136,v1,2,0.0014002302735129368,0.03369938961738583,2.0,0.0
BROAD136,v1,4,0.0017718462041980132,0.050668092755255856,4.0,0.0
BROAD136,v1,8,0.003909739748689356,0.06813838340675993,8.0,0.1
BROAD136,v1,16,0.004374712038190953,0.16923875246866693,16.0,0.075
BROAD136,v1,32,0.0057556129183937155,0.33980792686344863,32.0,0.1
BROAD136,v1,64,0.012713685561243193,0.6953141727255847,64.0,0.05
BROAD136,v1,128,0.022784432380945296,1.34866303836146,127.0,0.0
BROAD136,v1,256,0.03575532188568131,2.6680647993225293,251.0,0.0
BROAD136,v1,512,0.0736419705156322,5.176844506693701,491.0,0.0
BROAD136,v2,1,5.442689196444306e-05,0.0006338990941048284,1.0,0.0
BROAD136,v2,2,9.11540852477355e-05,0.0012702363726031507,2.0,0.075
BROAD136,v2,4,0.00015851240155673185,0.0025645128975686493,4.0,0.15
BROAD136,v2,8,0.0002211055614498303,0.005133379198194454,8.0,0.075
BROAD136,v2,16,0.00041234395618849895,0.01016795448702279,16.0,0.075
BROAD136,v2,32,0.0004410762589217576,0.01995250226696732,32.0,0.1
BROAD136,v2,64,0.0005864813130360691,0.04008464456703842,64.0,0.1
BROAD136,v2,128,0.0014012011634499943,0.07977195167179874,128.0,0.075
BROAD136,v2,256,0.002020392265121851,0.15941424948772354,256.0,0.05
BROAD136,v2,512,0.004619130070673827,0.31716870849362855,511.0,0.025
U56,v1,1,0.000629770663738316,0.016973441714643656,1.0,0.0
U56,v1,2,0.0015128289313457999,0.017186931772043224,2.0,0.025
U56,v1,4,0.001615015272712017,0.05077523928683192,4.0,0.025
U56,v1,8,0.002999834371159027,0.10168720767769734,8.0,0.025
U56,v1,16,0.004378043928801478,0.18692404919781502,16.0,0.0
U56,v1,32,0.005907208323293778,0.38109450891757923,32.0,0.0
U56,v1,64,0.009644035811952778,0.7637257670770001,64.0,0.025
U56,v1,128,0.016934097215367094,1.4944818603154868,127.0,0.0
U56,v1,256,0.033204424811541844,3.010501173882874,251.0,0.025
U56,v1,512,0.06632733692427267,5.843089656593271,491.0,0.0
U56,v2,1,0.0001200963244730735,0.0015497045841256218,1.0,0.0
U56,v2,2,0.00017020205355100515,0.003115972908011355,2.0,0.0
U56,v2,4,0.00019601314484252175,0.006231998129165528,4.0,0.125
U56,v2,8,0.0004962086738496962,0.012484068041027307,8.0,0.125
U56,v2,16,0.0008253200877701428,0.024870670742565104,16.0,0.025
U56,v2,32,0.0010119118383988823,0.0485843029084283,32.0,0.1
U56,v2,64,0.0020152797852625026,0.09722291373465364,64.0,0.075
U56,v2,128,0.0026808703993987937,0.1938204876524533,128.0,0.15
U56,v2,256,0.006102839585028552,0.3888050931950191,256.0,0.025
U56,v2,512,0.010082967262434406,0.7734013130917712,509.0,0.0
