cadence,SET,window,chooser,npicks,move_rate,mean_OOS_Sharpe,delta_vs_ANCHOR,SE,t,p_NL_COUNT,p_NL_PERM,stitch_U56,stitch_B136,stitch_SMALL,stitchA_U56,stitchA_B136,stitchA_SMALL
QUARTER,ALL4,L252,H_RUNNERUP,193,0.031088082901554404,1.3000954403968739,0.012613252051746805,0.006791702790427932,1.8571560683608874,0.09825,0.2075,1.1069179722670146,1.0539036964306563,0.5259497373024711,1.1049778162626347,1.036974795929094,0.5259497373024711
QUARTER,ALL4,L252,H_NARROWEST,193,0.7512953367875648,1.2492035712770995,-0.038278617068027744,0.062236260979952295,-0.615053289919813,0.7056666666666667,0.8051666666666667,1.021768298055869,0.9833091917084384,0.5786408053692857,1.1049778162626347,1.036974795929094,0.5259497373024711
QUARTER,ALL4,L252,H_ANY,193,0.7512953367875648,1.2492035712770995,-0.038278617068027744,0.062236260979952295,-0.615053289919813,0.6973333333333334,0.7898333333333333,1.021768298055869,0.9833091917084384,0.5786408053692857,1.1049778162626347,1.036974795929094,0.5259497373024711
QUARTER,ALL4,L252,CH_RAW,193,0.8601036269430051,1.2664178542804339,-0.021064334064693498,0.06343720340668771,-0.33205016825304823,0.5483333333333333,0.6105,0.9532640859886249,1.0581667420679222,0.5473788078667149,1.1049778162626347,1.036974795929094,0.5259497373024711
QUARTER,ALL4,L252,CH_ANCHOR,193,0.0,1.287482188345127,0.0,0.0,0.0,,,1.1049778162626347,1.036974795929094,0.5259497373024711,1.1049778162626347,1.036974795929094,0.5259497373024711
QUARTER,ALL4,L504,H_RUNNERUP,193,0.015544041450777202,1.2975398458876626,0.01005765754253563,0.008688729421749804,1.1575521637673625,0.14875000000000002,0.26325,1.1186792444943015,1.036974795929094,0.5455642781462573,1.1049778162626347,1.036974795929094,0.5259497373024711
QUARTER,ALL4,L504,H_NARROWEST,193,0.7098445595854922,1.2787756124399106,-0.008706575905216587,0.06322295371741543,-0.1377122610267775,0.5179999999999999,0.6056666666666667,1.1065181361438765,0.9714222999380565,0.5209276548233924,1.1049778162626347,1.036974795929094,0.5259497373024711
QUARTER,ALL4,L504,H_ANY,193,0.7098445595854922,1.2787756124399106,-0.008706575905216587,0.06322295371741543,-0.1377122610267775,0.5101666666666667,0.6088333333333332,1.1065181361438765,0.9714222999380565,0.5209276548233924,1.1049778162626347,1.036974795929094,0.5259497373024711
QUARTER,ALL4,L504,CH_RAW,193,0.8549222797927462,1.3070097893432868,0.0195276009981595,0.061953217307190625,0.31519914294899776,0.3473333333333333,0.492,1.0401385976879962,1.015181300687109,0.5500498420991897,1.1049778162626347,1.036974795929094,0.5259497373024711
QUARTER,ALL4,L504,CH_ANCHOR,193,0.0,1.287482188345127,0.0,0.0,0.0,,,1.1049778162626347,1.036974795929094,0.5259497373024711,1.1049778162626347,1.036974795929094,0.5259497373024711
