panel,bar,menu_size,menu_of,C_ALL_cell,C_ALL_oCAGR,C_ALL_oSharpe,C_ALL_oMaxDD,C_ALL_o4a,C_ALL_o4b,C_THICK_cell,C_THICK_oCAGR,C_THICK_oSharpe,C_THICK_oMaxDD,C_THICK_o4a,C_THICK_o4b,dSharpe,null_menus,null_med_oSharpe,thick_pctile_in_null,null_share_below,null_share_tied,null_share_above,SPY_oCAGR,SPY_oSharpe,SPY_oMaxDD,LIVE_oCAGR,LIVE_oSharpe,LIVE_oMaxDD
U56,3,42,42,N40g1.0,0.1893156592057892,1.1212604490918756,-0.29093264297088084,False,False,N40g1.0,0.1893156592057892,1.1212604490918756,-0.29093264297088084,False,False,0.0,0,,,,,,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,5,42,42,N40g1.0,0.1893156592057892,1.1212604490918756,-0.29093264297088084,False,False,N40g1.0,0.1893156592057892,1.1212604490918756,-0.29093264297088084,False,False,0.0,0,,,,,,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,10,35,42,N40g1.0,0.1893156592057892,1.1212604490918756,-0.29093264297088084,False,False,N40g1.0,0.1893156592057892,1.1212604490918756,-0.29093264297088084,False,False,0.0,40,1.1212604490918756,0.425,0.0,0.85,0.15,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,20,28,42,N40g1.0,0.1893156592057892,1.1212604490918756,-0.29093264297088084,False,False,N40g1.0,0.1893156592057892,1.1212604490918756,-0.29093264297088084,False,False,0.0,40,1.1212604490918756,0.275,0.0,0.55,0.45,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,50,12,42,N40g1.0,0.1893156592057892,1.1212604490918756,-0.29093264297088084,False,False,N40g1.0,0.1893156592057892,1.1212604490918756,-0.29093264297088084,False,False,0.0,40,1.1215274504813384,0.2,0.0,0.4,0.6,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
B136,3,42,42,N10g1.0,0.22152274151599505,0.925293619873677,-0.26250734179277035,False,False,N10g1.0,0.22152274151599505,0.925293619873677,-0.26250734179277035,False,False,0.0,0,,,,,,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223403
B136,5,42,42,N10g1.0,0.22152274151599505,0.925293619873677,-0.26250734179277035,False,False,N10g1.0,0.22152274151599505,0.925293619873677,-0.26250734179277035,False,False,0.0,0,,,,,,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223403
B136,10,35,42,N10g1.0,0.22152274151599505,0.925293619873677,-0.26250734179277035,False,False,N10g1.0,0.22152274151599505,0.925293619873677,-0.26250734179277035,False,False,0.0,40,0.925293619873677,0.575,0.15,0.85,0.0,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223403
B136,20,28,42,N10g1.0,0.22152274151599505,0.925293619873677,-0.26250734179277035,False,False,N10g1.0,0.22152274151599505,0.925293619873677,-0.26250734179277035,False,False,0.0,40,0.925293619873677,0.675,0.35,0.65,0.0,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223403
B136,50,12,42,N10g1.0,0.22152274151599505,0.925293619873677,-0.26250734179277035,False,False,N10g1.0,0.22152274151599505,0.925293619873677,-0.26250734179277035,False,False,0.0,40,0.7558287227142544,0.8125,0.65,0.325,0.025,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223403
SMALL,3,42,42,N25g1.0,0.0689514891496179,0.39607389886964894,-0.47767570902868484,False,False,N25g1.0,0.0689514891496179,0.39607389886964894,-0.47767570902868484,False,False,0.0,0,,,,,,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.044142357735165394,0.6473415936678043,-0.12480015905893527
SMALL,5,42,42,N25g1.0,0.0689514891496179,0.39607389886964894,-0.47767570902868484,False,False,N25g1.0,0.0689514891496179,0.39607389886964894,-0.47767570902868484,False,False,0.0,0,,,,,,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.044142357735165394,0.6473415936678043,-0.12480015905893527
SMALL,10,35,42,N25g1.0,0.0689514891496179,0.39607389886964894,-0.47767570902868484,False,False,N25g1.0,0.0689514891496179,0.39607389886964894,-0.47767570902868484,False,False,0.0,40,0.39607389886964894,0.425,0.0,0.85,0.15,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.044142357735165394,0.6473415936678043,-0.12480015905893527
SMALL,20,28,42,N25g1.0,0.0689514891496179,0.39607389886964894,-0.47767570902868484,False,False,N25g1.0,0.0689514891496179,0.39607389886964894,-0.47767570902868484,False,False,0.0,40,0.39607389886964894,0.3125,0.0,0.625,0.375,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.044142357735165394,0.6473415936678043,-0.12480015905893527
SMALL,50,12,42,N25g1.0,0.0689514891496179,0.39607389886964894,-0.47767570902868484,False,False,N15g1.0,0.09391212878779998,0.47431242422642916,-0.49879171480674755,False,False,0.07823852535678022,40,0.39617060594843106,0.9625,0.925,0.075,0.0,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.044142357735165394,0.6473415936678043,-0.12480015905893527
