panel,family,book,kind,n,arm,g,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_margin,OOS_pass4b,OOS_fails,base_OOS_Sharpe,base_OOS_CAGR,base_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,d_Sharpe_vs_base,d_Sharpe_vs_spy
U56,whole,RANKED5,RANKED,5.0,STATIC,0.75,0.18450685681430068,0.9938232266964573,-0.2157977985023969,-0.0667037035539089,False,DD,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.24675939200476327,0.11181245951417307
U56,whole,RANKED5,RANKED,5.0,ISMARG,0.5,0.12343950528426118,0.9899510893042444,-0.14791089948504577,0.11761581137451335,True,-,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.24288725461255034,0.10794032212196014
U56,whole,RANKED5,RANKED,5.0,ISSHARPE,1.0,0.24447036404287448,0.9973974609596662,-0.2797828291692982,-0.38298621272712446,False,DD,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.2503336262679722,0.11538669377738198
U56,whole,RANKED10,RANKED,10.0,STATIC,0.75,0.14305502309526497,0.9713041910854872,-0.17538190355779537,0.05231910110764521,True,-,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.22424035639379314,0.08929342390320294
U56,whole,RANKED10,RANKED,10.0,ISMARG,0.6,0.11470071538637683,0.9701548554956,-0.14171027033323025,0.050483044013985734,True,-,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.22309102080390597,0.08814408831331577
U56,whole,RANKED10,RANKED,10.0,ISSHARPE,1.0,0.1897311771768686,0.9730128768792712,-0.22995272465958305,-0.1366724996222102,False,DD,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.22594904218757716,0.09100210969698697
U56,whole,RANKED20,RANKED,20.0,STATIC,0.75,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.09500544039303321,True,-,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.4209273991152709,0.2859804666246807
U56,whole,RANKED20,RANKED,20.0,ISMARG,0.7,0.13390898852486366,1.1678982531978566,-0.17148541537244866,0.15233552449220353,True,-,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.42083441850616254,0.28588748601557235
U56,whole,RANKED20,RANKED,20.0,ISSHARPE,0.8,0.1533128377983619,1.1680731647096316,-0.1945953735694177,0.03810137489123305,True,-,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.4210093300179376,0.2860623975273474
U56,whole,RANKED40,RANKED,40.0,STATIC,0.75,0.11325660646213853,1.2662442817436643,-0.13972400558977793,0.047169169018175514,True,-,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5191804470519703,0.3842335145613801
