panel,estimator,book,b_is,dd_is,b_oos,dd_oos,res_is,res_oos
U56,OLSD,"('MOM', 5, 0.25)",0.20463424912747347,-0.05766647346812137,0.24058683729786687,-0.10078758658197307,-0.00194708581354254,-0.0038177175532121133
U56,OLSD,"('MOM', 5, 0.5)",0.41093031591230955,-0.11347489310774717,0.4841192512193185,-0.1910823830566759,-0.013261184046070129,-0.020128602054808487
U56,OLSD,"('MOM', 5, 0.75)",0.6191508048300909,-0.16749814389020545,0.7311209497243734,-0.27242453500135344,-0.02237505045760016,-0.026432890968654033
U56,OLSD,"('MOM', 5, 1.0)",0.8295759482623198,-0.2198053473452951,0.9821766108390224,-0.3460670057986601,-0.02929736553392337,-0.023805925459025823
U56,OLSD,"('MOM', 10, 0.25)",0.19010697620690223,-0.0452149547856916,0.2142248632721678,-0.0838328807423131,0.007371163482948348,0.0051283543048387115
U56,OLSD,"('MOM', 10, 0.5)",0.3813718330970206,-0.0892350627813685,0.43010199610466815,-0.16098636975112746,0.004603417439608556,-0.0064427568376859146
U56,OLSD,"('MOM', 10, 0.75)",0.5739377671158068,-0.13209341830817234,0.6479027045702818,-0.23215156185759167,0.0032780426129473683,-0.011441198558316573
U56,OLSD,"('MOM', 10, 1.0)",0.7679538699046901,-0.17382190987957946,0.8679216443854125,-0.29792749355108394,0.0033953068534766373,-0.01037649243449934
U56,OLSD,"('MOM', 20, 0.25)",0.16940120776133502,-0.04109108325441524,0.18524445562322764,-0.06909296829938238,0.007029176161186507,0.011064165914048463
U56,OLSD,"('MOM', 20, 0.5)",0.33980149492673456,-0.08069761547948473,0.37166653119820386,-0.13402050140971788,0.00417489647860915,0.002770713692967247
U56,OLSD,"('MOM', 20, 0.75)",0.5113054921421711,-0.11889266083518346,0.5594242737426314,-0.1950685554733962,0.002970153912661075,-0.0012374906316266199
U56,OLSD,"('MOM', 20, 1.0)",0.6840246108290877,-0.15574540737439457,0.7486862376608795,-0.25249895232371633,0.0033697898341479293,-0.001171062920017174
U56,OLSD,"('MOM', 40, 0.25)",0.13497399713584812,-0.03348758716816502,0.13313871615731632,-0.04803662484681959,0.007207347089308806,0.01629105003565344
U56,OLSD,"('MOM', 40, 0.5)",0.2706096654696457,-0.06646946122562514,0.2666198855470541,-0.09390962456331675,0.003479627583447581,0.010968952464703474
U56,OLSD,"('MOM', 40, 0.75)",0.40696571779049706,-0.09895309237285255,0.40048737087370456,-0.13773258035634883,0.0004055247530878464,0.007814259639172927
U56,OLSD,"('MOM', 40, 1.0)",0.5441036651313733,-0.1309456946472225,0.5347860067435202,-0.1796121942232679,-0.002008908624543948,0.00673389008765507
U56,OLSD,"('MOM', 'ALL', 0.25)",0.15558488919527727,-0.03429495464349219,0.16776488245397456,-0.059335366130360945,0.010845375350662052,0.015511562423553046
U56,OLSD,"('MOM', 'ALL', 0.5)",0.3120056693944898,-0.06808543016943547,0.3366915563087635,-0.11600190957294798,0.010792026166501323,0.01016408557722373
U56,OLSD,"('MOM', 'ALL', 0.75)",0.46933691110682346,-0.10137653584932804,0.5069044158676169,-0.17012391013010708,0.011434416869880532,0.0077518883087334955
U56,OLSD,"('MOM', 'ALL', 1.0)",0.6276577647789127,-0.13417269152800437,0.6785374776965867,-0.22181808476366927,0.012785198932287217,0.00819896720918692
U56,OLSD,"('MOMVS', 5, 0.25)",0.10688346244673481,-0.03404151645982467,0.11307498141443961,-0.05372998228734571,0.0005947987535049673,0.004502431758319277
U56,OLSD,"('MOMVS', 5, 0.5)",0.2143796457937264,-0.06756327294853115,0.22634392449017546,-0.10501140390009178,-0.009741979919478186,-0.012368459531736598
U56,OLSD,"('MOMVS', 5, 0.75)",0.3225455166068664,-0.1005830998377153,0.3398444168449745,-0.15396113541936485,-0.019432389548089138,-0.026837317231928975
U56,OLSD,"('MOMVS', 5, 1.0)",0.4314405816389341,-0.13311802722321975,0.4536145356756239,-0.20068875755341542,-0.028480625700468096,-0.03900215439128016
U56,OLSD,"('MOMVS', 10, 0.25)",0.1319850862085245,-0.033428044070216045,0.1365756568916962,-0.04651127683054157,0.006622236289923755,0.01886052321233478
U56,OLSD,"('MOMVS', 10, 0.5)",0.264443113593553,-0.06601954674640309,0.2735078487358749,-0.0912811260249271,0.002599528624097458,0.01568997927902141
U56,OLSD,"('MOMVS', 10, 0.75)",0.39742903222911985,-0.09783444828402077,0.41084996471624063,-0.13437531045479256,-0.000532721331216443,0.014319632983363834
U56,OLSD,"('MOMVS', 10, 1.0)",0.5309995670283792,-0.1289244635319896,0.5486566017120363,-0.17585634520537496,-0.002813993889607763,0.014703555495083342
U56,OLSD,"('MOMVS', 20, 0.25)",0.1518044359007761,-0.038412634462745676,0.16313828013923432,-0.06392073782968521,0.005912320296331999,0.00952065241055397
U56,OLSD,"('MOMVS', 20, 0.5)",0.3043823128774504,-0.07556696251223671,0.3274260749680691,-0.12450876305263592,0.0016662740363018735,-0.0011575741324040822
U56,OLSD,"('MOMVS', 20, 0.75)",0.45780721205662556,-0.1115236796966157,0.49298340116023986,-0.18194885885285428,-0.0011994740262574466,-0.00830219406444882
U56,OLSD,"('MOMVS', 20, 1.0)",0.6121570469896389,-0.14633753968501084,0.6599382216054716,-0.2364136904656261,-0.0027228730200425655,-0.01204699814408991
U56,OLSD,"('MOMVS', 40, 0.25)",0.13353926196067836,-0.03233371712086908,0.1307362417541206,-0.048590979573922666,0.008051770771421968,0.015006835771983695
