pool,selector,tau,cells,take_rate,mean_dOOS_Sharpe,t_dS,mean_dOOS_CAGR,t_dC,mean_dOOS_MaxDD,t_dD,n_moved,wins,losses,win_rate,sign_p,mean_OOS_Sharpe,mean_OOS_CAGR,mean_OOS_MaxDD,beat_spy_share,beat_v2_share,beat_v1_share,pass4a_v2,pass4a_v1,pass4b,pass4b_oos,both_paths
P_S1,K_Sharpe,0.0,72,0.6944444444444444,-0.0025752386810572537,-1.1571408670951135,-0.001412144859686758,-1.8876881624278234,0.004117475525981874,2.996565558678035,10,5,5,0.5,1.0,0.9219989000447258,0.1353432352705849,-0.24335786213508548,0.6111111111111112,0.2777777777777778,0.8472222222222222,0,24,12,12,0
P_S1,K_Sharpe,0.01,72,0.08333333333333333,-0.0026064956494087957,-1.3391486273813895,-0.0010783480028658656,-1.6402560298155402,0.0021690766979851647,2.4241620990479893,6,2,4,0.3333333333333333,0.6875,0.921967643076374,0.13567703212740576,-0.2453062609630822,0.6111111111111112,0.2777777777777778,0.8472222222222222,0,24,9,9,0
P_S1,K_Sharpe,0.02,72,0.05555555555555555,-0.00028459534913358636,-0.26769958926327914,-0.00028918562512333625,-0.8021600105590724,0.0013179074699593038,1.9120902427644535,4,2,2,0.5,1.0,0.9242895433766493,0.1364661945051483,-0.24615743019110806,0.625,0.2777777777777778,0.8472222222222222,0,24,9,9,0
P_S1,K_Sharpe,inf,72,0.0,0.0,,0.0,,0.0,,0,0,0,,,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.6111111111111112,0.2777777777777778,0.8472222222222222,0,24,9,9,0
P_S1,K_CAGR,-inf,72,1.0,0.00395628487599768,2.3488081976939523,0.0002463549277934265,0.318516158490306,0.006551290931080891,3.7153025950055825,24,20,4,0.8333333333333334,0.001543879508972168,0.9285304236017807,0.13700173505806507,-0.2409240467299865,0.625,0.3194444444444444,0.8472222222222222,4,26,15,16,4
P_S1,K_CAGR,-0.02,72,0.7777777777777778,0.0006947316547232642,0.5562516690936706,-0.00031245212212427685,-0.6154809074652831,0.0038887393689314032,3.0438863730459507,13,9,4,0.6923076923076923,0.266845703125,0.9252688703805063,0.13644292800814734,-0.24358659829213597,0.625,0.2777777777777778,0.8472222222222222,0,25,11,11,0
P_S1,K_CAGR,-0.01,72,0.7361111111111112,0.0002672947321803947,0.22023887139412154,-0.0004649081362013079,-0.9406930316149221,0.003231750374700899,2.6572153161989855,11,7,4,0.6363636363636364,0.548828125,0.9248414334579635,0.13629047199407035,-0.24424358728636644,0.625,0.2777777777777778,0.8472222222222222,0,24,11,11,0
P_S1,K_CAGR,0.0,72,0.6944444444444444,0.0005919495510660684,0.509660405547444,-0.00034620014283064256,-0.7197098249699786,0.003081210381602232,2.5375965806103515,9,6,3,0.6666666666666666,0.5078125,0.9251660882768492,0.136409179987441,-0.2443941272794651,0.625,0.2777777777777778,0.8472222222222222,0,24,11,11,0
P_S1,K_CAGR,0.01,72,0.08333333333333333,-3.674080303215427e-05,-0.03480047830156205,-0.00023078754233468105,-0.6499237940603482,0.001939347712495063,2.419591723066792,6,3,3,0.5,1.0,0.9245373979227508,0.13652459258793692,-0.2455359899485723,0.625,0.2777777777777778,0.8472222222222222,0,24,9,9,0
P_S1,K_CAGR,0.02,72,0.05555555555555555,0.0003247965775612618,0.3175261103857961,-7.541284196956199e-05,-0.22284108957374388,0.001395941312407263,1.9391249655016465,4,3,1,0.75,0.625,0.9248989353033442,0.13667996728830206,-0.2460793963486601,0.625,0.2777777777777778,0.8472222222222222,0,24,9,9,0
P_S1,K_CAGR,inf,72,0.0,0.0,,0.0,,0.0,,0,0,0,,,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.6111111111111112,0.2777777777777778,0.8472222222222222,0,24,9,9,0
