pool,selector,tau,cells,take_rate,mean_dOOS_Sharpe,t_dS,mean_dOOS_CAGR,t_dC,mean_dOOS_MaxDD,t_dD,n_moved,wins,losses,win_rate,sign_p,mean_OOS_Sharpe,mean_OOS_CAGR,mean_OOS_MaxDD,beat_spy_share,beat_v2_share,beat_v1_share,pass4a_v2,pass4a_v1,pass4b,pass4b_oos,both_paths
P_ALL,K_Sharpe,-inf,72,1.0,-0.024143621233467177,-3.3423456376104976,-0.011492573428883142,-5.416783121892334,0.02188032355902885,5.003377763013819,55,18,37,0.32727272727272727,0.014453833533827731,0.9004305174923157,0.1252628067013885,-0.22559501410203847,0.5694444444444444,0.2777777777777778,0.8472222222222222,1,27,12,13,0
P_ALL,K_Sharpe,-0.02,72,0.06944444444444445,-0.010904401373132989,-1.7046008606197998,-0.0014479077482467868,-1.4951974822678942,0.0041760458897225705,1.5514477188277496,5,1,4,0.2,0.375,0.91366973735265,0.13530747238202484,-0.2432992917713448,0.6111111111111112,0.2777777777777778,0.8611111111111112,0,24,9,9,0
P_ALL,K_Sharpe,-0.01,72,0.05555555555555555,-0.008493187992687955,-1.4217641850384852,-0.0010366971802382103,-1.1733327386482388,0.0034090010384297386,1.3140149703299802,4,1,3,0.25,0.625,0.9160809507330951,0.13571868295003342,-0.24406633662263763,0.6111111111111112,0.2777777777777778,0.8611111111111112,0,24,9,9,0
P_ALL,K_Sharpe,0.0,72,0.041666666666666664,-0.006466122154962666,-1.1440383742260902,-0.0008845797340358563,-1.0138092698435544,0.0009700112403152883,1.053010940123195,3,1,2,0.3333333333333333,1.0,0.9181080165708203,0.13587080039623578,-0.24650532642075204,0.6111111111111112,0.2777777777777778,0.8611111111111112,0,24,9,9,0
P_ALL,K_Sharpe,0.01,72,0.041666666666666664,-0.006466122154962666,-1.1440383742260902,-0.0008845797340358563,-1.0138092698435544,0.0009700112403152883,1.053010940123195,3,1,2,0.3333333333333333,1.0,0.9181080165708203,0.13587080039623578,-0.24650532642075204,0.6111111111111112,0.2777777777777778,0.8611111111111112,0,24,9,9,0
P_ALL,K_Sharpe,0.02,72,0.013888888888888888,-0.0038027010781733084,-1.0,-0.00042463770769333845,-1.0,0.0008570274579029881,1.0000000000000002,1,0,1,0.0,1.0,0.9207714376476098,0.13633074242257828,-0.24661831020316438,0.6111111111111112,0.2777777777777778,0.8472222222222222,0,24,9,9,0
P_ALL,K_Sharpe,inf,72,0.0,0.0,,0.0,,0.0,,0,0,0,,,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.6111111111111112,0.2777777777777778,0.8472222222222222,0,24,9,9,0
P_ALL,K_CAGR,-inf,72,1.0,0.010018472619379517,3.174912835515359,0.0020651910096929995,2.5990156235932336,0.005824448694129446,5.65834030706549,46,33,13,0.717391304347826,0.004533861582189047,0.9345926113451627,0.13882057113996463,-0.2416508889669379,0.6111111111111112,0.3333333333333333,0.9027777777777778,4,25,13,14,4
P_ALL,K_CAGR,-0.02,72,0.06944444444444445,0.00474250366387431,1.9777552872808186,0.0008165915137408516,1.93207385912067,0.0007531472471849641,1.4575102406445763,5,5,0,1.0,0.0625,0.9293166423896574,0.1375719716440125,-0.2467221904138824,0.6111111111111112,0.2916666666666667,0.9166666666666666,0,24,9,9,0
P_ALL,K_CAGR,-0.01,72,0.05555555555555555,0.004498720358582277,1.88076375173983,0.0007766297717681318,1.8412518596660048,0.00043742401765051945,1.0571082247696768,4,4,0,1.0,0.125,0.9290728590843654,0.13753200990203976,-0.24703791364341685,0.6111111111111112,0.2916666666666667,0.9027777777777778,0,24,9,9,0
P_ALL,K_CAGR,0.0,72,0.041666666666666664,0.004173555448396192,1.755208240763596,0.0007391719789406984,1.7555232018118359,0.00013525639889766516,0.4750353490168961,3,3,0,1.0,0.25,0.9287476941741792,0.13749455210921233,-0.24734008126216966,0.6111111111111112,0.2916666666666667,0.8888888888888888,0,24,9,9,0
P_ALL,K_CAGR,0.01,72,0.041666666666666664,0.004173555448396192,1.755208240763596,0.0007391719789406984,1.7555232018118359,0.00013525639889766516,0.4750353490168961,3,3,0,1.0,0.25,0.9287476941741792,0.13749455210921233,-0.24734008126216966,0.6111111111111112,0.2916666666666667,0.8888888888888888,0,24,9,9,0
P_ALL,K_CAGR,0.02,72,0.013888888888888888,0.00146999803906997,1.0,0.0002337348914873046,1.0,0.00014707904257922158,1.0,1,1,0,1.0,1.0,0.9260441367648531,0.13698911502175892,-0.2473282586184881,0.6111111111111112,0.2777777777777778,0.8611111111111112,0,24,9,9,0
P_ALL,K_CAGR,inf,72,0.0,0.0,,0.0,,0.0,,0,0,0,,,0.9245741387257831,0.1367553801302716,-0.24747533766106736,0.6111111111111112,0.2777777777777778,0.8472222222222222,0,24,9,9,0
P_S1,K_Sharpe,-inf,72,1.0,-0.004450006304831924,-1.4746988284986655,-0.0026437768631067857,-2.787416342446312,0.007956968076147127,4.2297773217797205,25,13,12,0.52,1.0,0.9201241324209511,0.13411160326716484,-0.23951836958492023,0.6111111111111112,0.2916666666666667,0.8472222222222222,3,26,15,16,2
P_S1,K_Sharpe,-0.02,72,0.7777777777777778,-0.005474045575338256,-1.9373427838873032,-0.002267656665766495,-2.7272767312696904,0.005543354187356743,3.766066727326163,15,6,9,0.4,0.60723876953125,0.9191000931504448,0.13448772346450513,-0.2419319834737106,0.6111111111111112,0.2777777777777778,0.8472222222222222,0,25,13,13,0
P_S1,K_Sharpe,-0.01,72,0.7361111111111112,-0.0026181542399836537,-1.1524511213483426,-0.0015847777735501995,-2.0999359413766223,0.004695327709881085,3.291419751901751,12,6,6,0.5,1.0,0.9219559844857995,0.13517060235672146,-0.24278000995118632,0.6111111111111112,0.2777777777777778,0.8472222222222222,0,24,12,12,0
