panel,k_bps,seed,realised_bps,disagree_share,mean_names_in,mean_names_in_k0,mean_run_len
U56,0,0,0.0,0.0,38.450337078651685,38.450337078651685,0.0
U56,10,0,9.965041175984402,0.004217495987158908,38.57820224719101,38.450337078651685,7.843283582089552
U56,10,1,10.0004124292451,0.002516051364365971,38.45730337078652,38.450337078651685,4.67910447761194
U56,10,2,9.993465148285258,0.0022752808988764045,38.44157303370787,38.450337078651685,4.725
U56,10,3,9.998455893100262,0.0032624398073836276,38.44786516853932,38.450337078651685,5.891304347826087
U56,10,4,9.982110844467194,0.0016693418940609951,38.42786516853933,38.450337078651685,3.2755905511811023
U56,10,5,10.020909406848798,0.0018298555377207063,38.41842696629214,38.450337078651685,3.707317073170732
U56,10,6,10.013747859113982,0.00242776886035313,38.46674157303371,38.450337078651685,4.583333333333333
U56,10,7,9.997748394758672,0.0018378812199036918,38.42831460674157,38.450337078651685,3.7235772357723578
U56,25,0,24.990866115805233,0.007046548956661316,38.54337078651685,38.450337078651685,5.701298701298701
U56,25,1,25.075579341173484,0.007054574638844302,38.38696629213483,38.450337078651685,5.707792207792208
U56,25,2,24.986036007823117,0.006697431781701444,38.428988764044945,38.450337078651685,5.4188311688311686
U56,25,3,25.08004065620035,0.007568218298555377,38.579325842696626,38.450337078651685,6.414965986394558
U56,25,4,24.978321918555224,0.00684991974317817,38.46359550561798,38.450337078651685,5.351097178683386
U56,25,5,24.968840935147693,0.007351524879614767,38.41662921348315,38.450337078651685,6.317241379310345
U56,25,6,25.005528662455205,0.006392455858747994,38.41685393258427,38.450337078651685,4.783783783783784
U56,25,7,24.94762497131799,0.007203049759229535,38.41820224719101,38.450337078651685,6.043771043771044
U56,50,0,49.9290400881389,0.013703852327447833,38.513483146067415,38.450337078651685,6.300738007380073
U56,50,1,50.09449156475644,0.014931781701444623,38.356629213483146,38.450337078651685,6.516637478108581
U56,50,2,49.92371873050866,0.016681380417335474,38.42314606741573,38.450337078651685,7.318661971830986
