panel,ladder,n_subsets,n_fire_all4,share_all4,core_fires_all4
U56,H,126,64,0.5079365079365079,True
U56,CADENCE,126,12,0.09523809523809523,True
B136,H,126,90,0.7142857142857143,True
B136,CADENCE,126,23,0.18253968253968253,True
