panel,warm,days,max_dw,disagree_days,disagree_frac,mean_priced,mean_scored
U56,260,4439,0.015,1530,0.34467222347375537,54.1139896373057,53.763234962829465
U56,504,4195,0.014705882352941176,1383,0.3296781883194279,54.32896305125149,53.99284862932062
B136,260,4439,0.006097560975609756,2182,0.49155215138544717,131.37148006307726,130.6704212660509
B136,504,4195,0.006048387096774193,2035,0.48510131108462456,131.83408820023837,131.13754469606675
SMALL439,260,3934,0.0030241935483870967,3889,0.9885612608032537,348.9115404168785,336.37646161667516
SMALL439,504,3690,0.0029411764705882353,3645,0.9878048780487805,355.36720867208675,342.4720867208672
