panel,kind,q,arm,gross,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,OOS_Sharpe_base,OOS_CAGR_base,OOS_MaxDD_base,OOS_Sharpe_SPY,OOS_CAGR_SPY,OOS_MaxDD_SPY,OOS_Sharpe_mean_arm
MIX q=0.50 d4,mix,0.5,ewall,1.0,1.0455266450634746,0.8102719923399166,0.1462209179620626,-0.2935359292033227,0.6497060097587601,0.047824920285369776,-0.11265198914911001,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.7376201565260853
MIX q=0.50 d5,mix,0.5,top20,1.0,1.1767728601864884,0.3304904862487138,0.037061734108400746,-0.235789677862823,0.5413906923155809,0.03565162993955884,-0.1141932030946643,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.25049202724509334
MIX q=0.50 d6,mix,0.5,ewall,1.0,1.080208345611816,0.6728193213254389,0.11404366945429967,-0.3767139499392701,0.7710210797204232,0.06258703187141079,-0.12681076236337863,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.7370492577857568
MIX q=0.50 d7,mix,0.5,top20,1.0,0.9964044175990295,0.7129853471574334,0.09425053360672564,-0.18913440511511193,0.8238787550778401,0.060573593722680785,-0.10690446741309445,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.5488340990378539
MIX q=0.75 d0,mix,0.75,top20,1.0,0.6137841186381532,0.7490323752297616,0.10487275903854476,-0.24708957110573437,0.7012608804947185,0.05322673853225357,-0.1267453918920246,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.7020039421412616
MIX q=0.75 d1,mix,0.75,top20,1.0,0.5808133663325232,0.325614822531439,0.03568931664070285,-0.2528344037046769,1.011231300876114,0.08087818491889642,-0.10042166354334825,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.2671772485100169
MIX q=0.75 d2,mix,0.75,top20,1.0,0.5844889923667538,0.22213530663784878,0.02235471861319782,-0.28507714682608476,0.6760272999431827,0.05494451791416277,-0.12908131535720502,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.3243285703711504
MIX q=0.75 d3,mix,0.75,top10,0.75,0.9182322055651323,0.24979382470165393,0.026011068276914795,-0.22891208663668838,0.3958221656278834,0.027514967417566316,-0.1484848813852706,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.21350947619982094
MIX q=0.75 d4,mix,0.75,share_m0.50,1.0,0.7220257009886623,0.1779552340554892,0.01489644099672116,-0.42813045564955676,0.7286315037500519,0.05626371361737981,-0.1333945739543244,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.2579682957610679
MIX q=0.75 d5,mix,0.75,sel0.90,0.75,0.4069224912213678,0.36472047811722197,0.04543106339961378,-0.358861683762583,0.6110989634558356,0.04813110586680014,-0.1264378572383551,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.3362936079263835
MIX q=0.75 d6,mix,0.75,sel0.75,0.75,0.6081247298543305,0.2633993643748512,0.029155766874673583,-0.2820784406160155,0.5685131640822144,0.04255397592997401,-0.1353466343507731,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.28366528538346786
MIX q=0.75 d7,mix,0.75,top10,1.0,0.9911464775996246,0.5288099738353741,0.09052591206265559,-0.28176965098384177,0.6721561148106774,0.05414227038601149,-0.12371908998542336,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.5832272412868811
MIX q=1.00 d0,mix,1.0,sel0.25,0.75,0.7193710940497711,0.46533826070830486,0.09052754340515645,-0.4341739163095636,0.5595187803742442,0.044075111534112255,-0.16043184325464688,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.1734999465900377
MIX q=1.00 d1,mix,1.0,ewall,1.0,0.5259058562131265,0.717351305734598,0.1591029028765505,-0.4789889915942426,0.8066740358429336,0.06988817522367707,-0.14947851084208919,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.7931638977192057
MIX q=1.00 d2,mix,1.0,sel0.90,0.75,0.3605010713057619,0.19552625088259942,0.019130448221290175,-0.3625637796951161,0.5661695213160054,0.04341447679440025,-0.14798712227225586,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.1965201186061796
MIX q=1.00 d3,mix,1.0,top10,1.0,0.6307397043996826,0.014032368050359295,-0.02136983418401117,-0.4551893859078039,0.6030913252704216,0.050268042103634336,-0.1081307962691671,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.30229450046559625
MIX q=1.00 d4,mix,1.0,top10,1.0,0.40819642851725874,0.189429396898114,0.017822348741543426,-0.422981317797262,0.4724147821141991,0.036725289531116756,-0.14936159667630078,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.22103182129871587
MIX q=1.00 d5,mix,1.0,sel0.75,0.75,0.38844887480379114,0.47345411300552753,0.06958204247395261,-0.3365962078976835,0.7891295162161929,0.06528637879025734,-0.1271080284490096,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.4702166743737333
MIX q=1.00 d6,mix,1.0,share_m0.50,0.75,0.5739153353651029,0.26318760827038046,0.0336097897969978,-0.3759518925072156,0.32451017041922986,0.022634650095670006,-0.1431857909808869,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.16678099823619558
MIX q=1.00 d7,mix,1.0,sel0.25,0.75,0.43811252163374,-0.13954414513569002,-0.06813098723637478,-0.7405300502121017,0.3692913991158681,0.028875732851362024,-0.19356108425592944,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.09573680550497685
U56,named,0.0,sel0.90,0.75,1.1335831370266756,1.0541702368265118,0.1162643476126397,-0.16774106540039535,1.191586580109671,0.08983939193351431,-0.11896570004554241,0.8286721229522932,0.14876153483813814,-0.3371728920067377,1.061743181735174
B136,named,0.0,sel0.90,0.75,1.1483833898209543,0.9202205528073772,0.10117651356793567,-0.1836288246776544,0.986083419602645,0.07142331729075302,-0.12178128651163966,0.8340326918358352,0.1499145150315948,-0.3371595330739303,0.8389866477698824
SMALL439,named,1.0,top20,1.0,0.6063442517845742,0.36467769663814975,0.06066050183958871,-0.3638837703008193,0.5757362229674686,0.04074828750303605,-0.11766725249564192,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.36768319431528823
