panel,kind,q,arm,gross,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,OOS_Sharpe_base,OOS_CAGR_base,OOS_MaxDD_base,OOS_Sharpe_SPY,OOS_CAGR_SPY,OOS_MaxDD_SPY,OOS_Sharpe_mean_arm
MIX q=0.00 d0,mix,0.0,ewall,1.0,1.228493755066107,0.9760843351478756,0.1550070101838692,-0.24387012982917677,0.9773757136839429,0.076323402385027,-0.12530645324146128,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.8837126363754422
MIX q=0.00 d1,mix,0.0,ewall,1.0,1.0551871270479323,0.7605123550289787,0.12031047138890161,-0.3544828851396572,1.0484048121677814,0.08349750969246328,-0.11919610597222563,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.8134626993450192
MIX q=0.00 d2,mix,0.0,top30,1.0,1.2173432918828935,0.934404270260743,0.11786774291422475,-0.21390748319074937,0.900497174558552,0.07237018751218494,-0.13605320146584954,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.8221160431194587
MIX q=0.00 d3,mix,0.0,top30,1.0,1.2741416458655936,1.034497716377094,0.13509786599733964,-0.20640522617780843,1.0379418086509105,0.08559726448638028,-0.12755898807815247,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.9430621479346124
MIX q=0.00 d4,mix,0.0,top30,1.0,1.246373420740116,1.0738988829497438,0.14338695943611168,-0.21109979043058302,1.0757909280971751,0.09507406201895696,-0.14859537279364976,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.9753762495456881
MIX q=0.00 d5,mix,0.0,top10,1.0,1.1316284195543789,0.7251697050688977,0.11991279196400062,-0.25463306996890733,0.9123789884591466,0.06830544588114762,-0.12024702452139191,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.7166086655071364
MIX q=0.00 d6,mix,0.0,sel0.90,0.75,1.05289365962828,0.9033469803103654,0.10869463117197586,-0.2810074509313252,1.0529206313541388,0.07877586382905988,-0.12125997859696636,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.8818697854515917
MIX q=0.00 d7,mix,0.0,ewall,1.0,1.1182529185614098,0.8701076422936722,0.1372814714721171,-0.27506426733546974,0.9299701737872779,0.0741017154604422,-0.1297158830035735,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.765370887955657
MIX q=0.25 d0,mix,0.25,ewall,1.0,0.9540761322131105,0.5831013776607419,0.09201417863585304,-0.37929186485182653,0.8355047225904657,0.06559231657573861,-0.12364528560967447,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.7278060600190998
MIX q=0.25 d1,mix,0.25,share_m0.50,1.0,1.041947020463344,1.008314378309313,0.19349841236810295,-0.32571651433179094,0.9602169556963398,0.0766147710677576,-0.12287068147776681,0.8577061667370872,0.15917718830612593,-0.33717289200673783,1.0319338325930025
MIX q=0.25 d2,mix,0.25,sel0.90,0.75,1.1575959004929806,0.8433659362772142,0.10430244421795365,-0.1811733831178971,0.8893445776074722,0.06365508384648977,-0.10178896377609647,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.749033846077474
MIX q=0.25 d3,mix,0.25,top20,1.0,1.2365716756135614,0.9566359585116221,0.14565398264291263,-0.21403797529486712,1.1044581874720365,0.08771706349914754,-0.11404800634336132,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.8097371403091727
MIX q=0.25 d4,mix,0.25,ewall,1.0,1.3213381119900551,0.730370278991727,0.11244626757445308,-0.2822216143303776,0.7895575231785578,0.05775512752249701,-0.13514783161514732,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.6629585702957543
MIX q=0.25 d5,mix,0.25,top30,0.75,1.1684322748112483,0.9477837823245321,0.0849404106145546,-0.14403966249013056,0.9801757095227832,0.07737544320787104,-0.11531903076679906,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.8194596006873741
MIX q=0.25 d6,mix,0.25,top30,1.0,1.153596915387946,1.0477654201908606,0.12476270551573876,-0.2005445964700615,1.199366748478952,0.09385780521117137,-0.12111121602733976,0.8577061667370872,0.15917718830612593,-0.33717289200673783,1.030971349115871
MIX q=0.25 d7,mix,0.25,top10,1.0,1.3702857570289664,0.8796257547546584,0.17141078032804224,-0.30393297416322074,1.0429621712543222,0.08496103684030643,-0.12239263188315197,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.985451255062563
MIX q=0.50 d0,mix,0.5,top30,1.0,1.2334716966248385,0.7186145234470173,0.07902338086681016,-0.19686733472384899,0.8262317489893416,0.06773862169503153,-0.12886469942866818,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.6875922486917123
MIX q=0.50 d1,mix,0.5,top10,1.0,1.0428130717239785,0.6125939171885258,0.10177219112696267,-0.31324427592738213,0.784897947002409,0.05966633856338066,-0.10935000322414679,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.5653254460197223
MIX q=0.50 d2,mix,0.5,ewall,1.0,0.8684836007135023,0.4057829787972527,0.05565226235837373,-0.32974278153958403,0.318889479185878,0.021678612357709293,-0.16310234335050233,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.38263931230914316
MIX q=0.50 d3,mix,0.5,sel0.75,0.75,0.9501196335426134,0.9149821742137619,0.1318793410415493,-0.2107127423165681,1.057026000106439,0.08725220725852267,-0.12522360196242466,0.8577061667370872,0.15917718830612593,-0.33717289200673783,0.851023636306418
