run,token,d,d_used,floor,n_vals,bucket
2026-09-04_52w-high-proximity_C,1.198,3,3,0.1982161396932062,400,Q1
2026-09-04_52w-high-proximity_C,1.088,3,3,0.1982161396932062,400,Q1
2026-09-04_52w-high-proximity_C,1.103,3,3,0.1982161396932062,400,Q1
2026-09-04_52w-high-proximity_C,1.146,3,3,0.1982161396932062,400,Q1
2026-09-04_52w-high-proximity_C,1.027,3,3,0.1982161396932062,400,Q1
2026-09-04_52w-high-proximity_C,1.093,3,3,0.1982161396932062,400,Q1
2026-09-04_asset-class-dispersion_B,1.088,3,3,0.02945700553119676,772,Q1
2026-09-04_asset-class-dispersion_B,1.093,3,3,0.02945700553119676,772,Q1
2026-09-04_asset-class-dispersion_B,1.449,3,3,0.02945700553119676,772,Q1
2026-09-04_asset-class-dispersion_B,1.103,3,3,0.02945700553119676,772,Q1
2026-09-04_asset-class-dispersion_B,1.366,3,3,0.02945700553119676,772,Q1
2026-09-04_crypto-sleeve_C,10.68,2,2,0.9712647069987759,1329,Q1
2026-09-04_crypto-sleeve_C,1.254,3,3,0.5753365033112443,1329,Q1
2026-09-04_crypto-sleeve_C,1.226,3,3,0.5753365033112443,1329,Q1
2026-09-04_crypto-sleeve_C,1.237,3,3,0.5753365033112443,1329,Q1
2026-09-04_crypto-sleeve_C,1.088,3,3,0.5753365033112443,1329,Q1
2026-09-04_crypto-sleeve_C,1.408,3,3,0.5753365033112443,1329,Q1
2026-09-04_crypto-sleeve_C,1.178,3,3,0.5753365033112443,1329,Q1
2026-09-04_crypto-sleeve_C,1.127,3,3,0.5753365033112443,1329,Q1
2026-09-04_crypto-sleeve_C,1.315,3,3,0.5753365033112443,1329,Q1
2026-09-04_crypto-sleeve_C,1.103,3,3,0.5753365033112443,1329,Q1
2026-09-04_crypto-sleeve_C,1.093,3,3,0.5753365033112443,1329,Q1
2026-09-04_drawdown-control_C,1.018,3,3,0.9993294947356759,14672,Q4
2026-09-04_drawdown-control_C,1.088,3,3,0.9993294947356759,14672,Q4
2026-09-04_drawdown-control_C,1.103,3,3,0.9993294947356759,14672,Q4
