panel,order,seed,stat,cell,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_4b,OOS_4a,base_OOS_Sharpe,spy_OOS_Sharpe,n_pass_over_m,n_m
U56,GRID,,IS_SHARPE,"(0.08, 1.0)",1.1228905495944623,0.11996181203906264,1.1626716125379462,-0.19050615829316675,True,False,1.2768823974588255,0.8738401470547136,3,23
B136,GRID,,IS_SHARPE,"(0.08, 1.0)",1.1423820107525946,0.1097976270130907,1.092298967531195,-0.19499212250678066,True,False,1.1019125044197384,0.8738511437360154,3,23
