panel,gate,con,band,cad,isSharpe,oCAGR,oSharpe,oMaxDD,ctrl_oSharpe,spy_oSharpe,spy_oCAGR,live_oSharpe,beats_ctrl,beats_spy,beats_live,p4a,f4b
SMALL439,MA,RESPREAD,0.15,M,0.7535564611340967,0.11123255351115557,0.7378231935288315,-0.3713007508575227,0.623487716376168,0.8820107671822842,0.15450717694493266,1.285072363206482,True,False,False,False,"H1,H2,OOS,DD"
SMALL439,MA,DEGROSS,0.04,M,0.7522692865697237,0.04458179252517547,0.6286507513281087,-0.1697724083972384,0.623487716376168,0.8820107671822842,0.15450717694493266,1.285072363206482,True,False,False,False,"H1,H2,OOS,CAGR"
SMALL439,MAVOL,RESPREAD,0.15,M,0.7394772168372042,0.0682162357515963,0.524417497034176,-0.37839965178266843,0.623487716376168,0.8820107671822842,0.15450717694493266,1.285072363206482,False,False,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,MAVOL,DEGROSS,0.04,M,0.728580091994654,0.018330744509220454,0.3735506136567238,-0.1510014410204511,0.623487716376168,0.8820107671822842,0.15450717694493266,1.285072363206482,False,False,False,False,"H1,H2,OOS,CAGR"
U56,MA,RESPREAD,0.01,Q,1.2003970633796635,0.1275825280293852,1.076792860974643,-0.21781922125294295,1.1707905611440501,0.8820107671822842,0.15450717694493266,1.285072363206482,False,True,False,False,DD
U56,MA,DEGROSS,0.1,W,1.1518489168667911,0.0926310024180681,1.2192109653241299,-0.12194690722931656,1.1403609047423906,0.8820107671822842,0.15450717694493266,1.285072363206482,True,True,False,False,CAGR
U56,MAVOL,RESPREAD,0.01,Q,1.1184273667213045,0.11815340443851574,1.0615436422359004,-0.21781922125294284,1.1707905611440501,0.8820107671822842,0.15450717694493266,1.285072363206482,False,True,False,False,DD
U56,MAVOL,DEGROSS,0.1,M,1.0733642940642791,0.08769816463737778,1.16157597239489,-0.14882088383873648,1.15791067880551,0.8820107671822842,0.15450717694493266,1.285072363206482,True,True,False,False,CAGR
B136,MA,RESPREAD,0.1,Q,1.1746900327253456,0.14213311128492978,1.1580281045801237,-0.24277092490110097,1.1283035038832874,0.8820239235972316,0.1545044425578177,1.285072363206482,True,True,False,False,DD
B136,MA,DEGROSS,0.1,M,1.1501253587472366,0.08677614167228875,1.0281668261583208,-0.1978448870086209,1.110342559525043,0.8820239235972316,0.1545044425578177,1.285072363206482,False,True,False,False,CAGR
B136,MAVOL,RESPREAD,0.15,W,1.1625589673231669,0.12203700283700902,1.0742282429292722,-0.20615848179584717,1.103817145654307,0.8820239235972316,0.1545044425578177,1.285072363206482,False,True,False,False,DD
B136,MAVOL,DEGROSS,0.1,M,1.1284340354958335,0.08258912920638384,1.018370891572268,-0.19448690806662872,1.110342559525043,0.8820239235972316,0.1545044425578177,1.285072363206482,False,True,False,False,CAGR
