bookset,cadence,cells,real_med,real_mean,real_pos,null_med,paired_med_gap
REC5,D,10,0.0,0.0,0,0.0,0.0
REC5,W,10,0.5528462199159145,0.7255904258232404,9,1.503772991416169,-0.2053648039424052
REC5,M,10,0.07549793837114405,0.12371315258846827,5,0.2554715019822171,0.0029952103172137257
REC5,Q,10,1.7270086001040408,1.886451079906746,10,1.2787117400615,0.6124734560109035
WIDE4,D,8,0.0,0.0,0,0.0,0.0
WIDE4,W,8,1.0365684095257621,1.1065983497086331,8,1.7204333349869898,0.04657775180947343
WIDE4,M,8,0.293829846789212,0.7163389797009367,5,0.5299728583474134,0.014810405761087164
WIDE4,Q,8,1.9727017383524004,2.3704007804784206,8,1.6758652558499372,0.5580712957894557
POOLED9,D,18,0.0,0.0,0,0.0,0.0
POOLED9,W,18,0.6842397927378119,0.894927280883415,17,1.503772991416169,-0.08027708941439893
POOLED9,M,18,0.293829846789212,0.38710240908289867,10,0.5299728583474134,0.014810405761087164
POOLED9,Q,18,1.7603888201240536,2.1015398357163786,18,1.4496822572880943,0.6036161796795669
