stat,scope,axis,n,slope,R2,spearman,slope_ctrl,R2_ctrl,spearman_ctrl,retained
conv_per_pp,all (natural+matched),corr_uncond,480,-0.07236962529763513,0.11741412039656607,-0.3608309286708211,-0.007418098067053414,0.0014863272878335998,-0.09391102109190909,0.26026322476802494
conv_per_pp,all (natural+matched),corr_crisis_q05,480,-0.12010028300319354,0.08590988875684047,-0.3221156257233608,-0.01321626628298396,0.0012534132610042548,-0.09523933635742281,0.2956681661858162
conv_per_pp,all (natural+matched),corr_crisis_q10,480,-0.10408787666438811,0.08749953251442788,-0.32457361519039396,-0.008803695334804958,0.0007541488500075744,-0.08489410452483347,0.2615557782632295
conv_per_pp,all (natural+matched),corr_crisis_q20,480,-0.0982611392569885,0.09535293860942451,-0.3398098247311493,-0.005969324342643346,0.00042397717305697746,-0.06782047837346541,0.19958363012936314
conv_per_pp,natural only,corr_uncond,240,-0.05873605295899047,0.22356688781324185,-0.4198606352044637,-0.017339716998131357,0.025909339931874387,-0.20745435577216997,0.49410289600296503
conv_per_pp,natural only,corr_crisis_q05,240,-0.10572906598929695,0.19245720274776612,-0.4031192725305808,-0.03697472998853561,0.03129895051773568,-0.22663112984140552,0.5621937359102899
conv_per_pp,natural only,corr_crisis_q10,240,-0.09111443962453378,0.19380730122674228,-0.40207971896291544,-0.029869683957806464,0.027696911743871233,-0.21301430059014287,0.5297812611378928
conv_per_pp,natural only,corr_crisis_q20,240,-0.08454401693169383,0.20404526987520544,-0.41887708452259853,-0.025210696698848973,0.024127084469734883,-0.19886613370168477,0.4747601171077094
conv_per_pp,matched only,corr_uncond,240,-0.08600319763627957,0.10440043739243066,-0.33566029640393535,-0.0008630923531178502,1.2401029592767898e-05,-0.049309360306301966,0.14690257035036047
conv_per_pp,matched only,corr_crisis_q05,240,-0.13447150001709007,0.06780801539448134,-0.2603399151830936,0.004733180871488106,9.908246939671628e-05,-0.016717744947851092,0.06421506642995457
conv_per_pp,matched only,corr_crisis_q10,240,-0.11706131370424268,0.06967831841990113,-0.2668082484930111,0.00710405642035195,0.0003026591188591832,-0.01033833126500887,0.038748169606456814
conv_per_pp,matched only,corr_crisis_q20,240,-0.11197826158228304,0.07796566241929115,-0.28607324120826333,0.00827073063043458,0.0005016418604345541,0.0013925666232007246,0.004867867464006976
raw_per_pp,all (natural+matched),corr_uncond,480,0.20913041629680365,0.017060487420223924,-0.10405113665810949,-0.09107881160097138,0.00345415188925291,-0.48254984335564244,4.637622027534417
raw_per_pp,all (natural+matched),corr_crisis_q05,480,0.7985046165437476,0.06607836793583521,0.24683082696813055,0.3044813117448573,0.010255938747018911,-0.08024656330784913,0.3251075414425854
raw_per_pp,all (natural+matched),corr_crisis_q10,480,0.6647793189363107,0.06210260026455039,0.21144302236803714,0.22437103713755113,0.007551584118488441,-0.11211390600432444,0.5302322334816956
raw_per_pp,all (natural+matched),corr_crisis_q20,480,0.4976149485359078,0.04255069696325475,0.11323646019455337,0.07103753491545407,0.0009256467826042059,-0.2636413581246677,2.328237368703519
raw_per_pp,natural only,corr_uncond,240,0.056209988050061624,0.013313107086578735,-0.14106595710981704,-0.07097393711758548,0.025035620253237245,-0.4253197122441036,3.0150414810073607
raw_per_pp,natural only,corr_crisis_q05,240,0.31963352380650595,0.11436799277766829,0.2170320291360411,0.10839631834126587,0.015514473371467608,-0.0006216195150945877,0.002864183307731694
raw_per_pp,natural only,corr_crisis_q10,240,0.26205484588381883,0.10424004322001212,0.18117257040494214,0.07388968003453104,0.00977520526703557,-0.03904742920515947,0.21552616446233466
raw_per_pp,natural only,corr_crisis_q20,240,0.17796426926830358,0.05878694361884729,0.0796957891167916,-0.004328302895022452,4.101650594401374e-05,-0.1971402046530143,2.4736589829622204
raw_per_pp,matched only,corr_uncond,240,0.36205084454354575,0.027503422358833185,-0.07048956937089354,-0.15057033219222637,0.00518172679863893,-0.504803664542902,7.161395211350872
raw_per_pp,matched only,corr_crisis_q05,240,1.2773757092809903,0.09095620445746977,0.274707207385711,0.4392364200834766,0.011714932622251983,-0.11147131181576073,0.40578226132686074
raw_per_pp,matched only,corr_crisis_q10,240,1.0675037919888026,0.08613590369703972,0.24001458752093485,0.3199148862502691,0.00842679338958685,-0.1393504261575448,0.580591486529502
raw_per_pp,matched only,corr_crisis_q20,240,0.817265627803512,0.06173577250938267,0.14416363648112637,0.09325689320819382,0.0008756295136017611,-0.28537892118395497,1.9795485751451354
