panel,family,con,chooser,support,pick,IS_stat,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,beats_v2,beats_SPY,p4a,p4b
SMALL439,QUANTILE,RESPREAD,IS_SHARPE,UNBOUNDED,level=0.8 cad=Q,0.9575659598443351,0.9575659598443351,0.08064604776237716,0.5707615724154542,-0.3364146605025382,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,RESPREAD,IS_CAGR,UNBOUNDED,level=0.8 cad=Q,10.798453741364211,0.9575659598443351,0.08064604776237716,0.5707615724154542,-0.3364146605025382,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,RESPREAD,IS_CALMAR,UNBOUNDED,level=0.6 cad=M,0.6632123295190897,0.9203249179034755,0.07632571194339244,0.5565906799736362,-0.3572796525058374,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,RESPREAD,IS_SKEW,UNBOUNDED,level=0.95 cad=Q,-0.31604156886861334,0.9233559353548769,0.0854040124499631,0.579593347264525,-0.32565989058075184,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,RESPREAD,IS_MAXDD,BOUNDED,level=0.4 cad=M,-15.133908537038355,0.8002635754784048,0.07679299960592068,0.5577986880683847,-0.38172197544956477,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,RESPREAD,IS_WINRATE,BOUNDED,level=0.3 cad=M,0.5539280958721704,0.7281556894732997,0.0793111134568929,0.5644883544947537,-0.38684920678006796,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,RESPREAD,IS_DDSHARE,BOUNDED,level=0.8 cad=Q,0.8655126498002663,0.9575659598443351,0.08064604776237716,0.5707615724154542,-0.3364146605025382,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,RESPREAD,IS_HITSPY,BOUNDED,level=0.95 cad=Q,0.507323568575233,0.9233559353548769,0.0854040124499631,0.579593347264525,-0.32565989058075184,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,DEGROSS,IS_SHARPE,UNBOUNDED,level=0.8 cad=Q,0.9575659598443351,0.9592239277691794,0.06653955634609399,0.575534884128343,-0.26927023132810646,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,DEGROSS,IS_CAGR,UNBOUNDED,level=0.8 cad=Q,10.798453741364211,0.9592239277691794,0.06653955634609399,0.575534884128343,-0.26927023132810646,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,DEGROSS,IS_CALMAR,UNBOUNDED,level=0.6 cad=M,0.6632123295190897,0.9168359834823538,0.04783919182247187,0.5582598188522224,-0.22258409044493488,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,DEGROSS,IS_SKEW,UNBOUNDED,level=0.95 cad=Q,-0.31604156886861334,0.9238113427511186,0.08189988409843352,0.5812217745947826,-0.3095429674595549,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,DEGROSS,IS_MAXDD,BOUNDED,level=0.4 cad=M,-15.133908537038355,0.7918394213052975,0.032753672488290864,0.559561910867719,-0.16456124883191703,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,DEGROSS,IS_WINRATE,BOUNDED,level=0.3 cad=M,0.5539280958721704,0.717275766129351,0.025650130996172527,0.5666155838450694,-0.12635145153917837,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,DEGROSS,IS_DDSHARE,BOUNDED,level=0.8 cad=Q,0.8655126498002663,0.9592239277691794,0.06653955634609399,0.575534884128343,-0.26927023132810646,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,QUANTILE,DEGROSS,IS_HITSPY,BOUNDED,level=0.95 cad=Q,0.507323568575233,0.9238113427511186,0.08189988409843352,0.5812217745947826,-0.3095429674595549,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,False,False
SMALL439,MA-THRESH,RESPREAD,IS_SHARPE,UNBOUNDED,level=0.3 cad=M,1.07114687437041,1.07114687437041,0.23778886266977906,1.1285342995974852,-0.2981015390815812,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,True,False,False
SMALL439,MA-THRESH,RESPREAD,IS_CAGR,UNBOUNDED,level=0.3 cad=M,18.74721872203038,1.07114687437041,0.23778886266977906,1.1285342995974852,-0.2981015390815812,0.03635375722473366,0.5457504412853388,-0.14158634613008736,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,True,False,False
