panel,form,spearman,strict_increasing,weakly_increasing,share_min,share_max,ratio,argmax_n
B136,NOM,0.6571428571428573,False,False,0.02033333333333333,0.25166666666666665,12.37704918032787,30
B136,MATCH,1.0,True,True,0.016,0.324,20.25,40
SMALL484,NOM,,False,True,0.0,0.0,inf,5
SMALL484,MATCH,,False,True,0.0,0.0,inf,5
