ctrl,est,k,q,book,char,n,value,t,raw_rho,controls,is284cell
REC,RANKPART,20,0.5,CAND20,evol,60,0.30046449724099905,2.336255719039366,0.3159210891914421,breadth+disp+corr,False
REC,RANKPART,20,0.5,EWall,breadth,60,0.13446206516518813,1.00633616268727,0.0799677683846051,disp+corr+evol,False
REC,RANKPART,20,0.5,EWall,disp,60,-0.22123989455799575,-1.6824510921695348,0.23645457071408718,breadth+corr+evol,False
REC,RANKPART,20,0.5,EWall,corr,60,-0.2626110237811785,-2.0184183636629798,-0.27874409558210606,breadth+disp+evol,False
REC,RANKPART,20,0.5,EWall,evol,60,0.3467411537264684,2.741586918083002,0.35020839121978325,breadth+disp+corr,False
REC,RANKPART,20,0.75,CAND10,breadth,60,0.03131459130828077,0.2323491738475955,-0.013976492822645185,disp+corr+evol,False
REC,RANKPART,20,0.75,CAND10,disp,60,-0.06037806576835952,-0.44859414398364156,0.10075020839121979,breadth+corr+evol,False
REC,RANKPART,20,0.75,CAND10,corr,60,-0.02926457910714866,-0.21712492179871418,-0.07746596276743538,breadth+disp+evol,False
REC,RANKPART,20,0.75,CAND10,evol,60,0.18888562607455728,1.4264914327768774,0.20978049458182818,breadth+disp+corr,False
REC,RANKPART,20,0.75,CAND20,breadth,60,0.06433296878930915,0.47809644786390054,0.024090694388137924,disp+corr+evol,False
REC,RANKPART,20,0.75,CAND20,disp,60,-0.056623849951501645,-0.42060854195207686,0.11425395943317589,breadth+corr+evol,False
REC,RANKPART,20,0.75,CAND20,corr,60,-0.0031681424943572466,-0.023495691488469694,-0.05323701028063352,breadth+disp+evol,False
REC,RANKPART,20,0.75,CAND20,evol,60,0.20310381467705002,1.5383211080636092,0.21989441511530974,breadth+disp+corr,False
REC,RANKPART,20,0.75,EWall,breadth,60,0.05746936290866111,0.4269097686662575,0.012114812864161592,disp+corr+evol,False
REC,RANKPART,20,0.75,EWall,disp,60,-0.06458060138268788,-0.47994444512025747,0.1144762434009447,breadth+corr+evol,False
REC,RANKPART,20,0.75,EWall,corr,60,-0.004508783146105297,-0.033438370634931824,-0.057238121700472364,breadth+disp+evol,False
REC,RANKPART,20,0.75,EWall,evol,60,0.2171231764187028,1.6495806148298355,0.23300916921367046,breadth+disp+corr,False
REC,RANKPART,40,0.25,CAND10,breadth,60,0.030942217271860015,0.2295835552743492,-0.04190169219989843,disp+corr+evol,False
REC,RANKPART,40,0.25,CAND10,disp,60,0.14129039162171178,1.058455811895127,0.35065295915532096,breadth+corr+evol,False
REC,RANKPART,40,0.25,CAND10,corr,60,-0.32618404445941324,-2.559007233860631,-0.42156154487357606,breadth+disp+evol,False
REC,RANKPART,40,0.25,CAND10,evol,60,0.1548763990653707,1.1626224884572172,0.3456515698805224,breadth+disp+corr,False
REC,RANKPART,40,0.25,CAND20,breadth,60,0.029917946353983715,0.22197679461232456,-0.01653282948205543,disp+corr+evol,False
REC,RANKPART,40,0.25,CAND20,disp,60,0.25004870997968065,1.9152521859762806,0.40400111141983874,breadth+corr+evol,False
REC,RANKPART,40,0.25,CAND20,corr,60,-0.16836677630941466,-1.266724663292317,-0.2921922756321199,breadth+disp+evol,False
REC,RANKPART,40,0.25,CAND20,evol,60,0.1087049660232478,0.8109834464177011,0.32164490136148927,breadth+disp+corr,False
REC,RANKPART,40,0.25,EWall,breadth,60,0.07281655338122844,0.5414593975631609,0.0006668704328895978,disp+corr+evol,False
REC,RANKPART,40,0.25,EWall,disp,60,0.17247181090613614,1.2985445827834294,0.3766601833842733,breadth+corr+evol,False
REC,RANKPART,40,0.25,EWall,corr,60,-0.20988299197314075,-1.5919931704221835,-0.32670186162822995,breadth+disp+evol,False
REC,RANKPART,40,0.25,EWall,evol,60,0.19664479130563958,1.487398563814141,0.37349263684356765,breadth+disp+corr,False
REC,RANKPART,40,0.5,CAND10,breadth,60,0.10334070844003679,0.7705205600151805,0.022172825784940245,disp+corr+evol,True
REC,RANKPART,40,0.5,CAND10,disp,60,0.2641279217909265,2.0309488455569356,0.3931647679911088,breadth+corr+evol,True
REC,RANKPART,40,0.5,CAND10,corr,60,-0.21196661998714456,-1.6085374738528848,-0.3648235621005835,breadth+disp+evol,True
REC,RANKPART,40,0.5,CAND10,evol,60,-0.12588880143555545,-0.9411034199629139,0.23095304251180887,breadth+disp+corr,True
REC,RANKPART,40,0.5,CAND20,breadth,60,0.14580661556869978,1.0930116968782058,0.028063350930814093,disp+corr+evol,True
REC,RANKPART,40,0.5,CAND20,disp,60,0.24703570630083416,1.8906643688775908,0.5312586829674908,breadth+corr+evol,True
REC,RANKPART,40,0.5,CAND20,corr,60,-0.2983936542684864,-2.3185741068347054,-0.48152264517921645,breadth+disp+evol,True
REC,RANKPART,40,0.5,CAND20,evol,60,0.030713132612364157,0.22788219321150702,0.42406223951097516,breadth+disp+corr,True
REC,RANKPART,40,0.5,EWall,breadth,60,0.19576622766310742,1.4804877627908497,0.07418727424284524,disp+corr+evol,True
REC,RANKPART,40,0.5,EWall,disp,60,0.2604682646271278,2.0007452554146883,0.47040844679077526,breadth+corr+evol,True
REC,RANKPART,40,0.5,EWall,corr,60,-0.3230390051762854,-2.5314430517539925,-0.47079744373437055,breadth+disp+evol,True
REC,RANKPART,40,0.5,EWall,evol,60,-0.07341669147959992,-0.5459460718113028,0.32281189219227574,breadth+disp+corr,True
REC,RANKPART,40,0.75,CAND10,breadth,60,0.09424539630441338,0.7020674699571987,0.09341483745484852,disp+corr+evol,False
REC,RANKPART,40,0.75,CAND10,disp,60,-0.026498401086582333,-0.1965864322502172,0.18888580161155874,breadth+corr+evol,False
REC,RANKPART,40,0.75,CAND10,corr,60,-0.14654396731539548,-1.0986601099678996,-0.13892747985551546,breadth+disp+evol,False
REC,RANKPART,40,0.75,CAND10,evol,60,0.13798988686591626,1.0332447839302303,0.22706307307585444,breadth+disp+corr,False
REC,RANKPART,40,0.75,CAND20,breadth,60,0.10730516299421329,0.8004178945448138,0.10258405112531262,disp+corr+evol,False
REC,RANKPART,40,0.75,CAND20,disp,60,-0.0924043837996921,-0.6882338167664387,0.1576549041400388,breadth+corr+evol,False
REC,RANKPART,40,0.75,CAND20,corr,60,-0.15478537402274858,-1.1619224059537652,-0.129924979160878,breadth+disp+evol,False
REC,RANKPART,40,0.75,CAND20,evol,60,0.1932386484155419,1.4606263722618815,0.2346762989719367,breadth+disp+corr,False
REC,RANKPART,40,0.75,EWall,breadth,60,0.10618656423576692,0.7919783048110353,0.09891636565712698,disp+corr+evol,False
REC,RANKPART,40,0.75,EWall,disp,60,-0.069867847711719,-0.5194231637435874,0.15509863851069736,breadth+corr+evol,False
REC,RANKPART,40,0.75,EWall,corr,60,-0.1539038425937936,-1.1551440270388036,-0.13292581272575715,breadth+disp+evol,False
REC,RANKPART,40,0.75,EWall,evol,60,0.16353638765080503,1.229368932302463,0.21528202278410669,breadth+disp+corr,False
REC,RANKPART,80,0.25,CAND10,breadth,60,-0.03665015214357664,-0.2719875356682842,-0.04929146985273682,disp+corr+evol,False
REC,RANKPART,80,0.25,CAND10,disp,60,-0.15346237834105406,-1.151750529133404,0.13592664629063628,breadth+corr+evol,False
REC,RANKPART,80,0.25,CAND10,corr,60,-0.18000127381469852,-1.3570913936122022,-0.24856904695748808,breadth+disp+evol,False
REC,RANKPART,80,0.25,CAND10,evol,60,0.24766266869489764,1.8957758939111233,0.2879688802445123,breadth+disp+corr,False
REC,RANKPART,80,0.25,CAND20,breadth,60,0.06284333035086664,0.46698164531410596,0.04623506529591556,disp+corr+evol,False
REC,RANKPART,80,0.25,CAND20,disp,60,-0.1323053705973712,-0.989905141749686,0.15843289802722976,breadth+corr+evol,False
REC,RANKPART,80,0.25,CAND20,corr,60,-0.1993294183357607,-1.5085390782801527,-0.26457349263684354,breadth+disp+evol,False
REC,RANKPART,80,0.25,CAND20,evol,60,0.20509974633982644,1.5540988987254776,0.27101972770213945,breadth+disp+corr,False
REC,RANKPART,80,0.25,EWall,breadth,60,-0.10927061069460141,-0.8152542483774826,-0.11608780216726866,disp+corr+evol,False
REC,RANKPART,80,0.25,EWall,disp,60,-0.08773707012273495,-0.6531944616636937,0.0888580161155876,breadth+corr+evol,False
REC,RANKPART,80,0.25,EWall,corr,60,-0.11640981474828183,-0.8692279414709585,-0.17182550708530145,breadth+disp+evol,False
REC,RANKPART,80,0.25,EWall,evol,60,0.15411044702771634,1.1567324208844598,0.18638510697415947,breadth+disp+corr,False
REC,RANKPART,80,0.5,CAND10,breadth,60,-0.11652145084623268,-0.8700729922067585,-0.11414440323973521,disp+corr+evol,False
REC,RANKPART,80,0.5,CAND10,disp,60,-0.02213654544711506,-0.16420925323915983,0.21339260905807167,breadth+corr+evol,False
REC,RANKPART,80,0.5,CAND10,corr,60,-0.18074241609096642,-1.3628674231079703,-0.17921644901361497,breadth+disp+evol,False
REC,RANKPART,80,0.5,CAND10,evol,60,0.21322712570752844,1.6185572013111225,0.23989997221450404,breadth+disp+corr,False
REC,RANKPART,80,0.5,CAND20,breadth,60,0.030746787566368502,0.22813213899403417,0.027202378474123854,disp+corr+evol,False
REC,RANKPART,80,0.5,CAND20,disp,60,-0.06538847699661453,-0.4859739650825218,0.23562100583495418,breadth+corr+evol,False
REC,RANKPART,80,0.5,CAND20,corr,60,-0.287593555242758,-2.226933135648023,-0.2500138927479855,breadth+disp+evol,False
REC,RANKPART,80,0.5,CAND20,evol,60,0.2915119372706277,2.2600716489665733,0.3048068908030009,breadth+disp+corr,False
REC,RANKPART,80,0.5,EWall,breadth,60,-0.002308652539243464,-0.017121471096491363,-0.0017505105657505625,disp+corr+evol,False
REC,RANKPART,80,0.5,EWall,disp,60,-0.058780033602226424,-0.43667943290096506,0.3080300083356487,breadth+corr+evol,False
REC,RANKPART,80,0.5,EWall,corr,60,-0.3190030213725239,-2.496207325914118,-0.2729091414281744,breadth+disp+evol,False
REC,RANKPART,80,0.5,EWall,evol,60,0.3630597300818385,2.889699133669832,0.39121978327313134,breadth+disp+corr,False
REC,RANKPART,80,0.75,CAND10,breadth,60,0.11213946268122675,0.836927451762717,0.027174215059738785,disp+corr+evol,False
REC,RANKPART,80,0.75,CAND10,disp,60,0.16846034597764237,1.2674492001009412,0.26924145595998883,breadth+corr+evol,False
REC,RANKPART,80,0.75,CAND10,corr,60,-0.2202397500074099,-1.6744566936040135,-0.24506807446512904,breadth+disp+evol,False
REC,RANKPART,80,0.75,CAND10,evol,60,0.02526187736340216,0.1874069042513054,0.21016949152542375,breadth+disp+corr,False
REC,RANKPART,80,0.75,CAND20,breadth,60,0.14138876680799667,1.0592078025244365,0.07374270630730757,disp+corr+evol,False
REC,RANKPART,80,0.75,CAND20,disp,60,0.12089250145427524,0.9031871175829923,0.22222839677688247,breadth+corr+evol,False
REC,RANKPART,80,0.75,CAND20,corr,60,-0.19510472024401912,-1.4752867782295882,-0.20961378160600164,breadth+disp+evol,False
REC,RANKPART,80,0.75,CAND20,evol,60,0.05546336131123533,0.4119614189458956,0.20277854959711028,breadth+disp+corr,False
REC,RANKPART,80,0.75,EWall,breadth,60,0.19978306610486768,1.5121148763243146,0.10313976104473464,disp+corr+evol,False
REC,RANKPART,80,0.75,EWall,disp,60,0.1652006999512228,1.242229450769865,0.3051958877465963,breadth+corr+evol,False
REC,RANKPART,80,0.75,EWall,corr,60,-0.2597837209225951,-1.995105958613332,-0.2714087246457348,breadth+disp+evol,False
REC,RANKPART,80,0.75,EWall,evol,60,0.09519574829249927,0.7092113966249187,0.2888024451236453,breadth+disp+corr,False
REC,OLSZ,20,0.25,CAND10,breadth,60,-0.03963092198281484,-0.3237125973068725,-0.12825784940261184,disp+corr+evol,False
REC,OLSZ,20,0.25,CAND10,disp,60,-0.12405256171485296,-0.5963615608376148,0.25984995832175606,breadth+corr+evol,False
REC,OLSZ,20,0.25,CAND10,corr,60,-0.4842687489726614,-3.172901164188876,-0.4593498193942764,breadth+disp+evol,False
REC,OLSZ,20,0.25,CAND10,evol,60,0.10722769066188713,0.5909219827802932,0.221561544873576,breadth+disp+corr,False
REC,OLSZ,20,0.25,CAND20,breadth,60,0.008764521521264695,0.0709304647911916,-0.0755209780494581,disp+corr+evol,False
REC,OLSZ,20,0.25,CAND20,disp,60,-0.08508333747727403,-0.40525426343472626,0.2510697415948873,breadth+corr+evol,False
REC,OLSZ,20,0.25,CAND20,corr,60,-0.4795635408410353,-3.113116891093999,-0.4494581828285635,breadth+disp+evol,False
REC,OLSZ,20,0.25,CAND20,evol,60,0.05769286292926984,0.3150100821182633,0.1896082245068073,breadth+disp+corr,False
REC,OLSZ,20,0.25,EWall,breadth,60,-0.0033954734891485333,-0.027474273041152915,-0.08824673520422335,disp+corr+evol,False
REC,OLSZ,20,0.25,EWall,disp,60,-0.07487963183667569,-0.35658908688606644,0.2597943873298137,breadth+corr+evol,False
REC,OLSZ,20,0.25,EWall,corr,60,-0.469734453505381,-3.0487580304228774,-0.4495137538205056,breadth+disp+evol,False
REC,OLSZ,20,0.25,EWall,evol,60,0.061149508267462314,0.33382326789273564,0.19905529313698245,breadth+disp+corr,False
REC,OLSZ,20,0.5,CAND10,breadth,60,0.15072207432831972,1.1717111582319573,0.10997652094032909,disp+corr+evol,False
REC,OLSZ,20,0.5,CAND10,disp,60,-0.3258617718331401,-1.3646519186925727,0.25884968046679624,breadth+corr+evol,False
REC,OLSZ,20,0.5,CAND10,corr,60,-0.23908231419042225,-1.6299037855794167,-0.2550708530147262,breadth+disp+evol,False
REC,OLSZ,20,0.5,CAND10,evol,60,0.5421001079423895,2.568636373941153,0.3579883300916922,breadth+disp+corr,False
REC,OLSZ,20,0.5,CAND20,breadth,60,0.11690626206533558,0.9003388770942992,0.0795231942726685,disp+corr+evol,False
REC,OLSZ,20,0.5,CAND20,disp,60,-0.34653018783380585,-1.4376530008973192,0.2272853570436232,breadth+corr+evol,False
REC,OLSZ,20,0.5,CAND20,corr,60,-0.2965890698410111,-2.0030610458978617,-0.28357877188107805,breadth+disp+evol,False
REC,OLSZ,20,0.5,CAND20,evol,60,0.4977058178364655,2.3362557190393645,0.3159210891914421,breadth+disp+corr,False
REC,OLSZ,20,0.5,EWall,breadth,60,0.128507491350677,1.0063361626872702,0.0799677683846051,disp+corr+evol,False
REC,OLSZ,20,0.5,EWall,disp,60,-0.398825613898493,-1.6824510921695361,0.23645457071408718,breadth+corr+evol,False
REC,OLSZ,20,0.5,EWall,corr,60,-0.2939177001826535,-2.018418363662982,-0.27874409558210606,breadth+disp+evol,False
REC,OLSZ,20,0.5,EWall,evol,60,0.574391433464765,2.7415869180830024,0.35020839121978325,breadth+disp+corr,False
REC,OLSZ,20,0.75,CAND10,breadth,60,0.03364548635037192,0.23234917384759504,-0.013976492822645185,disp+corr+evol,False
REC,OLSZ,20,0.75,CAND10,disp,60,-0.08824942502068721,-0.44859414398364134,0.10075020839121979,breadth+corr+evol,False
REC,OLSZ,20,0.75,CAND10,corr,60,-0.03234587725481565,-0.21712492179871445,-0.07746596276743538,breadth+disp+evol,False
REC,OLSZ,20,0.75,CAND10,evol,60,0.25968629189988485,1.4264914327768778,0.20978049458182818,breadth+disp+corr,False
REC,OLSZ,20,0.75,CAND20,breadth,60,0.06900597714496363,0.4780964478638997,0.024090694388137924,disp+corr+evol,False
REC,OLSZ,20,0.75,CAND20,disp,60,-0.08247491715916809,-0.42060854195207587,0.11425395943317589,breadth+corr+evol,False
REC,OLSZ,20,0.75,CAND20,corr,60,-0.0034888556839229104,-0.023495691488469646,-0.05323701028063352,breadth+disp+evol,False
REC,OLSZ,20,0.75,CAND20,evol,60,0.2791337638943363,1.538321108063609,0.21989441511530974,breadth+disp+corr,False
REC,OLSZ,20,0.75,EWall,breadth,60,0.06142206995272077,0.426909768666257,0.012114812864161592,disp+corr+evol,False
REC,OLSZ,20,0.75,EWall,disp,60,-0.09381060394229043,-0.4799444451202573,0.1144762434009447,breadth+corr+evol,False
REC,OLSZ,20,0.75,EWall,corr,60,-0.004949451172977516,-0.033438370634931915,-0.057238121700472364,breadth+disp+evol,False
REC,OLSZ,20,0.75,EWall,evol,60,0.2983706356666316,1.649580614829836,0.23300916921367046,breadth+disp+corr,False
REC,OLSZ,40,0.25,CAND10,breadth,60,0.027606081018534883,0.2295835552743482,-0.04190169219989843,disp+corr+evol,False
REC,OLSZ,40,0.25,CAND10,disp,60,0.1523906413966672,1.0584558118951282,0.35065295915532096,breadth+corr+evol,False
REC,OLSZ,40,0.25,CAND10,corr,60,-0.32273694095071537,-2.559007233860631,-0.42156154487357606,breadth+disp+evol,False
REC,OLSZ,40,0.25,CAND10,evol,60,0.16804519789122524,1.162622488457218,0.3456515698805224,breadth+disp+corr,False
REC,OLSZ,40,0.25,CAND20,breadth,60,0.027481781661202315,0.22197679461232414,-0.01653282948205543,disp+corr+evol,False
REC,OLSZ,40,0.25,CAND20,disp,60,0.2839127259575089,1.9152521859762808,0.40400111141983874,breadth+corr+evol,False
REC,OLSZ,40,0.25,CAND20,corr,60,-0.16448743143995756,-1.2667246632923177,-0.2921922756321199,breadth+disp+evol,False
REC,OLSZ,40,0.25,CAND20,evol,60,0.12069039389216552,0.8109834464177018,0.32164490136148927,breadth+disp+corr,False
REC,OLSZ,40,0.25,EWall,breadth,60,0.06623448365041326,0.5414593975631602,0.0006668704328895978,disp+corr+evol,False
REC,OLSZ,40,0.25,EWall,disp,60,0.19019395428604574,1.2985445827834314,0.3766601833842733,breadth+corr+evol,False
REC,OLSZ,40,0.25,EWall,corr,60,-0.20425497483461463,-1.5919931704221844,-0.32670186162822995,breadth+disp+evol,False
REC,OLSZ,40,0.25,EWall,evol,60,0.2187101926301945,1.4873985638141414,0.37349263684356765,breadth+disp+corr,False
REC,OLSZ,40,0.5,CAND10,breadth,60,0.09401480330301476,0.77052056001518,0.022172825784940245,disp+corr+evol,True
REC,OLSZ,40,0.5,CAND10,disp,60,0.41846897612547185,2.030948845556936,0.3931647679911088,breadth+corr+evol,True
REC,OLSZ,40,0.5,CAND10,corr,60,-0.2306765383071001,-1.6085374738528824,-0.3648235621005835,breadth+disp+evol,True
REC,OLSZ,40,0.5,CAND10,evol,60,-0.17888199240394625,-0.9411034199629116,0.23095304251180887,breadth+disp+corr,True
REC,OLSZ,40,0.5,CAND20,breadth,60,0.12071725506667914,1.093011696878206,0.028063350930814093,disp+corr+evol,True
REC,OLSZ,40,0.5,CAND20,disp,60,0.35262350117996666,1.890664368877592,0.5312586829674908,breadth+corr+evol,True
REC,OLSZ,40,0.5,CAND20,corr,60,-0.30097176548335064,-2.3185741068347054,-0.48152264517921645,breadth+disp+evol,True
REC,OLSZ,40,0.5,CAND20,evol,60,0.03920777473675998,0.22788219321150938,0.42406223951097516,breadth+disp+corr,True
REC,OLSZ,40,0.5,EWall,breadth,60,0.1675629668523009,1.4804877627908495,0.07418727424284524,disp+corr+evol,True
REC,OLSZ,40,0.5,EWall,disp,60,0.38239947423041193,2.0007452554146883,0.47040844679077526,breadth+corr+evol,True
REC,OLSZ,40,0.5,EWall,corr,60,-0.3367453546240005,-2.5314430517539903,-0.47079744373437055,breadth+disp+evol,True
REC,OLSZ,40,0.5,EWall,evol,60,-0.09625875194560325,-0.5459460718113017,0.32281189219227574,breadth+disp+corr,True
REC,OLSZ,40,0.75,CAND10,breadth,60,0.09872974541756156,0.7020674699571984,0.09341483745484852,disp+corr+evol,False
REC,OLSZ,40,0.75,CAND10,disp,60,-0.04428551243055569,-0.19658643225021774,0.18888580161155874,breadth+corr+evol,False
REC,OLSZ,40,0.75,CAND10,corr,60,-0.15509122803327827,-1.0986601099678994,-0.13892747985551546,breadth+disp+evol,False
REC,OLSZ,40,0.75,CAND10,evol,60,0.22795495577507321,1.0332447839302286,0.22706307307585444,breadth+disp+corr,False
REC,OLSZ,40,0.75,CAND20,breadth,60,0.1119849607217927,0.8004178945448146,0.10258405112531262,disp+corr+evol,False
REC,OLSZ,40,0.75,CAND20,disp,60,-0.15424741252949203,-0.6882338167664389,0.1576549041400388,breadth+corr+evol,False
REC,OLSZ,40,0.75,CAND20,corr,60,-0.1631829390800401,-1.161922405953765,-0.129924979160878,breadth+disp+evol,False
REC,OLSZ,40,0.75,CAND20,evol,60,0.3205964437517328,1.4606263722618786,0.2346762989719367,breadth+disp+corr,False
REC,OLSZ,40,0.75,EWall,breadth,60,0.1114448657705794,0.7919783048110359,0.09891636565712698,disp+corr+evol,False
REC,OLSZ,40,0.75,EWall,disp,60,-0.11708656376391001,-0.519423163743588,0.15509863851069736,breadth+corr+evol,False
REC,OLSZ,40,0.75,EWall,corr,60,-0.16316899147786373,-1.1551440270388034,-0.13292581272575715,breadth+disp+evol,False
REC,OLSZ,40,0.75,EWall,evol,60,0.2713973886334658,1.2293689323024624,0.21528202278410669,breadth+disp+corr,False
REC,OLSZ,80,0.25,CAND10,breadth,60,-0.03502364423413606,-0.27198753566828393,-0.04929146985273682,disp+corr+evol,False
REC,OLSZ,80,0.25,CAND10,disp,60,-0.22764481652144353,-1.1517505291334047,0.13592664629063628,breadth+corr+evol,False
REC,OLSZ,80,0.25,CAND10,corr,60,-0.22927026436484002,-1.3570913936122009,-0.24856904695748808,breadth+disp+evol,False
REC,OLSZ,80,0.25,CAND10,evol,60,0.32650957719842194,1.8957758939111233,0.2879688802445123,breadth+disp+corr,False
REC,OLSZ,80,0.25,CAND20,breadth,60,0.060455434465683223,0.4669816453141066,0.04623506529591556,disp+corr+evol,False
REC,OLSZ,80,0.25,CAND20,disp,60,-0.196705331182562,-0.989905141749687,0.15843289802722976,breadth+corr+evol,False
REC,OLSZ,80,0.25,CAND20,corr,60,-0.25622317318924415,-1.5085390782801524,-0.26457349263684354,breadth+disp+evol,False
REC,OLSZ,80,0.25,CAND20,evol,60,0.26909819558093195,1.5540988987254776,0.27101972770213945,breadth+disp+corr,False
REC,OLSZ,80,0.25,EWall,breadth,60,-0.10831639360041292,-0.8152542483774822,-0.11608780216726866,disp+corr+evol,False
REC,OLSZ,80,0.25,EWall,disp,60,-0.13320809872358713,-0.6531944616636942,0.0888580161155876,breadth+corr+evol,False
REC,OLSZ,80,0.25,EWall,corr,60,-0.15151690980077492,-0.8692279414709583,-0.17182550708530145,breadth+disp+evol,False
REC,OLSZ,80,0.25,EWall,evol,60,0.20555622179513253,1.1567324208844598,0.18638510697415947,breadth+disp+corr,False
REC,OLSZ,80,0.5,CAND10,breadth,60,-0.11327510682180249,-0.8700729922067582,-0.11414440323973521,disp+corr+evol,False
REC,OLSZ,80,0.5,CAND10,disp,60,-0.029809869239307233,-0.16420925323915872,0.21339260905807167,breadth+corr+evol,False
REC,OLSZ,80,0.5,CAND10,corr,60,-0.19462309695378555,-1.3628674231079716,-0.17921644901361497,breadth+disp+evol,False
REC,OLSZ,80,0.5,CAND10,evol,60,0.2794464661024775,1.6185572013111205,0.23989997221450404,breadth+disp+corr,False
REC,OLSZ,80,0.5,CAND20,breadth,60,0.028623228156853916,0.22813213899403534,0.027202378474123854,disp+corr+evol,False
REC,OLSZ,80,0.5,CAND20,disp,60,-0.08502150649406506,-0.4859739650825223,0.23562100583495418,breadth+corr+evol,False
REC,OLSZ,80,0.5,CAND20,corr,60,-0.306479403178139,-2.2269331356480233,-0.2500138927479855,breadth+disp+evol,False
REC,OLSZ,80,0.5,CAND20,evol,60,0.3760504600840138,2.260071648966573,0.3048068908030009,breadth+disp+corr,False
REC,OLSZ,80,0.5,EWall,breadth,60,-0.0020493418274112707,-0.01712147109648998,-0.0017505105657505625,disp+corr+evol,False
REC,OLSZ,80,0.5,EWall,disp,60,-0.07288190525320473,-0.43667943290096517,0.3080300083356487,breadth+corr+evol,False
REC,OLSZ,80,0.5,EWall,corr,60,-0.32772981781358895,-2.49620732591412,-0.2729091414281744,breadth+disp+evol,False
REC,OLSZ,80,0.5,EWall,evol,60,0.45868837337848,2.8896991336698328,0.39121978327313134,breadth+disp+corr,False
REC,OLSZ,80,0.75,CAND10,breadth,60,0.11002542484584288,0.8369274517627172,0.027174215059738785,disp+corr+evol,False
REC,OLSZ,80,0.75,CAND10,disp,60,0.23058827422636682,1.26744920010094,0.26924145595998883,breadth+corr+evol,False
REC,OLSZ,80,0.75,CAND10,corr,60,-0.21623675039854176,-1.6744566936040128,-0.24506807446512904,breadth+disp+evol,False
REC,OLSZ,80,0.75,CAND10,evol,60,0.03308966062104191,0.1874069042513041,0.21016949152542375,breadth+disp+corr,False
REC,OLSZ,80,0.75,CAND20,breadth,60,0.1410080066648978,1.0592078025244362,0.07374270630730757,disp+corr+evol,False
REC,OLSZ,80,0.75,CAND20,disp,60,0.16639556736234,0.903187117582992,0.22222839677688247,breadth+corr+evol,False
REC,OLSZ,80,0.75,CAND20,corr,60,-0.19292539475403925,-1.4752867782295875,-0.20961378160600164,breadth+disp+evol,False
REC,OLSZ,80,0.75,CAND20,evol,60,0.0736581204431972,0.41196141894589544,0.20277854959711028,breadth+disp+corr,False
REC,OLSZ,80,0.75,EWall,breadth,60,0.19145801442473356,1.5121148763243153,0.10313976104473464,disp+corr+evol,False
REC,OLSZ,80,0.75,EWall,disp,60,0.21766670458250273,1.2422294507698664,0.3051958877465963,breadth+corr+evol,False
REC,OLSZ,80,0.75,EWall,corr,60,-0.24814474104550532,-1.9951059586133315,-0.2714087246457348,breadth+disp+evol,False
