panel,m,n,instr,CAGR_0,to_yr,n_stops,gross_mean,CAGR_10,Sharpe_10,MaxDD_10,H1_10,H2_10,OOSCAGR_10,OOSSharpe_10,OOSMaxDD_10,pass4a_10,pass4b_10,fail4b_10,pass4bOOS_10,CAGR_25,Sharpe_25,MaxDD_25,H1_25,H2_25,OOSCAGR_25,OOSSharpe_25,OOSMaxDD_25,pass4a_25,pass4b_25,fail4b_25,pass4bOOS_25
u56,0.05,3,OFF,0.29419624601325345,17.46914421181301,0,0.7388425666806664,0.2718331379944703,1.106594143783877,-0.34495020802748455,1.3233945576014445,0.9697475895700285,0.25344365795822466,0.9662120706673085,-0.34495020802748455,False,False,DD,False,0.23898606043975934,0.9996761308653255,-0.35401304533986,1.1996231649189515,0.872961226771393,0.22071444555710085,0.8692990293047361,-0.35401304533986,False,False,OOS|DD,False
u56,0.05,3,G200,0.29624922000213183,17.326918777818822,0,0.7369945595745959,0.2740349343919193,1.114546528170274,-0.34495020802748433,1.339145151176244,0.9727265371727873,0.2543239155317154,0.9689990292870246,-0.3449502080274848,False,False,DD,False,0.241400802041418,1.0084649567905075,-0.3601526504437096,1.2168835552055515,0.8762685764218319,0.22167506916898305,0.8723928484076753,-0.3601526504437097,False,False,OOS|DD,False
u56,0.05,3,BAND3,0.29211830109052683,17.409767775167417,0,0.7374333822892504,0.2698662522180093,1.1008094456954134,-0.34629925019218977,1.3193012732293328,0.9624636112992251,0.2509483018215046,0.9594253774596403,-0.34629925019219,False,False,DD,False,0.23718005213812554,0.9941877800331148,-0.374651478643131,1.1958873752081727,0.8659394615030266,0.2183882653655731,0.8627550174730865,-0.37465147864313064,False,False,OOS|DD,False
u56,0.05,3,DEGROSS,0.21964069554421894,13.154129010889331,0,0.5544718126993075,0.2037293123798707,1.103395353477318,-0.26823850619985634,1.3213247742891185,0.965650165962963,0.19195935442824075,0.9619433502520727,-0.26823850619985623,False,False,DD,False,0.18023722510989382,0.9960676201978375,-0.2723223283588432,1.197089423459257,0.8684877526633004,0.16843755431883545,0.8646643286151355,-0.2723223283588435,False,False,OOS|DD,False
u56,0.05,3,STOP15,0.27732184875289123,19.912424048235902,128,0.7244382199711299,0.2521883608318418,1.068819111484349,-0.33658359909090896,1.2648419610392276,0.9398767535827053,0.23640555394627438,0.9415915609779112,-0.33658359909090885,False,False,DD,False,0.21538522864328602,0.9429586626556407,-0.3396300941781878,1.1278579975481262,0.8201283109578296,0.19829875156895782,0.8223456534284805,-0.339630094178188,False,False,H2|OOS|DD,False
u56,0.1,6,OFF,0.21099509705144115,14.988532778958625,0,0.7431915079342947,0.19300123280711334,1.0355687029881853,-0.2584972786356129,1.141155456346132,0.9778003174826464,0.20337839567085325,0.9946848884971441,-0.2584972786356132,False,False,DD,False,0.16649689114407762,0.91572388392434,-0.2596631696932076,0.9971404450401169,0.8734502727275838,0.17674705843494598,0.8871154689607011,-0.2596631696932076,False,False,DD,False
u56,0.1,6,G200,0.20891012724859603,14.944558026388265,0,0.7386968947579249,0.1909997436023656,1.031641860974149,-0.25849727863561334,1.1602604834309287,0.9569767415991588,0.1975245403986272,0.975419286015025,-0.2584972786356132,False,False,DD,False,0.16461693452609594,0.9114452693359181,-0.2596631696932077,1.0157948042494276,0.8523085592325529,0.1710814777621732,0.8675209955475864,-0.25966316969320735,False,False,OOS|DD,False
u56,0.1,6,BAND3,0.20836734974211568,14.804653051858468,0,0.7386018076335683,0.1906296890255852,1.028659126261202,-0.2584972786356132,1.1554629821257103,0.954870344876682,0.1971932588210059,0.973411628566823,-0.2584972786356132,False,False,DD,False,0.164496868246105,0.9097198155789865,-0.2596631696932076,1.012935717923994,0.8510455339220535,0.1709374023214043,0.8663053181104814,-0.2596631696932077,False,False,OOS|DD,False
u56,0.1,6,DEGROSS,0.15788046729114846,11.273059489765409,0,0.5576666514255,0.14491311471273294,1.0335199012646226,-0.1988572933407099,1.1395877973557165,0.9752298005349989,0.15308972685706745,0.9920110642093207,-0.19885729334071,False,True,-,True,0.12572645439560937,0.9132830100251422,-0.1997948525038572,0.9952133252307768,0.8704758002986493,0.13383569182330413,0.8840440235473607,-0.19979485250385765,False,True,-,False
u56,0.1,6,STOP15,0.19468801368209587,16.90657607040303,196,0.7329375479058715,0.17468226532785236,0.9815937559149677,-0.2895566653041389,1.120141709107032,0.8919266283460932,0.17652673434717503,0.9179626081590321,-0.2895566653041389,False,False,DD,False,0.145284807085567,0.8413958528166109,-0.2933218506841856,0.9622307704695291,0.7629796668927539,0.14620378483031105,0.7865937257531661,-0.2933218506841857,False,False,H2|OOS|DD,False
