sample,n,mean_beta_IS,mean_beta_OOS,T1_slope,T1_r,T1_spearman,T2_slope,T2_r,T2_spearman,ctrl_dIS_dOOS_r,ctrl_dIS_spearman
ALL grids,164,2.7991776445813725,0.37839963301468404,0.17217710447682796,0.906459627592286,0.743599091317182,-0.008301193945250241,-0.6042329321446277,0.1593486866268551,0.850200377794408,0.7029994694815883
excl. crypto,152,3.0362874221931153,0.5224142931811048,0.16715283931311026,0.9343385722023828,0.7692985873331555,-0.007974687399698517,-0.6083103127208617,0.24018411826215325,0.8576015161563443,0.6587251143050459
defensive only,128,3.6068388693805415,0.6219020947133833,0.16696071310685778,0.9326544056125934,0.7744460721479582,-0.008289448293349435,-0.6248005729603572,0.2078431148141366,0.8684178331507906,0.7296797747665262
