panel,family,arm,cstar,dSharpe_0,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9
U56,ABS,ABS L0.30 w0 d0.25 D g0.75,47.44025465652868,0.026778194157559332,0.0024487727989191627,0.0032650303985588837,0.05682081925827775,0.07516790936786033,0.07847356517628529,0.07647468892418625,0.34766786141558387,0.001633142598690157,0.050131198328124724,0.021105358702780186
U56,ABS,ABS L0.30 w0 d0.25 W g0.75,145.60134027718874,0.026034623248649247,0.0011821661787885611,0.0015762215717180816,0.027430740331582354,0.03628795624655326,0.03788379008510324,0.036951904431858584,0.16783965723510944,0.0003952093499370937,0.01213140745867258,0.006884963438422479
U56,ABS,ABS L0.30 w0 d0.50 D g0.75,40.944945734175064,0.04438772173776462,0.004897545597838325,0.0065300607971177675,0.1136416385165555,0.15033581873572066,0.16416668119279734,0.15565765322899985,0.6953357228311677,0.003266737189572551,0.10027627107863604,0.02438423832191846
U56,ABS,ABS L0.30 w0 d0.50 W g0.75,148.01672336731286,0.04446169999076077,0.0023643323575771222,0.003152443143436163,0.05486148066316471,0.07257591249310652,0.07925288057583318,0.07528226652646099,0.33567931447021887,0.0007908623881559967,0.02427643444161027,0.006798801368746136
U56,ABS,ABS L0.30 w0 d1.00 D g0.75,23.633168488153444,0.044399425483977684,0.00979509119567665,0.013060121594235535,0.227283277033111,0.3006716374714413,0.36160053230398925,0.32275863811927685,1.3906714456623355,0.006535208675957173,0.20060577840101193,0.04216347926656906
U56,ABS,ABS L0.30 w0 d1.00 W g0.75,inf,0.05299251968466767,0.0047286647151542445,0.006304886286872326,0.10972296132632942,0.14515182498621304,0.17456577421571892,0.1564066142488423,0.6713586289404377,0.0015836689703995696,0.04861254816626099,0.006419258373140826
U56,ABS,ABS L0.40 w0 d0.25 D g0.75,32.84756438565495,0.0352474399124747,0.004644224273812204,0.006192299031749606,0.1077636227312164,0.14255982811145923,0.1534180012828933,0.14698699353946543,0.6593700819950727,0.003319769938931731,0.10190417257244504,0.030892535870672106
U56,ABS,ABS L0.40 w0 d0.25 W g0.75,64.21225867990898,0.017015943733769134,0.001942130150866922,0.0025895068678225626,0.04506478768759959,0.059615928119337504,0.06415661871830083,0.061474224518827454,0.2757365797433941,0.0006212409002669533,0.019069706959945632,0.015687962004958186
U56,ABS,ABS L0.40 w0 d0.50 D g0.75,26.79926701144808,0.056973439723069896,0.009288448547624409,0.012384598063499211,0.2155272454624328,0.28511965622291846,0.3321331672263757,0.30340878680786565,1.3187401639901455,0.006640841986733821,0.20384831488058683,0.03777660402908789
U56,ABS,ABS L0.40 w0 d0.50 W g0.75,48.37862492890821,0.02171506771986831,0.003884260301733844,0.005179013735645125,0.09012957537519918,0.11923185623867501,0.13889205174921165,0.12690980883290887,0.5514731594867882,0.0012438351401525619,0.038180956242577925,0.020889474095124167
U56,ABS,ABS L0.40 w0 d1.00 D g0.75,10.513552683015348,0.04048561970116449,0.018576897095248818,0.024769196126998422,0.4310544909248656,0.5702393124458369,0.7954241951423049,0.648535028241432,2.637480327980291,0.013287201165287539,0.4078659863363799,0.09627397270385064
U56,ABS,ABS L0.40 w0 d1.00 W g0.75,0.0,-0.016193503927427688,0.007768520603467688,0.01035802747129025,0.18025915075039836,0.23846371247735001,0.3326319361504184,0.271341625284808,1.1029463189735764,0.0024931888053041154,0.0765313099838342,-0.030082516080534527
U56,ABS,ABS L0.50 w0 d0.25 D g0.75,28.246175353110914,0.02998836244741443,0.004897545597838325,0.0065300607971177675,0.1136416385165555,0.15033581873572066,0.16690397179278235,0.15672884393355924,0.6953357228311677,0.0029925114645104785,0.09185859572022803,0.035077661123097036
U56,ABS,ABS L0.50 w0 d0.25 W g0.75,75.55411824404956,0.023245853952052364,0.0023643323575771222,0.003152443143436163,0.05486148066316471,0.07257591249310652,0.0805743312103087,0.07577527345013499,0.33567931447021887,0.0005059277172590783,0.015530035622089686,0.012896858733830304
U56,ABS,ABS L0.50 w0 d0.50 D g0.75,20.269589055551762,0.04258053701128883,0.00979509119567665,0.013060121594235535,0.227283277033111,0.3006716374714413,0.3751526218598676,0.3274075307510904,1.3906714456623355,0.005987585516926366,0.18379585303597282,0.048736896824323105
U56,ABS,ABS L0.50 w0 d0.50 W g0.75,57.91251855389845,0.029832371471131047,0.0047286647151542445,0.006304886286872326,0.10972296132632942,0.14515182498621304,0.18110816227717744,0.15855373147787255,0.6713586289404377,0.0010145449674405227,0.031142629563611673,0.016481959630643507
U56,ABS,ABS L0.50 w0 d1.00 D g0.75,0.0,-0.01374429053186721,0.0195901823913533,0.02612024318847107,0.454566554066222,0.6013432749428826,0.9973688265086048,0.7189922692348735,2.781342891324671,0.01198532405666149,0.3679033648336876,-0.26262981343623737
U56,ABS,ABS L0.50 w0 d1.00 W g0.75,0.0,-0.029596710771227164,0.009457329430308489,0.012609772573744652,0.21944592265265883,0.2903036499724261,0.48148839900415397,0.34950494274438026,1.3427172578808755,0.0020399778549531067,0.06261947640926048,-0.011972242703871885
U56,QEXP,QEXP L0.07 w0 d0.25 D g0.75,0.0,-0.009754320259391491,0.00033776176536816035,0.0004503490204908805,0.007837354380452102,0.010367987499015217,0.01038041417074751,0.01037368394435472,0.047954187781459844,0.0003166515596663144,0.009719985352946938,-0.008860832227569504
U56,QEXP,QEXP L0.07 w0 d0.25 W g0.75,0.0,-0.00778036574915264,0.00016888088268408017,0.00022517451024544024,0.003918677190226051,0.005183993749507608,0.005190207085373755,0.00518684197217736,0.023977093890729922,0.00014777067698223262,0.00453599160343928,-0.005388961529953956
U56,QEXP,QEXP L0.07 w0 d0.50 D g0.75,0.0,-0.01994675346850805,0.0006755235307363207,0.000900698040981761,0.015674708760904203,0.020735974998030433,0.02078574133297787,0.020758773305378828,0.09590837556291969,0.0006333031193326219,0.019439970705893664,-0.008519022937270535
U56,QEXP,QEXP L0.07 w0 d0.50 W g0.75,0.0,-0.015933596209287915,0.00033776176536816035,0.0004503490204908805,0.007837354380452102,0.010367987499015217,0.010392870666488935,0.010379386652689414,0.047954187781459844,0.0002955413539644583,0.009071983206878347,-0.005100542536326866
U56,QEXP,QEXP L0.07 w0 d1.00 D g0.75,0.0,-0.04160790761827804,0.0013510470614726414,0.001801396081963522,0.031349417521808406,0.04147194999606087,0.04167149424199227,0.041563297801836055,0.19181675112583937,0.0012666486297463406,0.038881242654982814,-0.00787542976510405
U56,QEXP,QEXP L0.07 w0 d1.00 W g0.75,0.0,-0.03333293427437334,0.0006755235307363207,0.000900698040981761,0.015674708760904203,0.020735974998030433,0.020835747120996135,0.020781648900918027,0.09590837556291969,0.0005911250990100203,0.018145267656952395,-0.00456013102999356
U56,QEXP,QEXP L0.12 w0 d0.25 D g0.75,70.53624477544673,0.023909835791897205,0.0012666066201306011,0.0016888088268408015,0.02939007892669538,0.038879953121307056,0.039697915772344876,0.03919000716047103,0.17982820418047438,0.0008530982723055844,0.026186836787327965,0.014003426003039988
U56,QEXP,QEXP L0.12 w0 d0.25 W g0.75,250.33391426382678,0.02119290992901557,0.0005066426480522405,0.0006755235307363207,0.011756031570678154,0.015551981248522825,0.01587916630893795,0.01567511879271381,0.07193128167218976,9.131148374088432e-05,0.002802911457163007,0.004316396166538648
U56,QEXP,QEXP L0.12 w0 d0.50 D g0.75,65.17855771340209,0.04174737545833285,0.0025332132402612023,0.003377617653681603,0.05878015785339076,0.07775990624261411,0.08110206981676268,0.07901012153312666,0.35965640836094875,0.00170620844972625,0.05237403901591363,0.01509726574843206
U56,QEXP,QEXP L0.12 w0 d0.50 W g0.75,inf,0.037738873996508104,0.001013285296104481,0.0013510470614726414,0.02351206314135631,0.03110396249704565,0.03244082792670508,0.03160053691822768,0.14386256334437952,0.00018271754226225484,0.005608725996445845,0.00390382199596003
U56,QEXP,QEXP L0.12 w0 d1.00 D g0.75,51.010454008739714,0.05560888584949941,0.005066426480522405,0.006755235307363206,0.11756031570678152,0.15551981248522823,0.1694888643190673,0.16060444226475917,0.7193128167218975,0.003412819856763734,0.10476044727190674,0.019143355630452066
U56,QEXP,QEXP L0.12 w0 d1.00 W g0.75,inf,0.05470473735013326,0.002026570592208962,0.002702094122945283,0.04702412628271262,0.0622079249940913,0.06779554572762692,0.06422717357793158,0.28772512668875905,0.0003657913584097644,0.011228388231291913,0.002552874654123798
U56,QEXP,QEXP L0.17 w0 d0.25 D g0.75,69.08920178330646,0.034988164380272524,0.002026570592208962,0.002702094122945283,0.04702412628271262,0.0622079249940913,0.06433815093945523,0.06300755544789988,0.28772512668875905,0.0013613792648539402,0.04178910891242851,0.014457341767101096
U56,QEXP,QEXP L0.17 w0 d0.25 W g0.75,241.6778391453036,0.028863372016474598,0.0008444044134204008,0.001125872551227201,0.019593385951130252,0.02591996874753804,0.026807562891439676,0.026251694948006693,0.1198854694536496,0.0001774326606601151,0.005446500451689365,0.00423150816789473
U56,QEXP,QEXP L0.17 w0 d0.50 D g0.75,63.98303231069491,0.06198130337939145,0.004053141184417924,0.005404188245890566,0.09404825256542523,0.1244158499881826,0.13323888668419093,0.1276569826662946,0.5754502533775181,0.002722997593923103,0.08358555617705976,0.01556648114894049
U56,QEXP,QEXP L0.17 w0 d0.50 W g0.75,303.8336273321747,0.051692847848635815,0.0016888088268408015,0.002251745102454402,0.039186771902260505,0.05183993749507608,0.055516202785079544,0.053184370126916666,0.2397709389072992,0.0003550598568088578,0.010898972394888455,0.0038124551257451215
U56,QEXP,QEXP L0.17 w0 d1.00 D g0.75,50.41726522883749,0.08448220239770765,0.008106282368835848,0.010808376491781131,0.18809650513085047,0.2488316999763652,0.2868176466367747,0.2621508426453302,1.1509005067550362,0.005446920212352692,0.16719950704973902,0.01964944253682091
