panel,N,control,delta,lifted_rung,n_rungs,obs_argmax,modal_rung,modal_share,p_obs_argmax,cset_size,cset_lo,cset_hi,cset_span_days,obs_spread,obs_gap_top2,se_gap,se_gap_unpaired,pairing_gain,gap_over_se,resolved
B136,5,CTRL_INDEP,1.0,63,16,63,63,0.982,0.982,1,63,63,0,1.6511448828483255,0.6771794153028909,0.3183309931051151,0.3116542981174854,0.979025934853208,2.127280817671692,True
B136,8,CTRL_CORR,0.0,63,16,63,126,0.1305,0.042,14,21,126,105,5.773159728050814e-15,1.3322676295501878e-15,0.09799895255013417,0.29084387545827933,2.967826368445008,1.3594712952351488e-14,False
B136,8,CTRL_CORR,0.05,63,16,63,63,0.137,0.137,13,21,126,105,0.050000000000005596,0.050000000000001155,0.09726255612689201,0.2918630045811851,3.0007745652953104,0.5140724446391216,False
B136,8,CTRL_CORR,0.1,63,16,63,63,0.3165,0.3165,13,21,126,105,0.10000000000000542,0.10000000000000098,0.09661525398089248,0.2929098143606062,3.0317139612191544,1.035033246611119,False
B136,8,CTRL_CORR,0.2,63,16,63,63,0.766,0.766,6,63,126,63,0.2000000000000055,0.20000000000000107,0.09559492308083077,0.29508528974197806,3.086830139425576,2.0921613152080267,False
B136,8,CTRL_CORR,0.3,63,16,63,63,0.973,0.973,1,63,63,0,0.3000000000000058,0.3000000000000014,0.09494967483902314,0.2973678975807883,3.1318474558753704,3.159568482026071,True
B136,8,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000063,0.6000000000000019,0.09531847433035803,0.304833885710174,3.19805670256188,6.294687406771759,True
B136,8,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000067,1.0000000000000022,0.10101259543840652,0.31613727744592,3.1296817597235984,9.899755527119018,True
B136,8,CTRL_INDEP,0.0,63,16,26,26,0.3015,0.3015,7,26,105,79,0.7438095735696479,0.05827212321978026,0.2781435787500026,0.26404413784553826,0.9493087671920083,0.20950375155759265,False
B136,8,CTRL_INDEP,0.05,63,16,26,26,0.2865,0.2865,7,26,105,79,0.7438095735696479,0.05827212321978026,0.2781435787500026,0.26404413784553826,0.9493087671920083,0.20950375155759265,False
B136,8,CTRL_INDEP,0.1,63,16,26,26,0.2745,0.2745,7,26,105,79,0.7438095735696479,0.05827212321978026,0.2781435787500026,0.26404413784553826,0.9493087671920083,0.20950375155759265,False
B136,8,CTRL_INDEP,0.2,63,16,26,63,0.265,0.2395,6,26,105,79,0.7438095735696479,0.019867915612750586,0.29272682656522603,0.30563275009897567,1.0440886258536128,0.06787186485733167,False
B136,8,CTRL_INDEP,0.3,63,16,63,63,0.3885,0.3885,5,26,105,79,0.8195261015095303,0.07571652793988237,0.2961908311437677,0.3089282330171355,1.0430040383903214,0.2556342735104127,False
B136,8,CTRL_INDEP,0.6,63,16,63,63,0.781,0.781,3,26,63,37,1.1062794321674283,0.36246985859778036,0.30724240696360583,0.31947038456836613,1.0397991205888735,1.1797520471863654,False
B136,8,CTRL_INDEP,1.0,63,16,63,63,0.972,0.972,1,63,63,0,1.4886172063779592,0.7448076328083113,0.3233734565527486,0.3349251698808211,1.0357225155435361,2.303242946246018,True
B136,10,CTRL_CORR,0.0,63,16,126,126,0.137,0.137,13,32,126,94,5.551115123125783e-15,4.440892098500626e-16,0.11849629604482148,0.27919110135020503,2.3561166945218304,3.747705410826385e-15,False
B136,10,CTRL_CORR,0.05,63,16,63,63,0.1745,0.1745,13,32,126,94,0.05000000000000404,0.04999999999999849,0.12228461324856404,0.28601334746016593,2.3389152556650417,0.40888218616977656,False
B136,10,CTRL_CORR,0.1,63,16,63,63,0.4125,0.4125,11,37,126,89,0.10000000000000386,0.09999999999999831,0.12307022337739702,0.28735012797967613,2.334846887362119,0.81254423089285,False
B136,10,CTRL_CORR,0.2,63,16,63,63,0.843,0.843,3,63,126,63,0.20000000000000395,0.1999999999999984,0.12486943062466668,0.29010964587861005,2.323303985829994,1.6016730355819404,False
B136,10,CTRL_CORR,0.3,63,16,63,63,0.9855,0.9855,1,63,63,0,0.3000000000000038,0.29999999999999827,0.12696162400722452,0.2929810602365725,2.3076347875000476,2.362918735057511,True
B136,10,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000039,0.5999999999999983,0.13485028153684442,0.3022341698019785,2.2412572399368753,4.449378919806434,True
B136,10,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000033,0.9999999999999978,0.14855764287010514,0.3159429240519362,2.126736248287059,6.731393825859039,True
B136,10,CTRL_INDEP,0.0,63,16,37,37,0.2215,0.2215,8,21,115,94,0.8398702386281943,0.013905323746451259,0.27172960486650816,0.270756216288242,0.9964178044613712,0.051173385223455825,False
B136,10,CTRL_INDEP,0.05,63,16,37,37,0.215,0.215,8,21,115,94,0.8398702386281943,0.013905323746451259,0.27172960486650816,0.270756216288242,0.9964178044613712,0.051173385223455825,False
B136,10,CTRL_INDEP,0.1,63,16,37,37,0.205,0.205,8,21,115,94,0.8398702386281943,0.013905323746451259,0.27172960486650816,0.270756216288242,0.9964178044613712,0.051173385223455825,False
B136,10,CTRL_INDEP,0.2,63,16,63,63,0.252,0.252,7,21,115,94,0.8697678720277727,0.029897633399578405,0.28038835338561774,0.29258070732489294,1.043483810194167,0.10662936972442728,False
B136,10,CTRL_INDEP,0.3,63,16,63,63,0.3985,0.3985,6,21,105,84,0.9694068692575545,0.12953663062936016,0.28301438156962183,0.2950747618694023,1.0426140192342614,0.45770335030657805,False
B136,10,CTRL_INDEP,0.6,63,16,63,63,0.8095,0.8095,4,21,105,84,1.2683238609468988,0.42845362231870454,0.29156317862288195,0.3032152074741049,1.039963993074359,1.4695052521459904,False
B136,10,CTRL_INDEP,1.0,63,16,63,63,0.9885,0.9885,1,63,63,0,1.6668798498660236,0.8270096112378293,0.30440594452924374,0.3154962556197399,1.0364326363850975,2.716798492607558,True
B136,12,CTRL_CORR,0.0,63,16,115,126,0.12,0.1015,13,26,126,100,9.992007221626409e-15,1.7763568394002505e-15,0.10319248692246587,0.2735587215853286,2.650955798660693,1.7214013271479e-14,False
B136,12,CTRL_CORR,0.05,63,16,63,63,0.2145,0.2145,13,32,126,94,0.050000000000002265,0.04999999999999227,0.11219486226683482,0.2830639290622636,2.522966946463628,0.4456532054121737,False
B136,12,CTRL_CORR,0.1,63,16,63,63,0.459,0.459,11,32,126,94,0.10000000000000187,0.09999999999999187,0.11299317103400075,0.2846682251741894,2.519340085504193,0.8850092362652686,False
B136,12,CTRL_CORR,0.2,63,16,63,63,0.8755,0.8755,2,63,126,63,0.20000000000000195,0.19999999999999196,0.11486602435974794,0.28796671177159,2.506979007732604,1.7411588945884786,False
B136,12,CTRL_CORR,0.3,63,16,63,63,0.9815,0.9815,1,63,63,0,0.3000000000000016,0.2999999999999916,0.11709210330611566,0.29138165008421785,2.4884825010142175,2.562085670420464,True
B136,12,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000012,0.5999999999999912,0.12568728450086447,0.30228503812267,2.4050566397636737,4.773752590667709,True
B136,12,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000007,0.9999999999999907,0.1408337582358643,0.3182160044651363,2.259515108104957,7.100570293133977,True
B136,12,CTRL_INDEP,0.0,63,16,26,21,0.3525,0.3475,5,21,83,62,0.7695302828925619,0.03339517232264666,0.2856148600140279,0.299329764098426,1.0480188743811316,0.11692379143370364,False
B136,12,CTRL_INDEP,0.05,63,16,26,21,0.3525,0.3475,5,21,83,62,0.7695302828925619,0.03339517232264666,0.2856148600140279,0.299329764098426,1.0480188743811316,0.11692379143370364,False
B136,12,CTRL_INDEP,0.1,63,16,26,21,0.3515,0.3475,5,21,83,62,0.7695302828925619,0.03339517232264666,0.2856148600140279,0.299329764098426,1.0480188743811316,0.11692379143370364,False
B136,12,CTRL_INDEP,0.2,63,16,26,21,0.349,0.3465,5,21,83,62,0.7695302828925619,0.03339517232264666,0.2856148600140279,0.299329764098426,1.0480188743811316,0.11692379143370364,False
B136,12,CTRL_INDEP,0.3,63,16,26,21,0.3435,0.3425,5,21,83,62,0.7695302828925619,0.03339517232264666,0.2856148600140279,0.299329764098426,1.0480188743811316,0.11692379143370364,False
B136,12,CTRL_INDEP,0.6,63,16,26,21,0.2765,0.2715,5,21,83,62,0.7695302828925619,0.03339517232264666,0.2856148600140279,0.299329764098426,1.0480188743811316,0.11692379143370364,False
B136,12,CTRL_INDEP,1.0,63,16,63,63,0.792,0.792,3,21,63,42,1.1234149425900621,0.35388465969750027,0.3020967336794986,0.3093991524785833,1.0241724520160884,1.1714282885062395,False
B136,15,CTRL_CORR,0.0,63,16,52,126,0.1205,0.0335,13,21,126,105,7.771561172376096e-15,6.661338147750939e-16,0.07783991399877714,0.30438890092561394,3.9104475491891715,8.557740888377122e-15,False
B136,15,CTRL_CORR,0.05,63,16,63,63,0.2145,0.2145,12,32,126,94,0.0500000000000016,0.04999999999999383,0.08161432975073615,0.2923579243311206,3.5821886330994905,0.6126375129551662,False
B136,15,CTRL_CORR,0.1,63,16,63,63,0.5,0.5,10,47,126,79,0.10000000000000164,0.09999999999999387,0.08254509753173181,0.29406174022458215,3.5624373708146577,1.211458984121402,False
B136,15,CTRL_CORR,0.2,63,16,63,63,0.9195,0.9195,1,63,63,0,0.2000000000000015,0.19999999999999374,0.08477449753591645,0.297553428895632,3.5099403422540774,2.3592000638548125,True
B136,15,CTRL_CORR,0.3,63,16,63,63,0.9925,0.9925,1,63,63,0,0.30000000000000115,0.2999999999999934,0.0874622737567833,0.30115393177490096,3.443243799176264,3.4300503190008405,True
B136,15,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000012,0.5999999999999934,0.0978668512786486,0.31257015677293215,3.193830727045419,6.1307786258664905,True
B136,15,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000004,0.9999999999999927,0.11579167155997708,0.3290907902681101,2.8420937864918,8.63619970700586,True
B136,15,CTRL_INDEP,0.0,63,16,47,47,0.405,0.405,5,26,69,43,0.8130938253157906,0.0700242536163802,0.24696975721589415,0.2594674231726052,1.0506040338606557,0.28353371848346165,False
B136,15,CTRL_INDEP,0.05,63,16,47,47,0.36,0.36,4,26,69,43,0.8130938253157906,0.015547772707092511,0.24746135746277081,0.26005343675252457,1.0508850327940522,0.0628290932633051,False
B136,15,CTRL_INDEP,0.1,63,16,63,63,0.412,0.412,4,26,69,43,0.8520225335179866,0.03892870820219607,0.24796394704873034,0.26064951445647383,1.0511589187005903,0.156993420477154,False
B136,15,CTRL_INDEP,0.2,63,16,63,63,0.583,0.583,3,26,63,37,0.9609754953365631,0.14788167002077257,0.249001826610185,0.2618715861781774,1.0516854022446196,0.5938979325331734,False
B136,15,CTRL_INDEP,0.3,63,16,63,63,0.7445,0.7445,3,26,63,37,1.0699284571551386,0.2568346318393482,0.25008285194500446,0.26313308129360874,1.052183623335654,1.0269981721730705,False
B136,15,CTRL_INDEP,0.6,63,16,63,63,0.976,0.976,1,63,63,0,1.396787342610868,0.5836935172950775,0.25357917453382006,0.26714843498875923,1.0535109418188024,2.301819612624497,True
B136,15,CTRL_INDEP,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.8325991898851721,1.0195053645693817,0.2588099821481826,0.27301935093809027,1.0549027076620716,3.9392041841170564,True
B136,20,CTRL_CORR,0.0,63,16,21,126,0.131,0.0415,13,21,126,105,1.1102230246251565e-14,2.220446049250313e-16,0.04743853216047388,0.2998600155685134,6.321022213633306,4.6806803417505495e-15,False
B136,20,CTRL_CORR,0.05,63,16,63,63,0.274,0.274,12,26,126,100,0.050000000000005596,0.04999999999999449,0.0603561469879847,0.30491363120822385,5.051906830118298,0.828416035403124,False
B136,20,CTRL_CORR,0.1,63,16,63,63,0.6275,0.6275,8,52,126,74,0.10000000000000608,0.09999999999999498,0.06105234376081014,0.30659352603064804,5.021814186721727,1.6379387561560834,False
B136,20,CTRL_CORR,0.2,63,16,63,63,0.9715,0.9715,1,63,63,0,0.20000000000000595,0.19999999999999485,0.06300073691978993,0.3100431927867312,4.921262955724884,3.1745660412611842,True
B136,20,CTRL_CORR,0.3,63,16,63,63,0.9985,0.9985,1,63,63,0,0.3000000000000058,0.2999999999999947,0.06563285299788402,0.3136093859394701,4.778237903959177,4.570881598117738,True
B136,20,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000056,0.5999999999999945,0.07684174133892717,0.3249681366163402,4.229057423139303,7.808256157985338,True
B136,20,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.000000000000005,0.999999999999994,0.09690306205105043,0.3415139647243019,3.524284552993647,10.319591340397215,True
B136,20,CTRL_INDEP,0.0,63,16,76,47,0.236,0.183,7,37,115,78,0.6890521990074442,0.01818307067187086,0.26715280319129237,0.2706864245752258,1.0132269672701253,0.06806243638346192,False
B136,20,CTRL_INDEP,0.05,63,16,76,47,0.2345,0.1825,7,37,115,78,0.6890521990074442,0.01818307067187086,0.26715280319129237,0.2706864245752258,1.0132269672701253,0.06806243638346192,False
B136,20,CTRL_INDEP,0.1,63,16,76,47,0.232,0.182,7,37,115,78,0.6890521990074442,0.01818307067187086,0.26715280319129237,0.2706864245752258,1.0132269672701253,0.06806243638346192,False
B136,20,CTRL_INDEP,0.2,63,16,76,47,0.2235,0.173,7,37,115,78,0.6890521990074442,0.01818307067187086,0.26715280319129237,0.2706864245752258,1.0132269672701253,0.06806243638346192,False
B136,20,CTRL_INDEP,0.3,63,16,76,47,0.2035,0.153,7,37,115,78,0.6890521990074442,0.01818307067187086,0.26715280319129237,0.2706864245752258,1.0132269672701253,0.06806243638346192,False
B136,20,CTRL_INDEP,0.6,63,16,63,63,0.6325,0.6325,5,37,76,39,0.978599374442327,0.28954717543488284,0.2834712825270352,0.2756824280245633,0.9725233031260263,1.0214338921871855,False
B136,20,CTRL_INDEP,1.0,63,16,63,63,0.98,0.98,1,63,63,0,1.4051792661933997,0.7161270671859556,0.29014170367083253,0.2810291659648763,0.9685928027902723,2.4681976362777758,True
B136,25,CTRL_CORR,0.0,63,16,37,126,0.137,0.031,13,21,126,105,1.1102230246251565e-14,2.4424906541753444e-15,0.053086670556173776,0.2835387595653617,5.341053725818697,4.600949030304731e-14,False
B136,25,CTRL_CORR,0.05,63,16,63,63,0.366,0.366,11,26,126,100,0.050000000000005596,0.04999999999999449,0.057040938992169186,0.2972864718848929,5.21180887161948,0.8765634101300243,False
B136,25,CTRL_CORR,0.1,63,16,63,63,0.762,0.762,4,63,126,63,0.10000000000000564,0.09999999999999454,0.05900414292611661,0.2990520058518559,5.068322172331538,1.6947962471925375,False
B136,25,CTRL_CORR,0.2,63,16,63,63,0.9915,0.9915,1,63,63,0,0.20000000000000595,0.19999999999999485,0.06334357996700217,0.30267654979934744,4.778330336823747,3.1573839070065453,True
B136,25,CTRL_CORR,0.3,63,16,63,63,1.0,1.0,1,63,63,0,0.30000000000000604,0.29999999999999494,0.06814471797222672,0.3064220269770814,4.496636512634298,4.402395503672991,True
B136,25,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000059,0.5999999999999948,0.08449746933652384,0.31834068608173494,3.7674582278185804,7.100804375695618,True
B136,25,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.000000000000006,0.9999999999999949,0.1089642469240451,0.3356701693832046,3.0805532902658217,9.177322178870813,True
B136,25,CTRL_INDEP,0.0,63,16,105,105,0.401,0.401,4,63,126,63,0.8822690199750094,0.02263832953205891,0.2760078141909428,0.3046898676066856,1.1039175412472217,0.08202061089617436,False
B136,25,CTRL_INDEP,0.05,63,16,105,105,0.394,0.394,4,63,126,63,0.8822690199750094,0.02263832953205891,0.2760078141909428,0.3046898676066856,1.1039175412472217,0.08202061089617436,False
B136,25,CTRL_INDEP,0.1,63,16,105,105,0.3755,0.3755,4,63,126,63,0.8822690199750094,0.02263832953205891,0.2760078141909428,0.3046898676066856,1.1039175412472217,0.08202061089617436,False
B136,25,CTRL_INDEP,0.2,63,16,105,105,0.3405,0.3405,4,63,126,63,0.8822690199750094,0.02263832953205891,0.2760078141909428,0.3046898676066856,1.1039175412472217,0.08202061089617436,False
B136,25,CTRL_INDEP,0.3,63,16,63,63,0.3345,0.3345,4,63,126,63,0.8995746112936089,0.017305591318599545,0.28635620019470576,0.2770753316754775,0.9675897762544767,0.060433792971246084,False
B136,25,CTRL_INDEP,0.6,63,16,63,63,0.7955,0.7955,3,63,126,63,1.2195017213868176,0.33723270141180817,0.28963508368621854,0.2805014140039499,0.9684649056805433,1.164336506198798,False
B136,25,CTRL_INDEP,1.0,63,16,63,63,0.9925,0.9925,1,63,63,0,1.6460712015110952,0.7638021815360858,0.2943617089279916,0.28543003451550597,0.9696574855302577,2.5947742466834613,True
B136,30,CTRL_CORR,0.0,63,16,83,126,0.135,0.0915,13,21,126,105,8.43769498715119e-15,8.881784197001252e-16,0.054774084101750255,0.2944389054466377,5.375514904086351,1.6215303902667072e-14,False
B136,30,CTRL_CORR,0.05,63,16,63,63,0.416,0.416,12,21,126,105,0.050000000000007816,0.04999999999999938,0.05545718551893005,0.2961153893000423,5.339531505776915,0.9015964213137379,False
B136,30,CTRL_CORR,0.1,63,16,63,63,0.835,0.835,4,52,126,74,0.10000000000000786,0.09999999999999942,0.05633263711400258,0.2978203249646649,5.286816670094001,1.7751698681818404,False
B136,30,CTRL_CORR,0.2,63,16,63,63,0.9985,0.9985,1,63,63,0,0.20000000000000795,0.1999999999999995,0.058624239759813034,0.3013136117928775,5.139744464531688,3.411558099847628,True
B136,30,CTRL_CORR,0.3,63,16,63,63,1.0,1.0,1,63,63,0,0.3000000000000078,0.2999999999999994,0.0615670913620258,0.3049149211000424,4.952563363877086,4.87273303583475,True
B136,30,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000083,0.5999999999999999,0.07343868940733551,0.3163295387594537,4.3073962963159405,8.170080441823192,True
B136,30,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.000000000000009,1.0000000000000007,0.09377631367766454,0.33284106991554113,3.549308528586538,10.663673594989891,True
B136,30,CTRL_INDEP,0.0,63,16,52,52,0.7645,0.7645,5,52,105,53,0.8683850620500011,0.42651809190023715,0.2615932010715708,0.27791056951727133,1.0623768828045197,1.6304632159898667,False
B136,30,CTRL_INDEP,0.05,63,16,52,52,0.7645,0.7645,5,52,105,53,0.8683850620500011,0.42651809190023715,0.2615932010715708,0.27791056951727133,1.0623768828045197,1.6304632159898667,False
B136,30,CTRL_INDEP,0.1,63,16,52,52,0.7615,0.7615,5,52,105,53,0.8683850620500011,0.42651809190023715,0.2615932010715708,0.27791056951727133,1.0623768828045197,1.6304632159898667,False
B136,30,CTRL_INDEP,0.2,63,16,52,52,0.752,0.752,5,52,105,53,0.8683850620500011,0.42651809190023715,0.2615932010715708,0.27791056951727133,1.0623768828045197,1.6304632159898667,False
B136,30,CTRL_INDEP,0.3,63,16,52,52,0.7365,0.7365,6,52,105,53,0.8683850620500011,0.42651809190023715,0.2615932010715708,0.27791056951727133,1.0623768828045197,1.6304632159898667,False
B136,30,CTRL_INDEP,0.6,63,16,52,52,0.6075,0.6075,4,52,105,53,0.8683850620500011,0.20884530035600268,0.32869684782496994,0.3180754591054766,0.9676863687930795,0.6353736025701474,False
B136,30,CTRL_INDEP,1.0,63,16,63,63,0.703,0.703,2,52,63,11,1.0511134986500688,0.18272843660006766,0.34380321192206237,0.33245099193940697,0.9669804714179667,0.53149135977674,True
B136,40,CTRL_CORR,0.0,63,16,37,126,0.132,0.049,14,21,126,105,5.551115123125783e-15,2.220446049250313e-16,0.030967925711683327,0.2975788068853217,9.609258613438664,7.170147816560415e-15,False
B136,40,CTRL_CORR,0.05,63,16,63,63,0.523,0.523,11,21,126,105,0.05000000000000249,0.049999999999996936,0.04496294244600368,0.3030591337144774,6.7401979769990215,1.1120268665700048,False
B136,40,CTRL_CORR,0.1,63,16,63,63,0.918,0.918,1,63,63,0,0.10000000000000275,0.0999999999999972,0.04625871933078505,0.3048995247222652,6.591179546973654,2.161754615057998,True
B136,40,CTRL_CORR,0.2,63,16,63,63,1.0,1.0,1,63,63,0,0.2000000000000024,0.19999999999999685,0.04960430065462045,0.3086839729560265,6.222927626886597,4.031908470850856,True
B136,40,CTRL_CORR,0.3,63,16,63,63,1.0,1.0,1,63,63,0,0.3000000000000027,0.29999999999999716,0.05379330587131854,0.3126024403740192,5.8111773446645945,5.576902091082506,True
B136,40,CTRL_CORR,0.6,63,16,63,63,1.0,1.0,1,63,63,0,0.6000000000000021,0.5999999999999965,0.06976827788392613,0.32511267421364537,4.65989249089016,8.599896947409535,True
B136,40,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000018,0.9999999999999962,0.09525380777422736,0.34337931802880156,3.604888098990086,10.4982679786431,True
B136,40,CTRL_INDEP,0.0,63,16,52,52,0.2585,0.2585,10,21,126,105,0.5587402219402287,0.03215060320992502,0.32607132501991487,0.3359137987378132,1.030185033036245,0.09859990972208739,False
B136,40,CTRL_INDEP,0.05,63,16,52,52,0.2535,0.2535,10,21,126,105,0.5587402219402287,0.03215060320992502,0.32607132501991487,0.3359137987378132,1.030185033036245,0.09859990972208739,False
B136,40,CTRL_INDEP,0.1,63,16,52,52,0.2415,0.2415,10,21,126,105,0.5587402219402287,0.006608527236028783,0.33776053720100324,0.32886660118617234,0.9736679243569,0.01956571744820506,False
B136,40,CTRL_INDEP,0.2,63,16,63,63,0.305,0.305,9,21,126,105,0.6633207349535986,0.1045805130133699,0.3390696928986408,0.3304194893987896,0.974488420283446,0.3084336795758166,False
B136,40,CTRL_INDEP,0.3,63,16,63,63,0.454,0.454,7,21,105,84,0.7745097752029964,0.2157695532627677,0.34041664971130764,0.33200903478609284,0.9753019867496349,0.6338396005182247,False
B136,40,CTRL_INDEP,0.6,63,16,63,63,0.872,0.872,2,52,63,11,1.1080768959511915,0.5493366740109629,0.34467983305220223,0.3369923670234189,0.9776967919454137,1.5937592552093556,True
B136,40,CTRL_INDEP,1.0,63,16,63,63,0.9955,0.9955,1,63,63,0,1.5528330569487852,0.9940928350085565,0.3508656718503489,0.3441181099406479,0.9807688170971056,2.8332576104297735,True
SMALL,5,CTRL_CORR,0.0,63,16,83,26,0.109,0.047,13,21,126,105,3.774758283725532e-15,5.551115123125783e-16,0.13972688731554328,0.2524041255887038,1.806410565911363,3.972832451774136e-15,False
SMALL,5,CTRL_CORR,0.05,63,16,63,63,0.1415,0.1415,13,21,126,105,0.05000000000000138,0.0499999999999976,0.1870149500293046,0.2848466568507821,1.5231223857031086,0.26735830473533145,False
SMALL,5,CTRL_CORR,0.1,63,16,63,63,0.222,0.222,13,21,126,105,0.10000000000000131,0.09999999999999754,0.18720178913988653,0.28519095633560376,1.5234414032362418,0.5341829288034877,False
SMALL,5,CTRL_CORR,0.2,63,16,63,63,0.4565,0.4565,11,21,126,105,0.20000000000000184,0.19999999999999807,0.18761778989121677,0.2859064488076163,1.5238770746280965,1.06599699376035,False
SMALL,5,CTRL_CORR,0.3,63,16,63,63,0.6995,0.6995,8,21,126,105,0.3000000000000017,0.29999999999999793,0.18808990337489837,0.2866575741287357,1.5240455175170862,1.594981945426607,False
SMALL,5,CTRL_CORR,0.6,63,16,63,63,0.987,0.987,1,63,63,0,0.600000000000002,0.5999999999999982,0.1898384850441605,0.28912190415235206,1.5229888928216853,3.1605814798849945,True
SMALL,5,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000027,0.9999999999999988,0.1929250859448744,0.292888505261575,1.5181462992597228,5.183359100774145,True
SMALL,5,CTRL_INDEP,0.0,63,16,57,57,0.4845,0.4845,5,26,105,79,1.2619361477638735,0.17144289491105114,0.3196777775065163,0.3407297093894781,1.0658535981048376,0.5362990704211725,False
SMALL,5,CTRL_INDEP,0.05,63,16,57,57,0.4845,0.4845,5,26,105,79,1.1983855327741837,0.17144289491105114,0.3196777775065163,0.3407297093894781,1.0658535981048376,0.5362990704211725,False
SMALL,5,CTRL_INDEP,0.1,63,16,57,57,0.4845,0.4845,5,26,105,79,1.1892991657029517,0.17144289491105114,0.3196777775065163,0.3407297093894781,1.0658535981048376,0.5362990704211725,False
SMALL,5,CTRL_INDEP,0.2,63,16,57,57,0.4845,0.4845,5,26,105,79,1.1892991657029517,0.17144289491105114,0.3196777775065163,0.3407297093894781,1.0658535981048376,0.5362990704211725,False
SMALL,5,CTRL_INDEP,0.3,63,16,57,57,0.4845,0.4845,5,26,105,79,1.1892991657029517,0.17144289491105114,0.3196777775065163,0.3407297093894781,1.0658535981048376,0.5362990704211725,False
SMALL,5,CTRL_INDEP,0.6,63,16,57,57,0.4765,0.4765,5,26,105,79,1.1892991657029517,0.17144289491105114,0.3196777775065163,0.3407297093894781,1.0658535981048376,0.5362990704211725,False
SMALL,5,CTRL_INDEP,1.0,63,16,63,63,0.3895,0.3895,4,26,105,79,1.198375317732881,0.009076152029929396,0.3683298547560523,0.34965320342754974,0.9492936804135189,0.02464136944842715,False
SMALL,8,CTRL_CORR,0.0,63,16,42,21,0.0965,0.06,14,21,126,105,4.440892098500626e-15,9.992007221626409e-16,0.16110366728157904,0.3211292956023456,1.9933084145196505,6.202222078633537e-15,False
SMALL,8,CTRL_CORR,0.05,63,16,63,63,0.1155,0.1155,14,21,126,105,0.05000000000000171,0.04999999999999727,0.16160542088156163,0.3081193837690065,1.9066153974799083,0.30939556190161205,False
SMALL,8,CTRL_CORR,0.1,63,16,63,63,0.2085,0.2085,13,21,126,105,0.10000000000000164,0.0999999999999972,0.16139145475440797,0.3086289530487476,1.9123004592677681,0.6196114915264185,False
SMALL,8,CTRL_CORR,0.2,63,16,63,63,0.5015,0.5015,12,21,115,94,0.20000000000000173,0.1999999999999973,0.16103611599872186,0.3096837619909194,1.9230702384387943,1.2419574252621983,False
SMALL,8,CTRL_CORR,0.3,63,16,63,63,0.762,0.762,7,21,83,62,0.30000000000000204,0.2999999999999976,0.1607780851669257,0.31078572561736245,1.9330104926594522,1.8659259418877057,False
SMALL,8,CTRL_CORR,0.6,63,16,63,63,0.9975,0.9975,1,63,63,0,0.6000000000000018,0.5999999999999973,0.16059164631633197,0.3143694797879959,1.9575705648396788,3.73618437672731,True
SMALL,8,CTRL_CORR,1.0,63,16,63,63,1.0,1.0,1,63,63,0,1.0000000000000018,0.9999999999999972,0.1617134858003551,0.3197762274090706,1.9774246150618093,6.18377617086652,True
SMALL,8,CTRL_INDEP,0.0,63,16,90,90,0.249,0.249,8,32,126,94,0.6182604729138289,0.05420625367075116,0.39237370148561246,0.36173076929854925,0.9219037053935002,0.13814955861087136,False
SMALL,8,CTRL_INDEP,0.05,63,16,90,90,0.249,0.249,8,32,126,94,0.6182604729138289,0.05420625367075116,0.39237370148561246,0.36173076929854925,0.9219037053935002,0.13814955861087136,False
SMALL,8,CTRL_INDEP,0.1,63,16,90,90,0.249,0.249,8,32,126,94,0.6182604729138289,0.05420625367075116,0.39237370148561246,0.36173076929854925,0.9219037053935002,0.13814955861087136,False
SMALL,8,CTRL_INDEP,0.2,63,16,90,90,0.2455,0.2455,8,32,126,94,0.6182604729138289,0.05420625367075116,0.39237370148561246,0.36173076929854925,0.9219037053935002,0.13814955861087136,False
SMALL,8,CTRL_INDEP,0.3,63,16,90,90,0.236,0.236,9,32,126,94,0.6182604729138289,0.05420625367075116,0.39237370148561246,0.36173076929854925,0.9219037053935002,0.13814955861087136,False
