panel,anchor_N,cadence,L,chooser,pick,moved,gap,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,spy_Sharpe,spy_oos_Sharpe,live_Sharpe,KEEP_4a,KEEP_4b
U56,20,W,21,SE_IID,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,21,SE_BLOCK,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,21,SE_FOLD,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,21,C_NAIVE,5,True,0.16578882721537824,0.22973283647466713,1.1319459555532634,-0.2845404508737266,1.2878698354218048,1.0396273932457514,0.23211568564834484,1.0486561694607455,-0.28454045087372615,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,20,W,21,C_CALMAR,5,True,0.16578882721537824,0.22973283647466713,1.1319459555532634,-0.2845404508737266,1.2878698354218048,1.0396273932457514,0.23211568564834484,1.0486561694607455,-0.28454045087372615,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,20,W,21,C_ANCHOR,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,42,SE_IID,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,42,SE_BLOCK,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,42,SE_FOLD,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,42,C_NAIVE,5,True,0.16578882721537824,0.22973283647466713,1.1319459555532634,-0.2845404508737266,1.2878698354218048,1.0396273932457514,0.23211568564834484,1.0486561694607455,-0.28454045087372615,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,20,W,42,C_CALMAR,5,True,0.16578882721537824,0.22973283647466713,1.1319459555532634,-0.2845404508737266,1.2878698354218048,1.0396273932457514,0.23211568564834484,1.0486561694607455,-0.28454045087372615,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,20,W,42,C_ANCHOR,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,63,SE_IID,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,63,SE_BLOCK,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,63,SE_FOLD,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,63,C_NAIVE,5,True,0.16578882721537824,0.22973283647466713,1.1319459555532634,-0.2845404508737266,1.2878698354218048,1.0396273932457514,0.23211568564834484,1.0486561694607455,-0.28454045087372615,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,20,W,63,C_CALMAR,5,True,0.16578882721537824,0.22973283647466713,1.1319459555532634,-0.2845404508737266,1.2878698354218048,1.0396273932457514,0.23211568564834484,1.0486561694607455,-0.28454045087372615,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,20,W,63,C_ANCHOR,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,126,SE_IID,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,126,SE_BLOCK,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,126,SE_FOLD,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,126,C_NAIVE,5,True,0.16578882721537824,0.22973283647466713,1.1319459555532634,-0.2845404508737266,1.2878698354218048,1.0396273932457514,0.23211568564834484,1.0486561694607455,-0.28454045087372615,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,20,W,126,C_CALMAR,5,True,0.16578882721537824,0.22973283647466713,1.1319459555532634,-0.2845404508737266,1.2878698354218048,1.0396273932457514,0.23211568564834484,1.0486561694607455,-0.28454045087372615,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,20,W,126,C_ANCHOR,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,252,SE_IID,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,252,SE_BLOCK,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,252,SE_FOLD,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,252,C_NAIVE,5,True,0.16578882721537824,0.22973283647466713,1.1319459555532634,-0.2845404508737266,1.2878698354218048,1.0396273932457514,0.23211568564834484,1.0486561694607455,-0.28454045087372615,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,20,W,252,C_CALMAR,5,True,0.16578882721537824,0.22973283647466713,1.1319459555532634,-0.2845404508737266,1.2878698354218048,1.0396273932457514,0.23211568564834484,1.0486561694607455,-0.28454045087372615,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,20,W,252,C_ANCHOR,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,504,SE_IID,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,504,SE_BLOCK,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,504,SE_FOLD,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,20,W,504,C_NAIVE,5,True,0.16578882721537824,0.22973283647466713,1.1319459555532634,-0.2845404508737266,1.2878698354218048,1.0396273932457514,0.23211568564834484,1.0486561694607455,-0.28454045087372615,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,20,W,504,C_CALMAR,5,True,0.16578882721537824,0.22973283647466713,1.1319459555532634,-0.2845404508737266,1.2878698354218048,1.0396273932457514,0.23211568564834484,1.0486561694607455,-0.28454045087372615,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,20,W,504,C_ANCHOR,20,False,0.16578882721537824,0.14176064753632223,1.1409922067414988,-0.19388761176911828,1.2223018173064863,1.0882510830917806,0.1555477055592247,1.1595145501719881,-0.19388761176911862,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,True
U56,12,W,21,SE_IID,12,False,0.20133526433646498,0.15433186766827856,1.0669280061437203,-0.20391905283702616,1.1489090682360978,1.0167840481683708,0.16664639694423733,1.0610706720577665,-0.2039190528370265,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,12,W,21,SE_BLOCK,12,False,0.20133526433646498,0.15433186766827856,1.0669280061437203,-0.20391905283702616,1.1489090682360978,1.0167840481683708,0.16664639694423733,1.0610706720577665,-0.2039190528370265,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,12,W,21,SE_FOLD,12,False,0.20133526433646498,0.15433186766827856,1.0669280061437203,-0.20391905283702616,1.1489090682360978,1.0167840481683708,0.16664639694423733,1.0610706720577665,-0.2039190528370265,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,12,W,21,C_NAIVE,5,True,0.20133526433646498,0.22973283647466713,1.1319459555532634,-0.2845404508737266,1.2878698354218048,1.0396273932457514,0.23211568564834484,1.0486561694607455,-0.28454045087372615,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
U56,12,W,21,C_CALMAR,5,True,0.20133526433646498,0.22973283647466713,1.1319459555532634,-0.2845404508737266,1.2878698354218048,1.0396273932457514,0.23211568564834484,1.0486561694607455,-0.28454045087372615,0.8813847249453147,0.8684062229066973,1.1980493437933688,False,False
