panel,q,k,seed,arm,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b,fails4b
k40~q0.500~s000,0.5,40,0,CAND10,0.060921494720534985,0.4865647784729738,-0.3218144517989213,0.4517424179336902,0.5195725544843587,0.08195705612543591,0.5974225074800753,-0.3218144517989209,False,False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s000,0.5,40,0,CAND20,0.06525060285840967,0.5621395907942873,-0.30914791500374206,0.5703006231155704,0.562800974556932,0.07626817883614567,0.6155916640287112,-0.3091479150037417,False,False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s000,0.5,40,0,EWall,0.06490353963404738,0.5727917088400721,-0.30720594185163963,0.6281234312422609,0.5358696844454238,0.07145426491912588,0.5968596073553523,-0.3072059418516393,False,False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s000,0.5,40,0,v2,0.059735759355963536,0.8370059147690913,-0.11120062803275077,0.76703312398167,0.903481792596354,0.06759367571480479,0.9347642496689952,-0.11120062803275232,False,False,"H1,CAGR"
k40~q0.500~s001,0.5,40,1,CAND10,0.0773083997694155,0.6025773810696149,-0.2992178839135382,0.6918732281714586,0.5271661894428042,0.08257339488106541,0.6220443214034391,-0.29921788391353843,False,False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s001,0.5,40,1,CAND20,0.07516511275860993,0.6472600001155934,-0.2826973238201904,0.77972819653741,0.5427612398973108,0.07159603176159535,0.6028766417792346,-0.2826973238201903,False,False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s001,0.5,40,1,EWall,0.07957821514141261,0.6910829781825972,-0.2793826946738124,0.8493958864941439,0.569867643487984,0.07735995775474147,0.6516986420912536,-0.27938269467381216,False,False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s001,0.5,40,1,v2,0.058316209003225206,0.7926044290094367,-0.14417086272785773,0.8828639843911147,0.7079891034483526,0.05628774189245411,0.7682119446524488,-0.14417086272785795,False,False,"H1,H2,OOS,CAGR"
k40~q0.500~s002,0.5,40,2,CAND10,0.14062555239727947,0.9270385849794683,-0.24373659118646462,0.8155739456140068,1.026478696685517,0.16263748861640992,1.0041992748224544,-0.24373659118646485,False,False,"H1,DD"
k40~q0.500~s002,0.5,40,2,CAND20,0.1205573190238105,0.8875822617554433,-0.2530144077600298,0.9159395790363632,0.8710628810032013,0.12704103578417514,0.8996410526321036,-0.25301440776003026,False,False,DD
k40~q0.500~s002,0.5,40,2,EWall,0.12347703286370026,0.9231493457619246,-0.24374742356517642,0.9358113982191076,0.9190683775611493,0.13442615289260984,0.9662939257618142,-0.24374742356517665,False,False,DD
k40~q0.500~s002,0.5,40,2,v2,0.08195248466669658,0.9777074278149944,-0.13010986781144218,1.066473030874425,0.9019948208538743,0.08542820765263448,0.9928390486460386,-0.13010986781144251,False,False,CAGR
k40~q0.500~s003,0.5,40,3,CAND10,0.1281732961565003,0.8330518933897672,-0.2605204119085367,0.9125279066679639,0.776303778843581,0.12846654925966283,0.7950726064361262,-0.2605204119085369,False,False,"H2,OOS,DD"
k40~q0.500~s003,0.5,40,3,CAND20,0.11479221093323133,0.8498232098085599,-0.2448290036092282,0.8775872384813641,0.8305699651165278,0.12340181403245798,0.8776457893354399,-0.2448290036092282,False,False,"H1,H2,OOS,DD"
k40~q0.500~s003,0.5,40,3,EWall,0.10671427943863265,0.8215007981667857,-0.23916008724326188,0.9083513387140172,0.7503801046082818,0.1080450640690187,0.8108548110559441,-0.23916008724326188,False,False,"H2,OOS,DD"
k40~q0.500~s003,0.5,40,3,v2,0.07712402829850173,0.9187892090999064,-0.13655109124108533,0.8488690565902997,0.9837839159853339,0.08507026851542299,0.9739239973503885,-0.13655109124108533,False,False,"H1,CAGR"
k40~q0.500~s004,0.5,40,4,CAND10,0.06436348091740696,0.5147888285986283,-0.2519869253458372,0.4513242647310568,0.5711683209459634,0.08227641499433469,0.6068603122139512,-0.25198692534583755,False,False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s004,0.5,40,4,CAND20,0.07052411316383989,0.6065033134132051,-0.21289982155573706,0.7752986539602426,0.48073766791125594,0.06471333839735727,0.542708803271433,-0.21289982155573695,False,False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s004,0.5,40,4,EWall,0.07125188796724546,0.6223179924145501,-0.2144238397565722,0.7722278966662891,0.5126565766594869,0.06972868037050062,0.5876680115581387,-0.21442383975657453,False,False,"H1,H2,OOS,DD,CAGR"
k40~q0.500~s004,0.5,40,4,v2,0.05867609409516672,0.7953394871476034,-0.14501641967649936,0.9883110991686284,0.6052229718446932,0.05207875496009695,0.7185319838732899,-0.14501641967650292,False,False,"H2,OOS,CAGR"
k40~q0.500~s005,0.5,40,5,CAND10,0.09919545089111459,0.6956224847356057,-0.23986498549693613,0.9283544759377571,0.4909234105629259,0.08296470047909921,0.5875294843333002,-0.2398649854969358,False,False,"H2,OOS,DD"
k40~q0.500~s005,0.5,40,5,CAND20,0.09331896233614323,0.728562667314735,-0.22861233495157507,0.8898479298801805,0.5874906873874258,0.09213556723302196,0.7127152061050861,-0.22861233495157685,False,False,"H1,H2,OOS,DD,CAGR"
