sel,panel,book,cost,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,v1_OOS_Sharpe,v1_OOS_CAGR,v1_OOS_MaxDD,ctl_OOS_Sharpe,pick,m,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,beat_spy,beat_v1
S0,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,control,1.0,0.07167644913632909,0.7135835570891119,-0.15672092223908363,False,False
S1,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),,,,,False,False
S2,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),,,,,False,False
S3,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),,,,,False,False
S4,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),,,,,False,False
S5,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),,,,,False,False
S6,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),,,,,False,False
S0,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,ebud-0.10,1.0,0.009515797736436848,0.21069454724710715,-0.11081637294244429,False,False
S1,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),,,,,False,False
S2,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),,,,,False,False
S3,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),,,,,False,False
S4,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),,,,,False,False
S5,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),,,,,False,False
S6,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),,,,,False,False
