panel,theta,x,cad,family,con,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,CAGR0,gross_mean,turn_yr,dSharpe_ctrl,p4a,f4b,p4b
U56,0.3,0.04258870572676662,D,MA-THRESH,RESPREAD,0.20546055277398168,0.7771406821129456,-0.5375252447035045,0.8872111608673294,0.6898736000212887,0.20641243852422098,0.8279093860373871,-0.40056688622903147,0.20467590039926797,0.7458617357397328,-0.5375252447035044,0.25249617767307475,0.5939189189189189,38.301066760286986,-0.347839063110321,False,"H1,H2,OOS,DD",False
U56,0.3,0.04258870572676662,D,MA-THRESH,DEGROSS,0.00938573378459262,0.647301416335104,-0.021894826505361342,0.8984743142066837,0.5148104425366917,0.0102992167106426,0.9268890597990497,-0.019666551301414037,0.00863281656099879,0.5159749105757881,-0.02189482650536123,0.01080176369803132,0.03193538678893245,1.401907413169063,-0.47767832888816264,False,"H1,H2,OOS,CAGR",False
U56,0.3,0.04258870572676662,D,QUANTILE-M,RESPREAD,0.2590214398702879,1.0419308385910984,-0.41260126715589185,1.1663109957693625,0.9528145661289954,0.28703884605767627,1.2399110523816277,-0.3330394866756058,0.2363693292924547,0.9159355765162658,-0.41260126715589207,0.303372257798489,0.75,34.63429338117455,-0.08304890663216824,False,DD,False
U56,0.3,0.04258870572676662,D,QUANTILE-M,DEGROSS,0.014706757948259153,1.0398456062149743,-0.027875354986901524,1.1521109299878705,0.950485096195154,0.015966611816972343,1.2226931459648809,-0.022348268671834925,0.0136686710190137,0.9129492050040989,-0.027875354986900858,0.016743624847732397,0.04241030083903082,2.0054041843870225,-0.08513413900829225,False,CAGR,False
U56,0.3,0.04258870572676662,D,QUANTILE-F,RESPREAD,0.2778495811291921,1.018425060672601,-0.46828171241276473,1.1655431572961303,0.9051911623509935,0.30937329382847323,1.1969204707931027,-0.3887604152884503,0.25241749336648156,0.9012958413003906,-0.46828171241276473,0.32350527193889134,0.75,35.1116406859414,-0.10655468455066552,False,DD,False
U56,0.3,0.04258870572676662,D,QUANTILE-F,DEGROSS,0.012064366916087366,1.0147532206684124,-0.025460094772497888,1.1619814570826572,0.9014041866809896,0.0128073546873253,1.1934148426103368,-0.019650739606083767,0.011451880986522722,0.8974931995083179,-0.025460094772498,0.013623149845768845,0.03194152929507496,1.5390492133225424,-0.11022652455485416,False,CAGR,False
U56,0.3,0.04258870572676662,W,MA-THRESH,RESPREAD,0.2777579260469978,0.9835931857769409,-0.6142703608481992,1.1679007790624654,0.8261469888532758,0.3216139493781045,1.1562400597161333,-0.3074882902926276,0.24267829814141706,0.8605842890055595,-0.6142703608481979,0.29946090239685463,0.5963879735794431,16.891223425477634,-0.14477846075839862,False,"H2,OOS,DD",False
U56,0.3,0.04258870572676662,W,MA-THRESH,DEGROSS,0.010771760826056243,0.7412353684502565,-0.021479357742683503,0.9996895244002663,0.5929333087067213,0.012094795325443553,1.0447844847391141,-0.013611511208590499,0.009681681594603697,0.5856695824144719,-0.021479357742683614,0.011428793336616838,0.03186169143036946,0.6500126491584608,-0.387136278085083,False,"H2,OOS,CAGR",False
U56,0.3,0.04258870572676662,W,QUANTILE-M,RESPREAD,0.33306963499152165,1.2615377748378975,-0.3220553376001811,1.4343235788815112,1.1334158369914136,0.3782004768204572,1.5238506548556647,-0.21387791150773694,0.29695538425198076,1.089731629820541,-0.32205533760018146,0.35314369958488023,0.7506365239370737,14.974664527157225,0.13316612830255803,False,DD,False
U56,0.3,0.04258870572676662,W,QUANTILE-M,DEGROSS,0.018011291853142097,1.2569914999551284,-0.020337531019225974,1.4257313079763376,1.1187049483349563,0.02022230488335719,1.5148518481104822,-0.013696371555023013,0.01619101768002551,1.0736473612224005,-0.02033753101922664,0.018897011076769665,0.042572843246516355,0.8697740823322195,0.12861985341978888,False,CAGR,False
U56,0.3,0.04258870572676662,W,QUANTILE-F,RESPREAD,0.3663009646057769,1.251529828812716,-0.36468352408941085,1.3795058374620917,1.1521242965802747,0.40694672274301724,1.4599171060518112,-0.27045172725508304,0.33365730643229097,1.1109111766005038,-0.36468352408941107,0.3869712781404715,0.7506868311473406,15.050116878578454,0.1231581822773764,False,DD,False
U56,0.3,0.04258870572676662,W,QUANTILE-F,DEGROSS,0.014944731821639579,1.240649481325384,-0.01803084196348359,1.3800902121941172,1.1315691210450547,0.01610538021288943,1.4643672050144927,-0.012590839961262201,0.01398830218127256,1.0893116492916863,-0.0180308419634837,0.01561732365994195,0.03207771209321768,0.6625429199679927,0.1122778347900446,False,CAGR,False
U56,0.3,0.04258870572676662,M,MA-THRESH,RESPREAD,0.2637005936369976,0.9343991546915255,-0.5851888704061932,1.1356907517184303,0.7711622882277546,0.31146237373237984,1.1377641085835895,-0.2779507451215327,0.22561360125602525,0.7976411297641876,-0.5851888704061934,0.27220937230171693,0.5874048304155223,6.703972672800675,-0.2022001774228187,False,"H2,OOS,DD",False
U56,0.3,0.04258870572676662,M,MA-THRESH,DEGROSS,0.01098121001843011,0.7347878842712583,-0.02434530455148176,0.9599796638377942,0.6121261226296656,0.011532297896640786,0.9805948435993482,-0.016510307304065885,0.01052683947403854,0.6157998727178126,-0.024345304551481983,0.011273218755734726,0.030610098828798886,0.28884066024308835,-0.40181144784308587,False,"H2,OOS,CAGR",False
