panel,cost,share,n,k_argmax_dCAGR,dCAGR_at_argmax,k_argmax_parab,k_argmax_Sharpe,k0_plus,k0_minus,dCAGR_spread_pp,Sharpe_spread,Sharpe_at_k0,Sharpe_at_live,argmax_at_endpoint
u56,10.0,0.05,2,0.1,6.762156035183864,0.1614325090324565,0.1,0.9718421603658978,0.0,25.070573793207274,0.8506593312511037,0.8503068449969838,0.514319105637004,False
u56,10.0,0.1,4,1.0,1.8863046795445149,,0.0,0.0,0.0,18.34413880460537,0.5801067365217916,1.0141260874026305,0.6435747363799144,True
u56,10.0,0.15,6,0.75,2.881590611441842,0.6969063074862619,0.75,,0.0,14.049191860843523,0.41100451383065595,0.9418137181264573,0.7301990319974027,False
u56,10.0,0.2,7,1.0,4.104181029500653,,1.0,,0.0,14.36621290144029,0.4556980557787583,0.9473830603844667,0.7777200576023623,True
u56,10.0,0.27,10,1.0,4.672983825345933,,1.0,,0.0,11.616899181302443,0.34762223222982325,0.9304570940525174,0.905944565616294,True
u56,10.0,0.35,13,1.0,2.7211453429625276,,1.0,,0.0,9.359806510336188,0.2943424569829248,1.0113537470839808,0.9084375524052579,True
u56,10.0,0.53,20,1.0,0.9148192931564658,,0.25,,0.0,5.865437991093159,0.20694122080268784,1.0635392242670008,0.9695397311789559,True
u56,10.0,0.75,28,0.5,0.4786295007798369,0.47679323513725663,0.1,,0.0,3.367708780373646,0.12960298772719725,1.0626848823548938,1.015433282457066,False
u56,25.0,0.05,2,0.1,6.670217894208519,0.15819542338184206,0.1,0.9245823717037194,0.0,25.205769030189852,1.2607710298263275,0.6986708883235015,0.09386026327024295,False
u56,25.0,0.1,4,1.0,1.5476683470679875,,0.0,0.0,0.0,18.275346563549522,0.9196658190286052,0.860679253486346,0.2702408160354599,True
u56,25.0,0.15,6,0.75,2.6202806337951356,0.6672304816412774,0.75,,0.0,14.18586224400147,0.6820937163035187,0.7908435307375933,0.40313016483232517,False
u56,25.0,0.2,7,1.0,3.8261017920232288,,1.0,,0.0,14.373942778035609,0.6894226008688107,0.7930157689548637,0.48016043413892956,True
u56,25.0,0.27,10,1.0,4.5471253208662965,,1.0,,0.0,11.69549921542985,0.5175410082627734,0.776685496841767,0.6590098491428142,True
u56,25.0,0.35,13,1.0,2.5430553568036585,,1.0,,0.0,9.343075968484094,0.4128288424230141,0.8652315310822083,0.6955546869320364,True
u56,25.0,0.53,20,1.0,0.816626459470049,,0.25,,0.0,5.8381643947822415,0.2726271754840184,0.9258519118821691,0.8003477816150194,True
u56,25.0,0.75,28,0.25,0.4676875828922844,0.36924992868022655,0.25,,0.0,3.341455702111862,0.1585151849879749,0.9323018940080008,0.8740636872865772,False
broad,10.0,0.05,5,1.0,6.865088216612536,,1.0,,0.0,19.755162035151685,0.5927282331081415,0.8759512186202089,0.6330985159399426,True
broad,10.0,0.1,9,1.0,4.329497095849466,,0.5,,0.0,14.126587271307912,0.42733758383716314,0.8814701009047553,0.6587324322616068,True
broad,10.0,0.15,14,0.75,3.6829506357192177,0.8702013746597802,0.75,,0.0,12.60044157333482,0.43672488915356034,0.9287659279657042,0.7946157594496696,False
broad,10.0,0.2,18,0.75,3.725067158215123,0.8329282889801336,0.75,,0.0,10.897533029742302,0.35505353296938014,0.9346774298614163,0.8033890229714102,False
broad,10.0,0.27,25,1.0,2.6436860098512094,,1.0,,0.0,7.7140884111858155,0.21085437123934736,0.9369084073213205,0.9065684028420237,True
broad,10.0,0.35,32,1.0,1.4749125824666809,,0.5,,0.0,4.877957657972676,0.09860529003632601,0.9509909619319217,0.8997125599389506,True
broad,10.0,0.53,48,1.0,0.49102287019833213,,-0.25,0.0,0.0,3.62420877603018,0.11230892905426648,1.0124096019828461,0.9292994998788984,True
broad,10.0,0.75,69,1.0,0.5896854522536188,,1.0,,0.0,2.302076626004834,0.08710422874209467,1.0180992768022208,0.9808689520551312,True
broad,25.0,0.05,5,1.0,5.8845110968293035,,1.0,,0.0,19.514272628682082,0.9477596051805256,0.7099629113890066,0.21715551950734016,True
broad,25.0,0.1,9,0.5,3.8406036036302105,0.52606760877186,0.5,,0.0,14.506697305886807,0.7336328257841795,0.7188458909688952,0.2912933471299711,False
broad,25.0,0.15,14,0.75,3.2244419255636148,0.8505690381713594,0.75,,0.0,12.840408596116216,0.6601257676761894,0.7704708382166487,0.4904925426327733,False
broad,25.0,0.2,18,0.75,3.2421830007231645,0.8135805673424632,0.75,,0.0,11.075503604234239,0.533758766420448,0.7818457974082333,0.5333477405003887,False
broad,25.0,0.27,25,1.0,2.167418974313784,,0.5,,0.0,7.762092769017714,0.33660059146822396,0.7890323530649065,0.6761236265838797,True
broad,25.0,0.35,32,0.5,1.240596288064988,0.5693542644023173,0.5,,0.0,5.077585622040015,0.18003650700364626,0.8065988723659222,0.6964598273364553,False
broad,25.0,0.53,48,0.75,0.22318984591596092,0.8676248051785426,0.0,0.0,0.0,3.5802021410094698,0.15707339776306506,0.8781365761463185,0.7652820896158231,False
broad,25.0,0.75,69,1.0,0.4496389463136907,,1.0,,0.0,2.255222312429117,0.10245099787268697,0.8931023475417703,0.8457936222224035,True
