reading,h,d,panel,mask,inst,book,conv,CAGR,Sharpe,MaxDD,H1,H2,path4a,path4b
A,0.0,1,U56,PXL_5M,PXL,MA200,rw,0.07947592223872535,0.7907478013267968,-0.18256254976773845,0.6469558978100635,0.9127308821877754,"KILL(H1,H2,DD)","KILL(H1,CAGR)"
A,0.0,1,U56,PXL_5M,PXL,MA200,dg,0.05557468010256028,0.8439923717648846,-0.11101412701161784,0.6155229740383755,1.0251145935577626,"KILL(H1,H2)","KILL(H1,CAGR)"
A,0.01,1,SMALL439,NONE,NONE,EWALL,rw,0.09991661246891259,0.6669969928075024,-0.3645387956430157,0.781911256522607,0.6053820338335474,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD)"
A,0.01,1,SMALL439,NONE,NONE,EWALL,dg,0.09991661246891259,0.6669969928075024,-0.3645387956430157,0.781911256522607,0.6053820338335474,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD)"
A,0.01,1,SMALL439,NONE,NONE,MA200,rw,0.06416604513723989,0.49937692824954216,-0.3829074923775143,0.49303253995080115,0.5141543016455811,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,NONE,NONE,MA200,dg,0.035393141979280784,0.5354003952957787,-0.14336696516492675,0.5187109744784402,0.552301912176804,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.01,1,SMALL439,DV_0.5M,DV,EWALL,rw,0.07007053444091027,0.4729365654782304,-0.3927132803107761,0.5566204453192533,0.4173342121347664,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,DV_0.5M,DV,EWALL,dg,0.07007053444091027,0.4729365654782304,-0.3927132803107761,0.5566204453192533,0.4173342121347664,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,DV_0.5M,DV,MA200,rw,0.045741376226713815,0.3625863746011849,-0.4027407825715126,0.41520983183101506,0.32370699260309377,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,DV_0.5M,DV,MA200,dg,0.022604221557160686,0.33033528847963045,-0.17114673024081895,0.3563744870413998,0.3056377011259045,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.01,1,SMALL439,VOLSH_0.5M,VOLSH,EWALL,rw,0.08794081230239148,0.5647061793942528,-0.39510227648220075,0.6460045536051772,0.5125518283830063,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_0.5M,VOLSH,EWALL,dg,0.08794081230239148,0.5647061793942528,-0.39510227648220075,0.6460045536051772,0.5125518283830063,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_0.5M,VOLSH,MA200,rw,0.05877006679024532,0.43849164793225914,-0.41774640808367625,0.4801237857874264,0.40960160292464365,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_0.5M,VOLSH,MA200,dg,0.03016496336073282,0.42835429719320106,-0.16817960536054977,0.43926418873817474,0.41805617177092236,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.01,1,SMALL439,PXL_0.5M,PXL,EWALL,rw,0.05172118422784888,0.3930899319245285,-0.3898109616811887,0.543191476200869,0.2917101238319862,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,PXL_0.5M,PXL,EWALL,dg,0.05172118422784888,0.3930899319245285,-0.3898109616811887,0.543191476200869,0.2917101238319862,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,PXL_0.5M,PXL,MA200,rw,0.03189418960318857,0.28862735753469093,-0.38421511928817953,0.3638074978909888,0.23382620746244495,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,PXL_0.5M,PXL,MA200,dg,0.018600418036428312,0.29094789180059427,-0.17943303392618826,0.360739757792784,0.22706612555925024,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.01,1,SMALL439,DV_1M,DV,EWALL,rw,0.058883007034221224,0.41104798833283224,-0.3996784379786714,0.5075533908933338,0.34466969237871053,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,DV_1M,DV,EWALL,dg,0.058883007034221224,0.41104798833283224,-0.3996784379786714,0.5075533908933338,0.34466969237871053,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,DV_1M,DV,MA200,rw,0.031012476519064025,0.2711645075233711,-0.41134411188019304,0.3575648023334219,0.20354123938062596,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,DV_1M,DV,MA200,dg,0.01521726086926467,0.23281757621186833,-0.20789224698825948,0.2892710953452599,0.178179853903993,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_1M,VOLSH,EWALL,rw,0.08425530002651627,0.5395413610393754,-0.4033843265613808,0.6232629073313292,0.4853680165812104,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_1M,VOLSH,EWALL,dg,0.08425530002651627,0.5395413610393754,-0.4033843265613808,0.6232629073313292,0.4853680165812104,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_1M,VOLSH,MA200,rw,0.05031063182489781,0.3843125398038842,-0.433079369539472,0.4515360647276838,0.33470057660933206,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_1M,VOLSH,MA200,dg,0.02600023018009412,0.3707593368415656,-0.17646885028645332,0.3944713002308154,0.34806937743589167,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.01,1,SMALL439,PXL_1M,PXL,EWALL,rw,0.04236772135854805,0.3385007263427806,-0.3904211649774151,0.473772445578009,0.24477977117231714,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,PXL_1M,PXL,EWALL,dg,0.04236772135854805,0.3385007263427806,-0.3904211649774151,0.473772445578009,0.24477977117231714,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,PXL_1M,PXL,MA200,rw,0.02521456580559911,0.24410712535437987,-0.3829849801137545,0.3180233632055722,0.18779355926170313,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,PXL_1M,PXL,MA200,dg,0.015838213895907005,0.2509766521294783,-0.17431567132100556,0.31768242395925944,0.18807684073208883,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.01,1,SMALL439,DV_2M,DV,EWALL,rw,0.04228007928014188,0.321406028730114,-0.41609288567764346,0.4494119410556651,0.22965518178575903,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,DV_2M,DV,EWALL,dg,0.04228007928014188,0.321406028730114,-0.41609288567764346,0.4494119410556651,0.22965518178575903,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,DV_2M,DV,MA200,rw,0.012378512606506575,0.15735373129077385,-0.4399952949323831,0.2819154482057333,0.058513234707904926,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,DV_2M,DV,MA200,dg,0.007633229768331917,0.13565940335326,-0.25103704603266763,0.22611211285096808,0.04682683922620585,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_2M,VOLSH,EWALL,rw,0.07868352647799304,0.5049607497228839,-0.40304018283082443,0.5851452625307951,0.4540071712462626,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_2M,VOLSH,EWALL,dg,0.07868352647799304,0.5049607497228839,-0.40304018283082443,0.5851452625307951,0.4540071712462626,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_2M,VOLSH,MA200,rw,0.044732262892575925,0.3476298320194311,-0.41259718620029173,0.4090239253513924,0.3036463881901763,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_2M,VOLSH,MA200,dg,0.022526297221145963,0.32405628100880235,-0.19840224285811414,0.3272754886477765,0.3210654131208691,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.01,1,SMALL439,PXL_2M,PXL,EWALL,rw,0.035392656493467456,0.2968457613904801,-0.3961515204516012,0.4458972827487671,0.1934518027057981,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,PXL_2M,PXL,EWALL,dg,0.035392656493467456,0.2968457613904801,-0.3961515204516012,0.4458972827487671,0.1934518027057981,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,PXL_2M,PXL,MA200,rw,0.016480096472243355,0.1852070049037871,-0.41302107150698997,0.3164283308932591,0.08240812595286374,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,PXL_2M,PXL,MA200,dg,0.013789786358103795,0.2207285802330287,-0.1972889365899828,0.3280074432376108,0.12036881358932647,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.01,1,SMALL439,DV_5M,DV,EWALL,rw,0.016275394841024582,0.17993263325492842,-0.47572467621867365,0.3237972898834249,0.07351834585529066,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,DV_5M,DV,EWALL,dg,0.016275394841024582,0.17993263325492842,-0.47572467621867365,0.3237972898834249,0.07351834585529066,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,DV_5M,DV,MA200,rw,-0.011362381295620727,0.015105531612667004,-0.5311246148299531,0.1504515311561038,-0.09255810347134369,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,DV_5M,DV,MA200,dg,-0.0038712208158560024,-0.00664980091732116,-0.30812114574059346,0.10398437257928857,-0.11734620560014092,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_5M,VOLSH,EWALL,rw,0.06221196678275631,0.41217835770717626,-0.41255452660613057,0.5095450338749677,0.3473938403884794,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_5M,VOLSH,EWALL,dg,0.06221196678275631,0.41217835770717626,-0.41255452660613057,0.5095450338749677,0.3473938403884794,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_5M,VOLSH,MA200,rw,0.03191404412108523,0.2684443264454507,-0.45828813027905335,0.37191633006685537,0.19165782157302427,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.01,1,SMALL439,VOLSH_5M,VOLSH,MA200,dg,0.016940737338080103,0.25019224411123364,-0.24032114773806645,0.275901375588911,0.22545095572792548,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
