reading,h,d,panel,mask,inst,book,conv,CAGR,Sharpe,MaxDD,H1,H2,path4a,path4b
A,0.0,1,SMALL439,NONE,NONE,EWALL,rw,0.10074077391545044,0.6715989108740833,-0.363808580859208,0.7875977463474351,0.6093570742497818,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD)"
A,0.0,1,SMALL439,NONE,NONE,EWALL,dg,0.10074077391545044,0.6715989108740833,-0.363808580859208,0.7875977463474351,0.6093570742497818,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD)"
A,0.0,1,SMALL439,NONE,NONE,MA200,rw,0.06476497792629266,0.5032302637783058,-0.38239943767382534,0.49768164644656343,0.5175027338650692,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,NONE,NONE,MA200,dg,0.035692341277530515,0.5395551987723401,-0.14308199721196013,0.5236062702953534,0.5558344149179026,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.0,1,SMALL439,DV_0.5M,DV,EWALL,rw,0.07045625059054572,0.47498240414634274,-0.39241652355503975,0.5581059245219746,0.419838418724911,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,DV_0.5M,DV,EWALL,dg,0.07045625059054572,0.47498240414634274,-0.39241652355503975,0.5581059245219746,0.419838418724911,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,DV_0.5M,DV,MA200,rw,0.04601149064336574,0.3642217061528829,-0.402584157290769,0.4161829999081868,0.3258935018069785,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,DV_0.5M,DV,MA200,dg,0.022738486777744704,0.3320495230620908,-0.17054041008293863,0.3574383984881266,0.30797217414850103,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.0,1,SMALL439,VOLSH_0.5M,VOLSH,EWALL,rw,0.08860635265153438,0.5681567631648665,-0.3945655068596159,0.6492653814992694,0.5162034971434857,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_0.5M,VOLSH,EWALL,dg,0.08860635265153438,0.5681567631648665,-0.3945655068596159,0.6492653814992694,0.5162034971434857,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_0.5M,VOLSH,MA200,rw,0.059237372311355285,0.4412602080507443,-0.4174399301767606,0.48252658862841846,0.412693180575512,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_0.5M,VOLSH,MA200,dg,0.030398684928103936,0.43133022721508585,-0.16800119560752047,0.4419029843880686,0.42135498612297984,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.0,1,SMALL439,PXL_0.5M,PXL,EWALL,rw,0.05172130789167717,0.3930906579882245,-0.38981096168118945,0.5431918136237173,0.29171114940110954,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,PXL_0.5M,PXL,EWALL,dg,0.05172130789167717,0.3930906579882245,-0.38981096168118945,0.5431918136237173,0.29171114940110954,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,PXL_0.5M,PXL,MA200,rw,0.03189423085157861,0.2886276322906079,-0.38421511928817953,0.3638074978909888,0.23382669972110165,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,PXL_0.5M,PXL,MA200,dg,0.018600440857106992,0.29094820238726143,-0.17943274693231592,0.36073975779278405,0.227066722055321,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.0,1,SMALL439,DV_1M,DV,EWALL,rw,0.05920368593779335,0.41275110225949035,-0.39946441775909314,0.50872462855133,0.3468040342012203,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,DV_1M,DV,EWALL,dg,0.05920368593779335,0.41275110225949035,-0.39946441775909314,0.50872462855133,0.3468040342012203,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,DV_1M,DV,MA200,rw,0.03124006709812277,0.27254249070029074,-0.41123354257102185,0.3583172571847989,0.20544048412701196,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,DV_1M,DV,MA200,dg,0.015329504950166273,0.23423587604217322,-0.20739716090830607,0.29008333187612195,0.18018500814547642,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_1M,VOLSH,EWALL,rw,0.08487992434427505,0.5427376449874601,-0.40287954997800934,0.6260174754641633,0.4889519508993499,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_1M,VOLSH,EWALL,dg,0.08487992434427505,0.5427376449874601,-0.40287954997800934,0.6260174754641633,0.4889519508993499,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_1M,VOLSH,MA200,rw,0.05074126077243446,0.38684099143059364,-0.432827262852858,0.4534389417425708,0.3377570276099907,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_1M,VOLSH,MA200,dg,0.026214888039589157,0.3734633461988549,-0.17631610389153385,0.3965779750585263,0.3513472888432996,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.0,1,SMALL439,PXL_1M,PXL,EWALL,rw,0.04236772956907986,0.338500775285122,-0.3904211649774154,0.473772445578009,0.2447798572792935,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,PXL_1M,PXL,EWALL,dg,0.04236772956907986,0.338500775285122,-0.3904211649774154,0.473772445578009,0.2447798572792935,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,PXL_1M,PXL,MA200,rw,0.02521456580559911,0.24410712535437995,-0.3829849801137545,0.3180233632055721,0.18779355926170316,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,PXL_1M,PXL,MA200,dg,0.015838213895907005,0.25097665212947823,-0.17431567132100556,0.31768242395925944,0.18807684073208872,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.0,1,SMALL439,DV_2M,DV,EWALL,rw,0.042529926474035085,0.3227478042629175,-0.415931844852222,0.4502717310942048,0.23138443998658942,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,DV_2M,DV,EWALL,dg,0.042529926474035085,0.3227478042629175,-0.415931844852222,0.4502717310942048,0.23138443998658942,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,DV_2M,DV,MA200,rw,0.012570336870201482,0.15852244055956694,-0.4399270549347615,0.2825215824773204,0.060147417590014365,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,DV_2M,DV,MA200,dg,0.007726946280494529,0.1368336251079968,-0.2506396187231048,0.22676129628045127,0.04851662424483682,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_2M,VOLSH,EWALL,rw,0.07930067596825574,0.5080778049511006,-0.4025211885455373,0.5876173431792376,0.45766270657869096,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_2M,VOLSH,EWALL,dg,0.07930067596825574,0.5080778049511006,-0.4025211885455373,0.5876173431792376,0.45766270657869096,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_2M,VOLSH,MA200,rw,0.045164440849618126,0.3501287799885487,-0.4123286678174435,0.41064473880411373,0.30686753140345874,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_2M,VOLSH,MA200,dg,0.022736487413287154,0.32668321045246557,-0.19752880615968338,0.3290659705881933,0.32449225522619607,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.0,1,SMALL439,PXL_2M,PXL,EWALL,rw,0.035392656493467456,0.29684576139048,-0.3961515204516013,0.4458972827487671,0.193451802705798,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,PXL_2M,PXL,EWALL,dg,0.035392656493467456,0.29684576139048,-0.3961515204516013,0.4458972827487671,0.193451802705798,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,PXL_2M,PXL,MA200,rw,0.016480096472243355,0.18520700490378708,-0.41302107150698997,0.31642833089325917,0.08240812595286365,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,PXL_2M,PXL,MA200,dg,0.013789786358103795,0.22072858023302877,-0.19728893658998314,0.3280074432376108,0.12036881358932636,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,CAGR)"
A,0.0,1,SMALL439,DV_5M,DV,EWALL,rw,0.01643474057632366,0.18079588154182064,-0.47526556545794274,0.32427652526478046,0.0746873985486132,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,DV_5M,DV,EWALL,dg,0.01643474057632366,0.18079588154182064,-0.47526556545794274,0.32427652526478046,0.0746873985486132,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,DV_5M,DV,MA200,rw,-0.011220656507428317,0.015966367579128695,-0.5306434730045434,0.15090223771177727,-0.09136082718437163,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,DV_5M,DV,MA200,dg,-0.003803296994530969,-0.005814266730489404,-0.3077611554765316,0.10446296320598186,-0.11615357052627868,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_5M,VOLSH,EWALL,rw,0.06288133531779394,0.41548181121233085,-0.41203695883582936,0.5120634502842989,0.35134287492241745,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_5M,VOLSH,EWALL,dg,0.06288133531779394,0.41548181121233085,-0.41203695883582936,0.5120634502842989,0.35134287492241745,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_5M,VOLSH,MA200,rw,0.032401893121393854,0.27117240472957777,-0.45655127000804774,0.3735400024848222,0.1952819658411233,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,VOLSH_5M,VOLSH,MA200,dg,0.017165415084855695,0.2529550010621683,-0.2393906455519752,0.2776479913650656,0.22919310412619315,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,PXL_5M,PXL,EWALL,rw,0.01320385590729889,0.16220757525690083,-0.4078693919174047,0.2559041976147208,0.09478650803883945,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,PXL_5M,PXL,EWALL,dg,0.01320385590729889,0.16220757525690083,-0.4078693919174047,0.2559041976147208,0.09478650803883945,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,PXL_5M,PXL,MA200,rw,-0.00323157369224214,0.05356436424844458,-0.4272803196912237,0.13649591238212885,-0.012691886404082024,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,SMALL439,PXL_5M,PXL,MA200,dg,0.002938241119773366,0.0766472159344724,-0.24380702848752844,0.14479015928650288,0.012448468344814567,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)"
A,0.0,1,U56,NONE,NONE,EWALL,rw,0.132764525304645,1.1242997089900533,-0.22525890947548466,1.1926058568978852,1.0703014366987333,"KILL(H1,H2,DD)",KILL(DD)
A,0.0,1,U56,NONE,NONE,EWALL,dg,0.132764525304645,1.1242997089900533,-0.22525890947548466,1.1926058568978852,1.0703014366987333,"KILL(H1,H2,DD)",KILL(DD)
A,0.0,1,U56,NONE,NONE,MA200,rw,0.11550773659098978,1.090945062835641,-0.18647420509523382,1.1669195487424517,1.0365737393618584,"KILL(H1,H2,DD)",KEEP
A,0.0,1,U56,NONE,NONE,MA200,dg,0.0820508610140418,1.1708326642944038,-0.12011679204930892,1.1810518815448394,1.16421883816745,"KILL(H1,H2)",KILL(CAGR)
A,0.0,1,U56,PXL_0.5M,PXL,EWALL,rw,0.10288915979158597,0.9534247867152907,-0.22041322233942673,0.9003570814256959,1.0106135032261898,"KILL(H1,H2,DD)","KILL(H1,DD,CAGR)"
A,0.0,1,U56,PXL_0.5M,PXL,EWALL,dg,0.10288915979158597,0.9534247867152907,-0.22041322233942673,0.9003570814256959,1.0106135032261898,"KILL(H1,H2,DD)","KILL(H1,DD,CAGR)"
A,0.0,1,U56,PXL_0.5M,PXL,MA200,rw,0.08850409942238002,0.9043544062092989,-0.1798166519145855,0.8163496488640566,0.9866701571646589,"KILL(H1,H2,DD)","KILL(H1,CAGR)"
A,0.0,1,U56,PXL_0.5M,PXL,MA200,dg,0.06649380334720689,0.9925351393879771,-0.12173113905865196,0.865775816680871,1.1049490765232184,"KILL(H1,H2,DD)","KILL(H1,CAGR)"
A,0.0,1,U56,PXL_1M,PXL,EWALL,rw,0.10007289235962613,0.9385934852228676,-0.2218129787761991,0.8723793842325565,1.0100364074705779,"KILL(H1,H2,DD)","KILL(H1,DD,CAGR)"
A,0.0,1,U56,PXL_1M,PXL,EWALL,dg,0.10007289235962613,0.9385934852228676,-0.2218129787761991,0.8723793842325565,1.0100364074705779,"KILL(H1,H2,DD)","KILL(H1,DD,CAGR)"
A,0.0,1,U56,PXL_1M,PXL,MA200,rw,0.08899191234898995,0.8970983106436133,-0.17764914858657344,0.7941584747965299,0.9932882852429035,"KILL(H1,H2,DD)","KILL(H1,CAGR)"
A,0.0,1,U56,PXL_1M,PXL,MA200,dg,0.06700397186090301,0.993673409083231,-0.12304776650009097,0.8342876079187563,1.1310169707336524,"KILL(H1,H2,DD)","KILL(H1,CAGR)"
A,0.0,1,U56,PXL_2M,PXL,EWALL,rw,0.09360157725716456,0.917980120095455,-0.22006051027183982,0.8350294718322967,1.012507048296502,"KILL(H1,H2,DD)","KILL(H1,DD,CAGR)"
A,0.0,1,U56,PXL_2M,PXL,EWALL,dg,0.09360157725716456,0.917980120095455,-0.22006051027183982,0.8350294718322967,1.012507048296502,"KILL(H1,H2,DD)","KILL(H1,DD,CAGR)"
A,0.0,1,U56,PXL_2M,PXL,MA200,rw,0.08293029778340744,0.8684991981763124,-0.17997690034683023,0.7539723951233844,0.9779243711603806,"KILL(H1,H2,DD)","KILL(H1,CAGR)"
A,0.0,1,U56,PXL_2M,PXL,MA200,dg,0.06284612428079117,0.9687377620327037,-0.11937276229677496,0.7869611168931018,1.1221767393229687,"KILL(H1,H2)","KILL(H1,CAGR)"
A,0.0,1,U56,PXL_5M,PXL,EWALL,rw,0.07017821229891208,0.657674546158732,-0.20039563212446798,0.2697903208803699,0.968884398822296,"KILL(H1,H2,DD)","KILL(H1,CAGR)"
A,0.0,1,U56,PXL_5M,PXL,EWALL,dg,0.07017821229891208,0.657674546158732,-0.20039563212446798,0.2697903208803699,0.968884398822296,"KILL(H1,H2,DD)","KILL(H1,CAGR)"
