conv,draws,base4b_FPORT,base4b_CANON,lift,pctl_Sharpe,pctl_MaxDD,pctl_CAGR,emp_p,med_OOS_MaxDD_FPORT,med_OOS_MaxDD_CANON,med_OOS_Sharpe_FPORT,med_turn_FPORT,med_turn_CANON
ROTP,50,0.0,0.0,0.0,0.04,1.0,0.0,0.9607843137254902,-0.21893054259859235,-0.21873932890191283,1.1368131874175296,2.433599000162748,2.475101982763467
ROTP,100,0.0,0.0,0.0,0.08,1.0,0.0,0.9207920792079208,-0.21906556083634227,-0.21873932890191283,1.1339456113560702,2.433237739197513,2.4784104051624105
ROTP,200,0.0,0.0,0.0,0.09,1.0,0.0,0.9104477611940298,-0.21896933540089047,-0.21927742375269427,1.1338605540260511,2.432826474648822,2.4797490249290917
ROT,50,0.0,0.0,0.0,0.08,1.0,0.0,0.9215686274509803,-0.21895818875068263,-0.220391721040614,1.133598861581901,2.4332545382934487,2.480643298272761
ROT,100,0.0,0.0,0.0,0.07,1.0,0.0,0.9306930693069307,-0.2189282287380493,-0.2194064837585521,1.1331459647748676,2.4330442995466437,2.480625306453108
ROT,200,0.0,0.0,0.0,0.07,1.0,0.0,0.9303482587064676,-0.21876087671958666,-0.21992056640474406,1.1329287809598485,2.4333040435048527,2.481046247393264
