panel,cost,share,key,S,CAGR,DD,p4b,p4a,f4b
u56,10.0,0.05,NONE,0.8268268345476769,0.19474226788534743,-0.25979982500932397,False,False,False
u56,10.0,0.05,INV,0.5101688924956821,0.055151498522853615,-0.1802448897975617,False,False,False
u56,10.0,0.05,POS,0.9077872650972231,0.24140582822149637,-0.31046507702504167,False,False,False
u56,10.0,0.05,MOM,0.8719672893085572,0.2146342724978303,-0.2807139463046968,False,False,False
u56,10.0,0.05,R6,0.9175561173001828,0.2241668588820087,-0.2590429933771773,False,False,False
u56,10.0,0.05,R3,0.8472370583920946,0.20369689245341283,-0.361028510737033,False,False,False
u56,10.0,0.05,RND,0.9066445412960752,0.18165690295085057,-0.18385395983576447,True,False,False
u56,10.0,0.1,NONE,0.981820595790861,0.20021133575319228,-0.24299236677072433,False,False,False
u56,10.0,0.1,INV,0.7019809686428197,0.07391070521921184,-0.14804682611756326,False,False,False
u56,10.0,0.1,POS,0.9533581813472246,0.20778438037883573,-0.262653701368474,False,False,False
u56,10.0,0.1,MOM,1.0522797823229886,0.221605149472059,-0.2463071656682796,False,False,False
u56,10.0,0.1,R6,0.9693042815881965,0.19456982136218604,-0.22447420667903906,False,False,False
u56,10.0,0.1,R3,0.9649608587661977,0.19017067968721135,-0.249274972420791,False,False,False
u56,10.0,0.1,RND,1.0136573730590128,0.16212547847335634,-0.1579917720402828,False,False,True
u56,10.0,0.15,NONE,0.9869953641137456,0.17365307251977313,-0.19417460046731272,False,False,False
u56,10.0,0.15,INV,0.728076299861354,0.0740168056181374,-0.13255389261999606,False,False,False
u56,10.0,0.15,POS,1.00417306798054,0.19386239800430083,-0.24090972881188066,False,False,False
u56,10.0,0.15,MOM,1.0440471096829722,0.1918859647441018,-0.2088667249453211,False,False,False
u56,10.0,0.15,R6,1.0822591208710042,0.19687743371948851,-0.18930249532477283,True,False,True
u56,10.0,0.15,R3,1.0378334405874508,0.17907821394056778,-0.1662595827463662,True,False,False
u56,10.0,0.15,RND,0.922612613578187,0.12826509664224028,-0.17181081001906218,False,False,True
u56,10.0,0.2,NONE,1.0124213631087673,0.16997597087744842,-0.1863438876074277,False,False,False
u56,10.0,0.2,INV,0.8011717880386965,0.08293042802797213,-0.1442966621126216,False,False,False
u56,10.0,0.2,POS,1.0273103928318739,0.18769671747602157,-0.21793661420381172,False,False,False
u56,10.0,0.2,MOM,1.0477928190549457,0.18424988643187734,-0.21742361770565088,False,False,False
u56,10.0,0.2,R6,1.0669613325303884,0.18391009888732723,-0.19136727976543433,True,False,True
u56,10.0,0.2,R3,1.1085613998075126,0.18399462651059473,-0.1717615000631466,True,False,False
u56,10.0,0.2,RND,0.9364369241217545,0.12530657148779234,-0.17616797711731758,False,False,True
u56,10.0,0.27,NONE,0.9889777884605897,0.14862652556496214,-0.17538190355779526,True,False,False
u56,10.0,0.27,INV,0.8982846916632804,0.09421760671822454,-0.1362679539686632,False,True,False
u56,10.0,0.27,POS,1.1329235466264036,0.18876534262716538,-0.20521050720710643,False,False,False
u56,10.0,0.27,MOM,0.9486357302803564,0.14742919302920043,-0.20617852411043092,False,False,False
u56,10.0,0.27,R6,1.1761523614174696,0.18382792058312325,-0.18735915672036552,True,False,True
u56,10.0,0.27,R3,1.2039903735556254,0.18177749861687675,-0.18233546913285548,True,False,False
u56,10.0,0.27,RND,1.0484059410539324,0.13131212485448418,-0.16709217594605918,True,False,True
u56,10.0,0.35,NONE,1.0519045332974568,0.1482776378910735,-0.19109395852291722,True,False,True
u56,10.0,0.35,INV,0.8941495232472654,0.09549213334840045,-0.14532323789663648,False,False,False
u56,10.0,0.35,POS,1.1796976518127955,0.18082669526575224,-0.20232719380045994,False,False,False
u56,10.0,0.35,MOM,0.9583401653509722,0.13790777836598345,-0.1949290984951263,False,False,True
u56,10.0,0.35,R6,1.0864643654257207,0.15621576472417398,-0.1893334040995609,True,False,True
u56,10.0,0.35,R3,1.185905522881337,0.1653975858198553,-0.17205046912410238,True,False,False
u56,10.0,0.35,RND,1.1103089018120968,0.13393313268879625,-0.16688894844768798,True,False,False
u56,10.0,0.53,NONE,1.1306969416161394,0.14453585654383216,-0.1830834869787813,True,False,True
u56,10.0,0.53,INV,0.9926291653120919,0.10783615429796778,-0.1738200183474834,False,False,False
u56,10.0,0.53,POS,1.1693135584305836,0.15556020898033318,-0.19001646468025435,True,False,True
u56,10.0,0.53,MOM,1.0355055636753687,0.1317733688772187,-0.1888302345245576,True,False,True
u56,10.0,0.53,R6,1.0940101417940953,0.13816333057940855,-0.1859485210021362,True,False,True
u56,10.0,0.53,R3,1.1321564908942054,0.13939551059146993,-0.17767370837874652,True,False,True
u56,10.0,0.53,RND,1.0725659046378846,0.11963292824852934,-0.1743577993664226,True,False,True
u56,10.0,0.75,NONE,1.1587365808590147,0.13539812750501534,-0.17541653190240403,True,False,True
u56,10.0,0.75,INV,1.0694650254811575,0.11576525058052844,-0.1660300871487097,True,False,False
u56,10.0,0.75,POS,1.1761274116351719,0.14050904677715303,-0.17672181775122853,True,False,True
u56,10.0,0.75,MOM,1.1305083450535578,0.13196217043719427,-0.17079797747178405,True,False,True
u56,10.0,0.75,R6,1.0968768818374657,0.12621032265888443,-0.17725086014673552,True,False,True
u56,10.0,0.75,R3,1.1000932917187003,0.12478687869115324,-0.17431012599382734,True,False,True
u56,10.0,0.75,RND,1.101626731060254,0.11826329358979781,-0.1651591515921088,True,False,True
u56,10.0,1.0,NONE,1.144811458154804,0.12406852806887181,-0.17071250209359234,True,False,True
u56,10.0,1.0,INV,1.0957307932033484,0.11473225049234137,-0.16553454747253105,True,False,False
u56,10.0,1.0,POS,1.1607712457858714,0.12715863766373792,-0.16989336435569602,True,False,True
u56,10.0,1.0,MOM,1.1155411805948487,0.11997473549692295,-0.1672954827976545,True,False,True
u56,10.0,1.0,R6,1.107321467883237,0.11874359552341018,-0.17349372367519367,True,False,False
u56,10.0,1.0,R3,1.1148978795724158,0.11823782552202755,-0.16712651954955615,True,False,False
u56,10.0,1.0,RND,1.1196814164698121,0.11683066417750343,-0.16368871833363574,True,False,False
u56,25.0,0.05,NONE,0.6728500907895936,0.14883459597574333,-0.27066355909528916,False,False,False
u56,25.0,0.05,INV,0.10954520356013454,0.005952042128963164,-0.21804689487499562,False,False,False
u56,25.0,0.05,POS,0.7629800826617118,0.19175445217456688,-0.3374638969101337,False,False,False
u56,25.0,0.05,MOM,0.7251331620260784,0.16872028215029755,-0.30878024113664193,False,False,False
u56,25.0,0.05,R6,0.776725421379011,0.18071416983416322,-0.2709851794140179,False,False,False
u56,25.0,0.05,R3,0.6892488762844232,0.15565485617297337,-0.373190164301782,False,False,False
u56,25.0,0.05,RND,0.7921251331137853,0.15394120017269497,-0.19689767794049806,False,False,False
u56,25.0,0.1,NONE,0.8346146335465046,0.1641083938958141,-0.2508033960405447,False,False,False
u56,25.0,0.1,INV,0.33884954724842653,0.031801820471182296,-0.17501750938801552,False,False,False
u56,25.0,0.1,POS,0.8120270320578518,0.17008280479529603,-0.28535759678197503,False,False,False
u56,25.0,0.1,MOM,0.9252713548947104,0.1892375645504163,-0.2557699814564808,False,False,False
u56,25.0,0.1,R6,0.8310185837327501,0.16116604699751913,-0.2307733992234331,False,False,False
u56,25.0,0.1,R3,0.8082239705153312,0.15313714527029387,-0.2582397888069339,False,False,False
u56,25.0,0.1,RND,0.8933549642361799,0.13991252424658462,-0.16777394201054674,False,False,False
u56,25.0,0.15,NONE,0.8453887899047761,0.14433954616436484,-0.19511080356518118,False,False,False
u56,25.0,0.15,INV,0.39770506279070666,0.037169943347416634,-0.1647246980983489,False,False,False
u56,25.0,0.15,POS,0.8665503905019818,0.16218062390979537,-0.24852383711316994,False,False,False
u56,25.0,0.15,MOM,0.9179298286626656,0.16452386698174548,-0.2100910252896423,False,False,False
u56,25.0,0.15,R6,0.9454235296023571,0.1675481334306499,-0.1908728187460711,False,False,False
u56,25.0,0.15,R3,0.8777154790823678,0.1468166864724143,-0.17363161784538905,False,False,False
u56,25.0,0.15,RND,0.7923975750876011,0.10772103716536119,-0.17338998325178034,False,False,False
u56,25.0,0.2,NONE,0.8686935951770698,0.1418583638464519,-0.18790712632119666,False,False,False
u56,25.0,0.2,INV,0.503963365574863,0.049208322248567304,-0.16049297885231417,False,False,False
u56,25.0,0.2,POS,0.8927408569677516,0.1586651085131905,-0.22545066627074273,False,False,False
u56,25.0,0.2,MOM,0.9210948212642374,0.15814042215287594,-0.2184357359265071,False,False,False
u56,25.0,0.2,R6,0.9310722043210118,0.15653775818006554,-0.19245202838708342,False,False,False
u56,25.0,0.2,R3,0.9457954315917021,0.15271128941481038,-0.1787749950307218,True,False,False
u56,25.0,0.2,RND,0.7936785083778582,0.10374529085714834,-0.1777905577822354,False,False,False
u56,25.0,0.27,NONE,0.8413629029505785,0.123156403243313,-0.17635035763299522,False,False,False
u56,25.0,0.27,INV,0.6564810611000493,0.06642015466963391,-0.1449293473967901,False,False,False
u56,25.0,0.27,POS,1.0040050178268622,0.16384220318409093,-0.20650654379594335,False,False,False
u56,25.0,0.27,MOM,0.8253381411210787,0.12527783218771127,-0.20748589937321837,False,False,False
u56,25.0,0.27,R6,1.0444453750975757,0.1601641830581273,-0.18849692711860155,True,False,False
u56,25.0,0.27,R3,1.0432770935499762,0.15401332744179608,-0.1840277682678968,True,False,False
u56,25.0,0.27,RND,0.9217255360843043,0.1135873874668738,-0.16789982440789963,False,False,False
u56,25.0,0.35,NONE,0.9138514160289273,0.12615975040936833,-0.19237881930247924,True,False,False
u56,25.0,0.35,INV,0.6825256432479423,0.07063452528353609,-0.15037195850270002,False,False,False
u56,25.0,0.35,POS,1.0526608594478202,0.15847282044568534,-0.20347424152927085,False,False,False
u56,25.0,0.35,MOM,0.840063440577014,0.11844971751319777,-0.19608943789587785,False,False,False
u56,25.0,0.35,R6,0.9524574455393499,0.13428516525115852,-0.19035433456750794,True,False,False
u56,25.0,0.35,R3,1.0212328681865592,0.1394001468792465,-0.18011261699725145,True,False,False
u56,25.0,0.35,RND,0.9853138900765456,0.11715355744235412,-0.16809634206474755,True,False,False
u56,25.0,0.53,NONE,0.9985108040321351,0.12559120208679553,-0.18440712200737253,True,False,False
u56,25.0,0.53,INV,0.824594834579578,0.0877293946013804,-0.17514814909630128,False,False,False
u56,25.0,0.53,POS,1.04388554458785,0.1368037406266509,-0.19124467788115396,True,False,False
u56,25.0,0.53,MOM,0.9153490445153344,0.11462570881414069,-0.19041165536727123,True,False,False
