panel,family,arms,window,first,last,pick_S,pick_C,pick_D,same,dOOS_Sharpe,dOOS_CAGR_pp,file
U56,n,3,0,N3,N8,N8,N8,N5,True,0.0,0.0,U56|n
U56,n,3,1,N5,N10,N10,N10,N8,True,0.0,0.0,U56|n
U56,n,3,2,N8,N15,N15,N15,N10,True,0.0,0.0,U56|n
U56,n,3,3,N10,N20,N15,N20,N15,False,0.17326426520419136,2.280377064715333,U56|n
U56,n,3,4,N15,N30,N30,N30,N20,True,0.0,0.0,U56|n
U56,n,3,5,N20,N40,N40,N40,N30,True,0.0,0.0,U56|n
U56,n,3,6,N30,N50,N50,N50,N40,True,0.0,0.0,U56|n
U56,n,3,7,N40,N60,N50,N50,N50,True,0.0,0.0,U56|n
U56,n,4,0,N3,N10,N10,N10,N5,True,0.0,0.0,U56|n
U56,n,4,1,N5,N15,N15,N15,N8,True,0.0,0.0,U56|n
U56,n,4,2,N8,N20,N15,N20,N10,False,0.17326426520419136,2.280377064715333,U56|n
U56,n,4,3,N10,N30,N30,N30,N15,True,0.0,0.0,U56|n
U56,n,4,4,N15,N40,N40,N40,N20,True,0.0,0.0,U56|n
U56,n,4,5,N20,N50,N50,N50,N30,True,0.0,0.0,U56|n
U56,n,4,6,N30,N60,N50,N50,N40,True,0.0,0.0,U56|n
U56,n,5,0,N3,N15,N15,N15,N8,True,0.0,0.0,U56|n
U56,n,5,1,N5,N20,N15,N20,N10,False,0.17326426520419136,2.280377064715333,U56|n
U56,n,5,2,N8,N30,N30,N30,N15,True,0.0,0.0,U56|n
U56,n,5,3,N10,N40,N40,N40,N20,True,0.0,0.0,U56|n
U56,n,5,4,N15,N50,N50,N50,N30,True,0.0,0.0,U56|n
U56,n,5,5,N20,N60,N50,N50,N40,True,0.0,0.0,U56|n
U56,n,6,0,N3,N20,N15,N20,N8,False,0.17326426520419136,2.280377064715333,U56|n
U56,n,6,1,N5,N30,N30,N30,N10,True,0.0,0.0,U56|n
U56,n,6,2,N8,N40,N40,N40,N15,True,0.0,0.0,U56|n
U56,n,6,3,N10,N50,N50,N50,N20,True,0.0,0.0,U56|n
U56,n,6,4,N15,N60,N50,N50,N30,True,0.0,0.0,U56|n
U56,n,7,0,N3,N30,N30,N30,N10,True,0.0,0.0,U56|n
U56,n,7,1,N5,N40,N40,N40,N15,True,0.0,0.0,U56|n
U56,n,7,2,N8,N50,N50,N50,N20,True,0.0,0.0,U56|n
U56,n,7,3,N10,N60,N50,N50,N30,True,0.0,0.0,U56|n
U56,n,8,0,N3,N40,N40,N40,N10,True,0.0,0.0,U56|n
U56,n,8,1,N5,N50,N50,N50,N15,True,0.0,0.0,U56|n
U56,n,8,2,N8,N60,N50,N50,N20,True,0.0,0.0,U56|n
U56,n,9,0,N3,N50,N50,N50,N15,True,0.0,0.0,U56|n
U56,n,9,1,N5,N60,N50,N50,N20,True,0.0,0.0,U56|n
U56,n,10,0,N3,N60,N50,N50,N15,True,0.0,0.0,U56|n
U56,gross,3,0,G0.20,G0.40,G0.40,G0.40,G0.30,True,0.0,0.0,U56|gross
U56,gross,3,1,G0.30,G0.50,G0.50,G0.50,G0.40,True,0.0,0.0,U56|gross
U56,gross,3,2,G0.40,G0.60,G0.60,G0.60,G0.50,True,0.0,0.0,U56|gross
U56,gross,3,3,G0.50,G0.70,G0.70,G0.70,G0.60,True,0.0,0.0,U56|gross
U56,gross,3,4,G0.60,G0.85,G0.85,G0.85,G0.70,True,0.0,0.0,U56|gross
U56,gross,3,5,G0.70,G1.00,G1.00,G1.00,G0.85,True,0.0,0.0,U56|gross
U56,gross,4,0,G0.20,G0.50,G0.50,G0.50,G0.30,True,0.0,0.0,U56|gross
U56,gross,4,1,G0.30,G0.60,G0.60,G0.60,G0.40,True,0.0,0.0,U56|gross
U56,gross,4,2,G0.40,G0.70,G0.70,G0.70,G0.50,True,0.0,0.0,U56|gross
U56,gross,4,3,G0.50,G0.85,G0.85,G0.85,G0.60,True,0.0,0.0,U56|gross
U56,gross,4,4,G0.60,G1.00,G1.00,G1.00,G0.70,True,0.0,0.0,U56|gross
