,tpers,retsgn,volpers,retac,mompers,zero_return_share
AAPL,0.9819729594391587,0.4997614503816794,0.9543600203977562,-0.03217939189275476,0.9807155544278102,0.012401621750536608
ABBV,0.9604938271604938,0.5049447353112275,0.9412878787878788,0.004844111768465755,0.9692500784436774,0.006687990694969468
ABT,0.9774661992989484,0.49284351145038163,0.9497705252422234,-0.05087473322782423,0.9771631565592489,0.01430956355831147
ACN,0.9667000500751126,0.4906965648854962,0.9541050484446711,-0.040090131875577986,0.9680284191829485,0.005723825423324589
ADBE,0.9754631947921882,0.4844942748091603,0.9528301886792453,-0.07224560297234112,0.9893428063943162,0.0035773908895778677
ADI,0.9694541812719079,0.4749522900763359,0.9423763386027537,-0.1223848153557348,0.958893681806648,0.005485332697352731
ADP,0.9789684526790186,0.48139312977099236,0.9513003569607343,-0.11309672326772859,0.9644760213143873,0.00882423086095874
AMAT,0.9757135703555333,0.4797232824427481,0.9492605813360531,-0.09255969823103406,0.9824917533620908,0.012163129024564751
AMD,0.9737105658487731,0.49713740458015265,0.9497705252422234,-0.028419672667065972,0.9824917533620908,0.020987359885523492
AMGN,0.9544316474712068,0.49236641221374045,0.9398266190719021,-0.07179976105804688,0.9571174828723674,0.0019079418077748629
AMZN,0.971957936905358,0.4988072519083969,0.9538500764915859,-0.013319163394037995,0.9604161380360314,0.01120915812067732
ANET,0.9743144741409233,0.4939915556999026,0.9480242079031684,-0.008342700958394934,0.9752475247524752,0.01883116883116883
AVGO,0.9596895343014522,0.4794847328244275,0.9423763386027537,-0.05446305436766886,0.9852829231159604,0.03362747436203196
AXP,0.9689534301452178,0.49093511450381677,0.9484956654767975,-0.05262518532515601,0.9797005836082213,0.004054376341521584
BA,0.9646970455683526,0.5095419847328244,0.9454360020397756,0.04993932185330037,0.9677746764780513,0.00333889816360601
BAC,0.9697045568352529,0.4959446564885496,0.938041815400306,-0.049153584765545925,0.9733570159857904,0.018363939899833055
BKNG,0.9654481722583876,0.5054866412213741,0.9541050484446711,0.00046391289074930263,0.9621923369703121,0.008585738134986884
BLK,0.9687030545818728,0.49165076335877866,0.9505354411014788,-0.04906426458702985,0.9649835067241816,0.0009539709038874314
BRK-B,0.9669504256384577,0.4806774809160306,0.9416114227434982,-0.126270578150771,0.9662522202486679,0.0028619127116622945
BSX,0.9524286429644466,0.4885496183206107,0.9482406935237124,-0.05708385231433605,0.9791930981984268,0.01788695444788934
C,0.9739609414121182,0.5021469465648856,0.9525752167261601,-0.04728526632267092,0.9705658462319209,0.010732172668733603
CAT,0.9749624436654982,0.5081106870229007,0.9500254971953085,-0.00034745347278500197,0.9741182441004821,0.0019079418077748629
CB,0.971957936905358,0.4852099236641222,0.9505354411014788,-0.09960347882442543,0.9553412839380868,0.005246839971380873
CI,0.957436154231347,0.49165076335877866,0.9502804691483937,-0.04523908941290856,0.9649835067241816,0.0028619127116622945
CMG,0.9784677015523285,0.4892652671755725,0.9548699643039266,0.014956988766798972,0.9860441512306521,0.026234199856904363
COP,0.9639459188783175,0.5016698473282443,0.9490056093829679,-0.042020473269592115,0.959908652626237,0.01001669449081803
COST,0.9621932899349024,0.5124045801526718,0.9385517593064763,-0.03384455604607694,0.9779243846739406,0.005008347245409015
CRM,0.9689534301452178,0.48616412213740456,0.9525752167261601,-0.02051643564231666,0.9692971327074347,0.00333889816360601
CSCO,0.9772158237356035,0.4954675572519084,0.9528301886792453,-0.05620333799018597,0.9753869576249683,0.02003338898163606
CVX,0.9529293940911367,0.49689885496183206,0.9479857215706272,-0.05934942800645899,0.9576249682821619,0.0035773908895778677
DBC,0.9644466700050075,0.5135973282442747,0.9446710861805201,0.016305204213620098,0.9626998223801065,0.02337228714524207
DE,0.956935403104657,0.49284351145038163,0.9467108618052015,-0.03560321186476588,0.959908652626237,0.005008347245409015
DHR,0.9684526790185278,0.48234732824427484,0.9492605813360531,-0.029043380002327198,0.9637147931996956,0.007154781779155735
DIA,0.970956434651978,0.4985687022900763,0.960224375318715,-0.10832731328596479,0.9814767825425019,0.004054376341521584
DUK,0.9626940410615924,0.48616412213740456,0.9487506374298827,-0.07564341776865424,0.9649835067241816,0.012640114476508467
EEM,0.9614421632448673,0.49188931297709926,0.9505354411014788,-0.09244008221557351,0.963207307789901,0.008347245409015025
EFA,0.9689534301452178,0.48091603053435117,0.9561448240693524,-0.0909446037864948,0.9708195889368181,0.010493679942761746
ETN,0.9699549323985979,0.4892652671755725,0.9464558898521163,-0.03911095937194103,0.9731032732808932,0.004054376341521584
GDX,0.956935403104657,0.46684160305343514,0.9431412544620091,-0.03827688651135914,0.9736107586906877,0.007154781779155735
GE,0.971707561342013,0.49332061068702293,0.9576746557878634,-0.014228893405607557,0.979446840903324,0.014786549010255187
GILD,0.9606910365548322,0.48664122137404575,0.9495155532891382,-0.039235966706863745,0.9758944430347628,0.009062723586930598
GLD,0.9656985478217326,0.47709923664122134,0.9459459459459459,-0.015225883839641635,0.9802080690180157,0.003100405437634152
GOOGL,0.972458688032048,0.5,0.9490056093829679,-0.026850021369434738,0.972849530575996,0.01120915812067732
GS,0.9734601902854282,0.49284351145038163,0.9451810300866905,-0.05644319872043387,0.9774168992641461,0.0014309563558311473
HD,0.9742113169754631,0.4961832061068703,0.9484956654767975,-0.04590570809555677,0.9698046181172292,0.005723825423324589
HON,0.9601902854281422,0.4833015267175572,0.9462009178990312,-0.0348824216138225,0.9654909921339762,0.004292869067493442
HYG,0.9699549323985979,0.5045324427480916,0.9668536460989291,0.006258816181912493,0.9573712255772646,0.0288576198425948
IBM,0.9687030545818728,0.49308206106870234,0.9553799082100969,-0.0054417535551179435,0.9802080690180157,0.0035773908895778677
ICE,0.9629444166249375,0.4952290076335878,0.944416114227435,-0.07804314081151213,0.9659984775437707,0.007870259957071309
IEF,0.9641962944416624,0.4744751908396947,0.9520652728199898,-0.032524202085521585,0.9583861963968536,0.01120915812067732
INTU,0.971707561342013,0.4952290076335878,0.952320244773075,-0.06238860188325667,0.9743719868053794,0.005246839971380873
ISRG,0.9679519278918378,0.4852099236641222,0.9484956654767975,-0.02515582186499988,0.9725957878710987,0.004292869067493442
ITB,0.9634451677516275,0.4799618320610687,0.9377868434472209,-0.002232414420203673,0.9675209337731541,0.011686143572621035
IWM,0.9684526790185278,0.49260496183206104,0.9479857215706272,-0.058898127795771714,0.9553412839380868,0.0014309563558311473
JNJ,0.9589384076114171,0.4985687022900763,0.9439061703212647,-0.0593363466234698,0.965237249429079,0.008108752683043167
JPM,0.9697045568352529,0.4887881679389313,0.9525752167261601,-0.08961601990661514,0.9758944430347628,0.00667779632721202
KLAC,0.9699549323985979,0.4782919847328244,0.9535951045385007,-0.0783017870919391,0.9758944430347628,0.04364416885284999
KO,0.9629444166249375,0.4899809160305344,0.9474757776644569,-0.03435097262905408,0.9659984775437707,0.016932983544001908
KRE,0.9616925388082123,0.4787690839694656,0.9423763386027537,-0.07224757894697696,0.9738645013955849,0.008108752683043167
LIN,0.9649474211316975,0.4747137404580153,0.9500254971953085,-0.07748902014488586,0.9682821618878458,0.006439303601240162
LLY,0.9754631947921882,0.5,0.9487506374298827,-0.0402897431953963,0.9850291804110631,0.007154781779155735
LMT,0.957436154231347,0.4935591603053435,0.9541050484446711,0.00022713976299065466,0.9758944430347628,0.004531361793465299
LOW,0.9644466700050075,0.49833015267175573,0.9472208057113718,-0.0344388192587173,0.9639685359045927,0.0076317672310994514
LQD,0.9742113169754631,0.4954675572519084,0.9477307496175421,0.07489843399881672,0.9467140319715808,0.014786549010255187
LRCX,0.9774661992989484,0.4792461832061069,0.9533401325854156,-0.06335641982835472,0.9822380106571936,0.03601240162175054
MA,0.971957936905358,0.48616412213740456,0.9500254971953085,-0.07257072531852324,0.9873128647551382,0.003100405437634152
MCD,0.9656985478217326,0.4895038167938931,0.9510453850076491,-0.09918666984819363,0.9779243846739406,0.006200810875268304
MDLZ,0.9499248873309964,0.4844942748091603,0.9454360020397756,-0.09737801516442472,0.9703121035270236,0.015025041736227046
MDT,0.9667000500751126,0.48282442748091603,0.9487506374298827,-0.06500311136142037,0.9659984775437707,0.009778201764846173
META,0.9796759941089838,0.4870581686612858,0.9566656635570268,-0.022641313228287236,0.9796529024536206,0.00333889816360601
MO,0.9754631947921882,0.5088263358778626,0.9451810300866905,0.001170694335770172,0.9700583608221264,0.02361077987121393
MRK,0.9704556835252879,0.49212786259541985,0.9464558898521163,-0.053292714089092835,0.9753869576249683,0.011924636298592892
MS,0.9757135703555333,0.4880725190839694,0.9502804691483937,-0.0726360923491727,0.9804618117229129,0.009539709038874314
MSFT,0.9677015523284928,0.4844942748091603,0.9538500764915859,-0.08271731475517428,0.9771631565592489,0.007870259957071309
MU,0.9752128192288433,0.5023854961832062,0.9535951045385007,-0.025546546845133068,0.9799543263131185,0.00882423086095874
NEE,0.9697045568352529,0.4890267175572519,0.9495155532891382,-0.05276727357141521,0.9687896472976402,0.020987359885523492
NFLX,0.9807210816224337,0.4880725190839694,0.9566547679755227,0.03047603886366592,0.9860441512306521,0.0288576198425948
NOW,0.9667260843731432,0.4985970819304153,0.9584092289010322,-0.0238752060362252,0.9767582251735587,0.008415147265077139
NVDA,0.9817225838758137,0.5205152671755725,0.9520652728199898,-0.09329073691378492,0.9804618117229129,0.20629620796565704
ORCL,0.9631947921882824,0.48640267175572516,0.9505354411014788,-0.02793074013945917,0.9621923369703121,0.009539709038874314
