,tpers,retsgn,volpers,retac,mompers,zero_return_share
PANW,0.9746420047732697,0.5028169014084507,0.9503048780487805,0.019347311930953633,0.9687784177023341,0.011264432554210082
PEP,0.9621932899349024,0.49117366412213737,0.9439061703212647,-0.12697677146565264,0.9654909921339762,0.008347245409015025
PFE,0.9654481722583876,0.49093511450381677,0.9543600203977562,-0.037650864681779084,0.9667597056584624,0.02241831624135464
PG,0.956935403104657,0.4959446564885496,0.938041815400306,-0.07414846943796166,0.9649835067241816,0.009301216312902457
PGR,0.9704556835252879,0.48234732824427484,0.9337072921978582,-0.10102770499569368,0.9804618117229129,0.01550202718817076
PLD,0.970956434651978,0.4935591603053435,0.9541050484446711,-0.05399995472087069,0.9715808170515098,0.008108752683043167
PLTR,0.9790697674418605,0.5228494623655914,0.9564860426929392,0.062176616205933684,0.9894907033144705,0.008059100067159167
PM,0.957436154231347,0.5104961832061068,0.9449260581336053,-0.04305534040847033,0.9746257295102766,0.009062723586930598
QCOM,0.9599399098647972,0.4937977099236641,0.9482406935237124,-0.06035029770544736,0.9746257295102766,0.006439303601240162
QQQ,0.9784677015523285,0.5050095419847328,0.9525752167261601,-0.08782633425181657,0.9852829231159604,0.005008347245409015
REGN,0.9819729594391587,0.4830629770992366,0.9500254971953085,-0.018990818974563242,0.9847754377061659,0.001669449081803005
RSP,0.9749624436654982,0.4949904580152672,0.9581845996940337,-0.06717333291050089,0.9543263131184978,0.008585738134986884
RTX,0.9754631947921882,0.495706106870229,0.9474757776644569,-0.019031218540184535,0.9614311088556204,0.01001669449081803
SBUX,0.9639459188783175,0.48687977099236646,0.9469658337582866,-0.0723193958144561,0.9741182441004821,0.008585738134986884
SCHW,0.9737105658487731,0.48091603053435117,0.9456909739928607,-0.027235313951931777,0.972849530575996,0.011924636298592892
SHW,0.9649474211316975,0.4849713740458015,0.9487506374298827,-0.06555361331351363,0.9764019284445572,0.005485332697352731
SHY,0.9794692038057086,0.47065839694656486,0.9477307496175421,-0.05881488345283068,0.9609236234458259,0.13212497018840924
SLV,0.9661992989484226,0.47542938931297707,0.9543600203977562,0.005348586202051211,0.9725957878710987,0.018125447173861196
SMH,0.9754631947921882,0.49737595419847325,0.9515553289138194,-0.10037875449742921,0.9766556711494545,0.013832578106367757
SO,0.971206810215323,0.4961832061068703,0.9433962264150944,-0.05673780346580944,0.965237249429079,0.01764846172191748
SPGI,0.9774661992989484,0.5050095419847328,0.9495155532891382,-0.05199477974294006,0.9771631565592489,0.007870259957071309
SYK,0.971457185778668,0.4940362595419847,0.957164711881693,-0.03334055794341921,0.9725957878710987,0.004054376341521584
T,0.9589384076114171,0.495706106870229,0.9431412544620091,-0.02818840923342589,0.9751332149200711,0.03362747436203196
TIP,0.9646970455683526,0.4945133587786259,0.9426313105558388,0.040546891983985596,0.9659984775437707,0.019317910803720487
TJX,0.9707060590886329,0.48210877862595425,0.9367669556348801,-0.04527314422784267,0.9731032732808932,0.012640114476508467
TLT,0.9531797696544817,0.4675572519083969,0.9436511983681795,-0.03898572339086038,0.9644760213143873,0.005246839971380873
TMO,0.9659489233850777,0.49212786259541985,0.9449260581336053,-0.05290894131255228,0.9809692971327074,0.0026234199856904365
TSLA,0.9568698347107438,0.49238329238329237,0.9502631578947368,-0.004802043293086253,0.9732914375490966,0.017931712110046672
TXN,0.9729594391587381,0.46159351145038163,0.9525752167261601,-0.12686081249970724,0.9629535650850038,0.010255187216789887
UBER,0.9591712370505789,0.49102773246329523,0.9318036966220522,-0.0201040650342511,0.9811083123425692,0.005434782608695652
UNG,0.970956434651978,0.5011927480916031,0.9561448240693524,-0.035393034834868824,0.9786856127886323,0.014071070832339614
UNH,0.9704556835252879,0.4842557251908397,0.9579296277409485,-0.03342131125688077,0.9725957878710987,0.005246839971380873
UNP,0.971457185778668,0.4856870229007634,0.9462009178990312,-0.06659196488228518,0.9771631565592489,0.0038158836155497257
USO,0.9536805207811717,0.48783396946564883,0.9484956654767975,0.021008334022577624,0.9677746764780513,0.006439303601240162
UUP,0.9732098147220831,0.48783396946564883,0.9385517593064763,-0.020954632582101805,0.9644760213143873,0.05723825423324588
V,0.9611917876815222,0.46708015267175573,0.9546149923508414,-0.09561990003116476,0.9771631565592489,0.004769854519437157
VRTX,0.9641962944416624,0.48187022900763354,0.9528301886792453,-0.04428931401381175,0.979446840903324,0.0035773908895778677
VTI,0.9794692038057086,0.4906965648854962,0.9607343192248853,-0.09326493216553258,0.9723420451662015,0.007393274505127593
WFC,0.9631947921882824,0.4852099236641222,0.944416114227435,-0.07336893054665526,0.971834559756407,0.011686143572621035
WMT,0.9621932899349024,0.48711832061068705,0.9474757776644569,-0.038473031127606645,0.9819842679522963,0.02003338898163606
XBI,0.971457185778668,0.4849713740458015,0.9395716471188169,-0.03272482900619789,0.9672671910682568,0.006200810875268304
XLB,0.9609414121181773,0.4940362595419847,0.9479857215706272,-0.04759251171711021,0.9581324536919563,0.024087765323157644
XLC,0.9844504021447721,0.5128453708191953,0.9570552147239264,-0.10980614495188604,0.9663355408388521,0.006782945736434108
XLE,0.9664496745117677,0.5031011450381679,0.9495155532891382,-0.025489236076215074,0.958893681806648,0.015979012640114476
XLF,0.9707060590886329,0.4830629770992366,0.9479857215706272,-0.10675228988056307,0.9799543263131185,0.024326258049129502
XLI,0.9759639459188784,0.4904580152671756,0.9484956654767975,-0.04483501696900658,0.9619385942654148,0.010255187216789887
XLK,0.9804707060590886,0.4959446564885496,0.9510453850076491,-0.1052222311410763,0.9835067241816797,0.018840925351776772
XLP,0.9599399098647972,0.4849713740458015,0.9426313105558388,-0.09222747934428874,0.9723420451662015,0.02122585261149535
XLRE,0.9480928037750688,0.49069682597592124,0.943342776203966,-0.06704520310141399,0.9646586345381526,0.018599562363238512
XLU,0.9581872809213821,0.4954675572519084,0.9510453850076491,-0.07487479264553087,0.9629535650850038,0.025995707130932508
XLV,0.9559339008512769,0.49332061068702293,0.9492605813360531,-0.07858876954744183,0.9687896472976402,0.012163129024564751
XLY,0.9722083124687031,0.5054866412213741,0.9551249362570118,-0.05490983401719709,0.9764019284445572,0.01120915812067732
XOM,0.9654481722583876,0.49785305343511455,0.9569097399286078,-0.01982257637952838,0.9698046181172292,0.005962318149296446
ZTS,0.9751475613544579,0.47936786654960495,0.9466158245948523,-0.044296173172775295,0.9766266582438408,0.007021650087770626
ACCO,0.9561842764146219,0.4892652671755725,0.942886282508924,-0.018395818970199505,0.9677746764780513,0.04555211066062485
ACDC,0.9546485260770975,0.49351851851851847,0.9259259259259259,0.029300688257999134,0.9650180940892642,0.018501387604070305
ACH,0.9519278918377566,0.49284351145038163,0.9436511983681795,0.007772257364357516,0.9817305252473991,0.014786549010255187
ACU,0.9556835252879319,0.47137404580152675,0.9451810300866905,-0.09857376563390605,0.9424004059883279,0.05747674695921774
ACVA,0.9803418803418803,0.48172514619883045,0.9453551912568307,0.03120526577728702,0.9695613249776186,0.01095690284879474
ADTN,0.9551827741612419,0.47781488549618323,0.9431412544620091,-0.023994567503743184,0.9789393554935295,0.016932983544001908
ADV,0.976319350473613,0.5095465393794749,0.9409672830725462,0.05088043389020141,0.9691228070175438,0.06499701848539058
AEBI,0.865979381443299,0.45084745762711864,0.88,-0.11778039049063307,0.8636363636363636,0.010135135135135136
AESI,0.9335302806499262,0.5074285714285715,0.9305785123966942,0.017200562279687113,0.9775641025641025,0.01141552511415525
AGEN,0.9529293940911367,0.49141221374045807,0.9433962264150944,0.027157597376563803,0.9578787109870591,0.052945385165752444
AHCO,0.9579339723109691,0.541907514450867,0.9473975636766334,0.0024826822465731715,0.9512328767123288,0.11940298507462686
AIN,0.956935403104657,0.4942748091603053,0.9421213666496685,-0.016604795590027917,0.9659984775437707,0.011447650846649178
AIOT,0.9474211316975463,0.4735209923664122,0.942886282508924,-0.03501870620121686,0.959908652626237,0.03982828523730026
AIRS,0.9646017699115044,0.5201646090534979,0.9407407407407408,-0.06146712791270072,0.966804979253112,0.024671052631578948
AKBA,0.9754684838160136,0.5027130545802745,0.9458609849807894,0.02486401656909898,0.9791811242192922,0.02871729419272495
ALLT,0.971206810215323,0.4942748091603053,0.9462009178990312,-0.01637705317611363,0.9809692971327074,0.0379203434295254
ALNT,0.9614421632448673,0.4790076335877863,0.9479857215706272,-0.08070964795920009,0.9563562547576757,0.030288576198425947
ALOT,0.9556835252879319,0.4787690839694656,0.9439061703212647,-0.11480621950513818,0.9520426287744227,0.10207488671595516
ALTG,0.9546004842615012,0.528108108108108,0.9348101265822785,0.07576501075660856,0.9749843652282677,0.07671528903295516
ALTO,0.9784677015523285,0.5057251908396947,0.9451810300866905,0.004993675995708503,0.9829992387718853,0.08347245409015025
AMN,0.9656985478217326,0.49212786259541985,0.9515553289138194,-0.01699498427683064,0.9764019284445572,0.011686143572621035
AMPH,0.9588563458856346,0.4973907371167645,0.9484978540772532,-0.04109148761756376,0.9797513321492007,0.013042060645582002
ANGO,0.9596895343014522,0.4833015267175572,0.9497705252422234,-0.05539971200363413,0.9764019284445572,0.020748867159551633
ANIK,0.9727090635953931,0.47686068702290074,0.9492605813360531,-0.049738346858099663,0.972849530575996,0.015025041736227046
AORT,0.9556835252879319,0.48187022900763354,0.9462009178990312,-0.04495725422179034,0.9705658462319209,0.025041736227045076
AOSL,0.957843638221768,0.4800583657587548,0.9463820926600729,-0.052933862468237086,0.9831649831649831,0.019450522732798445
APEI,0.9664496745117677,0.4780534351145038,0.9436511983681795,-0.0632385660856123,0.9835067241816797,0.011447650846649178
APOG,0.9702053079619429,0.49236641221374045,0.9530851606323304,-0.06967521065374557,0.9776706419690434,0.009062723586930598
ARDX,0.9665738161559888,0.4820846905537459,0.9328571428571428,0.006693918879764039,0.978006385242994,0.03809833930315858
ARRY,0.9734167318217357,0.49221394719025047,0.9444904722452361,0.0051771184874719895,0.967373572593801,0.010148849797023005
ASLE,0.9662921348314607,0.5108523028057173,0.9351451513279803,-0.027526847144492883,0.9560439560439561,0.11322751322751323
ASMB,0.9778784648187633,0.49797468354430374,0.9453804347826087,-0.026085363164597083,0.9767504731008381,0.03011895722601873
ASTE,0.9596895343014522,0.4959446564885496,0.9354920958694544,0.00019433125377875689,0.955595026642984,0.007154781779155735
ATEN,0.9413769597818678,0.48722860791826306,0.9472396925227113,-0.0500123790286441,0.9684137452273516,0.02202361953399298
ATNI,0.9549323985978968,0.47757633587786263,0.9418663946965834,-0.13408982601921327,0.979446840903324,0.007154781779155735
AUDC,0.9674511767651477,0.5047709923664122,0.9451810300866905,-0.008314822690818452,0.9657447348388734,0.034581445265919386
AVO,0.9557453416149069,0.49865410497981155,0.9473684210526316,0.014194488997824828,0.9587044534412955,0.014794889038332213
AZTA,0.9601902854281422,0.49188931297709926,0.942886282508924,-0.033895462690205595,0.9675209337731541,0.012163129024564751
BALY,0.9071729957805907,0.4666666666666667,0.9575757575757575,0.030634424269627137,0.8804347826086957,0.02981651376146789
BBCP,0.9450072358900145,0.4975781594011449,0.952023988005997,-0.1269012082769393,0.9549504950495049,0.08934859154929578
BDL,0.957436154231347,0.5243320610687023,0.9609892911779704,-0.08678322433044221,0.951281400659731,0.26735034581445266
BGS,0.9677015523284928,0.4992843511450382,0.9482406935237124,-0.011793687337810117,0.9743719868053794,0.015025041736227046
BJRI,0.971957936905358,0.5090648854961832,0.9431412544620091,0.018428275582161896,0.9629535650850038,0.008347245409015025
BL,0.9534270650263621,0.4995957962813258,0.9500907441016334,0.00934368049681244,0.9635627530364372,0.0036363636363636364
BLMN,0.9682539682539683,0.5069267741023467,0.9369452096724824,0.008280827184911696,0.9665246500304321,0.010175240248728096
BLZE,0.9593253968253969,0.5058043117744611,0.9519230769230769,0.03577403714041919,0.9675392670157068,0.020712510356255178
BRBR,0.9679529103989536,0.47828604516502604,0.9581331503088538,-0.04964584466223423,0.9627371273712737,0.011574074074074073
BW,0.969119329012581,0.5129386742289967,0.9455115640925127,-0.01041617800266483,0.9750972762645914,0.022678951098511695
BWMN,0.9490781387181738,0.46896035901271504,0.9287722586691659,-0.028320400973239634,0.9843462246777164,0.01943198804185351
BXC,0.9689534301452178,0.5035782442748091,0.9469658337582866,0.018836984690177756,0.9748794722151738,0.05008347245409015
BZH,0.9546820230345519,0.5042938931297709,0.9525752167261601,0.03841007829558292,0.9616848515605176,0.015979012640114476
CARS,0.9605448567402537,0.5182638590459819,0.9348565872630044,-0.05124083494048205,0.9677263969171483,0.015463917525773196
CBRL,0.9649474211316975,0.4988072519083969,0.9454360020397756,0.00735758683958725,0.9786856127886323,0.004054376341521584
CCO,0.9699549323985979,0.5064408396946565,0.9530851606323304,-0.04544729413917715,0.9654909921339762,0.08871929406153112
CCSI,0.9662813102119461,0.5032362459546926,0.9451345755693582,0.017895818768397742,0.9736040609137055,0.0064672594987873885
CDRE,0.9615004935834156,0.47398843930635837,0.9415515409139213,-0.07620200936919236,0.95625,0.006600660066006601
CERS,0.9594391587381071,0.5059637404580153,0.9411014788373279,-0.042974765945293904,0.9786856127886323,0.05056045790603387
CERT,0.9677158999192897,0.5156576200417536,0.9400171379605827,0.04013864772836071,0.9713322091062394,0.009040333796940195
CGNT,0.9700249791840133,0.5275196568977841,0.9636846767050488,0.07580117219865536,0.9790940766550522,0.018571428571428572
CLB,0.971206810215323,0.5062022900763359,0.9446710861805201,0.0350253655570138,0.9764019284445572,0.005485332697352731
CLFD,0.9687030545818728,0.47232824427480913,0.9439061703212647,-0.004115180195933325,0.9774168992641461,0.02361077987121393
CLMB,0.9579369053580371,0.4675572519083969,0.9454360020397756,-0.035131777222557545,0.9779243846739406,0.037681850703553545
CLVT,0.988155668358714,0.49264332825976664,0.9482657260435038,-0.02882266884002164,0.9982558139534884,0.036511156186612576
CLW,0.970956434651978,0.48711832061068705,0.9490056093829679,-0.014305215267436423,0.9779243846739406,0.01120915812067732
CMCO,0.9669504256384577,0.5121660305343512,0.9395716471188169,-0.040680004017092576,0.9614311088556204,0.008585738134986884
CMP,0.9554331497245869,0.5090648854961832,0.9518103008669047,-0.014383858375263505,0.968535904592743,0.010255187216789887
CMRC,0.9683972911963883,0.4970530451866405,0.9451073985680191,0.01900463086709349,0.9811912225705329,0.01963350785340314
CNMD,0.9634451677516275,0.4985687022900763,0.9408465068842428,-0.008231424439277444,0.97614818573966,0.006439303601240162
CODI,0.9599399098647972,0.5054866412213741,0.9510453850076491,-0.04826349565138676,0.9553412839380868,0.033865967088003816
COLL,0.9633962264150944,0.4982443820224719,0.943754848719938,0.01759257379540958,0.9718906430496727,0.009477009477009477
COOK,0.9704251386321626,0.49375,0.9495049504950495,0.00590764539950525,0.9766763848396501,0.0312256049960968
COUR,0.9828326180257511,0.495964783565664,0.9542543458371455,-0.06447892783413545,0.987410071942446,0.01466275659824047
CPRI,0.9785775492716366,0.5071640984049743,0.9510061242344707,0.05517143029419147,0.9666473317865429,0.007027027027027027
CRAI,0.9722083124687031,0.4947519083969466,0.9515553289138194,-0.05560663846511893,0.9710733316417153,0.006439303601240162
CRI,0.9609414121181773,0.4985687022900763,0.9413564507904131,-0.039662263312308155,0.9705658462319209,0.004292869067493442
CRMD,0.9659323770491803,0.5114578254509995,0.9538100208768268,0.03180042444791397,0.9709166450272656,0.07409212771143066
CRON,0.9670612454966546,0.47361046240074733,0.9444147514698022,-0.07368549798826089,0.9661375661375662,0.0350140056022409
CRSR,0.9776061776061776,0.5010046885465506,0.9632052330335241,0.011972860603016569,0.9822866344605475,0.014725568942436412
CRTO,0.974925767073573,0.4982966862805822,0.9560662385941197,0.01569761614715068,0.9630624580255205,0.0086687306501548
CSTL,0.9773442416614223,0.5030777839955232,0.951878707976269,-0.01764746305684069,0.9635416666666666,0.005592841163310962
CSV,0.9682023034551828,0.49260496183206104,0.9464558898521163,-0.04805071140399523,0.9657447348388734,0.02241831624135464
CTEV,0.9823196605374823,0.5173697270471465,0.9508196721311475,-0.04282756913069005,0.97060984570169,0.04835709857408556
CTKB,0.9530386740331491,0.5046728971962617,0.9418145956607495,-0.022442881703502428,0.9632139399806389,0.01634241245136187
CTRN,0.971707561342013,0.49713740458015265,0.9490056093829679,-0.01746598997104623,0.9799543263131185,0.008585738134986884
CTS,0.9549323985978968,0.4677958015267175,0.9433962264150944,-0.08126029748534126,0.9606698807409287,0.01454805628428333
CURI,0.9843962008141113,0.4856459330143541,0.9586305278174037,-0.04494426999612191,0.9788881069669247,0.08965929468021518
CVEO,0.9768486523842432,0.5022639068564037,0.9560595322466336,0.02440074670598265,0.9757127771911299,0.030067895247332686
CVGI,0.9656985478217326,0.5119274809160306,0.9528301886792453,0.010649513404345954,0.9771631565592489,0.030288576198425947
CWCO,0.9494241362043064,0.4739980916030534,0.9449260581336053,-0.13153524177115192,0.9670134483633596,0.02790364893870737
CXDO,0.9578783151326054,0.512022630834512,0.9459751485683414,-0.09704152861011957,0.9882352941176471,0.15080113100848255
CYH,0.9549323985978968,0.4997614503816794,0.9490056093829679,0.0016005009156269793,0.9822380106571936,0.01669449081803005
CYRX,0.957185778668002,0.48687977099236646,0.9446710861805201,-0.09613114789196435,0.9799543263131185,0.08752683043167184
DAKT,0.9702053079619429,0.48759541984732824,0.9395716471188169,0.000658941542672056,0.9710733316417153,0.029573098020510374
DCH,0.9526790185277917,0.5100190839694656,0.9398266190719021,0.0038437975655382503,0.9606698807409287,0.015025041736227046
DFIN,0.9686956521739131,0.5100080064051241,0.9506283662477558,0.003980176389020348,0.9813084112149533,0.011204481792717087
DHX,0.9694541812719079,0.4890267175572519,0.9528301886792453,-0.04422981524067786,0.9797005836082213,0.060338659670880035
DLX,0.9722083124687031,0.49117366412213737,0.9439061703212647,-0.0285564955675769,0.9736107586906877,0.010255187216789887
DMC,0.9641962944416624,0.4802003816793893,0.9528301886792453,-0.0247217096316255,0.9746257295102766,0.012640114476508467
DSGR,0.9659489233850777,0.495706106870229,0.9551249362570118,-0.010226627282850629,0.9670134483633596,0.016455998092058194
DSX,0.956434651977967,0.47757633587786263,0.9477307496175421,-0.012934143558441403,0.9769094138543517,0.04984497972811829
DXC,0.9667000500751126,0.495706106870229,0.9490056093829679,-0.05207112023165642,0.9786856127886323,0.007870259957071309
EAF,0.9737808075511274,0.5007125890736341,0.9460490463215259,-0.004875135776470949,0.9762675296655879,0.021367521367521368
EBF,0.9539308963445168,0.46588740458015265,0.9413564507904131,-0.129901970184259,0.9637147931996956,0.021702838063439065
