panel,k_bps,seed,cost_bps,chooser,pick_cap,pick_gross,full4b,full4a,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pick_turn,committed_OOS_CAGR,committed_OOS_Sharpe,committed_OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD
U56,10,0,10.0,C_ISCALMAR,INF,0.75,True,False,0.1360922884138951,1.2332547976091481,-0.1739230431497183,4.361898103196103,0.1267498636305615,1.32631989428713,-0.14809080759214654,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,0,25.0,C_ISSHARPE,0.020,0.75,True,False,0.120856454198075,1.269790182565698,-0.14875179387181736,3.5073512421585957,0.120856454198075,1.269790182565698,-0.14875179387181736,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,0,25.0,C_ISCALMAR,INF,0.75,True,False,0.12872964262669484,1.1723197891055217,-0.17568369385651017,4.361898103196103,0.120856454198075,1.269790182565698,-0.14875179387181736,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,0,50.0,C_ISSHARPE,0.020,0.75,False,False,0.11109964244521797,1.1753205428618148,-0.14985301432639264,3.5073512421585957,0.11109964244521797,1.1753205428618148,-0.14985301432639264,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,0,50.0,C_ISCALMAR,INF,0.75,False,False,0.11655934892984843,1.0706028950139668,-0.17861367175230725,4.361898103196103,0.11109964244521797,1.1753205428618148,-0.14985301432639264,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,1,0.0,C_ISSHARPE,0.020,0.75,True,False,0.1308785773915757,1.3628861303124984,-0.14765004422980466,3.5437642781368597,0.1308785773915757,1.3628861303124984,-0.14765004422980466,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,1,0.0,C_ISCALMAR,INF,0.75,True,False,0.14300287222454466,1.2765564541554582,-0.17274816551070737,4.437930367814826,0.1308785773915757,1.3628861303124984,-0.14765004422980466,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,1,10.0,C_ISSHARPE,0.020,0.75,True,False,0.12687885006944088,1.324825959499938,-0.14809080759214666,3.5437642781368597,0.12687885006944088,1.324825959499938,-0.14809080759214666,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,1,10.0,C_ISCALMAR,INF,0.75,True,False,0.13792491261158002,1.2353707475068385,-0.17392304314971863,4.437930367814826,0.12687885006944088,1.324825959499938,-0.14809080759214666,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,1,25.0,C_ISSHARPE,0.020,0.75,True,False,0.12090464988632665,1.2676217049908816,-0.14875179387181747,3.5437642781368597,0.12090464988632665,1.2676217049908816,-0.14875179387181747,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,1,25.0,C_ISCALMAR,INF,0.75,True,False,0.13034818839515094,1.1734973085770226,-0.17568369385651017,4.437930367814826,0.12090464988632665,1.2676217049908816,-0.14875179387181747,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,1,50.0,C_ISSHARPE,0.020,0.75,False,False,0.11101499201217302,1.1720302424111047,-0.1498530143263921,3.5437642781368597,0.11101499201217302,1.1720302424111047,-0.1498530143263921,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,1,50.0,C_ISCALMAR,INF,0.75,False,False,0.11782683641812253,1.0701990066233211,-0.17861367175230758,4.437930367814826,0.11101499201217302,1.1720302424111047,-0.1498530143263921,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,2,0.0,C_ISSHARPE,0.020,0.75,True,False,0.13183936122742823,1.3703941261012114,-0.14765004422980477,3.51167257357635,0.13183936122742823,1.3703941261012114,-0.14765004422980477,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,2,0.0,C_ISCALMAR,INF,0.75,True,False,0.14298513530599766,1.2754723198118474,-0.1727481655107077,4.417805004088855,0.13183936122742823,1.3703941261012114,-0.14765004422980477,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,2,10.0,C_ISSHARPE,0.020,0.75,True,False,0.1278955146714551,1.332936727850475,-0.14809080759214654,3.51167257357635,0.1278955146714551,1.332936727850475,-0.14809080759214654,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,2,10.0,C_ISCALMAR,INF,0.75,True,False,0.1379511385159331,1.234655653525019,-0.17392304314971863,4.417805004088855,0.1278955146714551,1.332936727850475,-0.14809080759214654,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,2,25.0,C_ISSHARPE,0.020,0.75,True,False,0.12200441574847343,1.27664093939764,-0.14875179387181758,3.51167257357635,0.12200441574847343,1.27664093939764,-0.14875179387181758,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,2,25.0,C_ISCALMAR,INF,0.75,True,False,0.13043966083063907,1.1733401460794364,-0.17568369385650995,4.417805004088855,0.12200441574847343,1.27664093939764,-0.14875179387181758,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,2,50.0,C_ISSHARPE,0.020,0.75,False,False,0.11225135574664358,1.1825722855091212,-0.1498530143263923,3.51167257357635,0.11225135574664358,1.1825722855091212,-0.1498530143263923,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,2,50.0,C_ISCALMAR,INF,0.75,False,False,0.11802521123694909,1.0709814416763301,-0.17861367175230725,4.417805004088855,0.11225135574664358,1.1825722855091212,-0.1498530143263923,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,3,0.0,C_ISSHARPE,0.020,0.75,True,False,0.1308850027520987,1.3640607025647888,-0.14765004422980488,3.5251045164217047,0.1308850027520987,1.3640607025647888,-0.14765004422980488,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,3,0.0,C_ISCALMAR,INF,0.75,True,False,0.1421995481967957,1.270652502603202,-0.17274816551070737,4.4319756647783946,0.1308850027520987,1.3640607025647888,-0.14765004422980488,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,3,10.0,C_ISSHARPE,0.020,0.75,True,False,0.12688846295108647,1.3259784425433685,-0.14809080759214654,3.5251045164217047,0.12688846295108647,1.3259784425433685,-0.14809080759214654,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,3,10.0,C_ISCALMAR,INF,0.75,True,False,0.13711381837060155,1.2293297045132725,-0.1739230431497183,4.4319756647783946,0.12688846295108647,1.3259784425433685,-0.14809080759214654,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,3,25.0,C_ISSHARPE,0.020,0.75,True,False,0.12091901569275398,1.2687447954577569,-0.1487517938718178,3.5251045164217047,0.12091901569275398,1.2687447954577569,-0.1487517938718178,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,3,25.0,C_ISCALMAR,INF,0.75,True,False,0.12952560364458487,1.1672563015647195,-0.1756836938565105,4.4319756647783946,0.12091901569275398,1.2687447954577569,-0.1487517938718178,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,3,50.0,C_ISSHARPE,0.020,0.75,False,False,0.11103720411961815,1.1731137227458546,-0.14985301432639242,3.5251045164217047,0.11103720411961815,1.1731137227458546,-0.14985301432639242,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,3,50.0,C_ISCALMAR,INF,0.75,False,False,0.11698553532533063,1.0636399213977306,-0.17861367175230713,4.4319756647783946,0.11103720411961815,1.1731137227458546,-0.14985301432639242,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,4,0.0,C_ISSHARPE,0.020,0.75,True,False,0.1313214562643774,1.3648469368684946,-0.14765004422980477,3.50991587342567,0.1313214562643774,1.3648469368684946,-0.14765004422980477,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,4,0.0,C_ISCALMAR,INF,0.75,True,False,0.1433646661218264,1.2781668880846349,-0.17274816551070726,4.399858703375474,0.1313214562643774,1.3648469368684946,-0.14765004422980477,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,4,10.0,C_ISSHARPE,0.020,0.75,True,False,0.12736956835899593,1.3273331260146979,-0.14809080759214643,3.50991587342567,0.12736956835899593,1.3273331260146979,-0.14809080759214643,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,4,10.0,C_ISCALMAR,INF,0.75,True,False,0.13834429957751126,1.2375041706893333,-0.1739230431497183,4.399858703375474,0.12736956835899593,1.3273331260146979,-0.14809080759214643,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,4,25.0,C_ISSHARPE,0.020,0.75,True,False,0.1214665137099673,1.270950095819656,-0.1487517938718177,3.50991587342567,0.1214665137099673,1.270950095819656,-0.1487517938718177,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,4,25.0,C_ISCALMAR,INF,0.75,True,False,0.1308530337246958,1.176416511771956,-0.17568369385651061,4.399858703375474,0.1214665137099673,1.270950095819656,-0.1487517938718177,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,4,50.0,C_ISSHARPE,0.020,0.75,False,False,0.11169380873733048,1.1767295977759158,-0.1498530143263921,3.50991587342567,0.11169380873733048,1.1767295977759158,-0.1498530143263921,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,4,50.0,C_ISCALMAR,INF,0.75,False,False,0.11847165417834526,1.0744288611733523,-0.17861367175230713,4.399858703375474,0.11169380873733048,1.1767295977759158,-0.1498530143263921,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,5,0.0,C_ISSHARPE,0.020,0.75,True,False,0.13085718091138032,1.3608451957497858,-0.14765004422980488,3.5272310596465624,0.13085718091138032,1.3608451957497858,-0.14765004422980488,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,5,0.0,C_ISCALMAR,INF,0.75,True,False,0.14230019450778975,1.2696316769155054,-0.1727481655107077,4.4250224193973215,0.13085718091138032,1.3608451957497858,-0.14765004422980488,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,5,10.0,C_ISSHARPE,0.020,0.75,True,False,0.12687304099684704,1.3230119099412683,-0.1480908075921461,3.5272310596465624,0.12687304099684704,1.3230119099412683,-0.1480908075921461,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,5,10.0,C_ISCALMAR,INF,0.75,True,False,0.13723121890207257,1.2285660194777666,-0.1739230431497184,4.4250224193973215,0.12687304099684704,1.3230119099412683,-0.1480908075921461,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,5,25.0,C_ISSHARPE,0.020,0.75,True,False,0.12092202996178547,1.266147225887172,-0.14875179387181725,3.5272310596465624,0.12092202996178547,1.266147225887172,-0.14875179387181725,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,5,25.0,C_ISCALMAR,INF,0.75,True,False,0.12966785168529693,1.166870588838715,-0.17568369385651028,4.4250224193973215,0.12092202996178547,1.266147225887172,-0.14875179387181725,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,5,50.0,C_ISSHARPE,0.020,0.75,False,False,0.11107051281579827,1.1711185084680602,-0.1498530143263923,3.5272310596465624,0.11107051281579827,1.1711185084680602,-0.1498530143263923,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,5,50.0,C_ISCALMAR,INF,0.75,False,False,0.11716844704037599,1.0638629243476607,-0.1786136717523069,4.4250224193973215,0.11107051281579827,1.1711185084680602,-0.1498530143263923,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,6,0.0,C_ISSHARPE,0.020,0.75,True,False,0.13083595677182958,1.360932682706015,-0.14765004422980466,3.5160002221799767,0.13083595677182958,1.360932682706015,-0.14765004422980466,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,6,0.0,C_ISCALMAR,INF,0.75,True,False,0.14267531491541519,1.2728849654800214,-0.17274816551070749,4.413866779906419,0.13083595677182958,1.360932682706015,-0.14765004422980466,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,6,10.0,C_ISSHARPE,0.020,0.75,True,False,0.12687684500820917,1.3233126301234082,-0.14809080759214666,3.5160002221799767,0.12687684500820917,1.3233126301234082,-0.14809080759214666,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,6,10.0,C_ISCALMAR,INF,0.75,True,False,0.13762926511676654,1.2319963157944904,-0.17392304314971851,4.413866779906419,0.12687684500820917,1.3233126301234082,-0.14809080759214666,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,6,25.0,C_ISSHARPE,0.020,0.75,True,False,0.12096305358550641,1.2667699429077153,-0.1487517938718177,3.5160002221799767,0.12096305358550641,1.2667699429077153,-0.1487517938718177,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,6,25.0,C_ISCALMAR,INF,0.75,True,False,0.13009988045751375,1.170565772347204,-0.17568369385651006,4.413866779906419,0.12096305358550641,1.2667699429077153,-0.1487517938718177,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,6,50.0,C_ISSHARPE,0.020,0.75,False,False,0.11117271588829958,1.1722831191870628,-0.14985301432639264,3.5160002221799767,0.11117271588829958,1.1722831191870628,-0.14985301432639264,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,6,50.0,C_ISCALMAR,INF,0.75,False,False,0.11765604199759183,1.0679982075679246,-0.17861367175230747,4.413866779906419,0.11117271588829958,1.1722831191870628,-0.14985301432639264,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,7,0.0,C_ISSHARPE,0.020,0.75,True,False,0.13110384814625142,1.363945998006846,-0.14765004422980466,3.5099564239714747,0.13110384814625142,1.363945998006846,-0.14765004422980466,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,7,0.0,C_ISCALMAR,INF,0.75,True,False,0.13963728299429978,1.2498831799111882,-0.17274816551070749,4.396122373110525,0.13110384814625142,1.363945998006846,-0.14765004422980466,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,7,10.0,C_ISSHARPE,0.020,0.75,True,False,0.1271407349526248,1.3262882354795271,-0.14809080759214643,3.5099564239714747,0.1271407349526248,1.3262882354795271,-0.14809080759214643,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,7,10.0,C_ISCALMAR,INF,0.75,True,False,0.1346286264861427,1.2091341428400555,-0.17392304314971863,4.396122373110525,0.1271407349526248,1.3262882354795271,-0.14809080759214643,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,7,25.0,C_ISSHARPE,0.020,0.75,True,False,0.12122098417834626,1.269687498568629,-0.14875179387181758,3.5099564239714747,0.12122098417834626,1.269687498568629,-0.14875179387181758,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,7,25.0,C_ISCALMAR,INF,0.75,True,False,0.12715486495625417,1.1479207474081867,-0.1756836938565105,4.396122373110525,0.12122098417834626,1.269687498568629,-0.14875179387181758,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,7,50.0,C_ISSHARPE,0.020,0.75,False,False,0.1114208275372277,1.1751002188686732,-0.14985301432639242,3.5099564239714747,0.1114208275372277,1.1751002188686732,-0.14985301432639242,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,10,7,50.0,C_ISCALMAR,INF,0.75,False,False,0.11480249812858268,1.0457342106985845,-0.17861367175230702,4.396122373110525,0.1114208275372277,1.1751002188686732,-0.14985301432639242,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,0,0.0,C_ISSHARPE,0.020,0.75,True,False,0.13189183393416015,1.3741767743112199,-0.1473730757084254,3.5372099286980547,0.13189183393416015,1.3741767743112199,-0.1473730757084254,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,0,0.0,C_ISCALMAR,INF,0.75,True,False,0.14252074125725467,1.2710748373446936,-0.1721156298176666,4.455412687984543,0.13189183393416015,1.3741767743112199,-0.1473730757084254,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,0,10.0,C_ISSHARPE,0.020,0.75,True,False,0.12788930767614648,1.3360789490103626,-0.14783261529951253,3.5372099286980547,0.12788930767614648,1.3360789490103626,-0.14783261529951253,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,0,10.0,C_ISCALMAR,INF,0.75,True,False,0.13740683139575305,1.2296186343997637,-0.17330245349486706,4.455412687984543,0.12788930767614648,1.3360789490103626,-0.14783261529951253,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,0,25.0,C_ISSHARPE,0.020,0.75,True,False,0.12191092973843265,1.278816961136249,-0.1485217658386755,3.5372099286980547,0.12191092973843265,1.278816961136249,-0.1485217658386755,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,0,25.0,C_ISCALMAR,INF,0.75,True,False,0.12977678052949781,1.167343011743641,-0.17508099675725786,4.455412687984543,0.12191092973843265,1.278816961136249,-0.1485217658386755,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,0,50.0,C_ISSHARPE,0.020,0.75,False,False,0.11201436356006811,1.183125707807004,-0.14966992650256639,3.5372099286980547,0.11201436356006811,1.183125707807004,-0.14966992650256639,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,0,50.0,C_ISCALMAR,INF,0.75,False,False,0.1171681310334054,1.063384933347516,-0.17804072478396082,4.455412687984543,0.11201436356006811,1.183125707807004,-0.14966992650256639,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,1,0.0,C_ISSHARPE,0.020,0.75,True,False,0.13165890733730667,1.3700035332147444,-0.1473730757084255,3.5470639797386574,0.13165890733730667,1.3700035332147444,-0.1473730757084255,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,1,0.0,C_ISCALMAR,INF,0.75,True,False,0.14036829209685697,1.2550988710606081,-0.17211562981766604,4.452776185065139,0.13165890733730667,1.3700035332147444,-0.1473730757084255,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,1,10.0,C_ISSHARPE,0.020,0.75,True,False,0.12768815234909825,1.332273313458017,-0.14783261529951275,3.5470639797386574,0.12768815234909825,1.332273313458017,-0.14783261529951275,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,1,10.0,C_ISCALMAR,INF,0.75,True,False,0.1353405802513219,1.2142555946547369,-0.17330245349486728,4.452776185065139,0.12768815234909825,1.332273313458017,-0.14783261529951275,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,1,25.0,C_ISSHARPE,0.020,0.75,True,False,0.12175702086163898,1.2755618388597207,-0.1485217658386756,3.5470639797386574,0.12175702086163898,1.2755618388597207,-0.1485217658386756,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,1,25.0,C_ISCALMAR,INF,0.75,True,False,0.1278384672375925,1.1528940920584163,-0.17508099675725763,4.452776185065139,0.12175702086163898,1.2755618388597207,-0.1485217658386756,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,1,50.0,C_ISSHARPE,0.020,0.75,False,False,0.11193811330762204,1.1807849312153758,-0.14966992650256639,3.5470639797386574,0.11193811330762204,1.1807849312153758,-0.14966992650256639,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,1,50.0,C_ISCALMAR,INF,0.75,False,False,0.11543946034673458,1.0504450547531614,-0.17804072478396105,4.452776185065139,0.11193811330762204,1.1807849312153758,-0.14966992650256639,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
U56,25,2,0.0,C_ISSHARPE,0.020,0.75,True,False,0.13134503641404627,1.3685369189901215,-0.14737307570842517,3.561076914742817,0.13134503641404627,1.3685369189901215,-0.14737307570842517,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274
