bar,published,IS_ind_lo,IS_ind_hi,IS_ind_open,IS_ind_width,IS_weak_lo,IS_weak_hi,full_ind_lo,full_ind_hi,contains_pub,overlaps_full
H1,1.0,0.9864492567,1.0136379105,False,0.027188653799999907,-2.36161096555,1.0136379105,0.9973877674,1.0453359294,True,True
H2,1.0,-2.80520467915,1.0170524169,True,inf,-2.80520467915,1.0170524169,0.9829454374,1.0212765743999999,True,True
DD,0.6,0.5978999578,0.6012120607,False,0.003312102899999947,0.5937558752,0.6012120607,0.5978999578,0.6012120607,True,True
CAGR,0.7,0.69602340045,0.7015906083,False,0.005567207849999978,0.69602340045,0.7015906083,0.69652905045,0.70197357175,True,True
