panel,band,gross,year,days,ret_gated,ret_ungated,ret_spy,drag,mdd_gated,mdd_ungated,mdd_spy,saved,prot,dragup
U56,0.02,0.75,2026,181,0.06578159350426893,0.11125159020332065,0.1429795975673751,0.04546999669905172,-0.033466531846651826,-0.04845119665950681,-0.08884974479781771,0.014984664812854986,0.10482662440339091,-0.14776804779878694
U56,0.03,0.75,2009,245,0.16139199642237245,0.2985779192309095,0.311326674643605,0.13718592280853703,-0.03981393163948599,-0.12567837526965275,-0.22062001264433284,0.08586444363016676,0.4722359206275793,-0.5948363687001288
U56,0.03,0.75,2010,252,0.0680930097324024,0.13897138479544457,0.15056049757720413,0.07087837506304218,-0.06695068478766686,-0.08857203572351857,-0.15699672946360121,0.021621350935851713,0.19202438466003569,-0.25967116801972245
U56,0.03,0.75,2011,252,-0.0061460459763161834,0.010726676499743126,0.018950727479971397,0.01687272247605931,-0.07887199732224492,-0.11950127597719817,-0.1860549410823611,0.04062927865495325,0.42965862965912405,-0.45469720479580156
U56,0.03,0.75,2012,250,0.04350466826263055,0.10635790596937156,0.15990261325886523,0.062853237706741,-0.058537010323904015,-0.07816942079776068,-0.09686993917041309,0.019632410473856665,0.15771131901007546,-0.2182323976736805
U56,0.03,0.75,2013,252,0.19403822011744243,0.21138058133607474,0.32307752311103055,0.017342361218632307,-0.03245752381815237,-0.042982359366666834,-0.055506230383220334,0.010524835548514466,0.0658257775074114,-0.08104875761140376
U56,0.03,0.75,2014,252,0.061791184444368374,0.07780356498896812,0.13463860143720674,0.016012380544599747,-0.0391206813191084,-0.055732248837893406,-0.07273459578593888,0.01661156751878501,0.07897100992990552,-0.09484696052444973
U56,0.03,0.75,2015,252,0.035024467475385235,0.04808579606066332,0.012342478840705384,0.013061328585278087,-0.04701210765382702,-0.08029104748469995,-0.1191019700822602,0.03327893983087293,0.24525326451587676,-0.2610415670890119
U56,0.03,0.75,2016,252,0.06231878065544394,0.13768465368747917,0.11997888578785987,0.07536587303203524,-0.02803651566817289,-0.0685313339064818,-0.09187558352333847,0.040494818238308916,0.18227541838298617,-0.25329276901373826
U56,0.03,0.75,2017,251,0.14269498524096158,0.16778386984289084,0.2170543806410543,0.025088884601929262,-0.013758618519202015,-0.014975282046984284,-0.026100845721388266,0.001216663527782269,0.0213801454998112,-0.0432052698344207
U56,0.03,0.75,2018,251,0.0049949952670238496,0.0005286313684633726,-0.04569032063713252,-0.004466363898560477,-0.06461337473554618,-0.12651979357657972,-0.19348903043170607,0.06190641884103354,0.209785907576818,-0.20853658652853874
U56,0.03,0.75,2019,252,0.09380253154643725,0.21633027116325287,0.3122390642970696,0.12252773961681562,-0.035354885931232594,-0.04974317943860751,-0.06618301614875133,0.014388293507374916,0.12382237762166215,-0.2320166334623741
U56,0.03,0.75,2020,253,0.1430616738228443,0.21473408187740972,0.18331625405896101,0.07167240805456543,-0.12054950773958362,-0.22525861233760036,-0.33717256724185285,0.10470910459801674,0.44619817659098254,-0.5238329046992785
U56,0.03,0.75,2021,252,0.17065303025278844,0.19572794400238447,0.28728776191274874,0.02507491374959603,-0.031226023884286858,-0.03928023480490117,-0.05114148312928224,0.008054210920614313,0.05586931472968569,-0.07783496931526296
U56,0.03,0.75,2022,251,-0.04556935637081261,-0.11991981249327965,-0.18175382241045157,-0.07435045612246705,-0.055321236676470376,-0.16535186763162568,-0.24496367979338685,0.1100306309551553,0.8630761979561055,-0.7949683828831691
U56,0.03,0.75,2023,250,0.1153661837012816,0.2345221604969887,0.26175789735711263,0.11915597679570711,-0.052201894851891084,-0.06181299686505404,-0.09974319330420534,0.009611102013162953,0.12168792540113314,-0.22525622705307113
U56,0.03,0.75,2024,252,0.16451485800969512,0.19988519691635398,0.24886474347330556,0.03537033890665886,-0.054906531488271515,-0.05723393990748693,-0.08405641913245021,0.0023274084192154154,0.028856823211840604,-0.0593294762298805
U56,0.03,0.75,2025,250,0.08340299813475394,0.16731164935193132,0.1771905467755066,0.08390865121717739,-0.07224172023887887,-0.12090653806993301,-0.18755235013533944,0.04866481783105414,0.18045268028724992,-0.25993719227092416
U56,0.03,0.75,2026,181,0.06892877024903421,0.11125159020332065,0.1429795975673751,0.04232281995428644,-0.03411480373398612,-0.04845119665950681,-0.08884974479781771,0.014336392925520691,0.10426206973478042,-0.1442237815356009
U56,0.05,0.75,2009,245,0.14805936825745647,0.2985779192309095,0.311326674643605,0.150518550973453,-0.03625919607565886,-0.12567837526965275,-0.22062001264433284,0.08941917919399389,0.48980953756510487,-0.6241862496132771
U56,0.05,0.75,2010,252,0.06866751135585814,0.13897138479544457,0.15056049757720413,0.07030387343958644,-0.07098784185613582,-0.08857203572351857,-0.15699672946360121,0.017584193867382747,0.1837035909859926,-0.2505364771832241
U56,0.05,0.75,2011,252,0.006220972663369739,0.010726676499743126,0.018950727479971397,0.004505703836373387,-0.07759848925202162,-0.11950127597719817,-0.1860549410823611,0.041902786725176555,0.44054027566666354,-0.4531379415408046
U56,0.05,0.75,2012,250,0.03611343175430792,0.10635790596937156,0.15990261325886523,0.07024447421506363,-0.05747883185768088,-0.07816942079776068,-0.09686993917041309,0.0206905889400798,0.16523958088195673,-0.23293842522511196
U56,0.05,0.75,2013,252,0.1886850626124157,0.21138058133607474,0.32307752311103055,0.022695518723659047,-0.03434680665181433,-0.042982359366666834,-0.055506230383220334,0.008635552714852501,0.06907138355013355,-0.08882887608036538
U56,0.05,0.75,2014,252,0.0609127656892956,0.07780356498896812,0.13463860143720674,0.01689079929967252,-0.04462586721849848,-0.055732248837893406,-0.07273459578593888,0.011106381619394923,0.06528276892344749,-0.08181349899542396
U56,0.05,0.75,2015,252,0.0379922621184976,0.04808579606066332,0.012342478840705384,0.010093533942165722,-0.05261638887351805,-0.08029104748469995,-0.1191019700822602,0.0276746586111819,0.23528666167732992,-0.24802941988379956
U56,0.05,0.75,2016,252,0.05132722259757605,0.13768465368747917,0.11997888578785987,0.08635743108990312,-0.028674700521080898,-0.0685313339064818,-0.09187558352333847,0.03985663338540091,0.1883819799938634,-0.2698785989514221
U56,0.05,0.75,2017,251,0.14408023715236085,0.16778386984289084,0.2170543806410543,0.023703632690529997,-0.013861330540163253,-0.014975282046984284,-0.026100845721388266,0.0011139515068210315,0.022427821312719354,-0.04303485301780298
U56,0.05,0.75,2018,251,-0.004330658478288507,0.0005286313684633726,-0.04569032063713252,0.00485928984675188,-0.07595487071642115,-0.12651979357657972,-0.19348903043170607,0.05056492286015857,0.17973061865029138,-0.18754050100273106
U56,0.05,0.75,2019,252,0.09094267088194607,0.21633027116325287,0.3122390642970696,0.1253876002813068,-0.035666880484768515,-0.04974317943860751,-0.06618301614875133,0.014076298953838995,0.13529116789640208,-0.24615970743468818
U56,0.05,0.75,2020,253,0.12901116068316654,0.21473408187740972,0.18331625405896101,0.08572292119424318,-0.125673174827321,-0.22525861233760036,-0.33717256724185285,0.09958543751027937,0.43976940560425,-0.5294552767569984
U56,0.05,0.75,2021,252,0.17551650530430707,0.19572794400238447,0.28728776191274874,0.0202114386980774,-0.030697747351667415,-0.03928023480490117,-0.05114148312928224,0.008582487453233756,0.0525733403915665,-0.07032248827452924
U56,0.05,0.75,2022,251,-0.04659501244926356,-0.11991981249327965,-0.18175382241045157,-0.07332480004401609,-0.05627988711603227,-0.16535186763162568,-0.24496367979338685,0.10907198051559341,0.8482496382767811,-0.7810440334970068
U56,0.05,0.75,2023,250,0.11079421166294678,0.2345221604969887,0.26175789735711263,0.12372794883404192,-0.05314920243072507,-0.06181299686505404,-0.09974319330420534,0.008663794434328964,0.128338248652486,-0.2360751917932261
U56,0.05,0.75,2024,252,0.17216235037305716,0.19988519691635398,0.24886474347330556,0.02772284654329682,-0.05491853382740686,-0.05723393990748693,-0.08405641913245021,0.0023154060800800735,0.03229544752634068,-0.05621607091678029
U56,0.05,0.75,2025,250,0.07345090024335499,0.16731164935193132,0.1771905467755066,0.09386074910857634,-0.08276654087624646,-0.12090653806993301,-0.18755235013533944,0.03813999719368655,0.17029104076829774,-0.25881145754705764
U56,0.05,0.75,2026,181,0.06136146583769353,0.11125159020332065,0.1429795975673751,0.04989012436562712,-0.03784898440056028,-0.04845119665950681,-0.08884974479781771,0.01060221225894653,0.10030273048657734,-0.14737363664566935
U56,0.08,0.75,2009,245,0.1501702850437825,0.2985779192309095,0.311326674643605,0.148407634187127,-0.032699685946925405,-0.12567837526965275,-0.22062001264433284,0.09297868932272735,0.5121452470019617,-0.6449396670112567
U56,0.08,0.75,2010,252,0.0797487660440801,0.13897138479544457,0.15056049757720413,0.059222618751364475,-0.07877131388103575,-0.08857203572351857,-0.15699672946360121,0.009800721842482818,0.1389790594658933,-0.19491282252017542
U56,0.08,0.75,2011,252,0.0021343653942655916,0.010726676499743126,0.018950727479971397,0.008592311105477535,-0.08467580249414053,-0.11950127597719817,-0.1860549410823611,0.034825473483057645,0.41637381606668233,-0.43260256411519854
U56,0.08,0.75,2012,250,0.03327164173228958,0.10635790596937156,0.15990261325886523,0.07308626423708198,-0.05459452774714135,-0.07816942079776068,-0.09686993917041309,0.023574893050619328,0.1691258045563647,-0.23959148443596573
U56,0.08,0.75,2013,252,0.18696359644901372,0.21138058133607474,0.32307752311103055,0.02441698488706101,-0.037938604432831036,-0.042982359366666834,-0.055506230383220334,0.005043754933835798,0.07002696798272796,-0.09125563773643615
U56,0.08,0.75,2014,252,0.0748259234818962,0.07780356498896812,0.13463860143720674,0.0029776415070719153,-0.0458441563257338,-0.055732248837893406,-0.07273459578593888,0.009888092512159607,0.062228651500493885,-0.06562318554064095
U56,0.08,0.75,2015,252,0.0536957000012106,0.04808579606066332,0.012342478840705384,-0.005609903940547278,-0.05487238112780146,-0.08029104748469995,-0.1191019700822602,0.02541866635689849,0.23143006783710046,-0.22894901930173567
U56,0.08,0.75,2016,252,0.06308263122193436,0.13768465368747917,0.11997888578785987,0.07460202246554481,-0.027840529414731585,-0.0685313339064818,-0.09187558352333847,0.04069080449175022,0.22871077703197915,-0.2994397309556822
U56,0.08,0.75,2017,251,0.14249968201880892,0.16778386984289084,0.2170543806410543,0.025284187824081927,-0.014400374645985092,-0.014975282046984284,-0.026100845721388266,0.0005749074009991917,0.01606144361310925,-0.03804243365169156
U56,0.08,0.75,2018,251,-0.007650739241594984,0.0005286313684633726,-0.04569032063713252,0.008179370610058356,-0.08409906576558757,-0.12651979357657972,-0.19348903043170607,0.042420727810992154,0.1515902656215871,-0.16247476922543755
U56,0.08,0.75,2019,252,0.0972977041936327,0.21633027116325287,0.3122390642970696,0.11903256696962017,-0.02781259795369928,-0.04974317943860751,-0.06618301614875133,0.02193058148490823,0.1713739262920388,-0.27671058731248976
U56,0.08,0.75,2020,253,0.1107520397235191,0.21473408187740972,0.18331625405896101,0.10398204215389062,-0.1446692689338982,-0.22525861233760036,-0.33717256724185285,0.08058934340370216,0.41969176817210463,-0.5244079513366532
U56,0.08,0.75,2021,252,0.17861626175065504,0.19572794400238447,0.28728776191274874,0.017111682251729432,-0.032205035393039316,-0.03928023480490117,-0.05114148312928224,0.007075199411861854,0.044936743883284995,-0.05995251576199217
U56,0.08,0.75,2022,251,-0.05808735019899869,-0.11991981249327965,-0.18175382241045157,-0.061832462294280965,-0.06709302105912918,-0.16535186763162568,-0.24496367979338685,0.0982588465724965,0.8108107039183121,-0.7554154783990505
U56,0.08,0.75,2023,250,0.12800775318431,0.2345221604969887,0.26175789735711263,0.1065144073126787,-0.049287895972098705,-0.06181299686505404,-0.09974319330420534,0.012525100892955332,0.16380423407590966,-0.2564506555552611
U56,0.08,0.75,2024,252,0.17494582841013173,0.19988519691635398,0.24886474347330556,0.024939368506222248,-0.05561466664796744,-0.05723393990748693,-0.08405641913245021,0.0016192732595194936,0.03609764212870161,-0.05765853815576706
U56,0.08,0.75,2025,250,0.06585516717678175,0.16731164935193132,0.1771905467755066,0.10145648217514958,-0.08927475013776331,-0.12090653806993301,-0.18755235013533944,0.0316317879321697,0.1669548259038196,-0.2623982831250625
U56,0.08,0.75,2026,181,0.06688394922606178,0.11125159020332065,0.1429795975673751,0.04436764097725887,-0.04114433549241425,-0.04845119665950681,-0.08884974479781771,0.00730686116709256,0.10083029118999523,-0.142647193824233
U56,0.1,0.75,2009,245,0.14179133370927754,0.2985779192309095,0.311326674643605,0.15678658552163194,-0.03125213213055089,-0.12567837526965275,-0.22062001264433284,0.09442624313910186,0.523493958821289,-0.6638131971140122
U56,0.1,0.75,2010,252,0.09487347749476038,0.13897138479544457,0.15056049757720413,0.04409790730068419,-0.08018399311968194,-0.08857203572351857,-0.15699672946360121,0.008388042603836632,0.11421501501496986,-0.15575139069835936
U56,0.1,0.75,2011,252,-0.001988337772575899,0.010726676499743126,0.018950727479971397,0.012715014272319025,-0.09222446745508306,-0.11950127597719817,-0.1860549410823611,0.027276808522115115,0.39000340386765153,-0.4099639186372055
U56,0.1,0.75,2012,250,0.037369469265388755,0.10635790596937156,0.15990261325886523,0.0689884367039828,-0.0491867407118316,-0.07816942079776068,-0.09686993917041309,0.02898268008592908,0.18402243554928566,-0.2506391476578654
U56,0.1,0.75,2013,252,0.20595205968951724,0.21138058133607474,0.32307752311103055,0.005428521646557494,-0.03582837748981582,-0.042982359366666834,-0.055506230383220334,0.007153981876851012,0.05769125648168477,-0.06286591210283701
U56,0.1,0.75,2014,252,0.08719990765562802,0.07780356498896812,0.13463860143720674,-0.009396342666659896,-0.047615173569710345,-0.055732248837893406,-0.07273459578593888,0.00811707526818306,0.05057173731276601,-0.04239173740735501
U56,0.1,0.75,2015,252,0.05893962069532499,0.04808579606066332,0.012342478840705384,-0.010853824634661668,-0.05807634875424761,-0.08029104748469995,-0.1191019700822602,0.022214698730452342,0.1865742590111366,-0.17861988270912257
U56,0.1,0.75,2016,252,0.056421180598671405,0.13768465368747917,0.11997888578785987,0.08126347308880777,-0.034668571140297644,-0.0685313339064818,-0.09187558352333847,0.03386276276618416,0.23323278090819707,-0.31031091537412586
U56,0.1,0.75,2017,251,0.13607450724652503,0.16778386984289084,0.2170543806410543,0.03170936259636581,-0.01477138767666264,-0.014975282046984284,-0.026100845721388266,0.00020389437032164448,0.01643348116967674,-0.04410958105050769
U56,0.1,0.75,2018,251,-0.0037600587237345273,0.0005286313684633726,-0.04569032063713252,0.0042886900921979,-0.09111216300525504,-0.12651979357657972,-0.19348903043170607,0.03540763057132468,0.12040865408880216,-0.12691979513664353
U56,0.1,0.75,2019,252,0.09252951431030998,0.21633027116325287,0.3122390642970696,0.1238007568529429,-0.025596967420361882,-0.04974317943860751,-0.06618301614875133,0.024146212018245627,0.1972828661704772,-0.3072193589249038
U56,0.1,0.75,2020,253,0.1237862598551207,0.21473408187740972,0.18331625405896101,0.09094782202228902,-0.12347907770745303,-0.22525861233760036,-0.33717256724185285,0.10177953463014733,0.48004708852752703,-0.5746223695392728
U56,0.1,0.75,2021,252,0.18382753544596864,0.19572794400238447,0.28728776191274874,0.011900408556415831,-0.033281377045446314,-0.03928023480490117,-0.05114148312928224,0.0059988577594548564,0.038505819706153216,-0.04904124612608607
U56,0.1,0.75,2022,251,-0.05003661702212314,-0.11991981249327965,-0.18175382241045157,-0.06988319547115651,-0.06324670090066087,-0.16535186763162568,-0.24496367979338685,0.10210516673096481,0.7815757548711714,-0.7173574899741819
U56,0.1,0.75,2023,250,0.12492589798313936,0.2345221604969887,0.26175789735711263,0.10959626251384935,-0.04482981429172206,-0.06181299686505404,-0.09974319330420534,0.01698318257333198,0.18621424445856835,-0.28180681127137835
U56,0.1,0.75,2024,252,0.17389076076672638,0.19988519691635398,0.24886474347330556,0.025994436149627598,-0.05619216076181632,-0.05723393990748693,-0.08405641913245021,0.0010417791456706071,0.039668770091626816,-0.06216594184662713
U56,0.1,0.75,2025,250,0.0519576973047553,0.16731164935193132,0.1771905467755066,0.11535395204717602,-0.09895406913425064,-0.12090653806993301,-0.18755235013533944,0.021952468935682368,0.1492359090523967,-0.25747766964638374
U56,0.1,0.75,2026,181,0.07386081055644245,0.11125159020332065,0.1429795975673751,0.0373907796468782,-0.038485833868509345,-0.04845119665950681,-0.08884974479781771,0.009965362790997467,0.10490992254781628,-0.1402420949717575
U56,0.0,1.0,2009,245,0.2130932509111252,0.4090487086074992,0.311326674643605,0.195955457696374,-0.05688255401189546,-0.16479075147151334,-0.22062001264433284,0.10790819745961788,0.6152975636921105,-0.7843105834651808
U56,0.0,1.0,2010,252,0.08308238535498491,0.18600757167968673,0.15056049757720413,0.10292518632470182,-0.0965577313815158,-0.11750914682503277,-0.15699672946360121,0.020951415443516974,0.25877627454408336,-0.3559663953876904
U56,0.0,1.0,2011,252,-0.02151269537539735,0.009791696592764021,0.018950727479971397,0.03130439196816137,-0.11500974611711468,-0.15807080964101017,-0.1860549410823611,0.04306106352389549,0.5759362389826688,-0.6222972118308444
U56,0.0,1.0,2012,250,0.05979827342621813,0.14263374069141888,0.15990261325886523,0.08283546726520075,-0.0733224237664708,-0.10326725890241262,-0.09686993917041309,0.029944835135941816,0.21559381480015813,-0.29451915028775083
U56,0.0,1.0,2013,252,0.25463500380777226,0.28977281900344143,0.32307752311103055,0.035137815195669164,-0.04114439930692004,-0.056991796838550934,-0.055506230383220334,0.01584739753163089,0.08935431649201622,-0.11849409102417764
U56,0.0,1.0,2014,252,0.07852546855242193,0.10388002292699028,0.13463860143720674,0.02535455437456835,-0.049506119028220774,-0.0737925376545443,-0.07273459578593888,0.024286418626323525,0.11521252322511437,-0.14027749849108834
U56,0.0,1.0,2015,252,0.03410043574195254,0.06267431080625085,0.012342478840705384,0.028573875064298315,-0.05641122531298515,-0.10617785102554589,-0.1191019700822602,0.04976662571256074,0.3215663974152577,-0.35477724885084927
U56,0.0,1.0,2016,252,0.08030573118820272,0.18542893986212872,0.11997888578785987,0.105123208673926,-0.039858478052315904,-0.09097817166396549,-0.09187558352333847,0.051119693611649586,0.2446310242827873,-0.3421145838185774
U56,0.0,1.0,2017,251,0.19369154785901466,0.22917891534949808,0.2170543806410543,0.035487367490483424,-0.01853102393344197,-0.01995527189081825,-0.026100845721388266,0.001424247957376279,0.02819382510741506,-0.05769869907439904
U56,0.0,1.0,2018,251,-0.00741384352486707,-0.0022862125134470723,-0.04569032063713252,0.0051276310114199974,-0.08784596198988948,-0.16619642286391145,-0.19348903043170607,0.07835046087402198,0.2930471586922088,-0.3043507573267204
U56,0.0,1.0,2019,252,0.13060942800368824,0.2966719348964657,0.3122390642970696,0.16606250689277746,-0.04335001151687701,-0.06589618500944239,-0.06618301614875133,0.02254617349256538,0.1692865374065449,-0.3100547688913211
U56,0.0,1.0,2020,253,0.18114804859035383,0.28314919024540797,0.18331625405896101,0.10200114165505414,-0.15838544614117267,-0.2917896524646624,-0.33717256724185285,0.1334042063234897,0.5981747984319754,-0.712033809015845
U56,0.0,1.0,2021,252,0.23189123076469076,0.2670376770623859,0.28728776191274874,0.035146446297695144,-0.03997309602972732,-0.05215260013939149,-0.05114148312928224,0.012179504109664174,0.07766585416323857,-0.10733536887431046
U56,0.0,1.0,2022,251,-0.07139860249404828,-0.1609191547545692,-0.18175382241045157,-0.08952055226052091,-0.08255852560334931,-0.21740039355963148,-0.24496367979338685,0.13484186795628217,1.1439808682492327,-1.0658324172593974
U56,0.0,1.0,2023,250,0.1512825123063466,0.32133071560478643,0.26175789735711263,0.17004820329843984,-0.06533584706708218,-0.08192286035258667,-0.09974319330420534,0.016587013285504493,0.17433338503250131,-0.3159689053459738
U56,0.0,1.0,2024,252,0.2202293820526826,0.2726307768563667,0.24886474347330556,0.05240139480368411,-0.07125788084431339,-0.07571257698744838,-0.08405641913245021,0.004454696143134984,0.044590544316406404,-0.0878016193604973
U56,0.0,1.0,2025,250,0.10910343195307104,0.2259199192665169,0.1771905467755066,0.11681648731344585,-0.08899003869406541,-0.1587293960708941,-0.18755235013533944,0.06973935737682868,0.2511888215195766,-0.3603431479490138
