panel,book,gross,cadence,draw,CAGR,Sharpe,MaxDD,OOS_Sharpe,H1,H2,turnover,pass4b
B136,BAND03,0.75,M,0,0.08254296181722465,1.0755735662960517,-0.16839585407804936,1.0509305904545245,1.2404798111906046,0.9176053938549467,3.0401986210581926,False
B136,BAND03,0.75,M,1,0.08134291343205424,1.0647235931317547,-0.1676140983137011,1.041911592086667,1.2228935181752,0.9117981489973792,3.0813292174345865,False
B136,BAND03,0.75,M,2,0.08044746031531624,1.0479472473895846,-0.17721003301262317,1.010147242633174,1.2293774984616146,0.8762351423426281,3.0629032971943038,False
B136,BAND03,0.75,M,3,0.08240430059164172,1.076224713036873,-0.17028206300232518,1.051109867137482,1.2354191246003126,0.9222940875053349,3.0530777941170113,False
B136,BAND03,0.75,M,4,0.08298628178399703,1.085189981630834,-0.1637816791754494,1.0714555037047597,1.2398357077244173,0.9362745865328285,2.9996631701883243,False
B136,BAND03,0.75,M,5,0.08329791181586255,1.0831788908400173,-0.17012146904357506,1.0743489898288177,1.2248025809843777,0.9465659182700928,3.0282427611547913,False
B136,BAND03,0.75,M,6,0.08192506569882108,1.0680279432949402,-0.17043178423607663,1.0321622088636253,1.241198055584742,0.9034096990403289,3.0436327084887704,False
B136,BAND03,0.75,M,7,0.08432130018651662,1.099808902521383,-0.16639287380154688,1.0906429596103726,1.2379194772808093,0.9655638854219075,3.0481404391856635,False
B136,BAND03,0.75,M,8,0.08318922119385874,1.0884639111248708,-0.17372764210502578,1.0344126979998476,1.2824225525474051,0.9014071742302412,3.042157490790328,False
B136,BAND03,0.75,M,9,0.08339134892861333,1.0867352713669283,-0.17249789896892798,1.0784099828269866,1.2309498486573216,0.9486243892058918,3.0820076403065597,False
B136,BAND03,0.75,M,10,0.08061787430089029,1.0514410346334937,-0.17695627250373647,1.0023371586474035,1.2410517594552615,0.8716147528454534,3.028184746681159,False
B136,BAND03,0.75,M,11,0.08308213001550269,1.085101893244532,-0.17306332192806828,1.0751547745533068,1.2350946510759553,0.9399880199843473,3.04067575318096,False
