panel,ladder,degenerate_by_1189,k,sd_basis,range_S,sd1,rho_S,rho_r,d2k,d3k,null_sd_R,R,R_corr,sqrt1mrho,amplification,z_corr,R_lo,R_hi,mean_S,sd_cross,IS_rho_S,IS_R,IS_R_corr,IS_range,IS_sd1
U56,N,False,9,S_IID,0.181359875565146,0.24028604199306328,0.9050625563198741,0.9038239684418348,2.9700263244184746,0.8064964639660316,0.27154522414003923,0.2541279111699352,0.824771413562628,0.30811920368605056,3.245497158362521,-0.6453016693344771,0.17951475326290622,0.6382639626018509,1.1064119263225058,0.05720385598897082,0.9222076760295393,0.1393299543539358,0.4995467316934827,0.15176038110553902,0.3667360601307579
U56,N,False,9,S_BLOCK,0.181359875565146,0.19410457380754562,0.8770938795578791,0.9038239684418348,2.9700263244184746,0.8064964639660316,0.27154522414003923,0.31459016517319555,0.8973428077918548,0.3505796919990103,2.852418502332483,-0.37804823315619646,0.2171881748500779,0.7844345485617434,1.1064119263225058,0.05720385598897082,0.9148287394499705,0.16250508913305348,0.5568271835118231,0.15176038110553902,0.3144351896335016
U56,H,False,3,S_IID,0.039162185337719535,0.23422171108405776,0.9540080003501593,0.9597683093075453,1.692568750643269,0.8853371846410543,0.5230731007556282,0.09878555648612986,0.4606300903255304,0.214457454171779,4.66292954871602,-1.0311558917774575,0.0726496945788699,0.46335123009303586,1.116432192933086,0.019905224390722336,0.9598825541317382,0.020925274149609884,0.10447310897792782,0.012394578351571095,0.34995667555769155
U56,H,False,3,S_BLOCK,0.039162185337719535,0.21195098530788745,0.9443335728349026,0.9597683093075453,1.692568750643269,0.8853371846410543,0.5230731007556282,0.10916543764569674,0.462688266565656,0.23593733736968678,4.238413517539678,-1.0272211143301897,0.060764431304632174,0.5206116357744547,1.116432192933086,0.019905224390722336,0.956850012548221,0.023598921638826938,0.1136061445128944,0.012394578351571095,0.3103082203757335
U56,GROSS,True,8,S_IID,0.0023591147989923122,0.22517758948179561,0.9999643393539268,0.9999664775117669,2.847200612090556,0.821813312253368,0.28863906138666917,0.0036796443181163576,0.6161851637549952,0.005971653545977685,167.45780583228375,-1.3297397601041787,0.00072496708571174,0.013682518654315771,1.1376041543183524,0.0008090893391419768,0.9999830172158557,0.0015699845675281072,0.38097014098031,0.0017120652172950557,0.3830071242891896
U56,GROSS,True,8,S_BLOCK,0.0023591147989923122,0.2123608392238816,0.9999897793000436,0.9999664775117669,2.847200612090556,0.821813312253368,0.28863906138666917,0.003901724257316118,1.2204394966572591,0.0031969829459000663,312.7949122413801,0.7637202518544504,0.0008275855802128531,0.009680817390207586,1.1376041543183524,0.0008090893391419768,0.9999914742918454,0.002025468897916597,0.6936818759501706,0.0017120652172950557,0.29687707128253704
U56,CADENCE,False,4,S_IID,0.11036753620645268,0.22733216331325354,0.9666496492925432,0.9680535304155101,2.0587507460079286,0.8816078346864555,0.42822465827685013,0.23581785971143657,1.2912980367969187,0.1826207838868754,5.475827990199905,0.6802458269663503,0.13707534326211254,0.4722805092353073,1.099036089241028,0.05129738536365433,0.9649952615105001,0.07226882760597178,0.3862669857775278,0.05576884099797086,0.3748321552345496
U56,CADENCE,False,4,S_BLOCK,0.11036753620645268,0.2105417541564187,0.9577642733671553,0.9680535304155101,2.0587507460079286,0.8816078346864555,0.42822465827685013,0.2546240027822427,1.2389659071648504,0.20551332470875142,4.865864543903302,0.5580386429086888,0.15550895940186057,0.544669437697011,1.099036089241028,0.05129738536365433,0.9504422320251799,0.08841746493247397,0.39717526120804947,0.05576884099797086,0.3063725071569134
B136,N,False,9,S_IID,0.12053112976248315,0.25124994025979625,0.9349938439110511,0.9255286666353206,2.9700263244184746,0.8064964639660316,0.27154522414003923,0.16152247531383154,0.6335132729167795,0.2549630484775174,3.922136976206495,-1.3496342211278176,0.12077540814158486,0.5466147441392363,1.0531689810100393,0.04402261805061646,0.9443989022187194,0.16382872555675237,0.6947816979600365,0.1870058979110616,0.3843305897454281
B136,N,False,9,S_BLOCK,0.12053112976248315,0.21137674169509402,0.9200798268818041,0.9255286666353206,2.9700263244184746,0.8064964639660316,0.27154522414003923,0.19199137969376928,0.6791309477825479,0.2827015619309449,3.5372991686698514,-1.1816413020468957,0.12239313460573446,0.6118907809090192,1.0531689810100393,0.04402261805061646,0.9442609330480194,0.19098062117805828,0.8089272290464455,0.1870058979110616,0.32968994614256963
B136,H,False,3,S_IID,0.02139472754109062,0.24317153129208566,0.9178952233056016,0.9224795700810094,1.692568750643269,0.8853371846410543,0.5230731007556282,0.05198136889597674,0.18141095101976035,0.28653931090584833,3.489922540954885,-1.5649610882259304,0.07333305074857445,0.5404352708404898,1.0768651501033377,0.011699956254309595,0.9514412996320979,0.11329936107941418,0.514154845968114,0.0716018262801199,0.37337937158389756
B136,H,False,3,S_BLOCK,0.02139472754109062,0.21384361840126664,0.9193683285581891,0.9224795700810094,1.692568750643269,0.8853371846410543,0.5230731007556282,0.0591104339123855,0.2081667280831418,0.28395716480098004,3.521657925768065,-1.5138099641770542,0.07724282214055525,0.5601837743248566,1.0768651501033377,0.011699956254309595,0.9296064447316249,0.14138824495012445,0.5329013906795257,0.0716018262801199,0.2992019899222289
B136,GROSS,True,8,S_IID,0.005805379541333089,0.24193204652093425,0.9999596894526747,0.9999603031505128,2.847200612090556,0.821813312253368,0.28863906138666917,0.008427895665642586,1.327424420632015,0.006349058774758631,157.50366085373284,1.1343732170518244,0.0012797746021555446,0.01990486739582078,1.062407741391178,0.001955426251071292,0.9999826671049793,0.004845488636354317,1.1638634399902315,0.004879771168627922,0.3537071255966761
B136,GROSS,True,8,S_BLOCK,0.005805379541333089,0.2064460649579597,0.9999765645754133,0.9999603031505128,2.847200612090556,0.821813312253368,0.28863906138666917,0.009876565323098002,2.0401848929235444,0.004841014830251527,206.5682579096835,3.603756497565944,0.001971878185122991,0.01803315094118443,1.062407741391178,0.001955426251071292,0.999994089958837,0.00507078971685031,2.085836909131688,0.004879771168627922,0.33799150692070334
B136,CADENCE,False,4,S_IID,0.18155258057474422,0.24651413591389673,0.9329790355586222,0.9342209388151259,2.0587507460079286,0.8816078346864555,0.42822465827685013,0.3577312076061038,1.3818200567121988,0.25888407529505914,3.862732765081303,0.8916349148333012,0.24459235702159604,0.6807790267322611,1.109005441369042,0.08623974212878376,0.9462584788722829,0.17637289663422517,0.7608111524797859,0.1254457384830321,0.34547791936070876
