claim_set,null_type,n_cells,n_figures_censused,share_censused_with_null_200,share_censused_with_null_whole,median_obs,median_nullmed,median_ratio,n_inside_0.8,share_inside_0.8,n_inside_0.9,share_inside_0.9,n_inside_0.95,share_inside_0.95
CS_MAXDD,N_BLOCK,12,4698,0.0210727969348659,0.037675606641123884,20.740302267849476,22.53752581269666,0.9414713692306512,12,1.0,12,1.0,12,1.0
CS_MAXDD,N_IID,12,4698,0.0210727969348659,0.037675606641123884,20.740302267849476,25.71942850600947,0.8507309385991677,12,1.0,12,1.0,12,1.0
CS_MAXDD,N_STAT,12,4698,0.0210727969348659,0.037675606641123884,20.740302267849476,21.531425132029714,0.9649089201899352,12,1.0,12,1.0,12,1.0
CS_SPREAD,N_BLOCK,12,3102,0.02675693101225016,0.04964539007092199,7.7889934960841405,9.183337835609821,0.9229291633052341,10,0.8333333333333334,11,0.9166666666666666,12,1.0
CS_SPREAD,N_IID,12,3102,0.02675693101225016,0.04964539007092199,7.7889934960841405,11.023168107844821,0.8426246017093901,10,0.8333333333333334,10,0.8333333333333334,12,1.0
CS_SPREAD,N_STAT,12,3102,0.02675693101225016,0.04964539007092199,7.7889934960841405,9.012266857632563,0.9541603638507861,11,0.9166666666666666,11,0.9166666666666666,12,1.0
CS_ARGMAX,N_BLOCK,12,1538,0.02990897269180754,0.05851755526657997,1.0778696231825258,1.3812546207061076,0.9362118841115821,12,1.0,12,1.0,12,1.0
CS_ARGMAX,N_IID,12,1538,0.02990897269180754,0.05851755526657997,1.0778696231825258,1.5001880187721341,0.8323916551640196,12,1.0,12,1.0,12,1.0
CS_ARGMAX,N_STAT,12,1538,0.02990897269180754,0.05851755526657997,1.0778696231825258,1.3356338168805557,0.9742606065772363,12,1.0,12,1.0,12,1.0
CS_ALL,N_BLOCK,36,9338,0.024416363246947955,0.045084600556864425,7.7889934960841405,9.183337835609821,0.9358063315629044,34,0.9444444444444444,35,0.9722222222222222,36,1.0
CS_ALL,N_IID,36,9338,0.024416363246947955,0.045084600556864425,7.7889934960841405,11.023168107844821,0.8507309385991677,34,0.9444444444444444,34,0.9444444444444444,36,1.0
CS_ALL,N_STAT,36,9338,0.024416363246947955,0.045084600556864425,7.7889934960841405,9.012266857632563,0.9640867168830549,35,0.9722222222222222,35,0.9722222222222222,36,1.0
